,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-38.135291308286284,-0.7798051759240991,9.553338733002283,24.49333835757316,189.58930225783965,190.03506798533041,212.2234652770477,-38.13529130828648,-0.7798051759241875,9.553338733002604,24.49333835757311,189.5893022578397,190.03506798533047,212.22346527704795,5.641867285700456e-12,0.813442679436767,0.0006802918713592585,0.015398579028513796,5.517521480416222e-237,8.669759139235148e-301,1.3303829277693755e-275,5.641867285698922e-12,0.8134426794367462,0.0006802918713589644,0.015398579028514077,5.517521480414337e-237,8.669759139234162e-301,1.3303829277698293e-275,0.08526790863821965,-7645.893960133462,15299.787920266925,15320.375008984734,9925.880565973071,AB_Q_E_alphaCCC_WOB,0.27908935652876765,0.0060129319499352095,-0.528389927281956,0.4659492492627524,sub48
