subject,SR_Q_WOB,SR_Q_D_WOB,SR_Q_D_E_WOB,SR_Q_D_alphaCCC_WOB,SR_Q_D_E_alphaCCC_WOB
sub01,13353.315454971947,13331.04268395538,13308.12660548882,13305.836850035732,13337.56114646578
sub02,13743.771161837161,13691.640468060808,13693.687851386467,13748.249937201743,13772.907767203818
sub04,13885.270444082364,13889.763963852361,13888.95176234583,13897.640175367698,13893.353432751775
sub13,13732.975946584716,13716.088079330624,13693.579933290974,13715.888207077722,13748.543037410307
sub14,13769.135529307681,13758.776788469253,13759.490025411209,13759.95317797514,13791.346100133183
sub15,15059.994522921534,15049.461091491572,15040.336565362217,15057.668626412527,15040.220159196842
sub16,14554.8621484826,14487.74119960146,14468.062427100615,14520.799145136778,14525.215342559119
sub33,14455.29052534511,14411.223654238709,14440.85061889917,14451.316611094686,14413.432626219981
sub34,14295.402178657627,14301.168170248817,14293.786180150848,14307.44027612562,14295.962338729787
sub35,14664.104360909922,14622.521427756441,14618.86869885881,14654.118807257319,14671.167665464836
sub36,16482.16136040775,16474.649963917764,16463.587990512948,16479.197856169445,16440.581602796094
sub37,14059.73925968058,14026.041070377469,14001.325434656665,14028.748911297072,14012.14969578046
sub38,13732.118559019573,13732.44408112459,13719.900652680066,13749.646461162807,13734.260685481177
sub39,14396.114334965081,14240.371659149368,14300.706996975516,14368.869887712732,14341.912029937805
sub40,13729.677200937878,13715.9392161053,13724.234861862558,13729.973411993064,13749.300521876541
sub09,14144.192996033133,14078.519835791029,14090.128293489135,14100.183121849588,14140.67562012938
sub10,14797.45860350285,14775.499206708746,14792.185293231567,14781.324097570568,14792.15584153506
sub11,13816.541080618346,13781.893528529605,13771.713172341728,13800.228453357038,13815.702717852651
sub12,14188.526084338113,14178.62592104364,14169.291175841296,14172.652534830702,14182.528997064046
sub17,13270.857403421323,13244.29484630248,13248.638095557639,13263.023926915952,13251.735468884397
sub18,14516.692337313714,14502.883625665725,14506.645366009769,14515.78343319174,14519.010316864244
sub19,13811.118089029556,13811.06019149624,13803.491681858151,13807.8580917851,13817.049368517275
sub20,14381.119723367869,14328.218966483233,14327.402368586085,14331.396428952725,14395.467244211599
sub41,14704.491236390702,14649.549119449854,14649.53274962546,14648.7266961734,14724.370224156783
sub42,14365.583026232263,14367.30986060636,14372.170679874946,14376.250944579586,14379.240759307593
sub43,14095.060117846362,14086.243808889994,14087.735904766952,14090.224859831045,14094.525092489432
sub44,14907.949462042725,14874.891736669786,14903.222176971667,14879.44434248507,14874.504496343552
sub45,13668.550457074778,13615.514280810627,13628.153112792466,13679.743281745503,13675.307462196643
sub46,15223.696970905732,15219.805294601054,15223.912396683458,15221.352946419287,15229.165334416512
sub47,13972.325131974612,13918.36001052558,13941.945406356304,13935.426484419851,13923.715003509746
sub48,14966.46418632103,14919.902951704817,14922.070024611776,14918.513716855363,14925.850432460098
sub05,14226.33471998345,14227.9294294671,14230.05365595777,14238.835292610896,14241.122521874006
sub06,13743.89574532764,13700.656365933655,13702.090247594473,13704.149391079149,13709.219856636086
sub07,15027.344431008003,15030.546860984468,15032.604964233424,15025.370868607002,15030.850486435093
sub08,14154.966078311834,14152.33597367349,14159.080127882336,14157.480284181675,14158.847223069817
sub21,13816.943372506526,13807.618229863201,13799.3718954891,13845.466001970603,13823.202139414825
sub22,14455.640964244223,14451.983476357902,14456.94154432147,14459.253187832226,14491.345117813891
sub23,13177.46411848329,13137.070919585112,13118.600661111499,13127.622838445195,13191.052742717788
sub24,13615.183515853227,13607.180890822081,13632.09236035017,13626.679543280918,13659.439293417649
sub25,13441.103228279655,13434.958993110678,13433.990334115908,13437.170842165488,13444.931509050857
sub26,15074.897619025305,15066.521261213771,15016.332774761699,15044.511506945759,15070.020158188303
sub27,15090.618411175119,15013.43558526441,15015.379044112751,15040.890854265468,15097.481070164009
sub28,14226.674647428656,14206.162656814511,14207.338877611664,14223.533705392432,14223.501561353038
sub29,12563.94522972281,12530.559260290012,12526.094885994797,12543.428408033553,12559.12061867067
sub30,14153.25392100154,14150.852732087285,14150.429910752031,14139.413719006148,14151.464280873377
sub31,14426.729437929318,14408.290783390516,14403.48923387946,14407.099538479895,14407.976330563835
sub32,13817.01412946447,13799.67310332706,13778.719334973308,13814.636538288629,13845.873679857144
