,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-52.30490429151797,3.6815466983671206,-4.466788859967007,2.2139315045542967,164.66926751316046,163.9732870365627,156.23640521864553,-52.304904291517964,3.6815466983673257,-4.466788859966907,2.2139315045542074,164.66926751316038,163.97328703656282,156.23640521864593,1.316367849949758e-06,0.07578946460978778,0.024650807500640637,0.6287251714522181,2.4922916887872913e-147,2.0390813559466533e-149,2.4036988370038513e-135,1.3163678499497704e-06,0.07578946460977237,0.02465080750064375,0.6287251714522317,2.492291688785022e-147,2.039081355947698e-149,2.4036988370079553e-135,0.04071161891951358,-7224.619207116506,14453.238414233012,14463.536677430127,4977.331494033227,AB_Q_E_WOB,0.05930851874870268,0.12040896520979405,sub24
