,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-26.085057037399967,10.01405429081794,10.23946957842292,-3.491251725189555,184.54018664863216,182.05889807413234,178.44625754192487,-26.085057037400084,10.014054290817981,10.239469578422916,-3.4912517251895965,184.54018664863224,182.05889807413234,178.44625754192492,8.970664057803138e-07,0.0007448459610033569,7.2206352956656796e-06,0.5257018289355648,0.0,0.0,0.0,8.970664057801997e-07,0.0007448459610033145,7.2206352956655356e-06,0.5257018289355601,0.0,0.0,0.0,0.0735855567052699,-7049.028909896747,14102.057819793494,14112.267750690033,6228.4516408244535,AB_Q_E_WOB,0.04445428748889516,0.5408678986082794,sub37
