subject,SR_Q_WOB,SR_Q_D_WOB,SR_Q_D_E_WOB,SR_Q_D_alphaCCC_WOB,SR_Q_D_E_alphaCCC_WOB
sub01,13358.455908015048,13341.323590041584,13323.547964618125,13326.398662208137,13363.263411681284
sub02,13748.917146304875,13701.932436996236,13709.125804789612,13768.833875072603,13798.637689542393
sub04,13890.380323545436,13899.983722778506,13904.281400735048,13918.079693219985,13918.902830067134
sub13,13738.078445940493,13726.293078042176,13708.887431358298,13736.298204500821,13774.05553418918
sub14,13774.220593601633,13768.946917057156,13774.745218293068,13780.293435150947,13816.771421602949
sub15,15065.127020473194,15059.726086594892,15055.734058017195,15078.198616619165,15065.882646955144
sub16,14559.97202794567,14497.960958527605,14483.392065489834,14541.238662989064,14550.76473987448
sub33,14460.417416154009,14421.477435856508,14456.231291325868,14471.82417433028,14439.067080264473
sub34,14300.523431110872,14311.410675155304,14309.149937510581,14327.925285938596,14321.568600996008
sub35,14669.23445942005,14632.781624776691,14634.258994389187,14674.639201297825,14696.818158015463
sub36,16487.291458917876,16484.910160938016,16478.97828604333,16499.718250209946,16466.232095346717
sub37,14064.844225128852,14036.25100127401,14016.640331001474,14049.168773090152,14037.674523021811
sub38,13737.188433148027,13742.583829381509,13735.110275065439,13769.925957676644,13759.610056123467
sub39,14401.241225773982,14250.625440767166,14316.08766940221,14389.377450948325,14367.546483982298
sub40,13734.795217142344,13726.175248514231,13739.588910475955,13750.445476810923,13774.890602898868
sub09,14149.3246945436,14088.783232811962,14105.523389020536,14120.709915891455,14166.334112681716
sub10,14802.606162774036,14785.794325251123,14807.627971045134,14801.914334655325,14817.893637891006
sub11,13821.592936241304,13791.997239775515,13786.868739210595,13820.435875848862,13840.961995967431
sub12,14193.646528710502,14188.866809788426,14184.652508958474,14193.134312320271,14208.131218926008
sub17,13275.97541962579,13254.530878711412,13263.992144171036,13283.495991733811,13277.325549906724
sub18,14521.759657162369,14513.018265363033,14521.847325555733,14536.052712586355,14544.34691610751
sub19,13816.157749379421,13821.139512195965,13818.610662907742,13828.016733184548,13842.247670266586
sub20,14386.230419490845,14338.440358729189,14342.734456955019,14351.83921344464,14421.020724826492
sub41,14709.626127242269,14659.818901152983,14664.937422180155,14669.266259579665,14750.04467841461
sub42,14370.664734818369,14377.473277778568,14387.415805633262,14396.57777892401,14404.649302238118
sub43,14100.105894423239,14096.335362043756,14102.87323449759,14110.407966138562,14119.753975373831
sub44,14913.083555763918,14885.159924112168,14918.62445813525,14899.980717369845,14900.174964949516
sub45,13673.666851218872,13625.747069098814,13643.50229522475,13700.20885832188,13700.889432917107
sub46,15228.827069415856,15230.065491621304,15239.302692213832,15241.87334045979,15254.81582696714
sub47,13977.445576347005,13928.600899270365,13957.306739473484,13955.908261909419,13949.31722537171
sub48,14971.590273594331,14930.155126251417,14937.44828643167,14939.01806594856,14951.480868826591
sub05,14231.477547384611,14238.215084269425,14245.482138161255,14259.40660221554,14266.836658879814
sub06,13749.0354056636,13710.935686605586,13717.509228602366,13724.708032423008,13734.918158315908
sub07,15032.455943124502,15040.769885217458,15047.939500582912,15045.816917072989,15056.408047017574
sub08,14160.01793393479,14162.4396849194,14174.235694751203,14177.687706673501,14184.106501184597
sub21,13822.074271336824,13817.880027523792,13814.764591979987,13865.98959729179,13848.856633566309
sub22,14460.77426019912,14462.250068267695,14472.341432186156,14479.78637165181,14517.011597588371
sub23,13182.581323986455,13147.305330591444,13133.952277620994,13148.091660457854,13216.638770233609
sub24,13620.279409074325,13617.372677264275,13647.380040013462,13647.063116165307,13684.918759523138
sub25,13446.229315552951,13445.211167657275,13449.368595935803,13457.675191258684,13470.56194541735
sub26,15080.02531272465,15076.776648612467,15031.715855859742,15065.02228174315,15095.65862668504
sub27,15095.754098522151,15023.706959958467,15030.786106153835,15061.433603653582,15123.159506899154
sub28,14231.803143374336,14216.419648705869,14222.724365448708,14244.047689175151,14249.144041081438
sub29,12569.080917069841,12540.83063498407,12541.50194803588,12563.971157421665,12584.799055405809
sub30,14158.356420357317,14161.057730798835,14165.737408819354,14159.823716429248,14176.976777652251
sub31,14431.875422397034,14418.582752325945,14418.927187282605,14427.683476350752,14433.70625290241
sub32,13822.156956865632,13809.958758129382,13794.147817176792,13835.20784789327,13871.587816862952
