,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-89.77596385808577,8.67062347357739,1.7499830660060205,8.53597200466411,167.95722783371838,173.20317199457315,165.18842906096904,-89.77596385808585,8.670623473577276,1.749983066006009,8.535972004664075,167.95722783371843,173.20317199457327,165.1884290609689,3.1085606668244905e-40,0.0012670931056085444,0.5143845418202846,0.3982983570496059,5.86524319736571e-211,7.558775768678888e-222,2.949370794825608e-209,3.1085606668242674e-40,0.00126709310560873,0.5143845418202877,0.3982983570496078,5.865243197368712e-211,7.558775768680178e-222,2.949370794823762e-209,0.14109215421901633,-7654.716659340792,15317.433318681584,15338.05178010924,9160.148908173247,SR_Q_D_alphaCCC_WOB,0.5456917164029931,0.7467206678165277,-0.8269509363783294,0.714027631508094,sub27
