P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
-25.146890926161266,8.817332736592963,2.523389241480116,9.894303823845783,169.51579107732408,176.8103621724268,181.05891063272426,-25.146890926161408,8.817332736593006,2.5233892414801824,9.894303823845757,169.5157910773241,176.8103621724268,181.05891063272418,6.190181977856765e-30,3.9686789141412434e-08,0.06590047338683791,0.14850430231773842,0.0,0.0,0.0,6.1901819778517126e-30,3.968678914140553e-08,0.06590047338683072,0.14850430231773998,0.0,0.0,0.0,0.16711694495350704,-6764.862228826656,13539.724457653312,13565.477964941274,2377.183180598137,SR_Q_D_E_alphaCCC_WOB,0.8539144914182913,0.3834635500233823,0.8502362719505262,-0.6543488590873706,0.6934038970040881,sub01
-73.71846530507952,-5.325776552659205,-3.3170629911345344,41.23600328280328,169.713696138567,164.17924232083988,157.6702677736837,-73.71846530507945,-5.325776552659219,-3.3170629911344878,41.23600328280322,169.71369613856712,164.17924232084,157.67026777368392,2.4800333278491456e-22,0.004609780497378932,0.034175189510148044,3.904889529006282e-06,8.946671552911892e-271,1.277112801746791e-260,9.04999725868993e-248,2.4800333278495378e-22,0.004609780497378823,0.034175189510150514,3.904889529006406e-06,8.946671552896627e-271,1.2771128017479536e-260,9.049997258721842e-248,0.1166974530395014,-6970.381903343109,13950.763806686218,13976.540788195703,3117.6085626463696,SR_Q_D_E_alphaCCC_WOB,0.13021737872944006,0.2497392275685813,0.6604102659175771,-0.4917953913258012,0.5354991895355982,sub02
-10.511637424568645,7.474568185202163,17.646938631684282,1.9104559741464355,178.17304914253094,177.45405194987362,184.57469896240048,-10.511637424568502,7.474568185202326,17.646938631684232,1.910455974146254,178.17304914253086,177.4540519498737,184.57469896240048,0.026320527409315425,0.002340591039386266,1.652998043618356e-16,0.7285953492513679,0.0,9.7608597e-316,0.0,0.026320527409317573,0.002340591039385749,1.6529980436186303e-16,0.7285953492513927,0.0,9.7608597e-316,0.0,0.06803724283486956,-7322.397304854549,14654.794609709097,14680.552037028618,5649.004967370031,SR_Q_D_E_alphaCCC_WOB,0.21520140930679404,0.2339179924352125,0.7880286100586009,-0.40872324217517664,0.8104025599805819,sub04
-113.58216804410108,5.786677927809272,-0.9760640128050896,7.5569184491011825,134.03704894411578,125.28286877905028,126.21779204441093,-113.58216804410112,5.786677927809098,-0.9760640128050042,7.556918449101187,134.03704894411587,125.28286877905023,126.21779204441108,1.761189137732069e-18,0.01748279724332764,0.6407105783243904,0.13665084176595765,1.9803722347836036e-81,2.918867403127901e-73,2.0233069870090156e-76,1.7611891377320186e-18,0.01748279724333109,0.6407105783244198,0.1366508417659575,1.9803722347848451e-81,2.9188674031292326e-73,2.0233069870097075e-76,0.08136663090359443,-7307.169577604715,14624.33915520943,14650.096582528955,5515.771348539533,SR_Q_D_E_alphaCCC_WOB,0.12652379220291854,0.6592832657370674,0.5229721709779601,-0.3908701670695573,0.12622634494320206,sub13
-33.318569651367326,-12.0511806578372,-5.341444252469809,11.015136755935336,204.69423372657002,193.9625094361177,196.18234447533115,-33.318569651367234,-12.051180657837278,-5.3414442524700165,11.015136755935405,204.69423372657,193.96250943611759,196.18234447533126,5.10180243681753e-11,1.733266152245003e-06,0.01275115955075936,0.01433985539874999,0.0,0.0,0.0,5.101802436818254e-11,1.7332661522447587e-06,0.012751159550755946,0.0143398553987494,0.0,0.0,0.0,0.08309398037318072,-7321.520551539592,14653.041103079184,14678.786761071973,5795.891785912288,SR_Q_D_E_alphaCCC_WOB,0.4495517658878693,0.4784446029355442,0.7326976628096828,-0.9944878226306508,0.7403043187933149,sub14
-67.27861312279465,7.209129972090545,9.068829097567411,21.994913319458977,174.20413220247883,188.64873901590317,212.12195314916832,-67.27861312279465,7.209129972090618,9.068829097567477,21.994913319458885,174.20413220247883,188.64873901590332,212.121953149168,3.0793183163558373e-15,0.02590581404997217,0.0011725823331640147,0.045332130850197515,2.949605624159599e-197,1.8608218074538037e-196,6.92542645078569e-264,3.079318316355771e-15,0.025905814049970617,0.0011725823331639143,0.04533213085019834,2.9496056241569133e-197,1.8608218074538037e-196,6.925426450769148e-264,0.14037425125316494,-7657.004710738621,15324.009421477242,15349.755079470027,9818.312136462197,SR_Q_D_E_alphaCCC_WOB,0.3886913647145563,1.0,0.7803467587403512,-0.020081902205684843,0.4118436269219627,sub15
-57.510133060670775,13.610803226923814,6.28537426751722,15.052491000462625,154.86107434303653,149.1428843996444,174.96709917730442,-57.510133060670654,13.610803226923801,6.285374267517128,15.05249100046257,154.86107434303645,149.1428843996444,174.96709917730462,2.7705054991974295e-29,3.364781410378996e-06,0.012765408684724895,0.02326573026343361,2.7266506524708453e-276,4.1635829785174355e-217,1.54e-321,2.770505499198521e-29,3.3647814103791587e-06,0.012765408684726308,0.023265730263434155,2.726650652472086e-276,4.163582978518383e-217,1.54e-321,0.15437485336263768,-7522.816200879594,15055.632401759189,15081.37413047869,8026.070169411154,SR_Q_D_E_alphaCCC_WOB,0.7226036283629823,0.8200923223312516,0.2073340891931686,-0.6513680027442529,0.7144344069816397,sub16
-25.746154832396954,4.135678129196736,9.883396317480713,0.3171844134116988,169.35513681479682,163.90195664122982,175.59360848925803,-25.74615483239706,4.135678129196714,9.883396317480834,0.31718441341169523,169.35513681479662,163.90195664122984,175.5936084892578,4.5901004181112715e-17,0.1166069138376358,1.3901671501976504e-05,0.9651095026885791,0.0,1.0356e-320,0.0,4.590100418110016e-17,0.11660691383763748,1.3901671501973034e-05,0.9651095026885794,0.0,1.0356e-320,0.0,0.08199236633773033,-7424.218665936658,14858.437331873316,14884.202590048002,6506.900436563555,SR_Q_D_E_alphaCCC_WOB,0.353460519892997,0.056607980495403526,0.2397832498391275,-0.511396987624937,0.8640920401868262,sub33
-32.04539499318449,0.4304913384342273,-7.887124843823648,15.820036218067756,191.93571258580863,197.9227525874498,196.94497687378689,-32.04539499318449,0.4304913384342433,-7.887124843823477,15.82003621806768,191.9357125858087,197.92275258745,196.9449768737868,1.569527196592239e-12,0.8718526409725359,0.0004962704922206364,0.019804464950540102,0.0,0.0,0.0,1.5695271965922672e-12,0.8718526409725315,0.0004962704922207737,0.019804464950540702,0.0,0.0,0.0,0.05507796876081061,-7388.626963893536,14787.253927787073,14813.003511967734,6381.914113049042,SR_Q_D_E_alphaCCC_WOB,0.18739286680390665,0.11052201963999256,0.8069917444427857,-0.15566448665994834,0.011205538710034137,sub34
-48.95171165501174,6.899507955749577,11.453979852226002,24.36282832518444,177.12694672283507,178.96854934815585,177.0843198888956,-48.95171165501178,6.899507955749656,11.453979852226064,24.362828325184477,177.12694672283507,178.96854934815568,177.0843198888956,3.573798269474575e-23,0.013459883110819445,2.0276137043675513e-06,0.003015361288038641,0.0,1.412654814699941e-286,0.0,3.573798269474396e-23,0.013459883110818366,2.0276137043672506e-06,0.0030153612880385967,0.0,1.412654814699459e-286,0.0,0.10672460347379488,-7492.7136518894495,14995.427303778899,15021.188648059066,7309.94926949006,SR_Q_D_E_alphaCCC_WOB,0.3231741975393922,0.4776880907747886,0.25999785904408,-0.14961060071078205,0.853650287038355,sub35
