,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-504.0859757137231,3.3551883674218796,-2.8963112407801663,-17.200815983172006,-37.1289729207119,-23.320063113724473,-36.65002629493779,-504.0859757137234,3.355188367422263,-2.89631124078032,-17.20081598317412,-37.1289729207099,-23.320063113721602,-36.650026294933724,0.038406289485094655,0.4404529704242396,0.43339576463223595,0.018121737543017095,0.7604114050604247,0.8477773928948567,0.7635494258043362,0.03840628948509473,0.4404529704241973,0.43339576463221174,0.018121737543003866,0.7604114050604345,0.8477773928948722,0.763549425804356,0.014593466417391565,-7954.249380870954,15916.498761741908,15937.066908040735,17118.379576555082,SR_Q_D_alphaCCC_WOB,0.009894944183131332,0.5485222280443796,-0.4206443393731437,0.9818148899065695,sub18
