,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-26.767916544935943,-1.809243690052817,8.40472888626371,23.664980533520698,196.14846864329868,196.95663272448056,218.69646078160878,-26.76791654493603,-1.809243690052762,8.404728886263825,23.66498053352062,196.14846864329866,196.95663272448056,218.69646078160844,1.2489129466645814e-12,0.5865686112555017,0.0027537040658569714,0.020282217797126988,4.565836879043922e-278,0.0,3.5303085e-317,1.2489129466643326e-12,0.5865686112555131,0.0027537040658565967,0.02028221779712731,4.56583687904548e-278,0.0,3.5303085e-317,0.0859996495170473,-7474.893651376677,14951.787302753353,14956.913390026652,9701.134298193832,AB_Q_WOB,0.6927963447218807,sub48
