,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-17.59660738504963,4.778432310768013,5.722133129371434,16.591680084685397,191.7688033255351,183.80899195757956,186.1390440865722,-17.596607385049502,4.77843231076806,5.722133129371348,16.591680084685397,191.7688033255352,183.80899195757962,186.13904408657226,1.3277204172456286e-11,0.006093299915435232,0.0010335262523091917,0.004200337042164973,0.0,0.0,0.0,1.327720417246033e-11,0.006093299915434739,0.0010335262523093706,0.004200337042164966,0.0,0.0,0.0,0.06433540157169293,-6918.733000985302,13845.466001970604,13865.98959729179,3759.704850775913,SR_Q_D_alphaCCC_WOB,0.9669704417011775,0.11298640626228408,-0.14264045236991885,0.3365230696008447,sub21
