,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-49.625577971153106,1.8799597966114865,-6.897355393528349,8.554743658892118,185.6307959685906,186.49156356325182,191.959264694293,-49.62557797115307,1.8799597966114154,-6.897355393528244,8.554743658891958,185.63079596859058,186.49156356325184,191.95926469429293,0.00019592972313850243,0.41213417807894215,0.0019097628904345412,0.3344832703282187,3.876574233050606e-115,1.415156113852105e-113,1.1502487333030193e-119,0.0001959297231385044,0.4121341780789607,0.0019097628904348432,0.3344832703282282,3.8765742330501656e-115,1.415156113852508e-113,1.150248733302692e-119,0.024693059308277365,-7240.6725589069465,14491.345117813893,14517.011597588373,6126.779229848365,SR_Q_D_E_alphaCCC_WOB,0.03689056587945157,0.12186002634464116,0.6243327732770843,-0.723153060583648,0.5871712608185605,sub22
