P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
-7.88230435259771,9.234371725762964,2.40158335423798,13.957738826410795,177.60437084435878,184.32036534325908,188.54135063774842,-7.882304352597787,9.234371725762967,2.4015833542380065,13.957738826410766,177.60437084435867,184.32036534325917,188.54135063774865,0.00014503988325329276,1.534256830927281e-07,0.0944138707594584,0.05116926004238512,0.0,0.0,0.0,0.0001450398832532722,1.5342568309272274e-07,0.09441387075945457,0.05116926004238565,0.0,0.0,0.0,0.08819877281404664,-6822.574320633195,13653.14864126639,13673.751447096765,2606.4334295151652,AB_Q_E_alphaCCC_WOB,0.5218233039238065,0.7247942275734178,-0.4237528373986634,0.16768356078437355,sub01
-30.543426885564323,-3.6189731344874216,-2.5316475691394573,39.0027658017226,190.3325285796385,184.72846717773066,178.44514724926532,-30.54342688556416,-3.6189731344874887,-2.5316475691394773,39.00276580172262,190.33252857963888,184.72846717773083,178.4451472492654,2.679159837677997e-21,0.0496536510436091,0.10691534874730554,1.3147263134922158e-05,0.0,0.0,0.0,2.6791598376792673e-21,0.049653651043604634,0.10691534874730298,1.3147263134922376e-05,0.0,0.0,0.0,0.1134248643181549,-6972.7505364813405,13953.501072962681,13974.122658170269,3129.35194522443,AB_Q_E_alphaCCC_WOB,0.259425580729865,0.9659077789804792,-0.4596693456007882,0.3896058860784631,sub02
-1.515600152137358,7.749692170361802,17.632758312206406,2.1665298576456147,182.2521765554995,181.45733121260258,188.47168983956618,-1.5156001521372362,7.749692170361848,17.632758312206327,2.1665298576456733,182.25217655549937,181.45733121260253,188.47168983956604,0.567062014898807,0.0018215941756079754,1.9810099766258191e-16,0.6946239106265499,0.0,0.0,0.0,0.5670620148988381,0.0018215941756078813,1.9810099766265328e-16,0.6946239106265419,0.0,0.0,0.0,0.06464618347559836,-7324.714531917191,14657.429063834383,14678.03500569,5669.55955620359,AB_Q_E_alphaCCC_WOB,0.07702441188357932,0.8943962336036071,-0.04210483222095751,0.8946376465763469,sub04
-13.996157942460995,5.712101022310697,-2.0850885174646048,12.178797805572646,185.0808898311508,175.30145648670668,175.92304120602554,-13.996157942461116,5.712101022310714,-2.0850885174646407,12.178797805572678,185.0808898311506,175.30145648670657,175.92304120602557,1.2973323369007791e-06,0.025226651776432518,0.3279874722377354,0.018557895696448036,0.0,0.0,0.0,1.2973323369005079e-06,0.025226651776432223,0.3279874722377272,0.01855789569644766,0.0,0.0,0.0,0.04178335899720709,-7334.084752158537,14676.169504317075,14696.775446172695,5753.423172970597,AB_Q_E_alphaCCC_WOB,0.8021682853685661,0.057434366082995035,-0.3909380885967634,0.29296832890246777,sub13
-19.64902434156814,-11.646261641067975,-5.651615242990147,9.26479537071756,211.54294190236968,200.47795659874902,202.7341098028495,-19.64902434156801,-11.64626164106799,-5.6516152429900535,9.264795370717572,211.54294190236968,200.47795659874885,202.7341098028496,2.387002400833343e-07,4.651440053703969e-06,0.008944316451620445,0.041182110861466316,0.0,0.0,0.0,2.3870024008339236e-07,4.6514400537039e-06,0.008944316451621514,0.041182110861466066,0.0,0.0,0.0,0.07110006982273176,-7329.792527815547,14667.585055631094,14688.181582025325,5871.706980573947,AB_Q_E_alphaCCC_WOB,0.30189020393235216,0.4848006597771829,-0.08014415315912292,0.5275042778152889,sub14
-10.856455241260484,6.851197976709508,9.39504914561373,24.172683281965252,202.07284973795106,216.78967898053128,239.42715218937317,-10.85645524126044,6.851197976709491,9.395049145613628,24.17268328196523,202.07284973795097,216.7896789805316,239.427152189373,0.003989991219991084,0.04625720768368218,0.0009963868052416096,0.031539980317705864,0.0,0.0,0.0,0.003989991219991267,0.046257207683682834,0.000996386805241734,0.03153998031770616,0.0,0.0,0.0,0.10295147839263574,-7684.127780310511,15376.255560621023,15396.852087015252,10245.500537028083,AB_Q_E_alphaCCC_WOB,0.9193161937470062,0.8639306883639631,-0.373946748720126,0.30529970126279143,sub15
-41.65673281385614,11.008048161669171,5.738903003508277,20.301751700204772,164.94881359318703,160.5299471656919,183.91334582006644,-41.65673281385609,11.00804816166918,5.7389030035082245,20.301751700204736,164.9488135931871,160.52994716569177,183.9133458200663,2.0049044314643494e-19,0.0002788182678428409,0.025430146351646005,0.0026022144374544085,0.0,1.5257986488344334e-262,0.0,2.0049044314644077e-19,0.00027881826784283543,0.02543014635164731,0.002602214437454457,0.0,1.5257986488351272e-262,0.0,0.1237587040902698,-7545.435752429792,15098.871504859584,15119.464887835184,8316.656801347692,AB_Q_E_alphaCCC_WOB,0.30255724854722266,0.6694783956200531,-0.9583503856486278,0.6008214410147119,sub16
-6.607685046191878,5.44209614580312,9.819374166206238,0.7261732277791089,177.59639228748802,171.3278856737667,184.3101716322031,-6.6076850461918735,5.442096145803138,9.81937416620635,0.7261732277790491,177.5963922874881,171.32788567376684,184.31017163220332,0.02454406908506759,0.05099758703642762,2.5774581993165016e-05,0.9222756940561307,0.0,0.0,0.0,0.024544069085067833,0.05099758703642697,2.5774581993159e-05,0.9222756940561372,0.0,0.0,0.0,0.033462153792943934,-7457.136591033061,14922.273182066123,14942.885388605877,6850.9106140585645,AB_Q_E_alphaCCC_WOB,0.6174928132892417,0.05738776368277644,-0.6074501123172956,0.04895975976210415,sub33
-20.156380798999653,1.808577551014421,-6.2967804787401755,14.186325691481853,195.70338206111683,201.1426559092017,201.27319241487683,-20.156380798999518,1.8085775510145432,-6.296780478740182,14.1863256914817,195.70338206111674,201.14265590920155,201.27319241487675,8.427517201826388e-09,0.4975108590526022,0.005423834307763783,0.03786259558192195,0.0,0.0,0.0,8.427517201828082e-09,0.4975108590525729,0.005423834307763734,0.037862595581924,0.0,0.0,0.0,0.042471068672408685,-7397.0694552540745,14802.138910508149,14822.73857785268,6467.059918854998,AB_Q_E_alphaCCC_WOB,0.3841275763976844,0.47334601818088,-0.9628020563328956,0.03890719419081374,sub34
-33.99576771469065,5.706082304843344,11.234228150868509,24.25291740161815,186.02547238965164,187.83778283589456,184.62889806660627,-33.99576771469063,5.706082304843438,11.23422815086867,24.252917401618234,186.02547238965167,187.83778283589447,184.62889806660633,8.128505476002531e-11,0.04941125390459706,5.126251578944154e-06,0.0038834306417104307,0.0,1.6431875709063e-311,0.0,8.128505476002617e-11,0.049411253904593534,5.126251578942421e-06,0.0038834306417102975,0.0,1.6431875709063e-311,0.0,0.06637587974919534,-7520.9219359088065,15049.843871817613,15070.452947241743,7640.135376864051,AB_Q_E_alphaCCC_WOB,0.23764768657846885,0.30447302308128404,-0.6233902356039972,0.43805041492183416,sub35
