,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-21.279719648410378,13.267385707921362,8.916375927709073,0.5436203799874173,187.46738322862672,183.60525919456586,180.01362641995104,-21.279719648410435,13.267385707921495,8.916375927709044,0.5436203799875043,187.4673832286269,183.60525919456572,180.01362641995098,7.162790852016273e-08,7.243227969937084e-06,0.0003362582687721738,0.9270896879273035,0.0,0.0,0.0,7.162790852015775e-08,7.243227969935688e-06,0.0003362582687721886,0.9270896879272919,0.0,0.0,0.0,0.06544436993759417,-7552.651803269411,15111.303606538822,15126.767452609563,7809.6714638671865,AB_Q_alphaCCC_WOB,0.4368492381316273,-0.4248764134097339,0.29044155315911013,sub37
