,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-17.977501255871847,5.702220359998585,-1.750917149364209,8.400404602874362,144.27082971458245,145.9423175830598,144.74514281220587,-17.977501255871758,5.702220359998642,-1.750917149364246,8.40040460287433,144.27082971458253,145.94231758305966,144.74514281220584,1.8234483838281745e-25,1.6454570204426832e-08,0.08127855164531708,0.05350081264745838,0.0,0.0,0.0,1.8234483838293245e-25,1.645457020442108e-08,0.08127855164531053,0.053500812647459386,0.0,0.0,0.0,0.11381305787987606,-6263.279630145006,12530.559260290012,12540.83063498407,1255.7623792000256,SR_Q_D_WOB,0.8267940274647255,0.9507250909751788,sub29
