,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-29.121551811754692,6.633405881291518,7.882953764358458,30.564790278360295,194.72300478064687,208.43724131719944,231.94085119871363,-29.121551811754582,6.633405881291442,7.882953764358399,30.564790278360235,194.72300478064693,208.43724131719927,231.94085119871346,1.8434608138796811e-13,0.040158722494702724,0.004644540568717744,0.007379722374105833,0.0,1.7333977e-317,0.0,1.843460813880041e-13,0.04015872249470488,0.004644540568718062,0.007379722374106001,0.0,1.7333977e-317,0.0,0.13572197621218862,-7517.168282681108,15040.336565362217,15055.734058017197,9608.26530410961,SR_Q_D_E_WOB,0.9705028460920737,0.5008831396013743,0.5705275951918559,sub15
