,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-9.34897255557055,4.6044840848494335,27.454451304307625,6.84178168663998,199.05336368129426,218.0953955361659,223.21464479162404,-9.348972555570484,4.604484084849405,27.45445130430759,6.841781686640001,199.05336368129417,218.095395536166,223.21464479162387,0.13863671374187345,0.1494603437039275,2.4691626925818278e-17,0.4285223308276537,7.255458244732903e-242,1.5231617284931118e-272,1.2097825846099558e-272,0.13863671374187642,0.14946034370392997,2.4691626925822546e-17,0.4285223308276521,7.25545824473373e-242,1.5231617284927653e-272,1.2097825846092677e-272,0.08779119771887878,-7823.350489441307,15652.700978882614,15668.146016114315,12878.85948715114,AB_Q_alphaCCC_WOB,0.37872225441212776,-0.9088006597967805,0.9391375587100167,sub07
