,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-31.509405966302236,-0.5467933303923083,-7.998633038951036,10.550474821314538,208.59412931337977,201.78653663115105,187.83589595564584,-31.509405966302147,-0.5467933303920631,-7.998633038951007,10.550474821314683,208.59412931337988,201.78653663115102,187.8358959556459,5.826126461199426e-11,0.7908696437233751,0.00010973416813995392,0.1300225404061463,0.0,0.0,0.0,5.82612646120021e-11,0.7908696437234665,0.00010973416813995994,0.13002254040614097,0.0,0.0,0.0,0.09730018979398036,-7112.337323714328,14226.674647428656,14231.803143374336,5266.941109631866,SR_Q_WOB,0.3096596137270161,sub28
