,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-17.92219385637782,0.04813300411546284,20.35170937026555,-12.518912485787416,187.59494672306738,184.8816893055141,192.3165716179611,-17.922193856377767,0.04813300411558491,20.351709370265574,-12.51891248578741,187.59494672306744,184.88168930551407,192.3165716179614,1.0710421078998071e-05,0.9895816108202609,3.622791834314655e-11,0.015240088428873068,1.7503422094473782e-229,2.04038330686e-313,1.9593346060611293e-231,1.0710421078998749e-05,0.9895816108202344,3.622791834314418e-11,0.015240088428873104,1.7503422094473782e-229,2.04038330686e-313,1.9593346060604614e-231,0.06030457253957622,-6901.725058703674,13811.450117407348,13831.608758806797,10534.8078992522,AB_Q_E_alphaCCC_WOB,0.8705094904399935,0.5168688373443414,-0.6084625941686018,0.3991540986633941,sub19
