P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
-26.572130536300026,9.027729436008872,2.4402798689970457,9.882946579940263,168.2964940859417,175.58348782181187,180.11962677853768,-26.572130536300072,9.027729436008931,2.44027986899698,9.882946579940269,168.29649408594182,175.5834878218121,180.11962677853768,6.153880175961528e-32,1.5753542679182777e-08,0.07423161892450204,0.14746099243531774,0.0,0.0,0.0,6.15388017596003e-32,1.5753542679179607e-08,0.07423161892451004,0.14746099243531732,0.0,0.0,0.0,0.1731107981683523,-6760.257864560215,13528.51572912043,13549.118534950801,2360.075752416163,SR_Q_D_alphaCCC_WOB,0.9109513136451409,0.6826810370925749,-0.7674070242902368,0.7635482467965173,sub01
-30.551622106953072,-3.1736895166228085,-3.121112897734569,39.13794434173824,189.68423859769496,183.08659327734412,177.41397804240398,-30.55162210695324,-3.17368951662288,-3.1211128977344678,39.137944341738184,189.68423859769516,183.08659327734432,177.41397804240398,6.915209066520491e-22,0.0832930229513037,0.04643493907801926,1.2004005714067195e-05,0.0,0.0,0.0,6.9152090665169175e-22,0.08329302295129658,0.046434939078026254,1.2004005714067536e-05,0.0,0.0,0.0,0.1152885834597418,-6971.402688444888,13950.805376889775,13971.426962097363,3122.6468351357794,SR_Q_D_alphaCCC_WOB,0.6891080578563112,0.8094030859732189,-0.5320325417543004,0.17268275789361034,sub02
-946.741315460509,3.766133141378896,17.727512600325788,2.46837175463137,-288.2592512874106,-289.3198751913005,-282.1750392551964,-946.7413154605226,3.7661331413507635,17.72751260031918,2.4683717546646022,-288.2592512874115,-289.319875191265,-282.17503925520964,0.10158985564923004,0.2891013338176346,1.3141739558122206e-16,0.6540847462640884,0.31618233361996817,0.314656845394677,0.32669484327724563,0.1015898556492302,0.2891013338232697,1.3141739558404424e-16,0.6540847462597605,0.3161823336199669,0.31465684539469313,0.32669484327723897,0.06637944637207571,-7323.531185518617,14655.062371037237,14675.668312892854,5659.053545503097,SR_Q_D_alphaCCC_WOB,0.0001,0.0001,-0.6020074327130379,0.4866334909639906,sub04
-54.69333206103904,5.120903350774536,-1.5167577424371288,8.222700912871469,164.35007905077913,156.1485486424118,156.87295873412873,-54.69333206103893,5.120903350774538,-1.5167577424372285,8.222700912871504,164.3500790507793,156.1485486424118,156.87295873412867,1.117357304867972e-24,0.033565953122478724,0.4625903975253018,0.10092512759308908,1.36397345e-316,8.526629408518026e-272,5.2002125577e-313,1.1173573048681642e-24,0.03356595312247868,0.462590397525273,0.10092512759308736,1.36397345e-316,8.526629408520934e-272,5.2002125577e-313,0.10158817736982972,-7292.968632734518,14593.937265469036,14614.543207324656,5397.206673197492,SR_Q_D_alphaCCC_WOB,0.482123116434987,0.6712012813052464,-0.9297348415727724,0.40127222914684535,sub13
-91.37984536065737,-11.633196133513268,-5.657318395229765,11.05299001482784,175.5038599022113,164.86999589541222,167.0197144867422,-91.37984536065731,-11.633196133513227,-5.6573183952297,11.052990014827875,175.50385990221145,164.86999589541202,167.01971448674226,5.49744599298319e-11,3.547697743609719e-06,0.008406201820839813,0.014014961460365807,1.389480693474505e-113,1.6086941625679373e-106,8.583713436628238e-108,5.497445992983569e-11,3.5476977436098886e-06,0.008406201820840519,0.014014961460365441,1.3894806934771162e-113,1.6086941625674336e-106,8.583713436626526e-108,0.08298809877533209,-7321.594048435325,14651.18809687065,14671.78462326488,5796.561081486117,SR_Q_D_alphaCCC_WOB,0.12110860807000105,0.4904239240036834,-0.09130542914558193,0.2421998126698745,sub14
-30.321189703656138,6.149813062777723,9.447059626285412,24.960520679885608,193.65049273086223,208.24090403879558,230.8982636344879,-30.321189703656067,6.149813062777512,9.44705962628555,24.960520679885768,193.65049273086228,208.24090403879563,230.89826363448785,1.2014724137886952e-08,0.06374384682255314,0.0008335759238450563,0.0246540804152856,0.0,1.358970783537931e-305,0.0,1.2014724137888097e-08,0.06374384682256255,0.0008335759238449051,0.02465408041528467,0.0,1.3589707835383948e-305,0.0,0.11993993902950972,-7671.958029165165,15351.916058330333,15372.51258472456,10051.037799988033,SR_Q_D_alphaCCC_WOB,0.5932115214943021,0.25731115833557994,-0.3132603530614856,0.3481524567397015,sub15
-47.72596989128971,14.541450854442436,6.028709637827756,13.649783668141751,159.1924220424146,152.84542362499036,178.92058387251882,-47.72596989128961,14.541450854442534,6.028709637827633,13.649783668141765,159.19242204241453,152.84542362499045,178.92058387251905,1.0476439201701416e-25,7.829693301011056e-07,0.017605161924022537,0.041278148928517035,1.1049353079086149e-300,9.657896571592637e-231,0.0,1.0476439201703367e-25,7.829693301009538e-07,0.01760516192402492,0.04127814892851695,1.1049353079083639e-300,9.65789657159044e-231,0.0,0.14337721782854218,-7531.0342675908305,15070.068535181661,15090.661918157259,8130.359334808924,SR_Q_D_alphaCCC_WOB,0.8734188920462413,0.9822101293571658,-0.8128227702612923,0.6692194789312605,sub16
-40.181096333703366,3.3795938552622093,9.709714485738417,-0.017440025185070596,162.959351314781,157.88564326569815,169.39951624594357,-40.181096333703415,3.3795938552622324,9.709714485738473,-0.01744002518519849,162.9593513147809,157.88564326569804,169.39951624594346,7.194833083641087e-22,0.19663150828190085,1.6618820160219645e-05,0.9980644115799912,0.0,1.0071329413220434e-288,0.0,7.194833083640468e-22,0.19663150828189752,1.661882016021791e-05,0.9980644115799772,0.0,1.0071329413221579e-288,0.0,0.09765451503608837,-7413.222601618822,14834.445203237645,14855.057409777395,6395.886064408385,SR_Q_D_alphaCCC_WOB,0.6412818064872013,0.3598144044430355,-0.4750356050171292,0.6366368394503776,sub33
-44.645235062020426,0.10593584879101137,-6.5438934060283,13.858198271855233,184.34303019585153,191.3360733415509,190.06257657737217,-44.645235062020255,0.10593584879107264,-6.543893406028204,13.858198271855075,184.34303019585153,191.33607334155082,190.06257657737214,1.2662134039703095e-14,0.9681863249696864,0.003512316059557396,0.04042205223294328,0.0,0.0,0.0,1.2662134039706205e-14,0.9681863249696679,0.003512316059557855,0.04042205223294551,0.0,0.0,0.0,0.0621186009591993,-7383.862893950722,14775.725787901443,14796.325455245971,6334.29919241769,SR_Q_D_alphaCCC_WOB,0.2606862497169325,0.1566075865810098,-0.4868174974757818,0.1999388172109799,sub34
-41.02564960854096,6.937146704223911,10.965256207749247,22.764432396419163,181.5906404044841,183.45117190518752,181.40775259643848,-41.02564960854101,6.937146704223998,10.965256207749189,22.764432396419203,181.5906404044842,183.4511719051877,181.40775259643848,8.926131233335676e-22,0.013207267489088155,5.669668467905469e-06,0.005719728249388339,0.0,4.7114040403e-314,0.0,8.926131233334785e-22,0.013207267489087036,5.6696684679061925e-06,0.0057197282493882525,0.0,4.7114040403e-314,0.0,0.1022309914306263,-7495.9175672157935,14999.835134431587,15020.444209855716,7346.721895417645,SR_Q_D_alphaCCC_WOB,0.8462354581288617,0.6820169883845806,-0.46093187640138894,0.4769168763558153,sub35
