,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-12.710129114205706,6.041272100130945,8.099551659600946,28.94442540860224,202.4538753140028,217.2296118744446,239.50879006533745,-12.710129114205698,6.0412721001308585,8.099551659600927,28.94442540860227,202.4538753140028,217.22961187444463,239.50879006533745,0.0025235799715751066,0.07796875608942444,0.004284365062935748,0.012912762439180683,0.0,0.0,0.0,0.0025235799715750975,0.07796875608942905,0.004284365062935842,0.012912762439180535,0.0,0.0,0.0,0.10386872849501694,-7539.824729329448,15085.649458658896,15101.046951313876,9964.55246468151,AB_Q_alphaCCC_WOB,0.6008992330795582,-0.27698366630466287,0.2957008060800099,sub15
