P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
-63.15922957192481,9.827037605013631,2.5956036927265616,9.419096690742489,149.3929866594844,157.06181037990368,161.55647367066513,-63.15922957192489,9.827037605013725,2.5956036927263924,9.419096690742391,149.39298665948434,157.06181037990376,161.55647367066499,2.8783853367123406e-30,5.298173560142724e-10,0.0535262284876931,0.15845303305942232,3.2832039665924e-310,2.8073e-320,0.0,2.8783853367116812e-30,5.298173560140429e-10,0.05352622848770891,0.1584530330594267,3.28320396658607e-310,2.8073e-320,0.0,0.178001450012496,-6663.78057323289,13337.56114646578,13363.263411681284,2259.2528760291,SR_Q_D_E_alphaCCC_WOB,0.22295262382190772,0.6704911185453832,0.17173088112471602,-0.3344842248881503,0.7831546574214556,sub01
-70.59753741319476,-4.22893031325314,-2.867128169781524,42.85744670695358,170.84122804985677,165.0317166647479,159.56453596440682,-70.59753741319476,-4.228930313253199,-2.8671281697816435,42.85744670695358,170.8412280498569,165.031716664748,159.56453596440682,9.914608848553891e-23,0.022213742020915327,0.06339771829677769,1.0340490157340807e-06,9.492356258639623e-290,7.357275618840768e-278,6.286587086753713e-268,9.914608848554391e-23,0.02221374202091364,0.06339771829676696,1.0340490157340707e-06,9.492356258642861e-290,7.357275618844951e-278,6.286587086758719e-268,0.11720513520108546,-6881.453883601909,13772.907767203818,13798.637689542393,3003.6933509999126,SR_Q_D_E_alphaCCC_WOB,0.13875075225285208,0.2344174537492432,0.3962062418103668,-0.9588640826018874,0.4695005219277598,sub02
-20.34947570131054,9.491831338905392,18.464612977140053,7.077129486374407,175.02131590802466,174.09821873390686,179.84262237967152,-20.349475701310283,9.49183133890528,18.46461297714004,7.077129486374169,175.02131590802483,174.09821873390678,179.84262237967133,0.0001914631833036783,7.410148044385736e-05,2.1010710579583746e-19,0.19208811957187036,0.0,4.0837188755435e-311,0.0,0.0001914631833037198,7.410148044387174e-05,2.1010710579585108e-19,0.19208811957188532,0.0,4.0837188755445e-311,0.0,0.09551927838400176,-6941.676716375888,13893.353432751775,13918.902830067134,4938.080378315237,SR_Q_D_E_alphaCCC_WOB,0.2360535135754652,0.16187350741516662,0.6033082720780684,-0.9551540327748952,0.4831085996557223,sub04
-120.06187398213926,7.14501580725262,-3.679683753247368,9.026940856834074,134.48849501592866,125.64726534066533,125.2944749680255,-120.06187398213932,7.145015807252602,-3.6796837532473696,9.026940856834091,134.48849501592866,125.64726534066536,125.2944749680255,1.6763410873558808e-17,0.003036876097142697,0.06435262884177616,0.06689750094439967,5.534285518850607e-76,7.814078847092425e-70,5.406085793454854e-69,1.6763410873558808e-17,0.003036876097142777,0.06435262884177577,0.06689750094439913,5.53428551885266e-76,7.814078847095544e-70,5.406085793453777e-69,0.0953780551385377,-6869.2715187051535,13748.543037410307,13774.05553418918,4767.444817748151,SR_Q_D_E_alphaCCC_WOB,0.08668233867165225,0.2963883921758538,0.08348938869908258,-0.8864780975173362,0.5701076759730213,sub13
-38.430881182664855,-11.189868310272454,-5.963458570037418,11.545145274220399,201.63005484398565,189.6123522874848,193.89825671385756,-38.43088118266486,-11.189868310272438,-5.963458570037589,11.545145274220285,201.63005484398556,189.6123522874849,193.89825671385762,2.895960815263275e-05,2.3723360804122e-05,0.008269216582504206,0.014975112009124185,6.807542321971668e-229,5.865400694587603e-202,4.2289247342924816e-226,2.8959608152632594e-05,2.3723360804122175e-05,0.008269216582502393,0.014975112009125213,6.807542321967796e-229,5.865400694588935e-202,4.228924734292e-226,0.06715013275432935,-6890.673050066593,13791.346100133183,13816.771421602949,6028.417018785333,SR_Q_D_E_alphaCCC_WOB,0.14200725258951444,0.7215526385788973,0.788815401054893,-0.3417429742874646,0.07237809552115287,sub14
-49.6822337581645,6.234187796626103,7.704554941867442,30.454292093801822,184.8072684891571,198.8561879455828,222.4564654766448,-49.68223375816455,6.234187796626227,7.704554941867382,30.454292093801907,184.807268489157,198.85618794558275,222.45646547664498,2.300511517602684e-14,0.053687361502161496,0.005587916074268227,0.007497457649660178,5.885034784980052e-274,2.2332833803901814e-254,0.0,2.30051151760246e-14,0.053687361502156715,0.005587916074268587,0.007497457649660059,5.885034784983399e-274,2.233283380389166e-254,0.0,0.13855893878482395,-7515.110079598421,15040.220159196842,15065.882646955144,9577.663816830573,SR_Q_D_E_alphaCCC_WOB,0.4829671538164623,0.5334623279631723,0.6742579758076301,-0.6502800989409324,0.7318799370960046,sub15
-85.73396481510206,16.56261391880533,7.236390285619272,10.578304226798158,138.922101962039,131.63132725254886,158.43846177114938,-85.73396481510208,16.562613918805404,7.236390285619231,10.578304226798092,138.92210196203894,131.63132725254877,158.43846177114926,1.9505564719622074e-19,1.0685530378774973e-07,0.005636544197582462,0.12211602310129267,2.381607938685612e-129,5.46476967169247e-107,2.0511927462379444e-160,1.950556471962165e-19,1.068553037877309e-07,0.005636544197582767,0.1221160231012946,2.3816079386830363e-129,5.464769671691848e-107,2.0511927462363104e-160,0.12887619840907993,-7257.607671279559,14525.215342559119,14550.76473987448,8274.708705407136,SR_Q_D_E_alphaCCC_WOB,0.3177018357938717,0.9217818397809548,0.7131689878944739,-0.7192422854785918,0.18767977379175108,sub16
-55.861711355409994,5.213784589791959,10.130451966742255,-2.641617427200348,154.6854131806013,148.87153574626763,161.7298642435244,-55.86171135540997,5.213784589792022,10.130451966742289,-2.6416174272004653,154.6854131806013,148.87153574626763,161.72986424352445,4.3019393749757294e-26,0.04876574099915365,6.629344107511419e-06,0.7090496588845638,4.142773188193092e-284,1.830593678128785e-235,4.371051219423575e-297,4.3019393749761926e-26,0.04876574099915135,6.62934410751089e-06,0.7090496588845516,4.142773188193092e-284,1.8305936781292008e-235,4.371051219422582e-297,0.11874590509532468,-7201.716313109991,14413.432626219981,14439.067080264473,6193.809331992031,SR_Q_D_E_alphaCCC_WOB,0.5110819542867686,0.8517775440742581,0.0814842460075056,-0.24320324815255434,0.6652009579083186,sub33
-38.691396889560096,1.6452745306282919,-4.769005145036161,15.130456181604993,184.5416357921381,190.82232578806892,191.80973878313512,-38.69139688956001,1.6452745306283705,-4.7690051450360444,15.130456181604792,184.5416357921383,190.8223257880689,191.809738783135,6.022157233235955e-16,0.5287107347981398,0.031195107969564862,0.02365550558964532,0.0,0.0,0.0,6.022157233236606e-16,0.5287107347981199,0.03119510796956883,0.023655505589647224,0.0,0.0,0.0,0.06923115118002654,-7142.9811693648935,14295.962338729787,14321.568600996008,6012.960369484933,SR_Q_D_E_alphaCCC_WOB,0.4974612623112255,0.3774200270079581,0.6917468674901245,-0.9371157540836222,0.4650339280838559,sub34
-24.569194362794686,7.280513520739137,11.780497009215296,25.381032333993613,188.99196187268868,189.98681621888957,187.9860506047187,-24.56919436279474,7.280513520739013,11.780497009215253,25.381032333993588,188.99196187268902,189.98681621888957,187.9860506047186,1.8705897437035767e-16,0.01061016188282593,1.415217601422881e-06,0.0024441399441426713,0.0,0.0,0.0,1.870589743703294e-16,0.01061016188282725,1.415217601423002e-06,0.0024441399441426804,0.0,0.0,0.0,0.08775369915865637,-7330.583832732418,14671.167665464836,14696.818158015463,7335.256987334426,SR_Q_D_E_alphaCCC_WOB,0.09117333548345537,0.07831921430959649,0.5335059769100512,-0.04698089068827127,0.9999170099234572,sub35
