,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-53.01545754623867,11.803573111972213,22.18188635315844,37.74422581599895,368.2134754184294,337.2890287019947,322.91093336910734,282.9487709973052,253.36923265268055,274.7620893210901,324.60520480194873,315.086999469506,318.0730631246132,303.45509276341863,319.2863810599531,331.5710227694316,287.901455215952,-53.01545754623871,11.803573111971858,22.181886353159957,37.744225815998064,368.21347541842925,337.2890287019957,322.9109333691073,282.948770997305,253.3692326526808,274.7620893210898,324.6052048019486,315.0869994695063,318.073063124613,303.45509276341863,319.28638105995276,331.5710227694321,287.90145521595264,3.6718393745962116e-09,0.052672462663258826,6.296240053078978e-06,0.014409397193493628,1.5315831074837737e-150,7.375738082474606e-174,3.7264461850333905e-200,3.80934912405016e-152,1.2395201799520384e-78,6.985577999212351e-79,1.9795844479972827e-168,8.326460964648403e-86,1.5388680164387074e-105,7.595192866888919e-131,9.455889447032628e-104,1.5189446212277015e-91,1.0803625291485777e-97,3.6718393745962513e-09,0.052672462663266036,6.2962400530695315e-06,0.014409397193495906,1.5315831074835995e-150,7.37573808247041e-174,3.726446185033815e-200,3.809349124051026e-152,1.2395201799517558e-78,6.985577999210761e-79,1.9795844479972827e-168,8.326460964646505e-86,1.5388680164392327e-105,7.595192866888919e-131,9.455889447033706e-104,1.518944621227572e-91,1.0803625291481472e-97,0.18394555522673794,-5278.528249062693,10563.056498125386,10577.224387509952,19267.24997092163,SR_Q_D_V_WOB,0.127572275275351,0.0001,0.37515796052997114,sub_8
