,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-32.06671274862737,-8.874595423445633,0.720046153048127,31.912551279218988,355.93842238751074,306.55155670798626,293.6034719287303,276.86283239609213,261.6946970258692,286.3897393307312,261.1745125005337,241.31051140526424,223.1624364567149,252.3912617544151,234.69873096911198,230.87899240815386,231.49475647539168,240.0248377654337,-32.066712748627715,-8.874595423446106,0.7200461530477646,31.91255127921921,355.9384223875117,306.55155670798604,293.60347192872996,276.862832396092,261.69469702586855,286.38973933073083,261.1745125005336,241.31051140526438,223.1624364567149,252.39126175441535,234.69873096911226,230.87899240815358,231.4947564753923,240.02483776543392,1.2080910840283815e-06,0.0754498506974481,0.8573386469043367,0.2051535929693715,5.843935869857489e-170,8.744242237819047e-121,1.3748591743736638e-129,3.1269492871520254e-153,1.5278083739552091e-106,9.278579984114194e-113,3.823011190020964e-165,8.217708760503669e-88,7.087337993536521e-75,9.63415995897815e-92,3.2936797643842656e-171,8.932033011539664e-139,1.715076778388413e-167,2.6612706900585473e-145,1.2080910840280603e-06,0.07544985069743254,0.8573386469044079,0.20515359296936944,5.84393586985217e-170,8.744242237821535e-121,1.3748591743745244e-129,3.12694928715167e-153,1.5278083739557312e-106,9.278579984114721e-113,3.8230111900211813e-165,8.217708760504371e-88,7.087337993535106e-75,9.63415995897815e-92,3.2936797643829542e-171,8.932033011542206e-139,1.7150767783869498e-167,2.6612706900577905e-145,0.2239712801684518,-5785.395302091863,11574.790604183727,11584.463122738282,14624.733463476401,SR_Q_V_WOB,0.0788774022502593,0.6532200231166331,sub_10
