subject,SR_Q_V_WOB,SR_Q_D_V_WOB,SR_Q_D_E_V_WOB,SR_Q_D_alphaCCC_V_WOB,SR_Q_D_E_alphaCCC_V_WOB
sub_1,0.2049848779162049,0.2254324088016487,0.22810423878203645,0.2298168602787177,0.2314725376028498
sub_2,0.2947214586029809,0.3908154922873712,0.39430009686568346,0.3955805094021654,0.3974134636250868
sub_3,0.13279007657393738,0.1422605374717505,0.14284860178735248,0.14842244893734513,0.15089285089999727
sub_4,0.1304482023259882,0.13129579886374987,0.13504782357216494,0.13704987634841415,0.1404589684606493
sub_5,0.08498203736100708,0.0849816431088396,0.0905832197401013,0.08664244128001264,0.0916887167792828
sub_6,0.2548063944018968,0.2548617289738463,0.2534247541250626,0.25486172897892395,0.2532529629714849
sub_7,0.11301324516088294,0.13169649187741314,0.13230938747739185,0.14701025853435,0.14624293911772734
sub_8,0.18394599697164413,0.18394555522673794,0.18626950178501944,0.19233481267093835,0.1908489284763908
sub_9,0.11060341784032236,0.14046023839815158,0.14127305288993353,0.14417799665312958,0.14589450764903256
sub_10,0.2239712801684518,0.2252040743405004,0.22528638566889025,0.2333493037990032,0.2327009772876907
sub_11,0.1002969295471785,0.10913545851199014,0.10923694573478948,0.11450646984426804,0.11435734235891305
sub_12,0.14835842760468898,0.14901813366731256,0.15028890058283328,0.1515973683782158,0.15229651974621006
sub_13,0.1820355867407778,0.18301014037666846,0.1875702017901484,0.189792100608312,0.19038098031068806
sub_14,0.08658920288505678,0.08658738850446546,0.08773302272962091,0.09765866320509686,0.09538354452455987
sub_15,0.1256379649707069,0.1510007168131673,0.15201288289882575,0.16174242659900095,0.1629285156290735
sub_16,0.09988035079873614,0.10064040804908847,0.10102902619458598,0.10862162418720313,0.1080601804446435
sub_17,0.1182788904648232,0.11827860954809333,0.1203034206197986,0.12482622855846735,0.12601470277337812
sub_18,0.31870021622342504,0.31872075852323845,0.31872075852323845,0.3225061117636029,0.32174919606488195
