,P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,P,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,p,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-61.86640176535296,-3.4281456743913097,14.41790591833007,10.052676605339407,186.6089277638295,195.31581812287533,185.49806209172925,190.45728641128483,189.45517730495249,179.7895084379503,201.26509239158514,196.00891329770346,184.50961112217834,181.0739888451486,192.59492637914335,190.47596304831112,204.62101341867987,-61.86640176535256,-3.428145674391569,14.417905918330238,10.05267660533925,186.60892776382877,195.31581812287615,185.4980620917292,190.4572864112847,189.4551773049521,179.78950843795042,201.26509239158506,196.00891329770332,184.5096111221784,181.07398884514842,192.59492637914354,190.47596304831106,204.62101341867978,2.030937279016798e-21,0.2811241755781238,1.4444400600309168e-08,0.5270738803963282,2.82929793949829e-174,1.4222858577959547e-212,1.7821720699745994e-170,8.26185855914708e-228,2.9619339115533545e-111,6.237420233444815e-115,1.9816252302050157e-169,3.83014068948459e-131,2.0254294440175183e-111,3.9713933875223575e-170,1.6457200820420958e-114,1.315020762210748e-125,1.821764026238388e-120,2.030937279018067e-21,0.2811241755780877,1.4444400600303566e-08,0.5270738803963348,2.829297939501026e-174,1.4222858577936087e-212,1.7821720699745994e-170,8.261858559142383e-228,2.961933911554956e-111,6.237420233444815e-115,1.9816252302059174e-169,3.830140689485898e-131,2.0254294440174607e-111,3.971393387523487e-170,1.6457200820414397e-114,1.3150207622110472e-125,1.8217640262385958e-120,0.14624293911772734,-5378.400773985385,10768.80154797077,10797.844827146502,5806.443449596495,SR_Q_D_E_alphaCCC_V_WOB,0.26701442280299503,0.3921002647086235,0.14525659660460674,-0.5941930341491575,0.8433880754306433,0.43289047770589417,sub_7
