P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency.1,hand.1,postError.1,nblock_1.1,nblock_2.1,nblock_3.1,nblock_4.1,nblock_5.1,nblock_6.1,nblock_7.1,nblock_8.1,nblock_9.1,nblock_10.1,nblock_11.1,nblock_12.1,nblock_13.1,nblock_14.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,NBLOCK_1.1,NBLOCK_2.1,NBLOCK_3.1,NBLOCK_4.1,NBLOCK_5.1,NBLOCK_6.1,NBLOCK_7.1,NBLOCK_8.1,NBLOCK_9.1,NBLOCK_10.1,NBLOCK_11.1,NBLOCK_12.1,NBLOCK_13.1,NBLOCK_14.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
-37.61671802238254,-16.9659037649278,-6.397403963566648,30.531548944653412,215.45324957933985,238.20909531859505,246.428174139378,228.81033638454392,233.2208808066289,220.31019993811344,228.4184528530099,228.937394355188,214.7605521982732,211.72435156781066,218.31905774461396,214.76585721007058,218.83869623463315,220.3800878890733,-37.61671802238243,-16.96590376492795,-6.3974039635663065,30.531548944653345,215.4532495793394,238.20909531859516,246.4281741393781,228.81033638454446,233.22088080662846,220.31019993811344,228.41845285300982,228.93739435518762,214.7605521982729,211.72435156781083,218.31905774461393,214.76585721007046,218.8386962346326,220.3800878890733,3.515215132964328e-27,1.3645930925841615e-08,0.006525249850963117,0.01715567966706799,1.1689150532283288e-162,6.384949365316256e-199,6.9466140499299185e-196,8.602625211104866e-272,1.2960062752376562e-182,3.289894357412054e-183,6.564964669484268e-241,1.3856008323405465e-188,1.3915902246094012e-162,3.65585036230557e-177,1.0505931988631458e-259,3.7403291217780104e-305,1.1021077653404763e-262,1.01906473686926e-310,3.5152151329654864e-27,1.3645930925838023e-08,0.006525249850965949,0.01715567966706831,1.1689150532290597e-162,6.384949365317347e-199,6.946614049931104e-196,8.602625211096058e-272,1.2960062752380246e-182,3.2898943574088723e-183,6.564964669484268e-241,1.3856008323411766e-188,1.3915902246094012e-162,3.6558503623051542e-177,1.0505931988632655e-259,3.7403291217788614e-305,1.1021077653413538e-262,1.01906473686906e-310,0.2049848779162049,-5300.139347088912,10604.27869417782,10613.955504579517,5032.247940401884,SR_Q_V_WOB,0.5142811434499699,0.635944816908128,sub_1
-41.52900349314963,-7.260667031850114,8.480656648661425,20.93644844876507,266.0250149303588,230.7784649121968,217.68002963501877,200.88852198804642,215.77412954099555,198.3173614684541,210.8217566172705,190.02700307209545,198.69841078252773,185.23619510348263,204.1478670083609,196.02111759950068,203.44575282617782,189.57986351627662,-41.52900349314967,-7.260667031850284,8.480656648661121,20.93644844876528,266.0250149303587,230.77846491219702,217.68002963501897,200.88852198804628,215.77412954099555,198.3173614684544,210.8217566172706,190.02700307209548,198.6984107825276,185.2361951034825,204.14786700836086,196.021117599501,203.44575282617816,189.5798635162764,2.1031446672034534e-36,0.022376321491801583,0.0008009546292488107,0.012066116418509885,1.274550732247681e-193,4.941152629926043e-158,1.0741715449479586e-160,7.1010605968723586e-186,2.6457246277703455e-167,2.299644147727846e-131,5.892109505227574e-228,1.3740224062359816e-123,5.32660907831891e-145,8.506311347606095e-120,6.283359747806299e-273,1.1031655563520042e-211,6.720672306968355e-268,1.0734350374689532e-206,2.1031446672030922e-36,0.022376321491798568,0.0008009546292491633,0.012066116418509056,1.2745507322481158e-193,4.941152629926605e-158,1.0741715449474698e-160,7.101060596873571e-186,2.6457246277703455e-167,2.299644147727584e-131,5.892109505226232e-228,1.3740224062362941e-123,5.326609078319214e-145,8.506311347608032e-120,6.283359747806299e-273,1.103165556351565e-211,6.720672306966823e-268,1.0734350374693806e-206,0.2947214586029809,-5303.378167785536,10610.756335571072,10620.411594040075,5731.504064199534,SR_Q_V_WOB,0.8614953247204812,0.6826231357008686,sub_2
-31.318550960006572,12.773412411968415,23.82984370236886,-2.6033380252020084,260.53301507059507,220.3242001381271,222.81510043989,228.23213346120215,231.8838914478022,292.82466020291406,262.38210271915693,281.56560956965086,259.99554188172243,277.06856203897684,259.8905521456145,235.0667677274941,274.9196333696213,,-31.318550960006558,12.773412411969035,23.829843702368677,-2.6033380252020013,260.53301507059507,220.32420013812657,222.8151004398901,228.23213346120247,231.88389144780223,292.82466020291395,262.38210271915693,281.56560956965086,259.99554188172226,277.0685620389766,259.8905521456146,235.0667677274942,274.9196333696214,,0.0007717290800285928,0.04481978852308775,2.5149217525969447e-06,0.8291577187892243,5.32536606701128e-118,1.6175986080708147e-113,9.185180007235255e-90,3.7968465886398725e-130,9.636825880660503e-51,2.2391195252289204e-63,1.2605239276894436e-87,5.63046113408017e-51,1.7488164850997893e-45,4.362633907882989e-124,1.5718008282615784e-69,1.3900184009987656e-66,5.906474568641138e-74,,0.0007717290800285966,0.044819788523077095,2.514921752597395e-06,0.8291577187892247,5.32536606701219e-118,1.6175986080721044e-113,9.185180007234465e-90,3.796846588639658e-130,9.636825880663117e-51,2.2391195252289843e-63,1.260523927689515e-87,5.630461134079768e-51,1.7488164851000388e-45,4.362633907883485e-124,1.571800828261355e-69,1.390018400998647e-66,5.906474568641138e-74,,0.13279007657393738,-5194.738617036286,10393.477234072572,10402.883610299054,20129.6224058012,SR_Q_V_WOB,0.139178234612201,0.4224072817642209,sub_3
-25.348691731931982,-21.92389539002676,0.14472540898380834,14.811391803915695,214.64016907663174,228.37603559767663,216.23633332422185,219.00027597855822,218.58125420453644,215.78336773594756,219.5039743640058,214.36231837465198,210.0244641677444,225.1793942779134,204.82724135557376,207.29561339661075,208.011083096662,,-25.348691731932202,-21.923895390026583,0.14472540898385367,14.811391803916464,214.640169076632,228.37603559767655,216.2363333242221,219.0002759785584,218.58125420453624,215.78336773594756,219.50397436400527,214.36231837465203,210.02446416774436,225.17939427791396,204.8272413555736,207.2956133966108,208.01108309666202,,4.25352634767746e-11,1.1042718766653749e-13,0.9493629085167894,0.18361715387830516,1.688771622857195e-309,8.248666942407035e-282,1.7262410955e-313,3.1455824869021073e-285,2.158451729444981e-186,7.902377054554824e-163,2.6784728765118153e-263,6.177337647749568e-163,3.903903237511615e-172,4.8276782798032025e-242,5.485264537949604e-174,1.1349880027002891e-156,2.1913729905532382e-173,,4.2535263476757755e-11,1.1042718766659222e-13,0.9493629085167736,0.18361715387828315,1.688771622855663e-309,8.248666942405157e-282,1.7262410955e-313,3.145582486901034e-285,2.15845172944584e-186,7.902377054556172e-163,2.6784728765151676e-263,6.177337647749219e-163,3.9039032375111683e-172,4.827678279800458e-242,5.485264537952103e-174,1.1349880027002891e-156,2.19137299055224e-173,,0.1304482023259882,-5205.3995601427505,10414.799120285505,10424.452210732616,4692.224751394163,SR_Q_V_WOB,0.33297753847762346,0.4301859094531224,sub_4
-17.61832062959715,-2.3353347926538808,25.45757680800297,32.91010787230127,254.12177603426133,272.2640386669417,256.05068908219124,250.1012518039289,259.7142510563481,282.33906215750216,265.5417171570665,273.9793953691661,227.55281973002465,256.99678295511217,234.8103080370137,254.26367065085728,222.83835341875667,233.78978029656173,-17.61832062959727,-2.3353347926541344,25.457576808003143,32.91010787230147,254.1217760342616,272.2640386669413,256.05068908219107,250.101251803929,259.71425105634785,282.3390621575023,265.54171715706656,273.979395369166,227.55281973002442,256.99678295511194,234.8103080370137,254.26367065085748,222.83835341875675,233.78978029656216,0.0126451448669025,0.7008935156556142,1.6806146653312265e-07,0.32308012636734296,2.423968923315152e-69,1.4696655089999166e-87,1.1963836098523795e-70,4.382868417025767e-117,1.2057285797396119e-73,8.324311975988569e-92,4.890501301549315e-108,8.873803026336137e-89,2.635106285276091e-57,7.160812687703215e-79,2.4646656734663846e-111,1.1397450321252191e-153,2.9511587760780375e-100,5.186143442449273e-137,0.012645144866901928,0.7008935156555833,1.6806146653309115e-07,0.3230801263673392,2.4239689233143235e-69,1.4696655090004604e-87,1.1963836098525159e-70,4.382868417023271e-117,1.2057285797394402e-73,8.324311975989991e-92,4.890501301549874e-108,8.873803026333867e-89,2.6351062852766167e-57,7.160812687704846e-79,2.464665673466033e-111,1.1397450321250892e-153,2.951158776078373e-100,5.186143442446911e-137,0.08498203736100708,-5951.619242630176,11907.238485260352,11916.908854432646,21190.412134143487,SR_Q_V_WOB,0.0991244684065546,0.8274978056674825,sub_5
-186.88063538028544,-34.179863446896675,-69.60578729738397,-34.87193158321755,273.395104268423,425.4851327673394,618.2637902167287,502.12594448602135,454.3811329208181,501.1659044105054,428.67716657410807,392.84455552749984,354.80275562820464,323.68652031313263,410.24512512487945,399.5592988705171,322.52678536816495,332.11469555350044,-186.88063538028518,-34.179863446897826,-69.60578729738418,-34.87193158321773,273.39510426842355,425.48513276734064,618.2637902167287,502.1259444860228,454.381132920818,501.1659044105055,428.6771665741083,392.8445555275002,354.8027556282053,323.6865203131332,410.24512512487814,399.55929887051735,322.5267853681651,332.1146955535022,0.010203515652075298,0.017921726080626126,0.012023317714599448,0.6485853153925665,2.783125447049684e-17,6.952781984887503e-24,4.804457769790468e-35,3.0098821808615766e-43,4.530972002014015e-23,1.3178807784073012e-33,1.1544236194697345e-37,3.2240328070837283e-25,4.029742403496995e-23,2.773080987806567e-17,2.0654028017451323e-40,2.0146859736224685e-33,1.5024943300231638e-27,3.98652181108977e-25,0.010203515652075426,0.01792172608062235,0.012023317714598887,0.6485853153925649,2.783125447049684e-17,6.952781984887053e-24,4.804457769790468e-35,3.009882180861318e-43,4.5309720020141114e-23,1.3178807784071313e-33,1.1544236194697345e-37,3.2240328070834275e-25,4.029742403496995e-23,2.7730809878063867e-17,2.0654028017449847e-40,2.0146859736224114e-33,1.5024943300231211e-27,3.9865218110893986e-25,0.2548063944018968,-3672.312904264423,7348.625808528846,7357.160209625929,66091.42548140422,SR_Q_V_WOB,0.007463618331225736,0.03153927910602016,sub_6
-27.659189665979532,-3.1084847217474083,15.155306885259895,5.715103961904872,203.08131849693456,213.17452867181984,203.18534741639442,207.90810799961739,206.2337882524962,196.2658746023267,216.76538074663608,211.0191481436273,197.11173300409652,197.19295755363441,209.24828845309432,206.85858056415276,218.59224201826473,,-27.659189665979557,-3.108484721747357,15.155306885260961,5.715103961904454,203.08131849693456,213.17452867181996,203.1853474163947,207.9081079996172,206.2337882524963,196.26587460232662,216.76538074663642,211.0191481436273,197.1117330040965,197.1929575536343,209.24828845309403,206.85858056415253,218.5922420182648,,1.0444007157262565e-13,0.33755134563670464,5.0357318373779875e-09,0.7241474751828376,1.3347207590152434e-217,2.672562846776713e-278,5.204523477784061e-218,2.630468681857493e-303,7.9202461063293485e-134,8.132643327531806e-140,1.0154244343679598e-200,6.889007777272006e-154,4.462847001775555e-126,1.549543244741386e-212,8.618307596795902e-137,8.968590360098099e-151,5.718002103663523e-136,,1.0444007157262641e-13,0.33755134563671274,5.035731837365245e-09,0.7241474751828566,1.3347207590147118e-217,2.6725628467761055e-278,5.204523477782876e-218,2.6304686818583907e-303,7.920246106327995e-134,8.132643327529494e-140,1.0154244343679598e-200,6.88900777727083e-154,4.462847001775555e-126,1.5495432447418266e-212,8.618307596797372e-137,8.968590360098608e-151,5.71800210366385e-136,,0.11301324516088294,-5396.251498701416,10796.502997402831,10806.18409046141,6032.440221436503,SR_Q_V_WOB,0.5205256265283194,0.6556470994410617,sub_7
-52.99307446224629,11.803357805441113,22.182019544843264,37.74327769457828,368.2271770868658,337.30152219116394,322.92271829241815,282.96031529789485,253.379591830928,274.77284394293804,324.6160479895327,315.09809975230286,318.0829945968527,303.4643936997581,319.29656542540505,331.58244200936394,287.9114849315271,,-52.9930744622462,11.803357805440747,22.18201954484325,37.743277694578815,368.2271770868664,337.30152219116434,322.92271829241747,282.96031529789485,253.37959183092795,274.77284394293883,324.6160479895332,315.0980997523025,318.0829945968528,303.4643936997584,319.2965654254052,331.5824420093635,287.91148493152735,,3.6710089330588698e-09,0.0526766139787974,6.295416039703199e-06,0.01441183474888606,1.4630969120231693e-150,6.919558701758367e-174,3.4326631129573877e-200,3.5745976980114882e-152,1.2086048638051233e-78,6.824261858652192e-79,1.8760212194934033e-168,8.138808879932883e-86,1.500610400420133e-105,7.355627803240512e-131,9.225239622554801e-104,1.486538042001007e-91,1.0553057757199325e-97,,3.6710089330590977e-09,0.05267661397880477,6.295416039703199e-06,0.014411834748884763,1.463096912022337e-150,6.919558701754434e-174,3.4326631129593394e-200,3.574597698010876e-152,1.2086048638052611e-78,6.824261858652192e-79,1.8760212194926565e-168,8.138808879934506e-86,1.5006104004200048e-105,7.355627803241348e-131,9.225239622553486e-104,1.4865380420013453e-91,1.0553057757199325e-97,,0.18394599697164413,-5278.528024145031,10561.056048290062,10570.501307879771,19267.23954121368,SR_Q_V_WOB,0.1275567020689251,0.3752904846067127,sub_8
-25.744033830329762,-12.249215299347448,-3.485043508788696,7.391478997268273,207.99626558796646,214.93309670941602,220.56666088989482,219.934672499894,202.90305327912463,230.24777526182564,224.05660551421687,225.72851275647773,227.68224801557088,218.98619641224232,220.43457034819508,218.17827096864661,213.34397448711758,202.8141834970376,-25.744033830329727,-12.249215299347465,-3.4850435087885367,7.391478997268235,207.99626558796658,214.93309670941602,220.56666088989527,219.93467249989413,202.9030532791248,230.24777526182567,224.05660551421684,225.72851275647773,227.68224801557056,218.98619641224232,220.4345703481949,218.17827096864625,213.3439744871178,202.8141834970376,6.497061217619241e-10,4.9426563167617606e-05,0.14183550146458584,0.35223508982218343,3.775377621362744e-151,3.184111405315071e-168,1.7310627260407542e-163,7.406679397705346e-251,9.247298856070343e-145,1.1984919978945404e-182,4.821958980401482e-229,1.685644857068513e-180,1.6471544761081415e-161,4.1733879437133747e-178,7.450908828699798e-250,3.088942611511987e-296,2.5510094730046516e-242,3.7174486933708164e-266,6.497061217619713e-10,4.9426563167616705e-05,0.1418355014646038,0.352235089822186,3.775377621359952e-151,3.184111405315071e-168,1.7310627260395724e-163,7.406679397702822e-251,9.24729885606403e-145,1.1984919978944724e-182,4.8219589804031275e-229,1.685644857068513e-180,1.647154476108329e-161,4.1733879437133747e-178,7.450908828700645e-250,3.088942611513392e-296,2.5510094730040713e-242,3.71744869337124e-266,0.11060341784032236,-5172.994305516165,10349.98861103233,10359.61769682685,5008.347279134201,SR_Q_V_WOB,0.3556912971480041,0.3015117194022313,sub_9
-32.066712748627374,-8.874595423445632,0.7200461530481271,31.912551279218988,355.93842238751074,306.55155670798626,293.6034719287303,276.86283239609213,261.6946970258692,286.3897393307312,261.1745125005337,241.31051140526424,223.1624364567149,252.3912617544151,234.698730969112,230.87899240815383,231.49475647539168,240.0248377654337,-32.066712748627715,-8.874595423446106,0.7200461530477646,31.912551279219212,355.93842238751165,306.5515567079861,293.60347192873,276.862832396092,261.69469702586855,286.38973933073083,261.1745125005336,241.3105114052644,223.1624364567149,252.39126175441532,234.69873096911223,230.8789924081536,231.4947564753923,240.02483776543392,1.2080910840283815e-06,0.0754498506974481,0.8573386469043367,0.2051535929693715,5.843935869857488e-170,8.744242237819045e-121,1.3748591743736633e-129,3.1269492871520243e-153,1.527808373955209e-106,9.278579984114192e-113,3.823011190020962e-165,8.217708760503666e-88,7.087337993536519e-75,9.634159958978148e-92,3.2936797643842647e-171,8.932033011539662e-139,1.7150767783884127e-167,2.6612706900585466e-145,1.2080910840280605e-06,0.07544985069743254,0.8573386469044079,0.20515359296936944,5.8439358698521685e-170,8.744242237821532e-121,1.374859174374524e-129,3.1269492871516693e-153,1.5278083739557307e-106,9.278579984114718e-113,3.82301119002118e-165,8.217708760504369e-88,7.087337993535105e-75,9.634159958978148e-92,3.293679764382954e-171,8.932033011542204e-139,1.7150767783869494e-167,2.6612706900577898e-145,0.2239712801684518,-5785.3953020918625,11574.790604183729,11584.463122738282,14624.7334634764,SR_Q_V_WOB,0.0788774022502593,0.6532200231166331,sub_10
