α_v,α_s,α_v_error,α_s_error,decay,MSE
0.84,0.39,0.67,0.5,0.7,1.079402749903533e7
0.73,0.53,0.56,0.62,0.32,1.078967139318642e7
0.44,0.74,0.56,0.75,0.39,1.0787193779151486e7
0.37,0.05,0.98,0.52,0.85,1.083386359593383e7
0.77,0.12,0.65,1.0,0.86,1.0807995769088963e7
0.36,0.51,0.22,0.34,0.94,1.0783528836368319e7
0.89,0.11,0.73,0.69,0.44,1.081749356143618e7
0.57,0.74,0.15,0.52,0.38,1.0791751733718585e7
0.51,0.85,0.81,0.82,0.69,1.0790283284046808e7
0.63,0.1,0.07,0.4,0.03,1.0816168260623721e7
0.88,0.14,0.63,0.33,0.64,1.0815363764237612e7
0.6,0.34,0.41,0.8,0.9,1.0783156677424097e7
0.05,0.61,0.44,0.16,0.76,1.0740533302205227e7
0.76,0.31,0.69,0.82,0.91,1.078912461841975e7
1.0,0.86,0.26,0.26,0.35,1.0802430603452066e7
0.12,0.77,0.95,0.79,0.45,1.0777726061905833e7
0.19,0.37,0.07,0.75,0.1,1.0762255861734876e7
0.47,0.21,0.69,0.78,0.1,1.078855162316866e7
0.49,0.54,0.27,0.19,0.17,1.0790260202526294e7
0.7,0.5,0.11,0.68,0.55,1.0786939816349676e7
0.97,0.4,0.17,0.19,0.67,1.0799429207953958e7
0.62,0.93,0.81,0.54,0.21,1.0794886677835152e7
0.21,0.02,0.79,0.04,0.04,1.088070497522748e7
0.53,0.18,0.3,0.3,0.32,1.0800707752352804e7
0.93,0.77,0.56,0.25,0.59,1.0802146878546307e7
0.22,0.91,0.44,0.47,0.77,1.0785831312518554e7
0.21,0.66,0.67,0.69,0.58,1.077718296955787e7
0.03,0.25,0.04,0.67,0.63,1.0672752415986633e7
0.85,0.13,0.85,0.88,0.28,1.0811020719343916e7
0.6,0.69,1.0,0.95,0.01,1.0788901938915974e7
0.35,1.0,0.73,0.88,0.88,1.0787589137575297e7
0.6,0.03,0.87,0.42,0.3,1.0856101060032122e7
0.36,0.05,0.26,0.04,0.16,1.0839754558225548e7
0.49,0.66,0.26,0.5,0.73,1.0789071449720489e7
0.23,0.44,0.1,0.66,0.57,1.076905546377981e7
0.01,0.35,0.24,0.54,0.31,1.0690189631154923e7
0.42,0.89,0.88,0.84,0.39,1.078947967166971e7
0.01,0.19,0.03,0.76,0.46,1.0663004544882022e7
0.5,0.45,0.75,0.58,0.07,1.0784415368558597e7
0.41,0.55,0.45,0.56,0.44,1.078344107100597e7
0.91,0.33,0.36,0.03,0.16,1.0801633158984026e7
0.64,0.79,0.2,0.76,0.4,1.0790565656258382e7
0.71,0.45,0.27,0.33,0.96,1.0790853230770696e7
0.41,0.78,0.82,0.26,0.36,1.079397149280154e7
0.6,0.49,0.12,0.21,0.92,1.0791204065804819e7
0.44,0.03,0.91,0.31,0.87,1.0857883659168687e7
0.81,0.48,0.27,0.69,0.92,1.0789058511053646e7
0.02,0.1,0.08,0.71,0.4,1.0690456838292696e7
0.29,0.97,0.41,0.25,0.43,1.079188216096543e7
0.9,0.58,0.96,0.06,0.22,1.0804780759533353e7
0.62,0.4,0.19,0.89,0.57,1.0782040388863493e7
0.63,0.29,0.99,0.33,0.66,1.0794561546162248e7
0.21,0.94,0.27,0.79,0.74,1.0781406897585677e7
0.86,0.48,0.52,0.2,1.0,1.0797397219669342e7
0.74,0.44,0.36,0.61,0.44,1.0788143457247382e7
0.88,0.58,0.48,0.63,0.01,1.0794161247417843e7
0.7,0.08,0.28,0.92,0.6,1.081737021247468e7
0.53,0.06,0.25,0.61,0.7,1.0827118219016394e7
0.07,0.22,0.69,0.42,0.85,1.0749034687762655e7
0.16,0.81,0.7,0.77,0.1,1.0778183155715538e7
0.71,0.89,0.65,0.28,0.44,1.0797990634672824e7
0.45,0.04,0.38,0.12,0.98,1.0849082962354396e7
0.65,0.56,0.44,0.32,0.17,1.0791759279238336e7
0.34,0.31,0.5,0.19,0.23,1.0784704920922808e7
0.42,0.05,0.02,0.12,0.01,1.0839887524827562e7
0.23,0.41,0.56,0.32,0.42,1.0774923264412353e7
1.0,0.07,0.07,0.28,0.81,1.0832775823986514e7
0.57,0.58,0.98,0.72,0.66,1.078821199840947e7
0.3,0.06,0.75,0.21,0.24,1.0828485147952445e7
0.49,0.51,0.35,0.7,0.37,1.0782928335501771e7
0.83,0.02,0.57,0.36,0.1,1.0870966897528347e7
0.13,0.53,0.66,0.38,0.33,1.0767973053340662e7
0.2,0.85,0.07,0.87,0.66,1.0778021145534564e7
0.65,0.97,0.26,0.6,0.74,1.0793098994952748e7
0.08,0.46,0.21,0.83,0.83,1.0731757692043629e7
0.61,0.25,0.69,0.01,0.11,1.0800068651650816e7
0.04,0.03,0.16,0.86,0.26,1.0783702805469336e7
0.63,0.19,0.65,0.63,1.0,1.0796945801040262e7
0.8,0.29,0.85,0.18,0.23,1.0800712263408698e7
0.52,0.68,0.44,0.46,0.99,1.0790506399130112e7
0.41,0.76,0.63,0.38,0.98,1.079137795281732e7
0.66,0.13,0.03,0.48,0.86,1.0808601173366848e7
0.45,0.33,0.73,0.74,0.99,1.078086475594304e7
0.29,0.08,0.7,0.07,0.27,1.0821328291444918e7
0.92,0.56,0.39,0.23,0.8,1.0798984317112928e7
0.93,0.15,0.67,0.53,0.62,1.0813267373117775e7
0.53,0.64,0.86,0.26,0.39,1.079349068014286e7
0.13,0.34,0.08,0.67,0.24,1.0751934446780173e7
0.06,0.05,0.87,0.57,0.32,1.080390310175878e7
0.5,0.57,0.7,0.19,0.87,1.0791660078586804e7
0.72,0.89,0.05,0.17,0.33,1.0797962144415792e7
0.68,0.91,0.16,0.91,0.05,1.0790237915995646e7
0.27,0.79,0.72,0.26,0.65,1.0789896119126711e7
0.68,0.32,0.93,0.02,0.9,1.07987550742353e7
0.82,0.97,0.24,0.24,0.64,1.0798070350757001e7
0.12,0.74,0.93,0.95,0.52,1.0774219914503993e7
0.2,0.15,0.2,0.57,0.35,1.0783773464274326e7
0.92,0.94,0.2,0.05,0.88,1.0801687109990044e7
0.65,0.69,0.34,0.52,0.8,1.0791723394637937e7
0.5,0.62,0.4,0.18,0.61,1.0792270575329702e7
0.98,0.76,0.47,0.53,0.21,1.080049512947717e7
0.82,0.55,0.34,0.08,0.02,1.0797474062862743e7
0.85,0.95,0.16,0.05,0.48,1.0800313343685675e7
0.29,0.98,0.27,0.59,0.21,1.078774238559729e7
0.55,0.33,0.71,0.18,0.9,1.0791683960507711e7
0.8,0.07,0.17,0.74,0.1,1.0823621627427932e7
0.87,0.4,0.9,0.54,0.89,1.0796644589976367e7
0.35,0.23,0.44,0.87,0.72,1.0779587084451746e7
0.59,0.56,0.12,0.59,0.89,1.0787554023126159e7
0.75,0.8,0.92,0.87,0.37,1.0793808023603478e7
0.65,0.03,0.61,0.42,0.43,1.0855452679321086e7
0.19,0.6,0.51,0.93,0.86,1.0768722993353464e7
0.5,0.44,0.31,0.05,0.07,1.0790953031092795e7
0.05,0.1,0.57,0.73,0.35,1.0747764489967288e7
0.6,0.88,0.26,0.42,0.09,1.0794629084766166e7
0.65,0.6,0.88,0.21,0.79,1.0795583521765238e7
0.39,0.28,0.26,0.2,0.84,1.078813800837464e7
0.02,0.19,0.92,0.77,0.27,1.0755560976987014e7
0.39,0.48,0.84,0.1,0.09,1.0789185338495621e7
0.56,0.88,0.18,0.42,0.58,1.0794392179991338e7
0.53,0.33,0.71,0.9,0.21,1.0781154349952536e7
1.0,0.7,0.26,0.36,0.03,1.0801035763559688e7
0.39,0.56,0.12,0.53,0.69,1.0783696006041007e7
0.9,0.79,0.7,0.84,0.27,1.0796668822288567e7
0.48,0.2,0.06,0.8,0.5,1.0789876372408489e7
0.04,0.28,0.17,0.61,0.41,1.0689844006613398e7
0.69,0.1,0.07,0.26,0.19,1.0818913208772507e7
0.67,0.36,0.95,0.36,0.6,1.0792707859312383e7
0.67,0.15,0.28,0.74,0.78,1.0801441938121004e7
0.19,0.93,0.4,0.27,0.54,1.0786735637578717e7
0.79,0.14,0.78,0.04,0.77,1.0818318233474635e7
0.44,0.35,0.35,0.56,0.13,1.0781787902005764e7
0.74,0.09,0.44,0.84,0.32,1.0815489113818044e7
0.33,0.54,0.07,0.49,0.68,1.0781203172051933e7
0.08,0.73,0.89,0.94,0.05,1.0766182881378341e7
0.74,0.63,0.26,0.38,0.5,1.079336085935458e7
0.45,0.4,0.5,0.78,0.5,1.0779064036925111e7
0.91,0.56,0.25,0.97,0.43,1.0790252356449619e7
0.13,0.66,0.72,0.55,0.68,1.0772463006126676e7
0.33,0.22,0.25,0.85,0.54,1.0779698196684746e7
0.82,0.79,0.85,0.96,0.86,1.0794218852034062e7
0.18,0.26,0.61,0.83,0.95,1.076499235887554e7
0.17,0.65,0.08,0.45,0.43,1.0773685116841342e7
0.83,0.96,0.65,0.89,0.52,1.0793806810474152e7
0.03,0.57,0.99,0.78,0.84,1.0753219764249826e7
0.68,0.78,0.03,0.87,0.79,1.078974923896039e7
0.79,0.14,0.04,0.57,0.9,1.0807148592415936e7
0.82,0.99,0.99,0.29,0.85,1.0801316702170063e7
0.35,0.54,0.57,0.55,0.56,1.0781385137998419e7
0.07,0.71,0.2,0.63,0.41,1.0746638523093076e7
0.56,0.63,0.06,0.89,0.66,1.0785538250997562e7
0.38,0.83,0.26,0.06,0.41,1.0795314646348087e7
0.57,0.4,0.9,0.85,0.47,1.0783236465361014e7
0.54,0.36,0.1,1.0,0.58,1.077945339630157e7
0.81,0.55,0.79,0.94,0.82,1.0790335084813358e7
0.02,0.5,0.46,0.61,0.38,1.0710879502703343e7
0.03,0.38,0.9,0.32,0.65,1.0745201685691314e7
0.64,0.11,0.72,0.06,0.72,1.082069128106876e7
0.51,0.26,0.15,0.89,0.04,1.0783457052402042e7
0.41,0.12,0.31,0.67,0.23,1.0802709622990958e7
0.66,0.79,0.88,0.86,0.85,1.0791741208522407e7
0.69,0.16,0.12,0.52,0.57,1.0803008466228776e7
0.31,0.05,0.82,0.82,0.3,1.0828908655787049e7
0.6,0.52,0.69,1.0,0.74,1.0782897559708098e7
0.46,0.42,0.7,0.09,0.96,1.078988463783645e7
0.87,0.93,0.27,0.55,0.2,1.0796103803902483e7
0.92,0.97,0.15,0.71,1.0,1.0794777552688086e7
0.54,0.84,0.56,0.32,0.64,1.079516819085315e7
0.95,0.64,0.35,0.8,0.13,1.0794961038545817e7
0.12,0.56,1.0,0.74,0.72,1.0771085635094848e7
0.88,0.88,0.51,0.23,0.99,1.0800841562377658e7
0.79,0.52,0.33,0.75,0.49,1.0788644057397949e7
0.3,0.49,0.13,0.83,0.88,1.0773348412579471e7
0.17,0.76,0.93,0.29,0.62,1.0786807947220376e7
0.37,0.2,0.45,0.58,0.1,1.0788210583723204e7
0.47,0.69,0.56,0.92,0.03,1.0784842676907485e7
0.84,0.76,0.11,0.26,0.01,1.0797562782284886e7
0.84,0.2,0.86,0.43,0.92,1.0805975636697475e7
0.92,0.99,0.54,0.15,0.08,1.0802041865315435e7
0.78,0.76,0.49,0.25,0.1,1.0797948608712424e7
0.29,0.05,0.27,0.52,0.77,1.0828005535018753e7
0.19,0.4,0.05,0.8,0.07,1.0761974663505048e7
0.34,0.28,0.94,0.91,0.45,1.0777952062925672e7
0.85,0.93,0.38,0.36,0.08,1.0798083483187107e7
0.06,0.08,0.02,0.05,0.56,1.0766943201697249e7
0.05,0.84,0.52,0.47,0.55,1.0753703555164339e7
0.74,0.51,0.38,0.23,0.45,1.0793563797644125e7
0.46,0.95,0.05,0.41,0.69,1.079404892585728e7
0.47,0.59,0.71,0.37,0.68,1.0789177413731854e7
0.94,0.07,0.93,0.72,0.18,1.083201923932872e7
0.02,0.15,0.9,0.8,0.31,1.0760978298156917e7
0.49,0.85,0.48,0.25,0.27,1.0795351198220706e7
0.65,0.04,0.25,0.62,0.74,1.084160930433173e7
0.31,0.54,0.65,0.21,0.17,1.0784858609298812e7
0.79,0.21,0.42,0.44,0.41,1.0800223316108227e7
0.83,0.76,0.18,0.07,0.14,1.0799634496954724e7
0.53,0.27,0.29,0.36,0.1,1.0790433906634811e7
0.39,0.49,0.99,0.12,0.41,1.0790185116721151e7
0.78,0.38,0.02,0.55,0.08,1.0789159645103686e7
0.75,0.09,0.65,0.81,0.95,1.0816856394331671e7
0.94,0.97,0.31,0.31,0.83,1.0799826112266975e7
0.01,0.76,0.18,0.74,0.76,1.072497750961823e7
0.33,0.08,0.69,0.4,0.19,1.081636327366525e7
0.84,0.83,0.82,0.9,0.74,1.079532981693613e7
