α_v,α_s,α_v_error,α_s_error,decay,MSE
0.17,0.26,0.99,0.98,0.33,1.6475575364821816e7
0.01,0.57,0.91,0.26,0.13,1.6536372983218187e7
0.3,0.47,0.9,0.57,0.63,1.6427873330282317e7
0.14,0.49,0.62,0.71,0.63,1.643008031087581e7
0.09,0.13,0.73,0.34,0.34,1.6494600918545676e7
0.95,0.81,0.74,0.73,0.17,1.6344481021548524e7
0.84,0.43,0.5,0.72,0.29,1.6380267790189689e7
0.84,0.92,0.22,0.93,0.06,1.6362773269145682e7
0.49,0.58,0.02,0.61,0.24,1.6397862932401415e7
0.21,0.66,0.87,0.74,0.14,1.6418316543371825e7
0.3,0.94,0.32,0.79,0.97,1.641523956698351e7
0.43,0.01,0.12,0.99,0.78,1.6561283967801414e7
0.11,0.42,0.29,0.47,0.26,1.6432958057727274e7
0.63,0.74,0.45,0.71,0.17,1.6380873727175985e7
0.53,0.34,0.96,0.42,0.13,1.6426167881304624e7
0.46,0.01,0.41,0.87,0.28,1.6562962788423518e7
0.94,0.18,0.31,0.31,0.33,1.640055233504309e7
0.21,0.07,0.31,0.76,0.85,1.6520617122674573e7
1.0,0.22,0.74,0.06,0.39,1.6381760600913264e7
0.37,0.38,0.58,0.86,0.06,1.6442112953254921e7
0.75,0.26,0.89,0.14,0.04,1.6407950791984916e7
0.71,0.84,0.86,0.34,0.17,1.6365579905321872e7
0.65,0.59,0.49,0.33,0.67,1.6374820720865995e7
0.06,0.78,0.78,0.96,0.14,1.6432600440406566e7
0.1,0.78,0.96,0.7,0.1,1.6417283822206257e7
0.61,0.05,0.06,0.2,0.46,1.6493453822259616e7
0.72,0.2,0.55,0.48,0.93,1.642842777936123e7
0.53,0.54,0.55,0.9,0.99,1.6407905954808282e7
0.68,0.87,0.27,0.08,0.23,1.6359572151356949e7
0.85,0.09,0.99,0.09,0.17,1.6444032916408345e7
0.33,0.76,0.83,0.77,0.53,1.6412545101380924e7
0.54,0.18,0.85,0.91,0.37,1.646404511061065e7
0.98,0.97,0.32,0.5,0.52,1.6336063785839576e7
0.17,0.54,0.07,0.58,0.62,1.6422822823614458e7
0.8,0.11,0.36,0.61,0.73,1.644408689749857e7
0.64,0.38,0.64,0.77,1.0,1.6414076715202231e7
0.43,0.1,0.91,0.79,0.03,1.6493871753975933e7
0.09,0.67,0.24,0.72,0.44,1.6416188422591178e7
0.72,0.54,0.04,0.02,0.06,1.6360556989164934e7
0.32,0.97,0.52,0.69,0.88,1.6412949810091203e7
0.06,0.22,0.45,0.94,0.64,1.648780990126715e7
0.5,1.0,0.96,0.94,0.66,1.6408520968340795e7
0.31,0.2,0.99,0.24,0.11,1.6465964660350386e7
0.41,0.66,0.87,0.13,0.12,1.639272720339077e7
0.86,0.35,0.16,0.62,0.49,1.6385848944748115e7
0.08,0.54,0.38,0.67,0.45,1.642286233476719e7
0.52,0.45,0.47,0.05,0.58,1.6396124193433264e7
0.99,0.88,0.52,0.55,0.27,1.6334398477431703e7
0.84,0.58,0.58,0.65,0.84,1.6362009079461046e7
0.3,0.18,0.79,0.94,0.56,1.6484101175213622e7
0.2,0.4,0.8,0.4,0.68,1.6435168392813932e7
0.6,0.58,0.95,0.63,0.19,1.6393131530448193e7
0.64,0.92,0.02,0.49,0.44,1.6374338313998712e7
0.03,0.72,0.09,0.21,0.85,1.6397480990467802e7
0.54,0.61,0.45,0.7,0.79,1.6395077149633536e7
0.99,0.77,0.78,0.75,0.92,1.6340287703961652e7
0.67,0.6,0.71,0.57,0.65,1.6379901968805164e7
0.5,0.38,0.69,0.36,0.14,1.6418532598287873e7
0.37,0.42,0.18,0.69,0.44,1.6429824468921673e7
0.06,0.03,0.93,0.56,0.93,1.6560408197478656e7
0.1,0.87,0.51,0.9,0.96,1.6422741096931431e7
0.34,0.96,0.6,0.49,0.49,1.6406782894287447e7
0.89,0.01,0.42,0.02,0.1,1.6512127472011663e7
0.12,0.82,0.99,0.99,0.01,1.6425065890221536e7
0.62,0.04,0.1,0.42,0.55,1.65047985640242e7
0.21,0.04,0.92,0.26,0.89,1.6536358686467698e7
0.66,0.1,0.47,0.34,0.69,1.6461192029993268e7
0.49,0.74,0.56,0.48,0.99,1.6390123157373281e7
0.62,0.3,0.71,0.01,0.07,1.6410935957792426e7
0.93,0.16,0.35,0.69,0.5,1.6414550548466299e7
1.0,0.63,0.36,0.67,0.11,1.6338033751773085e7
0.72,0.03,0.75,0.07,0.34,1.6500949633054104e7
0.08,0.8,0.06,0.42,0.56,1.6407450795103274e7
0.35,0.32,0.66,0.68,0.09,1.644925907326735e7
0.13,0.89,0.63,0.42,0.67,1.6409624413370969e7
0.17,0.14,0.8,0.26,0.3,1.6485690445116714e7
0.71,0.85,0.92,0.48,0.15,1.6369776249814568e7
0.16,0.88,0.68,0.95,0.88,1.6423550132778898e7
0.5,0.76,0.83,0.94,0.19,1.6403510737054667e7
0.75,0.56,0.34,0.79,0.31,1.6377032329243619e7
0.3,0.29,0.56,0.67,0.8,1.645684276185904e7
0.22,0.91,0.92,0.02,0.45,1.6401360234301163e7
0.17,0.36,0.39,0.87,0.51,1.645447261394761e7
0.32,0.94,0.61,0.26,0.66,1.6402096418241596e7
0.29,0.4,0.64,0.63,0.32,1.6438334580758018e7
0.81,0.66,0.25,0.01,0.84,1.6342327020656176e7
0.35,0.53,0.48,0.23,0.65,1.6406011168244315e7
0.06,0.97,0.45,0.26,0.24,1.6414188961658614e7
0.67,0.91,0.46,0.85,0.68,1.638198450051835e7
0.09,0.17,0.15,0.86,0.06,1.6492526842079248e7
0.08,0.75,0.12,0.23,0.36,1.640099077579066e7
0.02,0.59,0.32,0.32,0.31,1.6426784378336752e7
0.4,0.19,0.68,0.13,0.54,1.6457378271641772e7
0.44,0.08,0.15,0.35,0.28,1.6492249170940237e7
0.68,0.86,0.6,0.98,0.95,1.6384175221656932e7
0.82,0.47,0.31,0.89,0.11,1.6380788125088967e7
0.97,0.41,0.45,0.97,0.67,1.6373210053157916e7
0.88,0.09,0.96,0.06,0.66,1.643976148806555e7
0.42,0.25,0.75,0.82,0.63,1.645983885923461e7
0.11,0.82,0.66,0.58,0.84,1.6412093680638937e7
0.53,0.18,0.87,0.1,0.9,1.644863869492398e7
0.34,0.48,0.65,0.59,0.4,1.6423137950907698e7
0.49,0.54,0.01,0.68,0.99,1.640328711425441e7
0.7,0.93,0.46,0.37,0.11,1.636689452036178e7
0.46,0.85,0.86,0.38,0.98,1.639341190168636e7
0.43,0.61,0.81,0.7,0.62,1.6408189248856008e7
0.43,0.52,0.68,0.09,0.06,1.6398515969917146e7
0.62,0.24,0.94,0.71,0.65,1.6440779915881587e7
0.51,0.32,0.03,0.01,0.92,1.6415050036775786e7
0.65,0.63,0.22,0.54,0.08,1.637630018707144e7
0.41,0.44,0.44,0.02,0.55,1.6406691826594539e7
0.74,0.39,0.73,0.44,0.12,1.6392835092116736e7
0.31,0.33,0.97,0.61,0.11,1.6450445706165498e7
0.5,0.82,0.36,0.61,0.54,1.6391452441497365e7
0.58,0.44,0.93,0.6,0.23,1.6409803572220251e7
0.46,0.58,0.05,0.82,0.82,1.6406618785166778e7
0.52,0.73,0.51,0.74,0.68,1.639392584172428e7
0.46,0.4,0.83,0.35,0.13,1.6420064148274431e7
0.35,0.63,0.22,0.62,0.5,1.6407730257778088e7
0.17,0.37,0.36,0.85,0.4,1.645232802225133e7
0.18,0.5,0.89,0.77,0.6,1.6431787046869388e7
0.09,0.36,0.94,0.17,0.02,1.643814718713493e7
0.97,0.14,0.67,0.51,0.02,1.6412954435662722e7
0.7,0.29,0.14,0.8,0.75,1.641995725567262e7
0.53,0.08,0.43,0.13,0.59,1.6482619349736962e7
0.64,0.18,0.86,0.34,0.86,1.6441377566567326e7
0.85,0.01,0.96,0.66,0.99,1.6546855573776167e7
0.69,0.73,0.78,0.99,0.78,1.6384293215613835e7
0.31,0.03,0.93,0.08,0.45,1.6537094682861568e7
0.72,0.63,0.89,0.77,0.07,1.6379138677286051e7
0.14,0.17,0.71,0.42,0.62,1.6480446936865812e7
0.05,0.79,0.34,0.76,0.25,1.6420681465033336e7
0.62,0.85,0.65,0.41,0.41,1.637613016142613e7
0.34,0.74,0.4,0.73,0.33,1.640852893183437e7
0.25,0.9,0.14,0.04,0.45,1.6398772881512037e7
0.47,0.85,0.02,0.54,0.27,1.6391675395793205e7
0.87,0.52,0.41,0.8,0.38,1.636683320173847e7
0.9,0.46,0.94,0.35,0.95,1.6362401383064793e7
0.01,0.32,0.21,0.91,0.33,1.6487444179670934e7
0.63,0.99,0.66,0.54,0.88,1.6382394580738382e7
0.56,0.31,0.79,0.3,0.09,1.6423593645339886e7
0.51,0.12,0.69,0.75,0.14,1.6477374454550419e7
0.13,0.69,0.71,0.33,0.88,1.6404544851032123e7
0.69,0.79,0.05,0.97,0.89,1.6379115492705006e7
0.24,0.63,0.46,0.7,0.22,1.6416702927401263e7
0.12,0.77,0.84,0.15,0.61,1.6400036195635345e7
0.58,0.61,0.23,0.35,0.11,1.638019735837122e7
0.73,0.73,0.21,0.33,0.53,1.6358049308097135e7
0.06,0.36,0.97,0.91,0.81,1.6470879609846462e7
0.58,0.53,0.53,0.39,0.78,1.638973009850328e7
0.07,0.28,0.96,0.28,0.85,1.6463191695984865e7
0.71,0.89,0.27,0.03,0.58,1.6355568991452536e7
0.4,0.66,0.69,0.47,0.38,1.640078941317245e7
0.47,0.59,0.1,0.23,0.35,1.638907275819141e7
0.31,0.63,0.09,0.67,0.28,1.6411835019549752e7
0.8,0.47,0.83,0.32,0.74,1.6371672144841803e7
0.98,0.94,0.86,0.27,0.29,1.6333153193944912e7
0.15,0.37,0.91,0.83,0.87,1.6452238475618836e7
0.02,0.35,0.97,0.54,0.08,1.6527543704633182e7
0.38,0.86,0.93,0.93,0.23,1.6414959509085283e7
0.6,0.98,0.45,0.53,0.55,1.6383725921448072e7
0.51,0.93,0.99,0.85,0.65,1.640360059143801e7
0.43,0.04,0.74,0.7,0.6,1.6529454362985127e7
0.68,0.89,0.25,0.37,0.65,1.6366838566965237e7
0.63,0.26,0.96,0.63,0.72,1.6434437254173359e7
0.06,0.38,0.75,0.9,0.95,1.6461496304759387e7
0.69,0.82,0.2,0.26,0.3,1.6361179700734667e7
0.65,0.2,0.53,0.08,0.74,1.6427902022320693e7
0.66,0.56,0.63,0.36,0.98,1.6377941013425523e7
0.15,0.16,0.47,0.79,0.1,1.6490563592547124e7
0.73,0.3,0.22,0.52,0.21,1.6407925234781789e7
0.3,0.67,0.15,0.33,0.86,1.640150505526676e7
0.7,0.34,0.12,0.87,0.03,1.641326466716961e7
0.6,0.99,0.86,0.54,0.71,1.6387231308490459e7
0.94,0.58,0.83,0.27,0.55,1.6341607334447067e7
0.8,0.14,0.11,0.74,0.32,1.6435878463410918e7
0.97,0.54,0.41,0.06,0.11,1.6332933108905839e7
0.95,0.31,0.95,0.55,0.06,1.6384703290514309e7
0.57,0.16,0.68,0.13,0.97,1.6448655532518238e7
0.23,0.16,0.37,0.92,0.82,1.6490354457385473e7
0.55,0.81,0.58,0.54,0.42,1.6385841456415085e7
0.08,0.31,0.37,0.49,0.23,1.6453329411838662e7
0.12,0.88,0.35,0.22,0.59,1.640453450814312e7
0.11,0.12,0.58,0.19,0.53,1.649368579109117e7
0.91,0.71,0.17,0.67,0.13,1.6345142597795652e7
0.37,0.45,0.48,0.15,0.82,1.6412137223542824e7
0.04,0.03,0.14,0.44,0.67,1.655912615833246e7
0.51,0.22,0.42,0.66,0.37,1.6450980674669443e7
0.09,0.07,0.43,0.91,0.73,1.6530299889945198e7
0.96,0.87,0.39,0.07,0.52,1.6325679038863886e7
0.1,0.18,0.59,0.03,0.63,1.6470939089627288e7
0.72,0.63,0.27,0.6,0.26,1.6370032668489717e7
0.84,0.74,0.64,0.62,0.69,1.6354643330599802e7
0.8,0.47,1.0,0.13,0.76,1.636835632836525e7
0.86,0.08,0.95,0.58,0.43,1.6453521040105628e7
0.88,0.52,0.32,0.66,0.39,1.6361326883965136e7
0.83,0.95,0.12,0.85,0.93,1.6362349730990106e7
0.32,0.62,0.48,0.82,0.9,1.6416783358101377e7
0.38,0.75,0.77,0.72,0.98,1.6407444102976955e7
0.23,0.79,0.48,0.62,0.75,1.6411449298563434e7
0.43,0.45,0.59,0.21,0.57,1.6409633733297765e7
0.77,0.13,0.02,0.32,0.79,1.6434498162481407e7
0.63,0.25,0.52,0.49,0.75,1.6429350910859566e7
0.84,0.54,0.99,0.01,0.88,1.6352348450643972e7
0.76,0.34,0.51,0.52,0.93,1.6399042404478101e7
0.34,0.88,0.91,0.62,0.85,1.6409766588993385e7
0.07,0.85,1.0,0.12,0.49,1.6411459449158635e7
0.36,0.33,0.03,0.82,0.04,1.6448049429578047e7
0.59,0.04,0.49,0.2,0.69,1.6505852177502116e7
0.85,0.95,0.21,0.89,0.37,1.6361284906716129e7
0.4,0.68,0.92,0.84,0.61,1.6411952021401355e7
0.97,0.32,0.12,0.63,0.81,1.6377264350136317e7
0.36,0.06,0.92,0.43,0.12,1.6515279797547087e7
0.43,0.93,0.64,0.74,0.31,1.6405323168040728e7
0.53,0.22,0.44,0.34,0.7,1.6441748041571606e7
0.33,0.53,0.01,0.96,0.1,1.6426195291928621e7
0.29,0.34,0.23,0.19,0.2,1.6435355346420087e7
0.83,0.38,0.22,0.62,0.51,1.6384943193737734e7
0.82,0.45,0.15,0.8,0.46,1.6380301635519022e7
0.12,0.39,0.26,0.16,0.39,1.642924208100934e7
0.72,0.44,0.51,0.96,0.08,1.6399957967816018e7
0.53,0.12,0.84,0.52,0.39,1.6472546654877132e7
0.92,0.01,0.09,0.28,0.78,1.651585710889861e7
0.14,0.19,0.86,0.54,0.26,1.6478604167794002e7
0.63,1.0,0.03,0.02,0.76,1.6367981371605162e7
0.34,0.28,0.67,0.86,0.35,1.6461270928057505e7
0.76,0.24,0.61,0.59,0.67,1.6418936335993199e7
0.78,0.05,0.91,0.18,0.48,1.6478613662496045e7
0.93,0.09,0.17,0.5,0.24,1.6433955431730501e7
0.06,0.43,0.58,0.17,0.92,1.6426683062380372e7
0.89,0.26,0.58,0.87,0.14,1.6405862540473105e7
0.92,0.7,0.94,0.93,0.16,1.6356334454233786e7
0.06,0.92,0.97,0.66,0.54,1.6432164254357085e7
0.29,0.23,0.27,0.28,0.23,1.6458278093575163e7
0.06,0.99,0.16,0.27,0.52,1.6412564384571515e7
0.54,0.82,0.7,0.99,0.77,1.6399957935717613e7
0.51,0.67,0.62,0.16,0.14,1.6381971651890589e7
0.96,0.36,0.72,0.86,0.91,1.6381119000895703e7
0.23,0.86,0.78,0.55,0.7,1.641156709045891e7
0.5,0.48,0.4,0.32,0.06,1.640091767083942e7
0.28,0.47,0.99,0.56,0.42,1.6429145657265158e7
0.14,0.5,0.77,0.11,0.83,1.641163173774356e7
0.12,0.15,0.26,0.55,0.39,1.6489629934335517e7
0.39,0.48,0.27,0.41,0.22,1.6412653806351954e7
0.33,0.19,0.83,0.75,0.27,1.6476473450495271e7
0.61,0.46,0.11,0.07,0.64,1.6383905717317004e7
0.93,0.52,0.81,0.15,0.24,1.6345100825913649e7
0.58,0.24,0.2,0.6,0.66,1.643755357653554e7
0.55,0.95,0.31,0.82,0.13,1.6394599588295994e7
0.88,0.78,0.85,0.47,0.34,1.6347206873079276e7
0.19,0.21,0.93,0.92,0.26,1.6482697149287615e7
0.9,0.63,0.86,0.45,0.85,1.6348116088384643e7
1.0,0.92,0.97,0.99,0.19,1.6349124230114046e7
0.82,0.45,0.56,0.01,0.64,1.6361512800623622e7
0.73,0.75,0.78,0.6,0.96,1.6368626324921597e7
0.43,0.98,0.62,0.75,0.56,1.640691032764065e7
0.41,0.6,0.26,0.15,0.52,1.6392294115074309e7
0.45,0.38,0.87,0.54,0.23,1.6429451680454686e7
0.92,0.82,0.12,0.63,0.29,1.6342184105499096e7
0.63,0.95,0.99,0.07,0.92,1.6373090637348088e7
0.07,0.02,0.33,0.18,0.15,1.6556984850322237e7
0.86,0.33,0.96,0.11,0.29,1.638151163882517e7
0.2,0.91,0.07,0.96,0.15,1.6424572477472447e7
0.88,0.96,0.99,0.3,0.8,1.6348225396663807e7
0.58,0.66,0.94,0.82,0.49,1.639547154216604e7
0.46,0.5,0.59,0.23,0.61,1.6401128966354605e7
0.89,0.19,0.83,0.69,0.76,1.641614297962577e7
0.23,0.49,0.17,0.97,0.87,1.6437040914570954e7
0.14,0.93,0.29,0.91,0.05,1.6424614588763561e7
0.84,0.95,0.21,0.83,0.1,1.636091870458573e7
0.89,0.48,0.59,0.99,0.27,1.6375150211990412e7
0.31,0.95,0.86,0.46,0.23,1.6409159109041631e7
0.02,0.42,0.19,0.5,0.44,1.6440268595885603e7
0.94,0.3,0.38,0.84,0.61,1.6390842831318201e7
0.11,0.12,0.89,0.24,0.19,1.649532576165891e7
0.76,0.08,0.04,0.37,0.18,1.6458006177952584e7
0.35,0.58,0.65,0.33,0.91,1.6405175360026943e7
0.15,0.68,0.45,0.03,0.44,1.6397018040704807e7
1.0,0.82,0.74,0.39,0.12,1.6329644791467087e7
0.31,0.1,0.49,0.56,0.91,1.6497395024231791e7
0.82,0.4,0.62,0.5,0.49,1.6382204539078845e7
0.16,0.54,0.26,0.91,0.69,1.6431305755444542e7
0.98,0.74,0.98,0.44,0.22,1.6335475750976518e7
0.83,0.5,1.0,0.85,0.02,1.6379962312624503e7
0.68,0.47,0.76,0.02,0.6,1.6377572217313793e7
0.68,0.75,0.5,0.95,0.3,1.638202150762113e7
