α_v,α_s,α_v_error,α_s_error,decay,MSE
0.78,0.5,0.43,0.47,0.57,1.7270230202749766e7
0.56,0.13,0.04,0.09,0.6,1.7390199685113177e7
0.67,0.34,0.99,0.76,0.9,1.732506124934815e7
0.93,0.38,0.25,0.4,0.79,1.7304879128574006e7
0.79,0.31,0.43,0.04,0.02,1.73096479751153e7
0.15,0.66,0.11,0.44,0.46,1.7359634869670317e7
0.29,0.73,0.76,0.36,0.11,1.7319155524652313e7
0.05,0.8,0.81,0.49,0.71,1.7458235610356737e7
0.04,0.89,0.71,0.12,0.07,1.745748966526831e7
0.22,0.44,0.08,0.53,0.96,1.7366489943063997e7
0.63,0.28,0.27,0.7,0.09,1.733653094704055e7
0.94,0.77,0.62,0.18,0.09,1.724834861048712e7
0.72,0.53,0.7,0.13,0.06,1.7261759748331584e7
0.69,0.42,0.28,0.82,0.75,1.729325341678445e7
1.0,0.8,0.43,0.43,0.52,1.7254901071804713e7
0.44,0.33,0.66,0.74,0.12,1.7352177876735702e7
0.26,1.0,0.59,1.0,0.7,1.732368309964588e7
0.28,0.68,0.04,0.03,0.07,1.7302491244866785e7
0.21,0.01,0.74,0.96,0.72,1.7621011731466256e7
1.0,0.04,0.76,0.97,0.11,1.749773785126994e7
0.92,0.95,0.49,0.03,0.59,1.72357399263529e7
0.96,0.49,0.57,0.53,0.21,1.7287909393616937e7
0.68,0.67,0.29,0.92,0.85,1.7254489439888347e7
0.52,0.86,0.45,0.84,0.99,1.725816010894434e7
0.11,0.56,0.88,0.29,0.02,1.742798248710025e7
0.63,0.5,0.7,0.95,0.69,1.728684911430244e7
0.61,0.34,0.79,0.12,0.18,1.7311142992830683e7
0.97,0.99,0.62,0.98,0.59,1.7250850989219848e7
0.82,0.55,0.85,0.64,0.15,1.7271186799514387e7
0.46,0.55,0.14,0.97,0.63,1.729166588854064e7
0.51,0.89,0.03,0.15,0.09,1.7243755109545283e7
0.88,0.61,0.56,0.9,0.16,1.726809993464536e7
0.36,0.35,0.42,0.74,0.79,1.736012294676644e7
0.43,0.99,0.94,0.69,0.54,1.727898702650741e7
0.42,0.35,0.82,0.27,0.13,1.7342483547453623e7
0.1,0.77,0.6,0.77,0.33,1.7405410485352207e7
0.33,0.83,0.25,0.98,0.78,1.729835555621764e7
0.26,0.21,0.4,0.05,0.56,1.7425339712147553e7
0.82,1.0,0.43,0.08,0.23,1.722935417908292e7
0.89,0.87,0.44,0.86,0.98,1.724613357898174e7
0.79,0.76,0.53,0.59,0.09,1.724401383541685e7
0.15,0.86,0.14,0.99,0.17,1.7356030643758427e7
0.57,0.35,0.66,0.69,0.14,1.7323143900144294e7
0.86,0.19,0.06,0.44,0.38,1.7363877179411367e7
0.92,0.24,0.42,0.47,0.4,1.7350846365236647e7
0.04,0.82,0.41,0.82,0.26,1.745464545535517e7
0.06,0.66,0.18,0.13,0.92,1.742003104725402e7
0.85,0.02,0.16,0.14,0.35,1.746237300867248e7
0.18,0.86,0.3,0.75,0.65,1.734520524984945e7
0.9,0.78,0.13,0.26,0.2,1.7241721256488807e7
0.93,0.81,0.46,1.0,0.24,1.7254988162249144e7
0.74,0.08,0.92,0.97,0.69,1.7449314433315877e7
0.06,0.8,0.79,0.09,0.13,1.744048922480549e7
0.84,0.92,0.22,0.54,0.35,1.723519864333328e7
0.32,0.54,0.78,0.69,0.42,1.7335554769242853e7
0.83,0.84,0.94,0.92,0.76,1.7250300215500776e7
0.5,0.09,0.89,0.07,0.81,1.7430736038704295e7
0.06,0.89,0.05,0.11,0.6,1.7398761651912104e7
0.62,0.19,0.73,0.68,0.36,1.7380040375065673e7
0.66,0.92,0.73,0.18,0.36,1.7237173333470136e7
0.72,0.68,0.64,0.31,0.07,1.7246463435885638e7
0.88,0.3,0.53,0.82,0.91,1.7335745758442305e7
0.17,0.75,0.88,0.32,0.64,1.73731077420938e7
0.85,0.24,0.61,0.78,0.8,1.7355527563950293e7
0.23,0.72,0.76,0.17,0.69,1.7340478540639225e7
0.38,0.41,0.46,0.25,0.23,1.7327300303995334e7
0.36,0.36,0.42,0.47,0.93,1.7350357946207423e7
0.67,0.89,0.92,0.57,0.88,1.7244888143718738e7
0.82,0.77,0.46,0.63,0.91,1.724432268775735e7
0.13,0.72,0.08,0.72,0.41,1.7367235183026604e7
0.59,0.17,0.02,0.61,0.5,1.7381562285579797e7
0.63,0.94,0.23,0.7,0.29,1.7239365590407595e7
0.91,0.38,0.1,0.38,0.32,1.7301682557978787e7
0.06,0.88,0.26,0.38,0.11,1.7411667099396273e7
0.68,0.31,0.18,0.68,0.83,1.732179430010624e7
0.89,0.73,0.55,0.42,0.85,1.7249141814272113e7
0.05,0.94,0.06,0.98,0.45,1.7419410339108728e7
0.54,0.55,0.93,0.97,0.24,1.7292247502657283e7
0.56,0.24,0.31,0.03,0.86,1.7342235909807906e7
0.43,0.57,0.23,0.64,0.54,1.7288763706499603e7
0.34,0.7,0.2,0.22,0.75,1.728961708754906e7
0.6,0.56,0.85,0.35,0.26,1.726967065899962e7
0.88,0.52,0.82,1.0,0.92,1.728626955032731e7
0.91,0.75,0.17,0.73,0.25,1.7251346856664855e7
0.48,0.76,0.13,0.16,0.94,1.7253748348057862e7
0.47,0.03,0.35,0.52,0.62,1.751058516776858e7
0.94,0.01,0.51,0.87,0.21,1.7562940553873595e7
0.81,0.84,0.83,0.31,0.64,1.7239790198009156e7
0.76,0.29,0.21,0.07,0.19,1.7314154986086197e7
0.22,0.78,0.2,0.75,0.76,1.7330586488516744e7
0.88,0.28,0.38,0.75,0.98,1.733977403008401e7
0.74,0.73,0.56,0.54,0.15,1.7244993270489853e7
0.95,0.01,0.91,0.47,0.14,1.752346945885185e7
0.11,0.54,0.37,0.76,0.13,1.741289276987946e7
0.1,0.81,0.72,0.33,0.28,1.7402914095995493e7
0.32,0.5,0.33,0.8,0.91,1.7333230184581112e7
0.83,0.71,0.59,0.59,0.09,1.7249700145937398e7
0.74,0.23,0.11,0.87,0.6,1.735555712631532e7
0.87,0.97,0.67,0.36,0.41,1.7236742136188105e7
0.28,0.24,0.62,0.64,0.12,1.7426442216944378e7
0.04,0.64,0.99,0.95,0.47,1.7503331701209243e7
0.27,0.27,0.61,0.14,0.69,1.740620273834181e7
0.85,0.07,0.92,0.62,0.18,1.744043384738554e7
0.06,0.69,0.88,0.11,0.3,1.745461813834709e7
0.28,0.26,0.5,0.14,0.83,1.7403217962744515e7
0.95,0.51,0.03,0.61,0.83,1.728175650417223e7
0.64,0.12,0.05,0.54,0.92,1.7401724723301176e7
0.63,0.8,0.6,0.31,0.35,1.724248775352382e7
0.61,0.07,0.66,0.2,0.82,1.742858263980756e7
0.79,0.32,0.44,0.76,0.37,1.732268213272267e7
0.11,0.42,0.51,0.27,0.83,1.7434293033684947e7
0.06,0.8,0.8,0.32,0.94,1.7443415732569985e7
0.94,0.13,0.82,0.83,0.69,1.7411450113534026e7
0.63,0.52,0.87,0.12,0.29,1.7269537164229125e7
0.36,0.03,0.74,0.31,0.39,1.7520569939570166e7
0.69,0.28,0.31,0.37,0.41,1.732566813654646e7
0.75,0.59,0.67,0.38,0.48,1.7257068181267027e7
0.88,1.0,0.54,0.13,0.07,1.7233244143836938e7
0.6,0.2,0.25,0.33,0.41,1.736142263843173e7
0.64,0.73,0.54,0.68,0.15,1.7250329688671045e7
0.47,0.57,0.36,0.93,0.1,1.7289268459946066e7
0.19,0.47,0.28,0.59,0.35,1.737914290178785e7
0.66,0.46,0.76,0.25,0.77,1.7279139257881813e7
0.91,0.07,0.67,0.78,0.76,1.744654279291124e7
0.13,0.6,0.98,0.65,0.14,1.7420208588056527e7
0.8,0.6,0.53,0.63,0.03,1.7259622389382705e7
0.6,0.31,0.59,0.91,0.98,1.7338051288692996e7
0.42,0.25,0.75,0.63,0.17,1.7384799865449287e7
0.06,0.71,0.6,0.09,0.07,1.7437087681644876e7
0.46,0.71,0.27,0.75,0.08,1.7271322075171705e7
0.25,0.73,0.29,0.48,0.4,1.732135099418956e7
0.26,0.07,0.36,0.7,0.84,1.7517425297669254e7
0.22,0.28,0.08,0.56,0.34,1.741512590952418e7
0.79,0.99,0.98,0.31,0.04,1.7237098662422035e7
0.98,0.78,0.67,0.09,0.57,1.725135668700017e7
0.15,0.53,0.53,0.07,0.14,1.7387596473495483e7
0.38,0.36,0.43,0.24,0.19,1.7340070043264374e7
0.87,0.12,0.25,0.22,0.68,1.7391966743122824e7
0.77,0.6,0.66,0.99,0.76,1.7267145112833302e7
0.87,0.8,0.86,0.23,0.11,1.7243735467628792e7
0.38,0.09,0.99,0.61,0.84,1.747808695066603e7
0.69,0.49,0.98,0.15,0.91,1.727378010594391e7
0.42,0.22,0.83,0.78,0.68,1.7403106543891694e7
0.8,0.6,0.06,0.24,0.8,1.724919651176619e7
0.12,0.75,0.29,0.21,0.21,1.737190464871604e7
0.47,0.94,0.97,0.47,0.03,1.72687365097594e7
0.71,0.04,0.79,0.93,0.15,1.7500285289900176e7
0.16,0.72,0.02,0.29,0.28,1.7344889836584754e7
0.09,0.12,0.69,0.95,0.23,1.7569466952156395e7
0.73,0.39,0.74,0.64,0.81,1.7301717444068544e7
0.51,0.09,0.94,0.53,0.65,1.744647798075425e7
0.25,0.19,0.07,0.51,1.0,1.7440148537721746e7
0.22,0.41,0.85,0.13,0.87,1.739212345496677e7
0.45,0.16,0.8,0.01,0.49,1.7402660780011814e7
0.9,0.85,0.42,0.36,0.21,1.7240885526480448e7
0.85,0.28,0.92,0.13,0.73,1.7329124145730536e7
0.25,0.04,0.82,0.15,0.39,1.7530244372067824e7
0.88,0.88,0.7,0.42,0.97,1.724115428764038e7
0.34,1.0,0.91,0.2,0.72,1.729588785742508e7
0.32,0.23,0.93,0.25,0.3,1.7415901467441536e7
0.92,0.24,0.94,0.99,0.51,1.736766360025955e7
0.53,0.83,0.47,0.1,0.12,1.7247573447521545e7
0.58,0.86,0.01,0.78,0.3,1.724443644972915e7
0.5,0.41,0.62,0.08,0.01,1.7301768522505462e7
0.97,0.65,0.65,0.31,0.47,1.7263480499689702e7
0.91,0.15,0.76,0.5,0.82,1.73906451582429e7
0.8,0.87,0.14,0.56,0.75,1.7235007408841643e7
0.96,0.09,0.07,0.32,0.76,1.7414781064035274e7
0.39,0.91,0.15,0.47,0.57,1.7271187551806264e7
0.11,0.02,0.5,0.19,0.01,1.7599566246119015e7
0.74,0.81,0.13,0.11,0.61,1.7230565146772582e7
0.94,0.84,0.74,0.92,0.89,1.7254875423296276e7
0.97,1.0,0.13,0.66,0.19,1.7243795074118502e7
0.2,0.5,0.4,0.81,0.57,1.7377893849323347e7
0.21,0.82,0.71,0.71,1.0,1.734848756607593e7
0.44,0.71,0.06,0.95,0.73,1.7275810738825776e7
0.26,0.38,0.85,1.0,0.45,1.740218234712193e7
0.4,0.19,0.31,0.66,0.53,1.74076162843333e7
0.82,0.67,0.05,0.62,0.53,1.724880926173966e7
