α_v,α_s,decay,MSE
0.18,0.41,0.88,1.0766736303811356e7
0.4,0.93,0.82,1.0787020520371653e7
0.23,0.42,0.74,1.0772154113210669e7
0.02,0.2,0.05,1.0681300125929423e7
0.5,0.51,0.3,1.0785648108809825e7
0.52,0.28,0.62,1.0790956995488659e7
0.15,0.47,0.03,1.0762762524882747e7
0.2,0.14,0.99,1.0794827007276816e7
0.07,0.25,0.96,1.0732988084404219e7
0.02,0.55,0.49,1.0690951919837195e7
0.39,0.32,0.12,1.0784226564303853e7
0.3,0.82,0.57,1.0783478951587196e7
0.01,0.76,0.18,1.071397117608337e7
0.01,0.38,0.58,1.0673336455831656e7
0.23,0.58,0.41,1.0774755396987854e7
0.33,0.47,0.05,1.0779214662625052e7
0.29,0.8,0.87,1.0782807942935519e7
0.63,0.01,0.48,1.0900061461103672e7
0.68,0.04,0.85,1.085313585971574e7
0.45,0.42,0.8,1.078403093727131e7
0.84,0.63,0.88,1.0796071762944922e7
0.28,0.28,0.83,1.0780585568714056e7
0.29,0.31,0.32,1.0779330536649246e7
0.45,0.6,0.87,1.078545251759002e7
0.4,0.82,0.29,1.0786852878961546e7
0.08,0.43,0.47,1.0736647339502051e7
0.84,0.56,0.72,1.0795811494543277e7
0.06,0.38,0.92,1.0719109276447749e7
0.47,0.28,0.58,1.0789543642921375e7
0.72,0.56,0.35,1.0791416588484606e7
0.16,0.69,0.62,1.0770783425294895e7
0.31,0.85,0.83,1.0784151933279937e7
0.25,0.03,0.95,1.086027807712082e7
0.44,0.51,0.33,1.0784001198575616e7
0.84,0.49,0.58,1.0795739089789296e7
0.72,0.69,0.84,1.0792312191418964e7
0.84,0.5,0.38,1.0795726598506097e7
0.71,0.36,0.66,1.0792248239634989e7
0.49,0.54,0.22,1.0785693484047323e7
0.76,0.23,0.53,1.0802296920963176e7
0.04,0.45,0.88,1.0700521457311317e7
0.21,0.04,0.93,1.0843074743128488e7
0.38,0.29,0.12,1.0785526372189868e7
0.34,0.42,0.7,1.0779584375561027e7
0.04,0.86,0.19,1.0732415351083627e7
0.88,0.83,0.01,1.0797665834438704e7
0.2,0.2,0.06,1.0782792048091887e7
0.65,0.86,0.04,1.0791163942517463e7
0.02,0.09,0.87,1.0712234640081229e7
0.9,0.57,0.4,1.0798696213245474e7
0.62,0.4,0.13,1.0788765928673934e7
0.19,0.55,0.47,1.0770336096070826e7
0.75,0.17,0.08,1.0810055933609646e7
0.03,0.9,0.72,1.072846258406867e7
0.2,0.94,0.02,1.0778988644825581e7
0.67,0.55,0.68,1.078995803270639e7
0.93,0.96,0.49,1.079810921951395e7
0.39,0.74,0.62,1.078579356966794e7
0.55,0.07,0.55,1.0830988973063191e7
0.65,0.43,0.49,1.0789240201625453e7
0.5,0.78,0.71,1.0788680604416613e7
0.85,0.55,0.06,1.0796231563915813e7
0.42,0.09,0.48,1.0820917785472142e7
0.38,0.48,0.45,1.0781604169610666e7
0.44,0.76,0.81,1.0787324464540768e7
0.41,0.04,0.8,1.0850489402618604e7
0.02,0.44,0.58,1.0679492641858319e7
0.64,0.08,1.0,1.082826986674114e7
0.77,0.81,0.93,1.0793940204474842e7
0.73,0.99,0.41,1.0791269548100157e7
0.09,0.3,0.8,1.0743477385407304e7
0.11,0.26,0.3,1.0756075690109227e7
0.4,0.65,0.95,1.0784778304608868e7
0.85,0.24,0.55,1.0805017338952893e7
0.76,0.65,0.91,1.0793234411605801e7
0.4,0.72,0.05,1.0785825729267186e7
0.74,0.79,0.89,1.0793152760654029e7
0.88,0.73,0.91,1.0798004956494246e7
0.35,0.19,0.36,1.0795465382214412e7
0.94,0.34,0.81,1.08035523694215e7
0.24,0.79,0.51,1.0780034182148732e7
0.19,1.0,0.56,1.0778358155238787e7
0.43,0.71,0.47,1.0786508830925845e7
0.53,0.07,0.36,1.083070991999599e7
0.92,0.87,0.19,1.0799038860791942e7
0.74,0.84,0.79,1.0793054830661153e7
0.52,0.4,0.49,1.0786221569496917e7
0.33,0.62,0.43,1.0781587087322937e7
0.26,0.15,0.26,1.0797785915932408e7
0.72,0.02,0.7,1.088299719336718e7
0.66,0.31,0.39,1.079273570403973e7
0.16,0.02,0.22,1.0876969995323988e7
0.61,0.86,0.89,1.0790540762293685e7
0.35,0.38,0.01,1.0780485908418689e7
