α_v,α_s,decay,MSE
0.52,0.96,0.04,1.6059354217097623e7
0.98,0.38,0.57,1.6035801512643095e7
0.41,0.46,0.79,1.6047183284862012e7
0.85,0.56,0.24,1.6039624430127122e7
0.97,0.84,0.81,1.604131299431083e7
0.63,0.29,0.88,1.6047492498253094e7
0.05,0.59,0.85,1.608751160033467e7
0.67,0.53,0.1,1.604428871702762e7
0.71,0.28,0.05,1.6046218659408476e7
0.53,0.51,0.2,1.6046134171822753e7
0.07,0.48,0.8,1.6083959211927516e7
0.32,0.91,0.67,1.6059524024660997e7
0.3,0.42,0.98,1.6049442589833941e7
0.31,0.63,0.86,1.6049776733922336e7
0.5,0.95,0.81,1.605901381862846e7
0.11,0.67,0.87,1.6073362112894256e7
0.43,0.09,0.93,1.6040357470178625e7
0.79,0.8,0.06,1.6046268677051105e7
0.97,1.0,0.08,1.6049915601431027e7
1.0,0.7,0.92,1.6035596659765912e7
0.27,0.89,0.83,1.60602232294315e7
0.11,0.36,0.19,1.6074351813453756e7
0.45,0.72,0.01,1.604958900219033e7
0.76,0.95,0.09,1.6054180333216589e7
0.62,0.44,0.06,1.6045459041154262e7
0.16,0.98,0.35,1.6074089985174626e7
0.54,0.94,0.99,1.6057938719358668e7
0.36,0.96,0.79,1.6061499084183877e7
0.37,0.15,0.33,1.6048921636259649e7
0.88,0.27,0.62,1.6041495086810928e7
0.99,0.24,0.73,1.603764725562923e7
0.13,0.71,0.67,1.6069319234916821e7
0.89,0.02,0.88,1.6021014502508296e7
0.81,0.01,0.07,1.6047083069069415e7
0.35,0.43,0.16,1.6048129839727081e7
0.87,0.24,0.31,1.6042242132024355e7
0.68,0.53,0.48,1.6044098296006888e7
0.22,0.76,0.49,1.6057824332702085e7
0.06,0.23,0.79,1.6089938733224075e7
0.05,0.24,0.38,1.609159135909277e7
0.91,0.41,0.38,1.6038152442844935e7
0.54,1.0,0.88,1.6061549297919892e7
0.24,0.8,0.83,1.605778346191898e7
0.2,0.83,0.33,1.6062277034474496e7
0.44,0.35,0.33,1.6048185054861559e7
0.37,0.52,0.53,1.6047513359577999e7
0.85,0.69,0.55,1.6041213069106113e7
0.4,0.84,0.17,1.6054512345848583e7
0.48,0.74,0.81,1.6049886467996048e7
0.08,0.37,0.07,1.6082682724705856e7
0.71,0.79,0.88,1.6048031920267992e7
1.0,0.87,0.95,1.604137421902196e7
0.91,0.31,0.09,1.6039723571240138e7
0.88,0.66,0.23,1.603959670973274e7
0.39,0.97,0.62,1.6061601431151148e7
0.63,0.72,0.73,1.604748948011126e7
0.01,0.35,0.13,1.6081200895766642e7
0.42,0.45,0.89,1.6047160633274974e7
0.62,0.88,0.06,1.6053595861060044e7
0.09,0.17,0.8,1.6082051445597904e7
0.64,0.72,0.29,1.604731957053997e7
0.3,0.33,0.57,1.605066648333198e7
0.46,0.59,0.64,1.6047063392689854e7
0.81,0.61,0.08,1.6041274203373984e7
0.62,0.61,0.55,1.604561602784431e7
0.73,0.9,0.79,1.6052271884668281e7
0.37,0.73,0.13,1.6050811968006495e7
0.18,0.26,0.83,1.6061268402760081e7
0.67,0.76,0.76,1.604789989313703e7
0.83,0.33,0.06,1.6042152456525734e7
0.54,0.26,0.87,1.6048966477255115e7
0.99,0.38,0.9,1.603539088671104e7
0.24,0.18,1.0,1.6054810103493381e7
0.52,0.29,0.54,1.6048664204228822e7
0.6,0.99,0.47,1.6060029569610834e7
0.41,0.95,0.14,1.6060111861832995e7
0.98,0.44,0.64,1.6035062810731359e7
0.92,0.56,0.76,1.6037087866346022e7
0.54,0.55,0.84,1.6046119721219316e7
0.32,0.04,0.52,1.6021450008511351e7
0.67,0.36,0.05,1.6045656353979427e7
0.88,0.3,0.69,1.6040994217709158e7
0.98,0.71,0.6,1.6036663592108801e7
0.24,0.86,0.46,1.6060368802391667e7
0.4,0.74,0.03,1.6050703518843224e7
0.86,0.14,0.96,1.6040824095665166e7
0.64,0.12,0.81,1.6044220977060284e7
0.6,0.1,0.76,1.6041739908690114e7
0.7,0.09,0.66,1.6038448622859888e7
0.15,0.24,0.57,1.6066761480210748e7
0.97,0.89,0.18,1.6043602908725014e7
0.65,0.36,0.39,1.6046000865694787e7
0.71,0.29,0.56,1.604605296672197e7
0.04,0.6,0.41,1.608840899470137e7
0.58,0.5,0.86,1.6045646298010055e7
