α_v,α_s,decay,MSE
0.61,0.15,0.78,1.7383711464430418e7
0.85,0.28,0.44,1.733146386310567e7
0.43,0.12,0.12,1.742226537420682e7
0.47,0.16,0.39,1.7396300938024044e7
0.27,0.4,0.49,1.736136391867379e7
0.88,0.58,0.43,1.7269513133774206e7
0.63,0.32,0.36,1.7317719280941002e7
0.8,0.45,0.65,1.7284624077411193e7
0.41,0.41,0.41,1.7322392008323558e7
0.74,0.13,0.03,1.738730912032896e7
0.44,0.01,0.53,1.7494199548284553e7
0.85,0.07,0.1,1.7416792694141224e7
0.51,0.87,0.49,1.726078456613803e7
0.13,0.77,0.66,1.736645035410639e7
0.81,0.1,0.63,1.7401517579677064e7
0.8,0.07,0.74,1.741579551667683e7
0.02,0.72,0.24,1.7478330152163412e7
0.85,0.32,0.1,1.7319163961242013e7
0.87,0.99,0.49,1.7246510999396436e7
0.51,0.17,0.35,1.738562856551817e7
0.56,0.83,0.73,1.7255338853836738e7
0.09,0.97,0.86,1.7381614956093375e7
0.57,0.88,0.86,1.725342494665138e7
0.59,0.65,0.5,1.726110459100338e7
0.77,0.8,0.37,1.7247319072689828e7
0.32,0.95,0.91,1.7298493159325738e7
0.88,0.25,0.99,1.734337614403095e7
0.11,0.6,0.09,1.7389342055204842e7
0.48,0.02,0.07,1.7476532439058416e7
0.99,0.82,0.43,1.7261544576644257e7
0.12,0.86,0.54,1.7367552574711036e7
0.24,0.74,0.88,1.7326945541698053e7
0.44,0.98,0.21,1.727192885546224e7
0.83,0.98,0.51,1.7244880542392034e7
0.41,0.19,0.93,1.7394437946298834e7
0.81,0.96,0.39,1.7244433433326993e7
0.19,0.26,0.88,1.74298654686759e7
0.14,0.22,0.18,1.746380002804135e7
0.77,0.75,0.13,1.724958436452336e7
0.29,0.33,0.15,1.7374178312815744e7
0.54,0.79,0.9,1.7258685441220097e7
0.64,0.49,0.94,1.72771733447802e7
0.02,0.95,0.68,1.7464533252756868e7
0.54,0.2,0.6,1.73688090361812e7
0.84,0.53,0.9,1.7273173195330426e7
