α_v,α_s,α_v_error,α_s_error,decay,MSE
0.81,0.88,0.21,0.29,0.65,3.779352460521176e7
0.69,0.54,0.28,0.04,0.44,3.7721343459202014e7
0.72,0.71,0.53,0.95,0.35,3.781122993706241e7
0.71,0.3,0.75,0.82,0.43,3.7841443215791434e7
0.42,0.12,0.29,0.58,0.13,3.780713481893467e7
0.99,0.22,0.96,0.4,0.5,3.7910072178775266e7
0.27,0.79,0.67,0.25,0.02,3.7856368724203795e7
0.64,0.61,0.09,0.63,0.53,3.773174676613073e7
0.58,0.67,0.09,0.64,0.14,3.7740028732563384e7
0.75,0.82,0.63,0.3,0.84,3.78214947830869e7
0.93,0.14,0.56,0.21,0.58,3.7861991605338424e7
0.29,0.64,0.77,0.36,0.67,3.7840552202988364e7
0.64,0.52,0.87,0.83,0.77,3.78413391391756e7
0.39,0.21,0.62,0.78,0.9,3.784167371983009e7
0.27,0.32,0.83,0.23,0.63,3.7847674089766614e7
0.1,0.09,0.62,0.85,0.13,3.795068913946409e7
0.47,0.61,0.31,0.39,0.83,3.775117910052548e7
0.83,0.52,0.97,0.31,0.75,3.784718147671833e7
0.38,0.93,0.27,0.21,0.55,3.783724407765462e7
0.11,0.52,0.11,0.24,0.63,3.7812014452414095e7
0.36,0.1,0.88,0.15,0.5,3.790205689382012e7
0.09,0.86,0.86,0.6,0.76,3.8009774470577314e7
0.23,0.96,0.41,0.51,0.37,3.790628612969808e7
0.52,0.75,0.08,0.07,0.9,3.773402589180354e7
0.32,0.25,1.0,0.88,0.69,3.7908906459789395e7
0.76,0.04,0.5,0.56,0.48,3.784511927273144e7
0.2,0.61,0.56,0.3,0.36,3.7829837550215214e7
0.19,0.94,0.28,0.71,0.21,3.790721450508778e7
0.57,0.46,0.57,0.71,0.87,3.778955466333416e7
0.2,0.84,0.65,0.78,0.09,3.790818270953524e7
0.26,0.81,0.24,0.15,0.07,3.781720493021555e7
0.95,0.42,0.13,0.4,0.24,3.7764197551399834e7
0.99,0.59,0.02,0.71,0.35,3.7773370335186884e7
0.16,0.88,0.93,0.25,0.46,3.7955682934203565e7
0.89,0.41,0.22,0.85,0.72,3.778226078621419e7
0.77,0.98,1.0,0.19,0.68,3.791435161815918e7
0.92,0.64,0.85,0.88,0.66,3.786383151560677e7
0.95,0.64,0.85,0.95,0.98,3.787034220651117e7
0.74,0.25,0.02,0.52,0.16,3.774539546701637e7
0.26,0.97,0.62,0.17,0.54,3.791153574800277e7
0.76,0.1,0.32,0.79,0.67,3.782210246261012e7
1.0,0.35,0.38,0.52,0.63,3.781431772066219e7
0.64,0.61,0.1,0.13,0.29,3.7708868599836275e7
0.57,0.9,0.18,0.22,0.71,3.7792303563476935e7
0.62,0.49,0.66,0.32,0.9,3.778330995454931e7
0.65,0.26,0.45,0.4,0.8,3.778029318738603e7
0.52,0.79,0.39,0.42,0.55,3.779081605861073e7
0.31,0.41,0.38,0.26,0.97,3.776902901836736e7
0.11,0.88,0.6,0.01,0.9,3.7931152611372076e7
0.08,0.67,0.53,0.67,0.18,3.791781179177499e7
0.44,0.4,0.96,0.26,0.68,3.7838943363818154e7
0.24,0.14,0.97,0.12,0.09,3.7928479021980025e7
0.43,0.32,0.45,0.64,0.54,3.778729809013056e7
0.19,0.42,0.75,0.03,0.09,3.783970105800426e7
0.21,0.01,0.42,0.78,0.62,3.758515919333406e7
0.05,0.21,0.09,0.72,0.72,3.7877235622729145e7
0.2,0.09,0.23,0.94,0.75,3.785637830961499e7
0.56,0.46,0.34,0.15,0.09,3.772890276164674e7
0.44,0.76,0.48,0.98,0.71,3.78260058562743e7
0.51,0.48,0.04,0.51,0.52,3.771754986689558e7
0.28,0.18,0.66,0.54,0.71,3.786198423751543e7
1.0,0.57,0.67,0.27,0.82,3.782662274332719e7
0.7,0.92,0.41,0.88,0.19,3.784225380790165e7
0.98,0.45,0.5,0.58,0.65,3.781710987108621e7
0.76,0.37,0.18,0.61,0.31,3.7750058300399855e7
0.59,0.94,0.09,0.86,0.54,3.7820087001226045e7
0.22,0.51,0.85,0.92,0.41,3.788970664955963e7
0.2,0.13,0.18,1.0,0.02,3.785543485527215e7
0.2,0.02,0.02,0.43,0.18,3.783414180183806e7
0.19,0.9,0.4,0.95,0.07,3.791110399895696e7
0.58,0.89,0.3,0.46,0.25,3.7808383276408575e7
0.3,0.78,0.19,0.85,0.36,3.782321807386118e7
0.23,0.53,0.26,0.55,0.04,3.779431964065e7
0.88,0.77,0.12,0.51,0.95,3.777319341465479e7
0.12,0.76,0.42,0.36,0.09,3.7877879384317435e7
0.05,0.21,0.79,0.74,0.29,3.806833089756429e7
0.85,0.79,0.15,0.72,0.85,3.778407183021191e7
0.59,0.28,0.63,0.05,0.2,3.778692907349705e7
0.71,0.15,0.88,0.87,0.79,3.789441686172787e7
0.69,0.21,0.65,0.22,0.55,3.781971174215567e7
0.16,0.4,0.44,0.74,0.93,3.7843662217413366e7
0.31,0.63,0.27,0.52,0.47,3.77832636131009e7
0.13,0.97,0.87,0.63,0.32,3.80054978023594e7
0.02,0.48,0.25,0.2,0.11,3.786583482994791e7
0.83,0.59,0.21,0.59,0.88,3.7756767739636384e7
1.0,0.55,0.12,0.08,0.1,3.775667014972411e7
0.41,0.19,0.58,0.06,0.33,3.781504652463075e7
0.81,0.78,0.97,0.16,0.49,3.785978446646166e7
0.24,0.54,0.85,0.11,0.08,3.784427805106201e7
0.28,0.1,0.07,0.95,0.71,3.782598261495273e7
0.83,0.13,0.9,0.62,0.8,3.790626235060331e7
0.98,0.73,0.4,0.24,0.7,3.7800526106953226e7
1.0,0.7,0.55,0.31,0.74,3.782033305038047e7
0.58,0.69,0.8,0.83,0.98,3.784017214875252e7
0.17,0.69,0.98,0.88,0.29,3.794291049543088e7
0.51,0.75,0.29,0.13,0.05,3.775855511652062e7
0.14,0.49,0.55,0.8,0.22,3.7870249973418176e7
0.19,0.62,0.97,0.68,0.84,3.791544193972544e7
0.02,0.71,0.96,0.3,0.26,3.821578335791933e7
0.87,0.36,0.07,0.22,0.93,3.773918883822474e7
0.62,0.04,0.67,0.39,0.02,3.786881177458065e7
0.29,0.85,0.21,0.03,0.33,3.781586704116671e7
0.28,0.7,0.09,0.41,0.62,3.778327896337534e7
0.12,0.82,0.11,0.57,0.21,3.787992560984493e7
0.76,0.36,0.27,0.79,0.06,3.7770039203914985e7
0.41,0.2,0.89,0.11,0.26,3.786255712165692e7
0.39,0.33,0.91,0.58,0.9,3.785774483437539e7
0.58,0.94,0.92,0.75,0.17,3.7909189979766645e7
0.31,0.56,0.14,0.52,0.03,3.7764329326175086e7
0.04,0.68,0.2,0.83,0.75,3.790406586951389e7
0.77,0.31,0.98,0.8,0.01,3.7881643061300054e7
0.2,0.71,0.71,0.38,0.27,3.786942404017685e7
0.53,0.84,0.63,0.48,0.19,3.783522324589477e7
0.22,0.44,0.36,0.54,0.23,3.780332342974988e7
0.41,0.28,0.64,0.82,0.92,3.783114248110247e7
0.94,0.04,0.28,0.99,0.84,3.7828508682475656e7
0.02,0.13,0.45,0.28,0.79,3.8021288652523614e7
0.17,0.63,0.09,0.09,0.19,3.7790673070736274e7
0.65,0.76,0.01,0.13,0.62,3.772769458158051e7
0.78,0.24,0.85,0.15,0.08,3.784989205502895e7
0.62,0.78,0.21,0.53,0.01,3.776793393104819e7
0.24,0.43,0.18,0.2,1.0,3.776290738982391e7
0.51,0.12,0.94,0.18,0.71,3.789534215627964e7
0.41,0.28,0.95,0.71,0.54,3.787617137690668e7
0.07,0.91,0.9,0.59,0.64,3.806026471291499e7
0.72,0.72,0.84,0.35,0.71,3.783230985801609e7
0.48,0.6,0.92,0.71,0.79,3.785001331825388e7
0.83,0.62,0.25,0.76,0.01,3.7770280802840166e7
0.47,0.28,0.93,0.35,0.08,3.785202217585177e7
0.42,0.04,0.44,0.6,0.43,3.7820351637408435e7
0.22,0.85,0.86,0.23,0.97,3.791028241470609e7
0.14,0.83,0.06,0.32,0.31,3.786148358561764e7
0.43,0.86,0.24,0.14,0.77,3.7796674175708696e7
0.39,0.02,0.29,0.31,0.51,3.786163474992064e7
0.19,0.78,0.73,0.65,0.76,3.790164667499097e7
0.14,0.77,0.28,0.79,0.98,3.787592352555849e7
0.61,0.45,0.78,0.79,0.1,3.782624762498068e7
0.58,0.97,0.28,0.07,0.24,3.782517320717689e7
0.5,0.91,0.36,0.46,0.99,3.782838430493759e7
0.96,0.15,0.09,0.38,0.1,3.781470797044861e7
0.66,0.2,0.14,0.91,0.08,3.777747447066251e7
0.75,0.18,0.78,0.64,0.7,3.786705029074271e7
0.21,0.8,0.05,0.31,0.78,3.7823323992942534e7
0.76,0.93,0.35,0.09,0.33,3.7815271300446786e7
0.46,0.14,0.87,0.8,0.56,3.789166758621305e7
0.96,0.72,0.96,0.28,0.59,3.786914357540228e7
0.16,0.54,0.26,0.22,0.57,3.779949182888849e7
0.39,0.37,0.11,0.49,0.92,3.774186233034435e7
0.13,0.87,0.12,0.74,0.74,3.789775479713063e7
0.38,0.72,0.59,0.35,0.8,3.7812870172607236e7
0.13,0.26,0.43,0.42,0.18,3.785021667103902e7
0.29,0.51,0.91,0.04,0.97,3.783698943820664e7
0.35,0.03,0.81,0.68,0.97,3.787250504579336e7
0.75,0.12,0.96,0.39,0.3,3.790697762586925e7
0.5,0.31,0.29,0.79,0.64,3.776999062400842e7
0.11,0.64,0.76,0.45,0.23,3.7921792878093e7
0.14,0.45,0.57,0.23,0.88,3.784145246933893e7
0.39,0.02,0.83,1.0,0.45,3.777088007149887e7
0.33,0.49,0.82,0.28,0.34,3.782629255138532e7
0.9,0.34,0.99,0.8,0.07,3.789298714074722e7
0.75,0.43,0.04,0.82,0.88,3.774072949642423e7
0.86,0.41,0.38,0.48,0.25,3.7778176291839875e7
0.6,0.03,0.62,0.47,0.49,3.786068203183428e7
0.61,0.75,0.14,0.41,0.21,3.774900433175114e7
0.51,0.36,0.22,0.83,0.58,3.7757929169008896e7
0.15,0.9,0.83,0.98,0.69,3.797692868148573e7
0.69,0.36,0.63,0.78,0.54,3.781190484708065e7
0.25,0.05,0.04,0.34,0.07,3.782066950639242e7
0.22,0.36,0.28,0.54,0.66,3.779867953544056e7
0.13,0.77,0.27,0.39,0.17,3.786238939043792e7
0.84,0.24,0.13,0.7,0.71,3.778094345558768e7
0.14,0.31,0.47,0.83,0.68,3.786703137880919e7
0.7,0.21,0.97,0.99,0.57,3.790003437656178e7
0.53,0.27,0.16,0.59,0.1,3.774931796323091e7
0.56,0.5,0.94,0.63,0.32,3.784401301523578e7
0.23,0.69,0.8,0.92,0.11,3.789197589009432e7
0.46,0.72,0.09,0.13,0.8,3.773706353762837e7
0.57,0.72,0.55,0.15,0.96,3.7781151584905274e7
0.54,0.35,0.53,0.49,0.88,3.7779952054673605e7
0.01,0.68,0.98,0.49,0.77,3.827682338727105e7
0.32,0.25,0.81,0.93,0.16,3.787955025242866e7
0.05,0.53,0.89,0.18,0.46,3.805099720568344e7
0.67,0.37,0.31,0.2,0.16,3.773582227540177e7
0.71,0.99,0.4,0.1,0.49,3.784326383763758e7
0.87,0.35,0.56,0.52,0.33,3.781128688613562e7
0.11,0.07,0.63,0.29,0.27,3.793813944357278e7
0.98,0.02,0.53,0.42,0.32,3.792163340503754e7
0.2,0.05,0.71,0.41,0.67,3.7906082436134644e7
0.39,0.2,0.73,0.49,0.39,3.784881897388968e7
0.03,1.0,0.46,0.36,0.84,3.805109953326345e7
0.11,0.71,0.86,0.04,0.86,3.79358979958709e7
0.06,0.2,0.4,0.33,0.59,3.789508535404237e7
0.47,0.58,0.66,0.12,0.3,3.7781361929872714e7
0.36,0.69,0.89,0.12,0.81,3.7842160047733486e7
0.43,0.57,0.24,0.45,0.42,3.774743800138131e7
0.73,0.29,0.27,0.92,0.48,3.778168124519832e7
0.16,0.07,0.02,0.8,0.17,3.7851022475304164e7
0.91,0.97,0.38,0.66,0.99,3.7859055751498014e7
0.23,0.59,0.56,0.6,0.59,3.783346406287681e7
0.85,0.3,0.41,0.42,0.52,3.779104482534036e7
0.29,0.35,0.14,0.2,0.39,3.7751300810417406e7
0.47,0.89,0.63,0.9,0.15,3.787081229903274e7
0.32,0.93,0.5,0.12,0.98,3.786817899580114e7
0.23,0.78,0.08,0.78,0.22,3.783246146748086e7
0.86,0.43,0.19,0.68,0.04,3.776467621815827e7
0.27,0.01,0.12,0.28,0.36,3.7866115263544746e7
0.87,0.67,0.92,0.62,0.56,3.786035309990679e7
0.57,0.22,0.13,0.88,0.11,3.7768639529187135e7
0.88,0.19,0.06,0.64,0.95,3.779100522484108e7
0.2,0.56,0.9,0.65,0.87,3.789394208423936e7
0.7,0.17,0.91,0.09,0.06,3.787541134820876e7
0.5,0.23,0.12,0.73,0.15,3.7761578901224256e7
0.67,0.25,0.1,0.24,0.6,3.77341453546956e7
0.5,0.25,0.73,0.5,0.32,3.7829018769166045e7
0.79,0.16,0.56,0.36,0.53,3.783552934395754e7
0.72,0.72,0.9,0.21,0.34,3.783614537203116e7
0.83,0.42,0.73,0.44,0.74,3.781945982935154e7
0.04,0.8,0.1,0.51,0.34,3.791485498713602e7
0.37,0.08,0.35,0.04,0.37,3.783236009255711e7
0.17,0.34,0.47,0.82,0.91,3.785178295705595e7
0.96,0.95,0.61,0.69,0.64,3.7882334630655095e7
0.96,0.98,0.54,0.51,0.11,3.787903192683097e7
0.73,0.22,0.19,0.04,0.99,3.775314946634075e7
0.51,0.34,0.17,0.25,0.54,3.772333119251271e7
0.2,0.18,0.25,0.61,0.69,3.783460666742876e7
0.88,0.35,0.07,0.06,0.19,3.77356138736396e7
0.58,0.43,0.71,0.03,0.35,3.777834641913986e7
0.76,0.12,0.25,0.73,0.5,3.7810038974444896e7
0.66,0.52,0.03,0.97,0.79,3.7738197639323436e7
0.98,0.56,0.36,0.68,0.98,3.780170500208036e7
0.08,0.08,0.49,0.49,0.77,3.7926825021529965e7
0.87,0.76,0.84,0.83,0.68,3.786592988208859e7
0.46,0.44,0.82,0.14,0.39,3.7805138700702585e7
0.23,0.87,0.96,0.84,0.13,3.7946645279943794e7
0.1,0.22,0.11,0.39,0.23,3.7843466501566105e7
0.4,0.35,0.85,0.05,0.17,3.7818484556592815e7
0.82,0.25,0.63,0.4,0.39,3.782606328138373e7
0.65,0.89,0.51,0.93,0.62,3.784615759318636e7
0.38,0.14,0.72,0.51,0.98,3.786519429514398e7
0.28,0.79,0.1,0.85,0.89,3.782451482394151e7
0.76,0.14,0.81,0.59,0.71,3.788148718064984e7
0.56,0.61,0.38,0.75,0.66,3.777059038458031e7
0.02,0.31,0.11,0.55,0.65,3.78457392671728e7
0.7,0.91,0.56,0.69,0.14,3.784960289907319e7
0.37,0.81,0.84,1.0,0.94,3.7892207968719095e7
0.17,0.91,0.02,0.15,0.47,3.786927084340017e7
0.5,0.12,0.74,0.66,0.41,3.786753749028195e7
0.39,0.91,0.17,0.86,0.6,3.784178176153367e7
0.29,0.41,0.94,0.47,0.72,3.786529215659496e7
0.81,0.42,0.18,0.04,0.48,3.772532401982253e7
0.97,0.21,0.29,0.84,0.25,3.783456421949633e7
0.16,0.19,0.34,0.61,0.7,3.785244669305005e7
0.31,0.6,0.24,0.39,0.55,3.7770085095556594e7
0.31,0.97,0.73,0.78,0.5,3.793005869805404e7
0.44,0.45,0.95,0.99,0.16,3.786970402757905e7
0.32,0.93,0.33,0.07,0.78,3.785072119367077e7
0.33,0.95,0.2,0.37,0.36,3.785541299898994e7
0.05,0.11,0.78,0.33,0.79,3.807920851445778e7
0.49,0.75,0.62,0.74,0.95,3.78258271214192e7
0.67,0.71,0.96,0.11,0.86,3.783877501611227e7
0.41,0.53,0.99,0.46,0.84,3.785301966579292e7
0.48,0.61,0.12,0.45,0.04,3.77330495882928e7
0.09,0.18,0.24,0.89,0.58,3.788607191179395e7
0.39,0.67,0.74,0.55,0.53,3.783172331056677e7
0.49,0.94,0.99,0.2,0.06,3.790780365664657e7
0.36,0.61,0.23,0.48,0.32,3.776416526348339e7
0.48,0.48,0.62,0.48,0.32,3.778858628666333e7
0.93,0.28,0.33,0.07,0.45,3.7787029270837836e7
0.9,0.74,0.07,0.13,0.29,3.775190012795122e7
0.81,0.46,0.59,0.76,0.19,3.780863825696641e7
0.24,0.67,0.81,0.6,0.18,3.787363476809029e7
0.34,0.12,0.51,0.28,0.99,3.784043871930298e7
0.21,0.08,0.55,0.44,0.36,3.787819775955934e7
0.43,0.42,0.16,0.23,0.67,3.772306979921964e7
0.78,0.38,0.75,0.4,0.63,3.781838095800757e7
0.79,0.48,0.1,0.55,0.23,3.773638126336377e7
0.98,0.98,0.79,0.09,0.06,3.78979815998286e7
0.92,0.45,0.77,0.93,0.51,3.7856832354191944e7
0.57,0.36,0.67,0.1,0.51,3.7781023529145256e7
0.15,0.72,0.48,0.81,0.01,3.788097679804781e7
0.67,0.96,0.78,0.62,0.95,3.789084083192492e7
0.76,0.32,0.21,0.93,0.43,3.77743698497495e7
0.04,0.24,0.34,0.37,0.78,3.788816855305012e7
0.34,0.89,0.33,0.18,0.5,3.783417904868494e7
0.19,0.05,0.78,0.95,0.05,3.7911215685756594e7
0.69,0.29,0.3,0.32,0.84,3.775347323782384e7
0.29,0.52,0.94,0.41,1.0,3.7860203138233185e7
0.53,0.48,0.67,0.56,0.92,3.7797618812378384e7
0.43,0.5,0.6,0.46,0.53,3.778920824899182e7
0.25,0.68,0.66,0.03,0.74,3.7826559252607286e7
0.63,0.7,0.92,0.14,0.87,3.783151312884365e7
0.95,0.71,0.08,0.14,0.28,3.775706418609504e7
0.05,0.11,0.32,1.0,0.36,3.792736130252872e7
0.72,0.6,0.74,0.27,0.08,3.78011040413867e7
0.52,0.92,0.4,0.1,0.45,3.7822637804654494e7
0.02,0.81,0.87,0.14,0.35,3.818461146943717e7
0.33,0.28,0.06,0.61,0.62,3.776712988215136e7
0.58,0.44,0.27,0.92,0.96,3.7760753623591065e7
0.08,0.2,0.52,0.14,0.13,3.790243473715019e7
0.54,0.54,0.31,0.2,0.91,3.773026084613324e7
0.83,0.3,0.31,0.62,0.38,3.778438897594546e7
0.11,0.73,0.17,0.17,0.78,3.784576903053975e7
0.16,0.78,0.36,0.83,0.05,3.7878592294519275e7
0.44,0.18,0.86,0.04,0.55,3.786177473033975e7
0.55,0.67,0.97,0.76,0.3,3.7862225218354985e7
0.75,0.11,0.92,0.65,0.27,3.7906227309680976e7
0.66,0.83,0.02,0.74,0.65,3.777112316086889e7
0.14,0.54,0.77,0.39,0.4,3.788879835110422e7
0.67,0.72,0.72,0.72,0.31,3.7827707804449216e7
0.21,0.23,0.77,0.45,0.18,3.788137624057598e7
0.7,0.56,0.73,0.1,0.47,3.778861473159023e7
1.0,0.42,0.1,0.85,0.34,3.779294338499908e7
0.27,0.57,0.65,0.78,0.84,3.7842063046999685e7
0.13,0.83,0.6,0.22,0.84,3.790936515954972e7
0.1,0.87,0.22,0.08,0.25,3.7894239089949116e7
0.3,0.23,0.39,0.15,0.64,3.779394177554137e7
0.42,0.76,0.33,0.05,0.12,3.777319169756418e7
0.72,0.47,0.16,0.25,1.0,3.7719302361002125e7
0.55,0.83,0.32,0.42,0.43,3.779176544430872e7
0.76,0.6,0.02,0.14,0.84,3.7709442311167404e7
0.87,0.48,0.25,0.69,0.19,3.777080676834998e7
0.7,0.91,0.3,0.81,0.96,3.782488783679093e7
0.34,0.82,0.85,0.67,0.48,3.788817581184907e7
0.17,0.06,0.57,0.84,0.67,3.789040185314274e7
0.6,0.11,0.86,0.38,0.18,3.788403500038043e7
0.54,0.35,0.23,0.7,0.55,3.77515361395974e7
0.85,0.32,0.82,0.71,0.11,3.78588990715505e7
0.89,0.22,0.41,0.18,0.36,3.780800605203552e7
0.53,0.67,0.38,0.8,0.79,3.778139788915999e7
0.97,0.14,0.58,0.19,0.13,3.78723088392823e7
0.85,0.03,0.39,0.6,0.66,3.78427642688687e7
