α_v,α_s,α_v_error,α_s_error,decay,MSE
0.17,0.16,0.03,0.96,0.58,1.2314413418780241e7
0.79,0.26,0.11,0.76,0.06,1.2130287870367046e7
0.25,0.94,0.15,0.6,0.02,1.2214347791960008e7
0.03,0.05,0.37,0.59,0.51,1.2405849870353632e7
0.74,0.88,0.71,0.86,0.65,1.2090636316355428e7
0.34,0.77,0.45,0.56,0.55,1.220051928812238e7
0.28,0.32,0.51,0.23,0.86,1.2294386072531026e7
0.28,0.14,0.89,0.93,0.61,1.2288093430150185e7
0.72,0.29,0.68,0.5,0.07,1.2167164586776646e7
0.4,0.37,0.27,0.94,0.08,1.2220377925822813e7
0.83,0.55,0.57,0.5,0.29,1.209209551214185e7
0.46,0.64,0.51,0.19,0.17,1.2187175028530631e7
0.47,0.57,0.79,0.7,0.4,1.2188829056358553e7
0.39,0.55,0.14,0.47,0.76,1.2212828129962726e7
0.29,0.22,0.32,0.57,0.78,1.2292327867542911e7
0.3,0.1,0.62,0.68,0.51,1.2305116335373554e7
0.97,0.16,0.84,0.55,0.37,1.2133898237504778e7
0.28,0.41,0.08,0.11,0.19,1.228151853513877e7
0.01,0.52,0.58,0.35,0.76,1.23671684716289e7
0.89,0.8,0.54,0.66,0.58,1.2051716721642595e7
0.42,0.39,0.78,0.05,0.82,1.2256580660091128e7
0.28,0.41,0.66,0.66,0.06,1.225865869496732e7
0.52,0.43,0.67,0.7,0.84,1.219072201834281e7
0.76,0.79,0.94,0.61,0.56,1.2090373771879945e7
0.04,0.29,0.76,0.39,0.79,1.2364926611735538e7
0.01,0.01,0.11,0.86,0.72,1.2425275326945884e7
0.34,0.03,0.53,0.63,0.82,1.2328227279769631e7
0.29,0.9,0.05,0.52,0.98,1.220481935338277e7
0.34,0.28,0.52,0.05,0.77,1.2300685301823275e7
0.62,0.27,0.68,0.51,0.67,1.2198859837574352e7
0.82,0.45,0.9,0.36,0.6,1.2122013042501563e7
0.73,0.55,0.61,0.65,0.46,1.2114822992773687e7
0.61,0.72,0.02,0.02,0.03,1.212992490567517e7
0.04,0.42,0.42,0.08,0.37,1.2347647631925583e7
