α_v,α_s,decay,MSE
0.6,0.83,0.88,2.5023934411582775e7
0.77,0.1,0.48,2.5082544841018848e7
0.97,0.39,0.16,2.5069170594653584e7
0.94,0.96,0.73,2.506174511903327e7
0.41,0.57,0.6,2.5013157961417302e7
0.14,0.84,0.76,2.513231292369563e7
0.77,0.77,0.57,2.5028577310687453e7
0.93,0.03,0.4,2.512687981921273e7
0.74,0.37,0.56,2.5041679512013085e7
0.14,0.23,0.17,2.5159190479299515e7
0.39,0.21,0.67,2.5048100500206955e7
0.59,0.56,0.47,2.5014381672867805e7
0.6,0.06,0.29,2.5071391537733402e7
0.04,0.91,0.57,2.53050001463516e7
0.26,0.74,0.49,2.504370857514517e7
0.72,0.76,0.01,2.502430420121607e7
0.51,0.48,0.63,2.5015811802670866e7
0.23,0.49,0.76,2.5055648305646956e7
0.65,0.55,0.51,2.5018304270214327e7
0.92,0.85,0.99,2.5048265366018593e7
0.95,0.47,0.63,2.505705800332687e7
0.82,0.11,0.56,2.5087515417398095e7
0.14,0.92,0.81,2.5140073801162556e7
0.16,0.83,0.73,2.5110590310852308e7
0.18,0.72,0.06,2.5085939766554825e7
0.62,0.49,0.72,2.501986389306466e7
0.31,0.42,0.96,2.503387634172619e7
0.81,0.48,0.91,2.503747720927692e7
0.14,0.85,0.67,2.5133139291295346e7
0.16,0.74,0.93,2.5104595258242756e7
0.09,0.37,0.95,2.522536782303653e7
0.19,0.24,0.13,2.510655710153587e7
0.98,0.81,0.3,2.505308447131473e7
0.16,0.8,0.74,2.5108188992009737e7
0.56,0.42,0.6,2.5022558188203663e7
0.36,0.86,0.56,2.503418497357578e7
0.54,0.83,0.6,2.5022680443459697e7
0.98,0.19,0.73,2.5099807305112243e7
0.08,0.26,0.47,2.526028036927447e7
0.59,0.7,0.07,2.5014381307899613e7
0.63,0.95,1.0,2.5040807141006373e7
0.9,0.08,0.01,2.5103307079760488e7
0.08,0.09,0.02,2.5283236554927465e7
0.67,0.88,0.89,2.503226700140345e7
0.75,0.32,0.88,2.5049251716228686e7
0.37,0.18,0.98,2.505344160893874e7
0.34,0.76,0.92,2.50261503484658e7
0.31,0.5,0.89,2.502815596861107e7
0.29,0.5,0.12,2.5032907062227644e7
0.79,0.06,0.99,2.5092296833827976e7
0.42,0.52,0.51,2.501434469058419e7
0.92,0.72,0.8,2.5042114995443933e7
0.96,0.41,0.41,2.5065118608512234e7
0.82,0.99,0.67,2.505612168396967e7
0.54,0.03,0.17,2.5075643318007074e7
0.96,0.09,0.47,2.5111195214285098e7
0.24,0.4,0.69,2.5057958506097134e7
0.74,0.23,0.47,2.506119588117876e7
0.02,0.7,0.56,2.5337121678581998e7
0.29,0.42,0.95,2.5038617762520056e7
0.27,0.78,0.29,2.5043555318791263e7
0.12,0.27,0.89,2.5183163420200836e7
0.21,0.3,0.81,2.508504545043391e7
0.31,0.3,0.69,2.5046858457513794e7
0.38,0.67,0.77,2.5016033120483205e7
0.04,0.31,0.53,2.534035023276931e7
0.44,0.52,0.63,2.5013611313251935e7
0.07,0.04,0.48,2.532223853775027e7
0.05,0.19,0.83,2.53359825923798e7
0.24,0.12,0.71,2.5090170950605843e7
0.72,0.02,0.35,2.5093229525973514e7
0.81,0.78,0.91,2.503251647659006e7
0.36,0.29,0.94,2.5040296292649467e7
0.53,0.99,0.89,2.504671240511429e7
0.13,0.83,0.06,2.514371148592034e7
0.76,0.05,0.39,2.509179656259051e7
0.62,0.62,0.33,2.5014609409866467e7
0.28,0.04,0.29,2.508583247545371e7
0.53,0.36,0.59,2.502783954103857e7
0.6,0.09,0.58,2.5066529698311042e7
0.08,0.45,0.98,2.5237550236505497e7
0.38,0.88,0.56,2.5034734418805525e7
0.63,0.03,0.8,2.5084338219712432e7
0.17,0.02,0.97,2.5145454808002226e7
0.74,0.7,0.75,2.5023361894678038e7
0.61,0.51,0.77,2.5017919757476095e7
0.84,0.49,0.3,2.5040133298322544e7
0.99,0.94,0.09,2.5064925857974317e7
0.01,0.28,0.52,2.5377255774922486e7
0.37,0.24,0.5,2.5045760474314637e7
0.1,0.56,0.82,2.5188956437049527e7
0.78,0.51,0.47,2.50318383510818e7
0.8,0.34,0.67,2.505205469097896e7
0.1,0.35,0.27,2.520809561868607e7
0.89,0.5,0.43,2.5045682136083677e7
0.16,0.98,0.71,2.5128388604077753e7
0.13,0.39,0.01,2.5153474295822665e7
0.05,0.95,0.09,2.5287700703156754e7
0.64,0.36,0.07,2.5034110614201855e7
0.27,0.57,0.42,2.5036216447112132e7
0.9,0.48,0.35,2.5048785348569207e7
0.45,0.76,0.44,2.5016865848683946e7
0.94,0.86,0.22,2.5051336180068646e7
0.28,0.64,0.16,2.5033049821307376e7
0.96,0.55,0.13,2.5052079125189014e7
0.05,0.99,0.13,2.5289658284166608e7
0.74,0.05,0.86,2.5089292464355856e7
0.73,0.41,0.21,2.503601010475737e7
0.84,0.53,0.27,2.5037112923056744e7
0.31,0.23,0.44,2.5055776517782897e7
0.94,0.37,0.25,2.5066945931092065e7
0.74,0.62,0.26,2.5023079872818563e7
0.69,0.66,0.72,2.5018988665817257e7
0.11,0.64,0.39,2.5168358440592237e7
0.4,0.89,0.6,2.503441390384215e7
0.9,0.79,0.74,2.5042105606656753e7
0.21,0.17,0.06,2.5101218586716037e7
0.88,0.81,1.0,2.5041096059790686e7
0.28,0.97,0.27,2.5066599801416922e7
0.54,0.34,0.89,2.5030642235644467e7
0.47,0.01,0.95,2.502860990917326e7
0.59,0.96,1.0,2.5041602235831186e7
0.22,0.41,0.9,2.5067086429024998e7
0.9,0.17,0.67,2.5090226640751034e7
0.7,0.23,0.19,2.5057172188097306e7
0.19,0.32,0.92,2.5096566415911376e7
0.49,0.21,0.94,2.5046428843439788e7
0.76,0.97,0.03,2.5049362986656208e7
0.48,0.55,0.32,2.50118213503766e7
0.96,0.21,0.62,2.5093430953716855e7
0.77,0.62,0.49,2.5025773932539623e7
0.73,0.61,0.21,2.5022417495180078e7
0.35,0.35,0.86,2.5034248293106183e7
0.75,0.58,0.32,2.5025053972819164e7
0.11,0.85,0.76,2.5173146519513775e7
0.02,0.18,0.37,2.5390218392409433e7
0.57,0.25,0.58,2.5044164739903286e7
0.43,0.5,0.62,2.5014977087532766e7
0.75,0.15,0.15,2.50738066440869e7
0.67,0.73,0.95,2.501957138618525e7
0.96,0.03,0.09,2.5132155555125214e7
0.35,0.1,0.33,2.506344037298874e7
0.11,0.38,0.75,2.518641478146235e7
0.44,0.08,0.48,2.5060317629389618e7
0.19,0.88,0.02,2.5091801460671753e7
0.74,0.67,0.88,2.5022873301679358e7
0.91,0.36,0.01,2.5063752587564126e7
0.74,0.42,0.46,2.5035897540252507e7
0.99,0.56,0.03,2.505620399697748e7
0.95,0.07,0.89,2.511340190599101e7
0.76,0.29,0.58,2.505453236315465e7
0.39,0.26,0.26,2.5041525135660477e7
0.22,0.25,0.12,2.5085392234822355e7
0.01,0.08,0.72,2.540679864953628e7
0.92,0.56,0.68,2.5045572835115723e7
0.24,0.05,0.44,2.5098158160571337e7
0.8,0.99,0.79,2.5054862198053498e7
0.33,0.8,0.85,2.5031454729892753e7
0.92,0.79,0.65,2.504442254369732e7
0.25,0.22,0.42,2.5074825994825248e7
0.75,0.96,0.29,2.504726803639608e7
0.61,0.7,0.78,2.5015217750542235e7
0.18,0.48,0.2,2.5089223787064724e7
0.72,0.47,0.86,2.5029167027567267e7
0.65,0.06,0.96,2.5076056595802e7
0.18,0.31,0.57,2.5105949451083794e7
0.94,0.88,0.31,2.50530391033492e7
0.01,0.85,0.44,2.533710000766649e7
0.49,0.74,0.58,2.5014656881949812e7
0.52,0.62,0.58,2.501091455669069e7
0.41,0.27,0.66,2.503908451995858e7
0.53,0.57,0.67,2.5011826528925985e7
0.41,0.34,0.26,2.5030273769136712e7
0.3,0.3,0.88,2.504907326153222e7
0.92,0.47,0.76,2.505255904866926e7
0.48,0.27,0.5,2.503809825395658e7
0.04,0.56,0.5,2.5313588365840353e7
0.04,0.3,0.49,2.534165307183928e7
0.53,0.67,0.32,2.5011708085332967e7
0.36,0.22,0.94,2.5049378293541394e7
0.94,0.59,0.54,2.5046850844181657e7
0.38,0.25,0.76,2.504357885529231e7
0.13,0.07,0.43,2.519280564940257e7
0.11,0.24,0.36,2.5203890150380574e7
0.02,0.02,0.56,2.5431431381266132e7
0.08,0.87,0.42,2.5225877365129404e7
0.29,0.93,0.36,2.5057124897711027e7
0.23,0.21,0.85,2.5085137795581214e7
0.23,0.69,0.13,2.5053355874986794e7
0.88,0.4,0.79,2.505449356011399e7
0.14,0.19,0.62,2.516432542333693e7
0.01,0.42,0.44,2.535913352305521e7
0.58,0.53,0.6,2.5015205881792754e7
0.02,0.39,0.11,2.5361910359248262e7
0.52,0.84,0.42,2.5023692133882105e7
0.02,0.09,0.49,2.540339490506745e7
0.39,0.35,0.21,2.5030300287046663e7
0.89,0.63,0.7,2.5038671288248077e7
0.5,0.9,0.75,2.5031725867178187e7
0.94,0.46,0.17,2.505651277114304e7
0.53,0.78,0.45,2.5017741627958454e7
0.07,0.06,0.76,2.5312767745986693e7
0.62,0.94,0.25,2.503894047460042e7
0.53,0.83,0.62,2.5022598302574363e7
0.1,0.09,0.8,2.5241554855516344e7
0.42,0.17,0.78,2.505172469930864e7
0.08,0.96,0.2,2.5231339131528866e7
0.87,0.74,0.82,2.5036685370695382e7
0.68,0.75,0.8,2.5021178212767947e7
0.22,0.82,0.13,2.5067498098178662e7
0.84,0.63,0.61,2.5032743744412027e7
0.53,0.28,0.09,2.5038072692586392e7
0.17,0.5,0.9,2.50968787802575e7
0.41,0.3,0.13,2.5035196668240026e7
0.75,0.65,0.92,2.5023651734789744e7
0.19,0.39,0.19,2.5088804863735817e7
0.8,0.9,0.26,2.5042246003077082e7
0.41,0.1,0.33,2.5059062655106254e7
0.71,0.86,0.73,2.5031953512908135e7
0.57,0.46,0.01,2.5019405973027818e7
0.66,0.3,0.44,2.5043551823184904e7
0.33,0.4,0.06,2.5031946750771068e7
0.22,0.58,0.73,2.5057351247910842e7
0.02,0.58,0.85,2.5343330981359456e7
0.03,0.57,0.69,2.5330387871175505e7
1.0,0.15,0.24,2.510925810367293e7
0.09,0.26,0.66,2.5239275233574614e7
0.57,0.58,0.03,2.501287672457534e7
0.17,0.73,0.85,2.5094812184309084e7
0.1,0.98,0.06,2.5199504582619667e7
0.72,0.1,0.36,2.5076802839484535e7
0.77,0.85,0.43,2.5034724482135855e7
0.58,0.56,0.74,2.5013910956283007e7
0.37,0.77,0.37,2.5023087502366457e7
0.34,0.71,0.64,2.5022712238763396e7
0.81,0.7,0.4,2.5029520584900945e7
0.62,0.53,0.1,2.5017363488943182e7
0.4,0.23,0.03,2.5044877341407973e7
0.27,0.61,0.99,2.503584398261319e7
0.46,0.27,0.71,2.5037984145550795e7
0.6,0.45,0.94,2.502185387624608e7
0.61,0.74,0.26,2.5017054673283808e7
0.46,0.56,0.1,2.5011658531821277e7
0.72,0.03,0.6,2.5095209776917957e7
0.64,0.43,0.02,2.50263342981124e7
0.35,0.12,0.21,2.5061852189542197e7
0.84,0.54,0.12,2.503646745501834e7
0.33,0.44,0.39,2.5028399475899383e7
