α_v,α_s,decay,MSE
0.63,0.99,0.7,1.3064827636806259e7
0.54,0.94,0.84,1.3065999823006498e7
0.59,0.53,0.73,1.3069631593075318e7
0.46,0.62,0.13,1.3070763289128702e7
0.79,0.52,0.04,1.3068476950769128e7
0.61,0.59,0.92,1.3067468457366712e7
0.32,0.29,0.42,1.3093786097932532e7
0.33,0.82,0.39,1.3073887490100069e7
0.38,0.36,0.71,1.3084853138471512e7
0.86,0.49,0.55,1.307001462263503e7
0.24,0.73,0.37,1.30797980926909e7
0.05,0.16,0.05,1.3130800323157595e7
0.93,0.3,0.6,1.3082372966810256e7
0.19,0.49,0.56,1.3088826135863394e7
0.56,0.47,0.11,1.307251959329896e7
0.76,0.38,0.86,1.3075205808521826e7
0.53,0.37,0.1,1.3078646365449894e7
0.55,0.3,0.98,1.3083737312125761e7
0.36,0.69,0.29,1.3073698267180238e7
0.96,0.68,0.63,1.3065057429636946e7
0.51,0.17,0.03,1.3101365796217456e7
0.68,0.19,0.81,1.3094603327408275e7
0.52,0.81,0.32,1.3065950165420065e7
0.61,0.4,0.95,1.3075060815010345e7
0.9,0.04,0.12,1.313757552655463e7
0.48,0.86,0.12,1.3067213545178877e7
0.35,0.21,0.61,1.3101750349914234e7
0.5,0.38,0.1,1.3078845253035672e7
0.24,0.38,0.13,1.3091166744467665e7
0.45,0.13,0.82,1.311118232358677e7
0.8,0.15,0.77,1.310014368409996e7
0.45,0.47,0.55,1.3075841150925476e7
1.0,0.03,0.59,1.3145481494006429e7
0.23,0.28,0.42,1.3100083036816904e7
0.24,0.24,0.17,1.310400039607225e7
0.76,0.25,0.8,1.308641456193366e7
0.12,0.06,0.82,1.3152146914819758e7
0.98,0.28,0.18,1.3084738737825667e7
0.17,0.43,0.35,1.3092798053231128e7
0.02,0.38,0.08,1.3099256426336594e7
0.99,0.54,0.55,1.3069534460718978e7
0.74,0.78,0.54,1.306240422126227e7
0.86,0.91,0.54,1.3061747318590635e7
0.4,0.81,0.1,1.3070489444747005e7
0.15,0.42,0.43,1.3094671497915171e7
0.81,0.62,0.01,1.3065434376601387e7
0.74,0.22,0.63,1.3090045432504538e7
0.44,0.59,0.82,1.307226156365151e7
0.57,0.84,0.78,1.3064487027332895e7
0.77,0.95,0.71,1.3062297767229265e7
0.59,0.3,0.04,1.308287701846188e7
0.89,0.76,0.42,1.3062845208767388e7
0.25,0.13,0.25,1.3121239528301269e7
0.38,0.1,0.25,1.3121716691014664e7
0.53,0.09,0.16,1.3118739353100577e7
0.48,0.44,0.46,1.3076128126280162e7
0.56,0.96,0.07,1.3065794867223592e7
0.25,0.41,0.6,1.3088750143280713e7
0.68,0.58,0.56,1.3066845948172953e7
0.37,0.78,0.52,1.3072075072499145e7
0.03,0.66,0.64,1.3094922157580707e7
0.8,0.57,0.06,1.3066832582472028e7
0.08,0.12,0.41,1.313575204205999e7
0.84,0.69,0.14,1.3063877821400784e7
0.25,0.97,0.49,1.3079741373679038e7
0.18,0.27,0.62,1.3104380962157782e7
0.84,0.63,0.41,1.3065298350423569e7
0.13,0.59,0.66,1.3089779937536288e7
0.17,0.02,0.46,1.3176969740650758e7
0.92,0.34,0.05,1.3079018820042316e7
0.94,0.8,0.81,1.3062639941558033e7
0.4,0.02,0.15,1.3170402757777944e7
0.97,0.28,0.49,1.308462451213489e7
0.29,0.52,0.44,1.308160270993023e7
0.4,0.28,0.56,1.3090855563275991e7
0.64,0.2,0.36,1.3093673801504806e7
0.58,0.59,0.2,1.306803933383248e7
0.25,0.2,0.85,1.3108804866328113e7
0.56,0.76,0.61,1.3065245039823968e7
0.94,0.75,0.02,1.3063400339222139e7
