α_v,α_s,decay,MSE
0.19,0.06,0.15,4.329260006833663e7
0.55,0.48,0.79,4.313209633952406e7
0.07,0.55,0.4,4.326391661023819e7
0.2,0.96,0.92,4.314770122043223e7
0.18,0.62,0.41,4.320272958830772e7
0.64,0.16,0.64,4.3196443245347485e7
0.7,0.25,0.66,4.316337306986583e7
0.16,0.43,0.69,4.325070180807595e7
0.75,0.37,0.99,4.311778141828791e7
0.32,0.66,0.95,4.315069744788883e7
0.64,0.05,0.13,4.318987598821361e7
0.83,0.72,0.59,4.300876329341886e7
0.72,0.76,0.82,4.302405196425017e7
0.62,0.45,0.87,4.312324503259806e7
1.0,0.5,0.21,4.30398707606806e7
0.46,0.97,0.11,4.3072348061369695e7
0.97,0.28,0.85,4.310854105171551e7
0.47,0.31,0.34,4.319987836544549e7
0.46,0.12,0.06,4.3240137192792274e7
0.81,0.3,0.09,4.312710163076888e7
0.22,0.6,0.74,4.319446400511892e7
0.46,0.97,0.49,4.3072348061369695e7
0.97,0.87,0.18,4.296853717224906e7
0.79,0.69,0.41,4.302232874373943e7
0.68,0.14,0.73,4.3190871381494306e7
0.53,0.59,0.22,4.310770630891087e7
0.19,0.99,0.28,4.3149804775952004e7
0.81,0.09,0.02,4.3167475745840535e7
0.87,0.57,0.77,4.3036827491177864e7
0.69,0.89,0.05,4.301628449422925e7
0.58,0.83,0.54,4.304847622585049e7
1.0,0.76,0.05,4.2978973551856175e7
0.75,0.04,0.28,4.315343260434892e7
0.78,0.6,0.89,4.304538013778234e7
0.49,0.78,0.19,4.3079202065682165e7
0.75,0.14,0.27,4.317666262425842e7
0.12,0.5,0.55,4.324865072445038e7
0.21,0.36,0.87,4.3252263058422774e7
0.68,0.64,0.94,4.305750792051118e7
0.63,0.14,0.13,4.3201449529964164e7
0.08,0.51,0.09,4.3264694020337254e7
0.96,0.11,0.13,4.314460725001499e7
0.52,0.23,0.98,4.3208494995421104e7
0.93,0.35,0.75,4.3092598057784274e7
0.06,0.21,0.05,4.3307506515545286e7
0.37,0.03,0.41,4.3224300314527884e7
0.09,0.62,0.82,4.323754918000476e7
0.5,0.66,0.97,4.309911820180252e7
0.94,0.84,0.11,4.297451322714088e7
0.28,0.85,0.22,4.313129235956929e7
0.65,0.86,0.03,4.3027925250654615e7
0.2,0.2,0.42,4.328350263878871e7
0.81,0.72,0.75,4.3012456283220634e7
0.39,0.69,0.83,4.312374736989311e7
0.14,0.61,0.26,4.321823735737692e7
0.99,0.28,0.32,4.310633218001385e7
0.41,0.99,0.1,4.308601817497269e7
0.02,0.54,0.91,4.330730422943829e7
0.38,0.59,0.36,4.314918402705036e7
0.44,0.48,0.42,4.316098001991752e7
0.79,0.69,0.88,4.302232874373943e7
0.17,0.44,0.79,4.32456798514801e7
0.93,0.07,0.48,4.314514437093327e7
0.97,0.04,0.65,4.311726675021672e7
0.34,0.89,0.26,4.3109519453415565e7
0.35,0.23,0.63,4.324700018947684e7
0.51,0.56,0.73,4.312076420088075e7
0.43,0.93,0.93,4.308144130498189e7
0.15,0.87,0.06,4.317078799260324e7
0.2,0.06,0.43,4.329086206056428e7
0.22,0.59,0.38,4.319671203089106e7
0.21,0.51,0.81,4.321816096968225e7
0.47,0.41,0.74,4.317239160977045e7
0.01,0.18,0.35,4.315552715567867e7
0.86,0.47,0.77,4.306679245462391e7
0.63,0.63,0.35,4.307201317237999e7
0.29,0.5,0.09,4.319729207794469e7
0.12,0.22,0.75,4.3296154972989604e7
0.22,0.78,0.67,4.3159444469253406e7
0.93,0.43,0.38,4.306825636778696e7
0.19,0.94,0.51,4.3151823490152866e7
0.54,0.09,0.98,4.32234504420096e7
0.92,0.13,0.16,4.314858688950098e7
0.15,0.09,0.75,4.329991064873806e7
0.1,0.28,0.04,4.329381114636681e7
0.89,0.54,0.18,4.304188526479841e7
0.5,0.53,0.1,4.313138709954402e7
0.41,0.93,0.83,4.3087029221195325e7
0.43,0.87,0.98,4.30852288962711e7
0.36,0.42,0.55,4.319844996048091e7
0.65,0.61,0.99,4.307199200044606e7
1.0,0.09,0.26,4.31397784376363e7
0.63,0.99,0.38,4.302892476369727e7
0.61,0.26,0.44,4.318046045206843e7
0.73,0.48,0.4,4.3089050583125494e7
0.06,0.6,0.81,4.3263473688801885e7
0.94,0.47,0.6,4.305503939420949e7
0.75,0.62,0.73,4.304658419157987e7
0.81,0.96,0.08,4.298921506169651e7
0.57,0.45,0.73,4.3135578774136975e7
0.54,0.55,0.57,4.311545437563865e7
0.9,0.97,0.44,4.2974272761035606e7
0.82,0.84,0.69,4.2992986842090726e7
0.53,0.74,0.16,4.307486072065692e7
0.24,0.2,0.26,4.3275699406600654e7
0.68,0.06,0.28,4.3187136702806294e7
0.97,0.29,0.23,4.31056248527318e7
0.18,0.32,0.25,4.326784866487046e7
0.35,0.76,0.11,4.312253222438443e7
0.67,0.84,0.81,4.302498801399635e7
