α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.48,0.77,0.67,0.54,0.89,0.73,0.1,0.12,1.7250857220162842e7
0.5,0.95,0.74,0.34,0.95,0.3,0.01,0.78,1.7321637143637326e7
0.76,0.35,0.49,0.04,0.46,0.94,0.5,0.69,1.72824810609059e7
0.3,0.91,0.99,0.23,0.69,0.1,0.32,0.79,1.734022754958493e7
0.76,0.22,0.31,0.28,0.14,0.68,0.29,0.19,1.7346560528027963e7
0.5,0.79,0.45,0.22,0.73,0.58,0.55,0.61,1.7269526105577666e7
0.59,0.75,0.41,0.31,0.09,0.62,0.73,0.26,1.738104584270982e7
0.11,0.19,0.86,0.74,0.46,0.57,0.12,0.28,1.7320386911569472e7
0.84,0.83,0.97,0.49,0.52,0.59,0.31,0.42,1.7300303514910653e7
0.69,0.8,0.62,0.53,0.06,0.76,0.36,0.84,1.7359989344964534e7
0.93,0.49,0.27,0.69,0.29,0.3,0.83,0.87,1.7400306754448585e7
0.28,0.79,0.32,0.68,0.25,0.92,0.21,0.04,1.731874122066192e7
0.01,0.98,0.55,0.55,0.86,0.69,0.1,0.58,1.7244561813060258e7
0.02,0.74,0.32,0.19,0.85,0.54,0.88,0.78,1.7458084388838354e7
0.87,0.98,0.91,0.66,0.63,0.85,0.52,0.49,1.7262177116507754e7
0.39,0.73,0.24,0.5,0.42,0.04,0.39,0.11,1.743262751523547e7
0.14,0.64,0.85,0.91,0.19,0.6,0.16,0.94,1.738943321846432e7
0.56,0.44,0.04,0.17,0.97,0.11,0.49,0.23,1.742350108428944e7
0.67,0.65,0.24,0.67,0.1,0.92,0.45,0.53,1.734663232811106e7
0.99,0.97,0.51,0.59,0.24,0.95,0.03,0.15,1.7322189475155283e7
0.52,0.95,0.61,0.38,0.14,0.71,0.72,0.19,1.7355854885710772e7
0.57,0.86,0.8,0.67,0.24,0.6,0.57,0.4,1.73501854650958e7
0.65,0.68,0.19,0.68,0.6,0.03,0.03,0.8,1.748267356083512e7
0.99,0.28,0.48,0.81,0.86,0.6,0.63,0.59,1.727225906060555e7
0.87,0.23,0.32,0.2,0.13,0.4,0.66,0.9,1.7424506415345706e7
0.09,0.11,0.22,0.53,0.29,0.7,0.36,0.26,1.735450116117473e7
0.35,0.7,0.8,0.09,0.12,0.95,0.58,0.74,1.7364916039977815e7
0.27,0.87,0.28,0.36,0.27,0.03,0.58,0.94,1.7502900747904554e7
0.39,0.35,0.92,0.07,0.73,0.9,0.78,0.6,1.722634399881102e7
0.54,0.86,0.54,0.66,0.49,0.7,0.05,0.62,1.72645393226973e7
0.79,0.5,0.41,0.55,0.61,0.9,0.09,0.1,1.7252524629626874e7
0.74,0.44,0.64,0.02,0.62,0.91,0.74,0.83,1.7245096402738124e7
0.51,0.77,0.7,0.89,0.9,0.35,0.32,0.4,1.7317309361998603e7
0.41,0.67,0.61,0.14,0.32,0.3,0.57,0.84,1.7374051509170145e7
0.16,0.85,0.6,0.46,0.01,0.15,0.92,0.36,1.7508615609435577e7
0.96,0.9,0.07,0.68,0.44,0.79,0.79,0.14,1.7291071763851557e7
0.88,0.64,0.66,0.82,0.47,0.91,0.43,0.93,1.7292279937444158e7
0.71,0.38,0.62,0.03,0.64,0.59,0.16,0.13,1.7259767852290656e7
0.64,0.99,0.34,0.91,0.3,0.91,0.86,0.49,1.7269297688384514e7
0.74,0.26,0.48,0.8,0.77,1.0,0.61,0.66,1.725701715438426e7
0.49,0.82,0.24,0.43,0.05,0.46,0.69,0.31,1.7398735526701897e7
0.58,0.62,0.54,0.24,0.43,0.52,0.89,0.26,1.7307356447236605e7
0.34,0.77,0.56,0.52,0.71,0.38,0.4,0.55,1.7302820508067828e7
0.28,0.47,0.28,0.41,0.84,0.3,0.12,0.8,1.7325194540059816e7
0.35,0.47,0.22,0.73,0.43,0.66,0.51,0.86,1.727592252843301e7
0.78,0.44,0.32,0.92,0.47,0.13,0.13,0.19,1.741771987248334e7
0.97,0.51,0.96,0.83,0.27,0.26,0.4,0.43,1.7474068938344162e7
0.64,0.82,0.76,0.63,0.8,0.46,0.49,0.46,1.7286828136181418e7
0.25,0.61,0.75,0.66,0.35,0.38,0.95,0.87,1.738205207445022e7
0.12,0.11,0.13,0.21,0.56,1.0,0.25,0.45,1.7294784767398037e7
0.18,0.25,0.12,0.3,0.76,0.33,0.08,0.18,1.7302382551237058e7
0.99,0.95,0.28,0.13,0.04,0.13,0.2,0.1,1.7505501148731638e7
0.15,0.83,0.63,0.49,0.44,0.34,0.14,0.32,1.7348366842384405e7
0.03,0.4,0.99,0.12,0.58,0.22,0.97,0.66,1.7500388754371382e7
0.87,0.68,0.06,0.64,0.76,0.03,0.8,0.25,1.7457638154864836e7
0.85,0.46,0.97,0.11,0.83,0.32,0.43,0.96,1.7316471710817754e7
0.54,0.26,0.86,0.09,0.28,0.79,0.22,0.45,1.7332222151011743e7
0.45,0.59,0.18,0.11,0.33,0.98,0.58,0.47,1.7287644326971304e7
0.48,0.89,0.99,0.92,0.48,0.44,0.68,0.74,1.7326947711304322e7
0.98,0.98,0.63,0.58,0.82,0.03,0.4,0.89,1.7484627908119094e7
0.16,0.9,0.62,0.37,0.84,0.55,0.82,0.79,1.7354104770731486e7
0.38,0.01,0.43,0.9,0.15,0.83,0.68,0.24,1.75591762887707e7
0.76,0.03,0.06,0.88,0.15,0.57,0.27,0.42,1.748276545949029e7
0.5,0.57,0.97,0.5,0.95,0.75,0.83,0.4,1.725423733608619e7
0.22,0.32,0.88,0.35,0.05,0.4,0.98,0.75,1.7428595242879406e7
0.93,0.49,0.2,0.99,0.96,0.17,0.6,0.42,1.738287364666134e7
0.23,0.5,0.37,0.77,0.25,0.03,0.57,0.45,1.754360092348677e7
0.94,0.53,0.4,0.3,0.98,0.79,0.83,0.99,1.724945276649908e7
0.47,0.6,0.97,0.31,0.12,0.26,0.48,0.73,1.746364271151212e7
0.07,0.64,0.63,0.69,0.22,0.37,0.74,0.71,1.7485360274761572e7
0.49,0.91,0.14,0.94,0.69,0.35,0.13,0.12,1.733024719668662e7
0.18,0.88,0.98,0.08,0.53,0.56,0.83,0.69,1.7357601461789317e7
0.17,0.97,0.53,0.55,0.41,0.79,0.38,0.35,1.7289980244314082e7
0.64,0.69,0.1,0.44,0.58,0.04,0.18,0.75,1.7479774786551856e7
0.84,0.4,0.18,0.41,0.81,0.11,0.31,0.88,1.737026426737465e7
0.55,0.66,0.55,0.01,0.73,0.77,0.31,0.44,1.723890770346412e7
0.46,0.15,0.34,0.91,0.34,0.94,0.87,0.13,1.735378677767659e7
0.91,0.82,0.66,0.05,0.5,0.17,0.4,0.23,1.7366366603901956e7
0.74,1.0,0.17,0.73,0.51,0.39,0.5,1.0,1.7329618342620198e7
0.44,0.69,0.98,0.05,0.27,0.22,0.9,0.09,1.7414816618095513e7
0.7,0.86,0.96,0.43,0.31,0.74,0.63,0.61,1.731968908715578e7
0.77,0.11,0.44,0.88,0.56,0.91,0.68,0.37,1.7264707188109066e7
0.9,0.99,0.27,0.44,0.86,0.56,0.29,0.79,1.726974688396147e7
