α_v,α_s,decay,MSE
0.15,0.11,0.49,1.7439815766991507e7
0.63,0.5,0.42,1.735551927885972e7
0.67,0.2,0.56,1.736219234722001e7
0.08,0.72,0.32,1.7435509431241985e7
0.47,0.27,0.29,1.739515099556154e7
0.98,0.46,0.32,1.7282322623597097e7
0.68,0.23,0.57,1.7357934284828257e7
0.42,0.98,0.88,1.7408444294206023e7
0.5,0.33,0.03,1.738654711061521e7
0.74,0.85,0.87,1.7347615311051108e7
0.04,0.36,0.76,1.744090700401354e7
0.1,0.08,0.11,1.7442497696801767e7
0.68,0.11,0.98,1.73666741772098e7
0.05,0.18,0.72,1.7442704484491203e7
0.23,0.93,0.32,1.7425645533839166e7
0.32,0.85,0.9,1.741349353418767e7
0.36,0.77,0.24,1.7405663123894345e7
0.97,0.69,0.64,1.728935088511887e7
0.2,0.24,0.12,1.743155840144407e7
0.28,0.91,0.25,1.742014597132989e7
0.28,0.79,0.83,1.7415934150839012e7
0.91,0.03,0.87,1.730226218014696e7
0.39,1.0,0.71,1.74130553084568e7
0.2,0.29,0.06,1.7429639772029493e7
0.46,0.23,1.0,1.7399237926945847e7
0.82,0.73,0.83,1.732230089577528e7
0.72,0.44,0.34,1.7337914300268713e7
0.17,0.26,0.3,1.7433697843423475e7
0.54,0.51,0.24,1.7373024859353915e7
0.67,0.48,0.19,1.7347569787957348e7
0.56,0.45,0.9,1.7370408281490497e7
0.58,0.09,0.05,1.7387234025724307e7
0.42,0.67,0.98,1.7394413609210126e7
0.17,0.21,0.09,1.7435401117530134e7
0.55,0.46,0.59,1.737205954710031e7
0.03,0.11,0.46,1.7442244215480365e7
0.2,0.38,0.19,1.7426438814099077e7
0.73,0.04,0.94,1.7350424559136935e7
0.47,0.52,0.25,1.7385482708135895e7
0.5,0.54,0.15,1.738007579667044e7
0.89,0.13,0.59,1.7321051835353278e7
0.45,0.8,0.57,1.739436396326517e7
0.79,0.8,0.7,1.733359641398567e7
0.83,0.57,0.19,1.7313460120626047e7
0.25,0.55,0.48,1.7416877143794306e7
0.98,0.55,0.63,1.7282053979859374e7
0.26,0.41,0.03,1.7418558514535125e7
0.89,0.1,0.69,1.732298031065765e7
0.89,0.86,0.16,1.7319623674318604e7
0.82,0.54,0.96,1.7315258763230503e7
0.61,0.2,0.34,1.7374241134735595e7
0.34,0.66,0.87,1.7405664809229597e7
0.8,0.48,0.57,1.731982217367477e7
0.99,0.52,0.85,1.72798396324395e7
0.08,0.77,0.89,1.7435908981821213e7
0.05,0.02,0.94,1.7442374533476334e7
0.99,0.75,0.77,1.728979802911246e7
0.21,0.9,0.07,1.742649047663196e7
0.72,0.9,0.2,1.7355941605058014e7
0.16,0.38,0.03,1.7430793115997136e7
0.73,0.07,0.84,1.7357201002234578e7
0.96,0.72,0.69,1.7293322190574042e7
0.99,0.64,0.59,1.728273767577663e7
0.98,0.79,0.49,1.729522807503306e7
0.24,0.22,0.04,1.7428409433120534e7
0.84,0.71,0.73,1.7316913199823834e7
0.19,0.2,0.36,1.7433982496789344e7
0.85,0.92,0.42,1.7333831897810835e7
0.4,0.58,0.01,1.7396503405241076e7
0.87,0.87,0.67,1.7324541765382506e7
0.95,0.72,0.65,1.7295295944725677e7
0.27,0.48,0.71,1.7415483795854323e7
0.51,0.19,0.98,1.7393430702859923e7
0.7,0.35,0.04,1.7345936926633913e7
0.14,0.37,0.85,1.7433168630489256e7
0.35,0.58,0.7,1.7403790005760316e7
0.86,0.6,0.77,1.730777357379072e7
0.2,0.26,0.86,1.743078929629094e7
0.05,0.64,0.7,1.7437410196111478e7
0.02,0.23,0.96,1.744270080097724e7
0.24,0.52,0.84,1.7418429630667336e7
0.85,0.03,0.26,1.7315666246861964e7
0.75,0.38,0.4,1.7333720335081328e7
0.05,1.0,0.33,1.7440553465403438e7
0.3,0.39,0.75,1.7414290593488447e7
0.28,0.44,0.11,1.741521457345336e7
0.04,0.07,0.97,1.7441953027174927e7
0.25,0.2,0.58,1.7428263162764527e7
0.43,0.87,0.15,1.7400766794362452e7
0.35,0.09,0.04,1.742255925450878e7
0.91,0.85,0.77,1.7314705222310975e7
0.14,0.05,0.72,1.744106196548242e7
0.16,0.08,0.64,1.7439818477720376e7
0.36,0.2,0.58,1.741561764887909e7
0.84,0.88,0.44,1.733136726853003e7
1.0,0.89,0.85,1.7302200768428035e7
0.13,0.81,0.17,1.7431939566757213e7
