α_v,α_s,decay,MSE
0.65,0.63,0.77,2.856080331192782e7
0.1,0.93,0.46,2.855187151780612e7
0.44,0.8,0.42,2.8532821835383467e7
0.66,0.57,0.4,2.8563925792967632e7
0.69,0.86,0.53,2.856454143610582e7
0.47,0.84,0.11,2.853593944367995e7
0.68,0.66,0.74,2.8564922444149807e7
0.03,0.05,0.57,2.8579811906222355e7
0.97,0.28,0.95,2.8621428178932264e7
0.55,0.13,0.26,2.85686377042325e7
0.81,0.87,0.98,2.8582435687088486e7
0.53,0.15,0.48,2.856530480366804e7
0.84,0.84,0.93,2.858710085471915e7
0.78,0.98,0.05,2.8577893059415456e7
0.42,0.93,0.88,2.8533784185478166e7
0.94,0.69,0.33,2.860384726553232e7
0.49,0.8,0.47,2.853754935890995e7
0.77,0.67,0.5,2.8579036277026456e7
0.11,0.33,0.91,2.8558737016473223e7
0.42,0.32,1.0,2.8542611276367083e7
0.35,0.87,0.97,2.852953864941269e7
0.16,0.38,0.1,2.8549672661310233e7
0.04,0.83,0.63,2.8556994485605266e7
0.39,0.43,0.99,2.853470272848554e7
0.36,0.58,0.98,2.852875803837876e7
0.47,0.11,0.27,2.8558368321011573e7
0.73,0.42,0.04,2.8580933517683353e7
0.36,0.13,0.91,2.8549547710812975e7
0.87,0.59,0.71,2.859648469739141e7
0.55,0.88,0.64,2.85452630397387e7
0.78,0.19,0.27,2.860090478218599e7
0.87,0.33,0.44,2.8606503251896013e7
0.62,0.54,0.69,2.855849924349924e7
0.99,0.43,0.22,2.8617902072319183e7
0.77,0.41,0.42,2.8587782176902216e7
0.06,0.56,0.64,2.8551966085819423e7
0.47,0.73,0.22,2.8535229677177537e7
0.91,0.96,0.23,2.859599370666344e7
0.41,0.72,0.27,2.853013487508208e7
0.34,0.5,0.72,2.8530223133736227e7
0.15,0.51,0.66,2.8545855991491765e7
0.75,0.21,0.6,2.8595389924248334e7
0.5,0.93,0.25,2.8540440852621067e7
0.1,0.85,0.58,2.855002349811788e7
0.51,0.08,0.61,2.8563090156635765e7
0.76,0.5,0.54,2.858244567771926e7
0.1,0.48,0.71,2.855231989094427e7
0.99,0.39,0.04,2.8619345136354707e7
0.7,0.46,0.55,2.8574320059600506e7
0.77,0.25,0.06,2.859614504896334e7
0.71,0.72,0.17,2.8568636106922146e7
0.76,0.92,0.32,2.8574907481527403e7
0.91,0.58,0.16,2.8602545982100423e7
0.51,0.54,0.88,2.8542605866831053e7
0.49,0.56,0.71,2.8539598846213624e7
0.66,0.02,0.93,2.8590007780759662e7
0.62,0.61,0.84,2.855657394748294e7
0.12,0.24,0.12,2.8563685752698183e7
0.75,0.9,0.99,2.8573440916368842e7
0.33,0.74,0.06,2.852743129677255e7
0.74,0.23,0.24,2.8592735899530437e7
0.27,0.68,0.34,2.8529087125727e7
0.46,0.92,0.9,2.8536481398955293e7
0.79,0.18,0.89,2.860284328037981e7
0.72,0.34,0.63,2.8583311248949647e7
0.86,0.69,0.1,2.8592448368892122e7
0.45,0.18,0.41,2.855432899631727e7
0.99,0.01,0.84,2.861853242657377e7
0.68,0.14,0.52,2.8587997717578575e7
0.38,0.82,0.33,2.852938581574264e7
