α_v,α_s,decay,MSE
0.66,0.73,0.31,1.2116457891606119e7
0.98,0.34,0.54,1.2112789742042406e7
0.55,0.22,0.25,1.224947882048127e7
0.87,0.67,0.8,1.2071949567163555e7
0.89,0.69,0.85,1.2066205502685446e7
0.43,0.88,0.65,1.2173397359054562e7
0.99,0.76,0.69,1.2044777368392693e7
0.1,0.18,0.65,1.2379814346728196e7
0.19,0.64,0.25,1.2252819705460342e7
0.19,0.74,0.35,1.2242956085645476e7
0.21,0.06,0.66,1.2384504732904976e7
0.41,0.17,0.63,1.2302596819050098e7
0.48,0.78,0.17,1.2162591918102756e7
0.59,0.67,0.08,1.2140593131866304e7
0.37,0.23,0.32,1.2293104788339475e7
0.62,0.31,0.83,1.220228644170349e7
0.16,0.14,0.1,1.2371267568839459e7
0.53,0.88,0.95,1.2146449367465666e7
0.15,0.28,0.14,1.2334848904674012e7
0.42,0.06,0.3,1.2339286108069204e7
0.14,0.47,0.06,1.2294916323703062e7
0.58,0.11,0.21,1.2280028680088025e7
0.49,0.29,0.98,1.2243641160383193e7
0.29,0.7,0.68,1.2219319736691505e7
0.76,0.11,0.04,1.2234106256641746e7
0.33,0.2,0.04,1.231220394926744e7
0.22,0.36,0.48,1.2294673733154904e7
0.13,0.39,0.74,1.2314867986586103e7
0.92,0.03,0.56,1.2230530304093191e7
0.08,0.7,0.83,1.2283432307697583e7
0.53,0.49,0.45,1.2183915970825907e7
0.32,0.56,0.46,1.222892150623207e7
0.91,0.83,0.51,1.2055152531429404e7
0.26,0.24,0.09,1.2316641477164747e7
0.73,0.53,0.42,1.2122581880563268e7
0.12,0.38,0.9,1.2320744533883294e7
0.59,0.81,0.21,1.2131192293961825e7
1.0,0.56,0.86,1.206412449839091e7
0.99,0.18,0.74,1.216136560782669e7
0.07,0.44,0.56,1.232734829473552e7
0.79,0.72,0.91,1.208481116468463e7
0.58,0.21,0.61,1.2244786236015212e7
0.23,0.65,0.27,1.2240444960952755e7
0.98,0.04,0.09,1.2216913300178772e7
0.04,0.51,0.02,1.2319032913173405e7
0.96,0.54,0.01,1.207304523401893e7
0.92,0.52,0.1,1.2083046555280965e7
0.6,0.79,0.21,1.212920705830917e7
0.81,0.89,0.39,1.2075378601811275e7
0.73,0.07,1.0,1.2257262238715194e7
0.61,0.79,0.23,1.2126499318377579e7
0.64,0.77,0.12,1.2119353981678292e7
0.42,0.18,0.81,1.2296789898198977e7
0.97,0.45,0.7,1.2088192775848256e7
0.06,0.57,0.14,1.2306153023328848e7
0.17,0.8,0.25,1.22450090676792e7
0.34,0.89,0.41,1.2196918080808783e7
0.2,0.87,0.8,1.2233686588984143e7
0.85,0.79,0.08,1.2067845446965154e7
0.33,0.3,0.57,1.2282447604103977e7
0.53,0.86,0.59,1.214652299311786e7
0.74,0.51,0.19,1.2123620420542838e7
0.91,0.05,0.08,1.2225535960185086e7
0.59,0.63,0.16,1.2145100014271505e7
0.28,0.21,0.35,1.2320874966833899e7
0.53,0.48,0.77,1.218586840910348e7
0.98,0.8,0.56,1.2044451731909407e7
0.05,0.37,0.56,1.234982929085578e7
0.66,0.99,0.8,1.2115717392917128e7
0.26,0.33,0.79,1.2291861017603584e7
0.47,0.02,0.6,1.2339147389653074e7
0.05,0.23,0.33,1.2387116354283772e7
0.65,0.68,0.88,1.2123290659755427e7
0.67,0.23,0.46,1.2214014682730487e7
0.17,0.39,0.63,1.2301758643470101e7
0.91,0.64,0.5,1.2067575898835665e7
0.04,0.07,0.03,1.2432227539806915e7
0.69,0.44,0.13,1.2150441145296708e7
0.48,0.01,0.53,1.2325666377357244e7
0.21,0.07,0.37,1.2380752383705504e7
0.99,0.1,0.12,1.219024851728515e7
0.84,0.76,0.66,1.2071271196939312e7
0.15,0.56,0.34,1.2276113679365402e7
0.99,0.27,0.18,1.213144617463797e7
0.55,0.78,0.08,1.2143325117296947e7
0.82,0.92,0.1,1.2073911433927532e7
0.73,0.54,0.02,1.2120889512588236e7
0.59,0.31,0.53,1.221046706530324e7
0.73,0.25,0.34,1.2191897988146782e7
0.76,0.48,0.78,1.2124394551504185e7
0.44,0.25,0.89,1.2269068669303682e7
0.17,0.65,0.14,1.2257630765066916e7
0.29,0.47,0.01,1.2252581129287867e7
0.51,0.08,0.06,1.2309225902705276e7
0.97,0.16,0.87,1.2171725345995586e7
