α_v,α_s,α_v_error,α_s_error,decay,MSE
0.86,0.12,0.25,0.11,0.76,1.1278908430103458e7
0.18,0.15,0.97,0.95,0.71,1.1278033627425203e7
0.52,0.88,0.03,0.92,0.1,1.1271595222927932e7
0.57,0.35,0.89,0.07,0.29,1.1277131071123514e7
0.89,0.85,0.84,0.25,0.73,1.1273766398440128e7
0.51,0.7,0.08,0.92,0.23,1.1271845403295346e7
0.84,0.15,0.04,0.03,0.26,1.1278075853484936e7
0.56,0.62,0.35,0.09,0.79,1.1272051790111892e7
0.61,0.39,0.73,0.67,0.81,1.1276861859746613e7
0.67,0.54,0.5,0.49,0.71,1.127396959256411e7
0.93,0.92,0.31,0.45,0.17,1.1272897846271101e7
0.73,0.87,0.73,0.81,0.88,1.1273969604777105e7
0.6,0.36,0.69,0.41,0.13,1.1276875211493276e7
0.38,0.76,0.95,0.54,0.7,1.1275271787708264e7
0.46,0.58,0.58,0.02,0.78,1.127393280030552e7
0.32,0.01,0.79,0.94,0.4,1.1270661016078128e7
0.76,0.84,0.98,0.62,0.23,1.1274257229009496e7
0.53,0.92,0.23,0.63,0.39,1.1272308079784876e7
0.99,0.16,0.59,0.11,0.41,1.1278962668139221e7
0.27,0.39,0.19,0.07,0.54,1.127663028578583e7
0.48,0.3,0.86,0.18,0.15,1.1278137648920298e7
0.16,0.77,0.22,0.53,0.28,1.127413386563064e7
0.85,0.16,0.46,0.69,0.02,1.1279060687047392e7
0.06,0.78,0.4,0.53,0.14,1.12599128571276e7
0.35,0.88,0.64,0.86,0.59,1.1275216477766046e7
0.04,0.01,0.57,0.79,0.42,1.1279047585039964e7
0.65,0.43,0.96,0.11,0.44,1.1276106134906862e7
0.02,0.03,0.71,0.48,0.65,1.1268435201801414e7
0.49,0.35,0.81,0.87,0.88,1.1278096766169654e7
0.86,0.64,0.72,0.36,0.76,1.127403764300843e7
0.03,0.93,0.51,0.53,0.84,1.124095555234679e7
1.0,0.41,0.3,0.26,0.07,1.127564921195403e7
0.43,0.22,0.33,0.1,0.98,1.1278349302560356e7
0.27,0.75,0.73,0.29,0.9,1.1274697828722209e7
0.11,0.52,0.57,0.71,0.61,1.1272552491968388e7
0.96,0.94,0.82,0.3,0.97,1.1274446573229656e7
0.63,0.18,0.44,0.08,0.78,1.1278496859259434e7
0.74,0.98,0.32,0.83,0.82,1.1273241638818692e7
0.16,0.52,0.51,0.09,0.17,1.1274620045171192e7
0.73,0.72,0.96,0.16,0.55,1.127360239252723e7
0.46,0.99,0.76,0.06,0.26,1.1274308144977741e7
0.51,0.07,0.55,0.78,0.21,1.1277670137712952e7
0.62,0.24,0.77,0.72,0.51,1.1278756697325947e7
0.38,0.63,0.91,0.12,0.03,1.1275180226378076e7
0.13,0.82,0.67,0.94,0.45,1.1272448411903111e7
0.33,0.78,0.57,0.77,0.75,1.1274874015124526e7
0.29,0.63,0.33,0.76,0.55,1.1275064366603814e7
0.91,0.37,0.85,0.24,0.77,1.1277004925816998e7
0.92,0.98,0.02,0.79,0.94,1.1272619598863631e7
0.37,0.4,0.55,0.04,0.35,1.127661981123139e7
0.54,0.69,0.06,0.96,0.05,1.1271679089521226e7
0.48,0.07,0.02,0.02,0.71,1.1279151703027979e7
0.88,0.03,0.87,0.35,0.27,1.1277271452965943e7
0.06,0.96,0.22,0.66,0.05,1.1266413297876155e7
0.71,0.15,0.47,0.62,0.77,1.1279098222879134e7
0.13,0.62,0.55,1.0,0.03,1.127363284713076e7
0.14,0.5,0.99,0.33,0.3,1.1274359671906473e7
0.97,0.55,0.87,0.03,0.05,1.127522344135498e7
0.28,0.35,0.4,0.31,0.14,1.1277750479879469e7
0.03,0.47,0.26,0.84,0.12,1.1246745031233395e7
0.28,0.64,0.1,0.49,0.93,1.1274029265624797e7
0.86,0.2,0.48,0.52,0.52,1.1278644524694555e7
0.42,0.13,0.6,0.11,0.29,1.1279097530125428e7
0.9,0.89,0.78,0.65,0.34,1.1274368187281016e7
0.21,0.73,0.48,0.82,0.85,1.1274979642627515e7
0.68,0.22,0.61,0.49,0.72,1.1278548792049482e7
0.43,0.62,0.29,0.23,0.67,1.1272840464497648e7
0.34,0.91,0.12,0.6,0.02,1.12732740853634e7
0.78,0.63,0.07,0.79,0.39,1.1271776153976776e7
0.15,0.61,0.05,0.95,0.71,1.1276292673001442e7
0.2,0.29,0.05,0.11,0.52,1.127850265542374e7
0.05,0.29,0.75,0.1,0.2,1.1260135210699882e7
0.13,0.9,0.67,0.71,0.95,1.1272308644181594e7
0.29,0.41,0.76,0.01,0.91,1.127725346698656e7
0.71,0.23,0.28,0.65,0.75,1.1277954929051079e7
0.86,0.82,0.64,0.96,0.38,1.1274164210113078e7
0.49,0.38,0.15,0.25,0.19,1.1274872002059937e7
0.82,0.99,0.91,0.89,0.75,1.1275246106967883e7
0.74,0.01,0.68,0.41,0.81,1.1273574518111192e7
0.43,0.96,0.94,0.17,0.1,1.1274863625719476e7
0.16,0.11,0.29,0.87,0.47,1.1276646195908874e7
0.61,0.66,0.01,0.5,0.89,1.1270337735771263e7
0.89,0.87,0.47,0.18,0.24,1.1272584808264846e7
0.16,0.06,1.0,0.74,0.95,1.127470637382903e7
0.48,0.27,0.25,0.94,0.93,1.1278106879599635e7
0.58,0.47,0.28,0.45,0.25,1.1273980951763835e7
0.55,0.69,0.18,0.48,0.81,1.127138755235584e7
0.06,0.29,0.89,0.81,0.85,1.126806916558154e7
0.34,0.45,0.23,0.44,0.01,1.1275740642244155e7
0.76,0.24,0.11,0.49,0.21,1.1277121852932978e7
0.72,0.52,0.63,0.41,0.38,1.1274537291060805e7
0.1,0.72,0.03,0.45,0.65,1.127398738918668e7
0.84,0.47,0.11,0.81,0.66,1.1274007768945271e7
0.21,0.04,0.04,0.06,1.0,1.127454035646825e7
0.98,0.79,0.57,0.99,0.94,1.1274610297085628e7
0.41,0.32,0.91,0.57,0.31,1.1278552826938026e7
0.91,0.12,0.93,0.35,0.98,1.1279106898465997e7
0.6,0.94,0.49,0.16,0.52,1.1272494495337037e7
0.31,0.2,0.46,0.77,0.74,1.1279131829181453e7
0.99,0.9,0.48,0.78,0.49,1.1274270775823828e7
0.3,0.2,0.51,0.83,0.76,1.1279092896141674e7
0.52,0.06,0.48,0.74,0.28,1.127769278063492e7
0.2,0.94,0.86,1.0,0.28,1.1275746209713712e7
0.71,0.75,0.99,0.91,0.33,1.127473025394126e7
0.61,0.63,0.52,0.53,0.43,1.1273372517107923e7
0.27,0.94,0.27,0.55,0.46,1.1274518719932523e7
0.32,0.66,0.21,0.81,0.55,1.1274305676168207e7
0.57,0.52,0.45,0.33,0.49,1.1273954818206303e7
0.96,0.31,0.44,0.68,0.81,1.1277555291106762e7
0.79,0.7,0.32,0.48,0.15,1.1272102106078126e7
0.97,0.35,0.52,0.9,0.62,1.1277478764207125e7
0.58,0.48,0.91,0.38,0.19,1.127594057635418e7
0.33,0.31,0.18,0.51,0.23,1.127777484625081e7
0.01,0.94,0.18,0.88,0.06,1.1224748259447102e7
0.29,0.76,0.6,0.19,0.64,1.127419035893134e7
0.59,0.75,0.39,0.72,0.6,1.1272600163925288e7
0.03,0.62,0.35,0.22,0.41,1.1236335879850512e7
0.15,0.47,0.86,0.15,0.12,1.1274901394491598e7
0.49,0.55,0.92,0.43,0.76,1.1275702306838281e7
0.83,0.69,0.06,0.75,0.16,1.1271526985058723e7
0.78,0.68,0.5,0.55,0.26,1.12730543065903e7
0.28,0.47,0.74,0.71,0.54,1.1277352308882333e7
0.76,0.87,0.08,0.06,0.94,1.1269858827105116e7
0.4,0.76,0.75,0.24,0.41,1.1274166718501281e7
0.11,0.56,0.14,0.44,0.24,1.127463805987724e7
0.96,0.92,0.85,0.02,0.18,1.127401852273817e7
0.92,0.18,0.76,0.34,0.19,1.1278984712630559e7
0.78,0.77,0.29,0.81,0.31,1.1272324424518866e7
0.83,0.79,0.2,0.27,0.51,1.1271101452159487e7
0.08,0.91,0.46,0.36,0.02,1.1266116507158402e7
0.13,0.81,0.99,0.75,0.32,1.1272076740432834e7
0.25,0.28,0.48,0.18,0.6,1.1278607794628385e7
0.49,0.15,0.33,0.08,0.4,1.127895156633162e7
0.01,0.88,0.78,0.81,0.72,1.1224726771854274e7
0.44,0.03,0.3,0.19,0.25,1.1276494052951617e7
0.24,0.01,0.58,0.88,0.52,1.1269463787549675e7
0.52,0.18,0.3,0.1,0.06,1.1278512170204662e7
0.63,0.26,0.91,0.26,0.23,1.1278330937028075e7
0.1,0.86,1.0,0.7,0.35,1.126868025225868e7
0.73,0.43,0.66,0.91,0.14,1.1276342612533424e7
0.22,0.47,0.43,0.4,0.69,1.1276535017943801e7
0.5,0.96,0.14,0.01,0.37,1.1271126401305672e7
0.95,0.17,0.32,0.31,0.23,1.1278719215997e7
0.29,0.2,0.16,0.92,0.51,1.127914770345521e7
0.02,0.09,0.39,0.78,0.57,1.1266022969730904e7
0.51,0.74,0.05,0.84,0.36,1.1271364979301762e7
0.81,0.32,0.86,0.68,0.2,1.1277849843921978e7
0.23,0.61,0.97,0.05,0.34,1.1275371359085754e7
0.86,0.82,0.33,0.34,0.16,1.1272025130307592e7
0.08,0.89,0.07,0.92,0.05,1.1272861340888932e7
0.01,0.35,0.94,0.26,0.92,1.1235907355368948e7
0.8,0.46,0.08,0.46,0.36,1.1273253879489107e7
0.37,0.84,0.41,0.3,0.5,1.1273282737696823e7
0.63,1.0,0.02,0.56,0.98,1.12714957744162e7
0.38,0.67,0.39,0.3,0.64,1.1273487703785244e7
0.63,0.14,0.92,0.44,0.31,1.1279116578122873e7
0.1,0.77,0.68,0.97,0.35,1.1269173165599272e7
0.9,0.23,0.71,0.17,0.84,1.1278354972086446e7
0.78,0.18,0.04,0.29,0.66,1.1277801509370899e7
0.09,0.39,0.05,0.56,0.68,1.1277242123957451e7
0.14,0.18,0.69,0.59,0.68,1.1279151494457904e7
0.71,0.56,0.71,0.82,0.42,1.1274969314398052e7
0.81,0.43,0.96,0.59,0.47,1.1276666480262753e7
0.79,0.65,0.23,0.02,0.79,1.1271132961908195e7
0.87,0.83,0.52,0.53,0.69,1.1273151790686183e7
0.7,0.06,0.46,0.22,0.01,1.1278936658382026e7
1.0,0.13,0.75,0.36,0.56,1.1279146484965263e7
0.38,0.33,0.94,0.62,0.98,1.1278617475827064e7
0.07,0.71,0.77,0.29,0.7,1.125906807450722e7
0.88,0.33,0.33,0.97,0.63,1.1277112664805481e7
0.51,0.73,0.7,0.32,0.51,1.1273557146064145e7
0.43,0.21,0.48,0.8,0.88,1.1279089945263006e7
0.69,0.97,0.82,0.51,0.41,1.1274250138699992e7
0.25,0.87,0.14,0.82,0.21,1.1274572414472668e7
0.41,0.8,0.73,0.81,0.07,1.1274927910583496e7
0.81,0.79,0.44,0.87,0.67,1.127315386866226e7
0.91,0.58,0.31,0.14,0.9,1.1273035482289363e7
0.88,0.93,0.56,0.3,0.59,1.1273305378455449e7
0.61,0.71,0.7,0.76,0.71,1.1273966461751543e7
0.71,0.75,0.42,0.4,0.81,1.1272031491741944e7
0.7,0.22,0.55,0.37,0.95,1.1278340526759874e7
0.33,0.25,0.78,0.76,0.55,1.1279135875456456e7
0.08,0.6,0.76,0.28,0.09,1.126352849054306e7
0.58,0.8,0.96,1.0,0.68,1.127498262819032e7
0.73,0.9,0.46,0.13,0.58,1.1271969671335647e7
0.27,0.3,0.73,0.8,0.75,1.1278962300151374e7
0.93,0.3,0.28,0.88,0.29,1.1277452162310883e7
0.11,0.34,0.65,0.3,0.76,1.127512158982159e7
0.23,0.25,0.98,0.24,0.78,1.1279083681117382e7
0.62,0.34,0.83,0.1,0.46,1.1277037502497563e7
0.06,0.31,0.59,0.13,0.46,1.1265522415240008e7
0.95,0.28,0.9,0.9,0.79,1.1278629682124935e7
0.52,0.44,0.89,0.05,0.11,1.1276178750106292e7
0.32,0.7,0.61,0.66,0.24,1.1275079225447338e7
0.71,1.0,0.58,0.45,0.99,1.1273705955027048e7
0.78,0.87,0.14,0.98,0.44,1.1272083102727285e7
0.62,0.39,0.79,0.09,0.38,1.1276266865328152e7
0.35,0.76,0.42,0.01,0.5,1.1272951762279032e7
0.43,0.25,0.28,0.77,0.46,1.1278488109238401e7
0.73,0.97,0.22,0.54,0.93,1.1272185456239238e7
0.94,0.29,0.53,0.1,0.69,1.1277339185620792e7
0.41,0.58,0.32,0.98,0.86,1.127478876231049e7
0.91,0.8,0.22,0.58,0.35,1.1272274542074662e7
0.3,0.27,0.15,0.94,0.3,1.1278789995808067e7
0.81,0.67,0.68,0.66,0.94,1.127399583499208e7
0.49,0.78,0.58,0.32,0.83,1.127310957479139e7
0.75,0.13,0.36,0.13,0.75,1.1278916362585038e7
0.38,0.79,0.56,0.41,0.45,1.1273920198530965e7
0.89,0.53,0.12,0.87,0.16,1.1273700724671759e7
0.48,0.52,0.84,0.77,0.39,1.1276290253986534e7
0.62,0.77,0.12,0.51,0.59,1.127063235108663e7
0.31,0.93,0.57,0.2,0.54,1.1274384515573546e7
0.03,0.43,0.13,0.55,0.24,1.125235030849193e7
0.31,0.67,0.35,0.24,0.96,1.1273830939259697e7
0.75,0.75,0.63,1.0,0.89,1.127393473845635e7
0.07,0.11,0.33,0.37,0.94,1.1279074427541047e7
0.56,0.48,0.61,0.96,0.28,1.1275976329232588e7
0.62,0.95,0.83,0.75,0.02,1.1274619576589057e7
0.11,0.01,1.0,0.39,0.23,1.1266487086217167e7
0.27,0.16,0.31,0.37,0.76,1.1279060180519601e7
0.62,0.72,0.84,0.55,0.61,1.127399459345712e7
0.17,0.97,0.65,0.64,0.01,1.127458277304468e7
0.76,0.21,0.85,0.69,0.2,1.1278952650255533e7
0.76,0.24,0.13,0.71,0.38,1.1277475257434454e7
0.23,0.98,0.49,0.49,0.94,1.1275134393965313e7
0.66,0.36,0.65,0.97,0.84,1.127731133999978e7
0.89,0.63,0.19,0.42,0.05,1.1272378399975434e7
0.36,0.57,0.71,0.12,0.4,1.127526967852727e7
0.48,0.99,0.62,0.46,0.31,1.1274414295987312e7
0.53,0.25,0.16,0.72,0.79,1.1277734069073144e7
0.62,0.46,0.2,0.84,0.78,1.1274269771004602e7
0.64,0.6,0.99,0.16,0.6,1.1274481881330628e7
0.82,0.4,0.69,0.32,0.63,1.127617453976878e7
0.5,0.41,0.57,0.06,0.5,1.1275781513024066e7
0.82,0.59,0.36,0.2,0.37,1.127272244085164e7
0.84,0.79,0.64,0.88,0.87,1.127395970143802e7
0.64,0.51,0.05,0.53,0.34,1.1272180779851435e7
0.69,0.98,0.05,0.79,0.22,1.127186357451732e7
0.95,0.77,0.13,0.26,0.13,1.1271634389554625e7
0.57,0.48,0.64,0.81,0.69,1.1275827933003373e7
0.14,0.15,0.95,0.82,0.65,1.127882486501563e7
1.0,0.73,0.01,0.45,0.62,1.127193237353408e7
0.36,0.53,0.07,0.74,0.17,1.127433978200707e7
0.21,0.9,0.99,0.62,0.59,1.1275314792114116e7
0.69,0.77,0.4,0.81,0.14,1.1272648238983907e7
0.79,0.95,0.05,0.82,0.56,1.1271868397365676e7
0.86,0.12,0.07,0.7,0.88,1.1279070494645309e7
0.28,0.46,0.05,0.97,0.7,1.127651831752881e7
0.41,0.07,0.82,0.93,0.59,1.127562925913388e7
1.0,0.97,0.48,0.45,0.52,1.1274204873323366e7
0.85,0.78,0.23,0.52,0.61,1.1271833000314066e7
0.52,0.7,0.85,0.53,0.19,1.1274444447405381e7
0.02,0.64,0.03,0.04,0.23,1.1235275815477293e7
0.16,0.7,0.49,0.17,0.11,1.1272994238595538e7
0.86,0.79,0.84,0.97,0.2,1.1274692234699052e7
0.5,0.34,0.06,0.3,0.81,1.1275167525115289e7
0.82,0.71,0.36,0.7,0.99,1.127274807100287e7
0.16,0.65,0.38,0.71,0.97,1.1274554735259078e7
0.41,0.25,0.41,0.65,0.31,1.1278677274161644e7
0.89,0.75,0.52,0.14,0.89,1.127267500478071e7
0.16,0.25,0.5,0.18,0.41,1.1278681631262809e7
0.52,0.75,0.24,0.91,0.28,1.1272516387221444e7
0.73,0.63,0.43,0.96,0.35,1.1273657255318906e7
0.9,0.42,0.17,0.74,0.33,1.1275129905724188e7
0.4,0.78,0.94,0.59,0.73,1.1275190379141774e7
0.05,0.53,0.55,0.91,0.4,1.125567733980989e7
0.2,0.13,0.65,0.56,0.67,1.1278109052120332e7
0.36,0.55,0.54,0.92,0.35,1.1276094859499892e7
0.98,0.88,0.54,0.38,0.09,1.1273725719092134e7
0.45,0.68,0.84,0.74,0.66,1.1275206941776633e7
0.58,0.87,0.2,0.4,0.38,1.1271175092933541e7
0.12,0.27,0.72,0.72,0.93,1.1277907210537115e7
0.66,0.72,0.78,0.29,0.64,1.1273315275798004e7
0.34,0.55,0.51,0.47,0.66,1.1275504291117672e7
0.04,0.99,0.96,0.18,0.16,1.1248995051971998e7
0.79,0.93,0.57,0.82,0.37,1.127385467541433e7
0.93,0.28,0.35,0.03,0.31,1.1276956011089947e7
1.0,0.14,0.62,0.97,0.23,1.1279083643977717e7
0.28,0.65,0.85,0.74,0.84,1.1276080013808142e7
0.93,0.08,0.88,0.61,0.84,1.1278545493368194e7
0.55,0.88,0.43,0.66,0.02,1.127297493834278e7
0.28,0.87,0.8,0.89,0.41,1.1275781239193846e7
0.45,0.46,0.26,0.69,0.72,1.1275136754816264e7
0.92,0.25,0.71,0.78,0.81,1.1278623293773994e7
0.54,0.46,0.53,0.37,0.73,1.1275210006295979e7
0.76,0.26,0.21,0.85,0.21,1.1277525062991638e7
0.03,0.4,0.77,0.9,0.73,1.1242013848815762e7
0.4,0.05,0.71,0.55,0.89,1.1275875274741799e7
0.92,0.01,0.68,0.48,0.02,1.1274950631659672e7
0.28,0.83,1.0,0.37,0.9,1.127531197909545e7
0.11,0.26,0.39,0.62,0.68,1.1278252628734224e7
0.13,0.64,0.85,0.44,0.77,1.127186726774536e7
0.66,0.98,0.22,0.82,0.41,1.1272760605474314e7
0.62,0.87,0.33,0.65,0.05,1.1272237337517826e7
0.89,0.43,0.99,0.63,0.03,1.1276920639691463e7
0.37,0.94,0.45,0.14,0.23,1.1273615046209745e7
0.97,0.22,0.35,0.54,0.54,1.1278409279678658e7
0.8,0.31,0.89,0.61,0.15,1.12779338886987e7
0.02,0.12,0.61,0.18,0.14,1.1253095491608381e7
0.61,0.71,0.19,0.72,0.19,1.12716339270697e7
0.67,0.91,0.75,0.17,0.67,1.1273129245003985e7
0.68,0.76,0.48,0.75,0.2,1.127289222979488e7
0.8,0.71,0.67,0.93,0.15,1.1274167152551483e7
0.08,0.71,0.12,0.64,0.92,1.1271210737085313e7
0.31,0.24,0.24,0.46,0.79,1.1278805105136411e7
0.9,0.31,1.0,0.82,0.87,1.127832556452205e7
0.46,0.62,0.09,0.98,0.77,1.12728992115051e7
0.89,0.79,0.21,0.82,0.09,1.1272516531150192e7
0.66,0.18,0.2,0.37,0.77,1.1278304761869805e7
0.24,0.24,0.24,0.6,0.64,1.1279072400147963e7
0.49,0.43,0.05,0.91,0.06,1.1274641590156607e7
0.36,1.0,0.09,0.37,0.85,1.127326728109922e7
0.03,0.41,0.91,0.85,0.19,1.1242858924456958e7
0.44,0.09,0.48,0.05,0.41,1.1278942165408857e7
0.83,0.03,0.71,0.25,0.9,1.1277518574580703e7
0.29,0.04,0.12,0.83,0.38,1.1275039318132438e7
0.73,0.3,0.51,0.39,0.75,1.1277100444055304e7
0.61,0.83,0.86,0.52,0.83,1.1273893163074614e7
0.84,0.37,0.15,0.2,0.49,1.1274725310734157e7
0.22,0.86,0.69,0.49,0.54,1.1274669505594559e7
0.35,0.86,0.57,0.03,0.68,1.1273565757343046e7
0.34,0.07,0.96,0.72,0.15,1.1275037858990612e7
0.03,0.85,0.94,0.68,0.96,1.1238840439311808e7
0.85,0.05,0.38,0.32,0.18,1.1278860846070394e7
0.1,0.71,0.62,0.46,0.93,1.1268142274457995e7
0.8,0.61,0.13,0.09,0.24,1.127110131318092e7
0.99,0.02,0.38,0.08,0.64,1.1276695779970523e7
0.3,0.41,0.13,0.61,0.21,1.1276637986345429e7
0.35,0.7,0.44,0.54,0.93,1.1274174516850572e7
0.92,0.13,0.49,0.39,0.57,1.127913003943364e7
0.26,0.02,0.68,0.32,0.09,1.1267453367261518e7
0.89,0.64,1.0,0.72,0.04,1.1275292737225007e7
0.49,0.13,0.26,0.11,0.23,1.1279054497573141e7
0.21,0.37,0.53,0.08,0.66,1.1277435180752233e7
0.59,0.64,0.85,0.89,0.7,1.1275033014630508e7
0.24,0.7,0.24,0.71,0.49,1.127472015316665e7
1.0,0.37,0.01,0.42,0.36,1.1275377312313275e7
0.36,0.02,0.15,0.78,0.72,1.1274977814501876e7
0.71,0.22,0.28,0.68,0.05,1.1278144827944133e7
0.19,0.44,0.74,0.93,0.04,1.1277468279072061e7
1.0,0.7,0.25,0.18,0.15,1.1272696801889835e7
0.87,0.17,0.08,0.7,0.56,1.127859323710187e7
0.94,0.14,0.98,0.23,0.78,1.1279151655340493e7
0.89,0.22,0.41,0.92,0.81,1.1278658827073699e7
0.7,0.72,0.64,0.37,0.74,1.127295763781887e7
0.48,0.39,0.33,0.09,0.39,1.1275338219365854e7
0.07,0.54,0.87,0.44,0.37,1.1261630839733804e7
0.11,0.55,0.59,0.17,0.32,1.1270736437189855e7
0.58,0.32,0.52,0.83,0.07,1.1277566229461014e7
0.73,0.41,0.29,0.44,0.85,1.1274741926255971e7
0.96,0.39,0.53,0.52,0.28,1.127661178025196e7
0.69,0.88,0.49,0.86,0.79,1.1273279234708836e7
0.39,0.16,0.54,0.11,0.43,1.1279149424670465e7
0.18,0.13,0.19,0.63,0.51,1.1277871060596613e7
0.69,0.16,0.7,0.8,0.68,1.127915169036451e7
0.86,0.15,0.51,0.57,0.84,1.1279096524831655e7
0.77,0.82,0.33,0.11,0.21,1.1271175808114082e7
0.35,0.25,0.82,0.97,0.02,1.1279151139062338e7
0.9,0.86,0.95,0.07,0.95,1.1273807553288667e7
0.45,0.98,0.19,0.89,0.69,1.127360597828728e7
0.54,0.51,0.64,0.24,0.37,1.127479760834662e7
0.79,0.24,0.45,0.62,0.85,1.1278133638846906e7
0.53,0.94,0.32,0.93,0.65,1.1273437007535715e7
0.5,0.23,0.84,0.52,0.13,1.1278975500789914e7
0.67,0.47,0.13,0.73,0.35,1.1273536707310634e7
0.64,0.2,0.98,0.29,0.13,1.1278968619458247e7
0.23,0.8,0.57,0.64,0.31,1.1274776236424694e7
0.96,0.82,0.81,0.99,0.35,1.1275073475869155e7
0.71,0.75,0.29,0.41,0.3,1.1271425061860334e7
0.47,0.35,0.26,0.18,0.33,1.1275899890978856e7
0.92,0.9,0.84,0.85,0.41,1.127490641417848e7
0.62,0.28,0.85,0.89,0.74,1.1278564644443968e7
0.93,0.93,0.93,0.12,0.93,1.1274220533735542e7
0.98,0.67,0.88,0.4,0.73,1.1274909593356369e7
0.77,0.11,0.63,0.45,0.4,1.1279119955519257e7
0.91,0.48,0.85,0.19,0.46,1.1275752688852172e7
0.15,0.49,0.04,0.1,0.85,1.1276391691839242e7
0.12,0.58,0.6,0.66,0.14,1.1272434612127692e7
0.41,0.01,0.39,0.27,0.01,1.1266862142797887e7
0.72,0.04,0.37,0.84,0.77,1.1278141947108889e7
0.47,0.16,0.93,0.7,0.99,1.1278930964452483e7
0.24,0.5,0.28,0.01,0.18,1.1275449947704991e7
0.77,0.58,0.42,0.91,0.04,1.1274013326746643e7
0.84,0.99,0.39,0.49,0.49,1.1273297605751961e7
0.44,0.25,0.76,0.75,0.28,1.1279001259845473e7
0.7,0.1,0.25,0.84,0.47,1.1279087455523122e7
0.31,0.88,0.25,0.32,0.72,1.1273391015176019e7
0.42,0.6,0.5,0.16,0.8,1.1273931219504174e7
0.35,0.83,0.83,0.24,0.54,1.1274616186156686e7
0.16,0.46,0.51,0.41,0.17,1.1275964062116228e7
0.89,0.75,0.59,0.87,0.79,1.1274060354760407e7
0.57,0.37,0.28,0.14,0.62,1.12750629179894e7
0.83,0.43,0.39,0.57,0.02,1.1275265305311188e7
0.12,0.07,0.01,0.19,0.53,1.1274976728543598e7
0.33,0.19,0.19,0.89,0.7,1.127915146916484e7
0.31,0.82,0.25,0.01,0.07,1.127263916457551e7
0.43,0.37,0.43,0.96,0.27,1.1277444065379154e7
0.1,0.23,0.81,0.6,0.53,1.127741507181497e7
1.0,0.11,0.4,0.87,0.36,1.1279036429113291e7
0.39,0.36,0.71,0.5,0.5,1.1277883253501087e7
0.37,0.98,0.37,0.46,0.01,1.1274199441229872e7
0.32,0.83,0.57,0.1,0.49,1.127379752647354e7
