α_v,α_s,decay,MSE
0.79,0.13,0.7,1.122522877427626e7
0.1,0.62,0.77,1.1148278745755438e7
0.73,0.87,0.67,1.1132232399894692e7
1.0,0.63,0.42,1.1187318790727962e7
0.41,0.69,0.75,1.1159783734463107e7
0.36,0.95,0.97,1.112116884102642e7
0.9,0.24,0.74,1.1227850447840672e7
0.99,0.56,0.14,1.1197560815927278e7
0.91,0.23,0.19,1.1228755496846136e7
0.5,0.68,0.15,1.1160852827194875e7
0.59,0.95,0.85,1.1120396555910964e7
0.79,0.63,0.87,1.1173486108190767e7
0.08,0.87,0.47,1.1102766265140891e7
0.25,0.77,0.35,1.1141846720129525e7
0.84,0.86,0.37,1.1138814908379683e7
0.18,0.9,0.89,1.111501610490287e7
0.8,0.37,0.91,1.1213534665169047e7
0.93,0.08,0.35,1.1225848413560534e7
0.23,0.66,0.04,1.1160502363018576e7
0.27,0.54,0.7,1.118630863418743e7
0.09,0.63,0.24,1.1145137281567939e7
0.32,0.26,0.01,1.1226440236993996e7
0.18,0.69,0.17,1.1148680478922566e7
0.29,0.04,0.79,1.120897247104619e7
0.84,0.23,0.18,1.1226029813145822e7
0.28,0.54,0.47,1.1186729214061309e7
0.29,0.68,0.71,1.1160377680667289e7
0.62,0.54,0.31,1.1185865391939972e7
0.62,0.7,0.38,1.115702142498139e7
0.26,0.66,0.85,1.1162735286119225e7
0.22,0.37,0.88,1.1211216553022392e7
0.72,0.8,0.56,1.1142044185453763e7
0.66,0.59,0.63,1.1177274773988685e7
0.45,0.5,0.75,1.1194313345840283e7
0.39,0.1,0.29,1.1226256243315913e7
0.58,0.36,0.04,1.1213037119579526e7
0.68,0.11,0.61,1.1222709497234369e7
0.59,0.64,0.78,1.1167798790750466e7
0.32,0.01,0.95,1.1222521537434448e7
0.42,0.49,0.18,1.11964281683443e7
0.99,0.64,0.57,1.1184805106780982e7
0.46,0.38,0.21,1.1212435085228866e7
0.58,0.78,0.61,1.114305208503904e7
0.43,0.3,0.21,1.1221982843490675e7
1.0,0.03,0.95,1.122258788664549e7
0.51,0.06,0.77,1.121554425108112e7
