α_v,α_s,decay,MSE
0.2,0.96,0.19,3.730349045168987e7
0.2,0.93,0.97,3.729507361114155e7
0.99,0.38,0.09,3.701455010909157e7
0.42,0.98,0.27,3.715048232044543e7
0.75,0.42,0.19,3.707370005190277e7
0.98,0.9,0.9,3.6760754579486094e7
0.7,0.88,0.96,3.691777287491027e7
0.27,0.67,0.43,3.725496861528332e7
0.6,0.41,0.05,3.7180349403825216e7
0.3,0.63,0.94,3.724803440270598e7
0.65,0.51,0.88,3.706155993757836e7
0.76,0.24,0.82,3.730751821215836e7
0.31,0.93,0.44,3.722021439330387e7
0.38,0.15,0.25,3.7728982661677234e7
0.77,0.67,0.15,3.690411244463681e7
0.3,0.6,0.14,3.7259541483107574e7
0.25,0.71,0.69,3.7258461435991295e7
0.12,0.38,0.03,3.750611067059374e7
0.93,0.29,0.78,3.714795165854152e7
0.88,0.65,0.6,3.68533261855765e7
0.54,0.14,0.67,3.76324709416834e7
0.69,0.14,0.23,3.752761915909218e7
0.92,0.74,0.35,3.680572812362592e7
0.69,0.42,0.01,3.711039500552634e7
0.11,0.53,0.05,3.739497145434711e7
0.04,0.13,0.22,3.803672304317858e7
0.35,0.79,0.47,3.7180960628800854e7
0.04,0.06,0.21,3.823269309635165e7
0.02,0.94,0.49,3.773858601326524e7
0.92,0.23,0.19,3.7245512455425955e7
0.23,0.99,0.78,3.729384367677717e7
0.97,0.28,0.95,3.7150388230046704e7
0.59,0.44,0.15,3.715838701180325e7
0.72,0.73,0.31,3.691816104146467e7
0.96,0.14,0.6,3.738676953200457e7
0.71,0.76,0.85,3.691870202101319e7
0.73,0.88,0.66,3.6896962212422565e7
0.4,0.22,0.94,3.75885403129709e7
0.21,0.52,0.28,3.735203094999804e7
0.78,0.33,0.98,3.716070575300156e7
0.54,0.38,0.52,3.725475423464761e7
0.16,0.17,0.79,3.7811989874870956e7
0.39,0.19,0.16,3.764892512828743e7
0.95,0.31,0.45,3.711289949857864e7
0.79,0.81,0.07,3.686028049755689e7
0.9,0.82,0.74,3.67990638916686e7
0.52,0.81,0.51,3.705124423959703e7
0.51,0.6,0.03,3.7109829934732914e7
0.41,0.55,0.5,3.720803789586327e7
0.33,0.59,0.16,3.724402765235689e7
0.97,0.67,0.27,3.68111844525244e7
0.19,0.05,0.15,3.815135666708874e7
0.23,0.37,0.43,3.747094676214648e7
0.86,0.08,0.36,3.756381904436506e7
0.1,0.19,0.88,3.779896864752609e7
0.6,0.87,0.79,3.699035806101973e7
0.85,0.81,0.9,3.6825642565202765e7
0.96,0.96,0.1,3.677286211786267e7
0.86,0.62,0.48,3.687573511863563e7
0.88,0.7,0.7,3.683504206768474e7
0.31,0.79,0.3,3.720940633271746e7
0.37,0.11,0.83,3.781435589431313e7
0.37,0.24,0.16,3.7574685482425645e7
0.75,0.09,0.11,3.759614370264153e7
0.99,0.33,0.01,3.707542539306325e7
0.91,0.18,0.11,3.733464455513409e7
0.57,0.71,0.04,3.702821945827932e7
0.12,0.22,0.37,3.773615384816244e7
0.63,0.98,0.49,3.69861423553369e7
0.05,0.72,0.02,3.746316191563752e7
0.25,0.13,0.31,3.784727509793912e7
0.05,0.51,0.57,3.750982128502557e7
0.76,0.13,0.05,3.7502038193457834e7
0.43,0.76,0.15,3.712439550132925e7
0.35,0.19,0.45,3.767609412050984e7
0.93,0.63,0.46,3.684154948168202e7
0.32,0.09,0.18,3.789603971977924e7
0.99,0.33,0.34,3.707542539306325e7
0.5,0.92,0.17,3.707296087011919e7
0.19,0.16,0.82,3.7818892476836085e7
0.74,0.98,0.56,3.69054282277364e7
0.27,0.38,0.85,3.743826893952368e7
0.27,0.51,0.62,3.732542033464847e7
0.55,0.89,0.93,3.703001121431518e7
0.46,0.8,0.2,3.709777380589683e7
0.72,1.0,0.74,3.6925628594761275e7
0.64,0.19,0.02,3.747068114043285e7
0.63,0.53,0.54,3.706185336225288e7
0.68,0.29,0.42,3.727773428562453e7
0.12,1.0,0.57,3.737743069802761e7
0.4,0.21,0.19,3.7606159267836615e7
