α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.89,0.33,0.29,0.33,0.21,0.47,0.89,0.22,1.3087626609053057e7
0.79,0.89,0.56,0.86,1.0,0.43,0.57,0.22,1.3042342726588964e7
0.33,0.21,0.21,1.0,0.76,0.71,0.59,0.78,1.3056270419486372e7
0.65,0.18,0.22,0.07,0.02,0.1,0.28,0.52,1.313204055602911e7
0.44,0.53,0.32,0.73,0.41,0.65,0.89,0.65,1.3073376008007504e7
0.65,0.41,0.79,0.39,0.35,0.71,0.55,0.61,1.3108122910201304e7
0.57,0.87,0.96,0.94,0.82,0.51,0.33,0.24,1.305659613981181e7
0.99,0.05,0.19,0.51,0.31,0.89,0.05,0.4,1.3064468751777813e7
0.55,0.65,0.96,0.53,0.82,0.44,0.96,0.96,1.3067416060004452e7
0.22,0.39,0.22,0.99,0.25,0.47,0.9,0.37,1.3095150869704388e7
0.71,0.07,0.85,0.67,0.54,0.97,0.29,0.47,1.3073978061222985e7
0.14,0.6,0.24,0.35,0.22,0.33,0.84,0.24,1.309613558737313e7
0.53,0.3,0.91,0.58,0.56,0.83,0.92,0.25,1.3103054882031169e7
0.23,0.92,0.02,0.14,0.37,0.88,0.9,0.35,1.3063922886870101e7
0.63,0.46,0.92,0.01,0.96,0.22,0.39,0.39,1.3086239114936674e7
0.98,0.96,0.36,0.94,0.17,0.49,0.45,0.37,1.3070806836480552e7
0.84,0.51,0.26,0.34,0.37,0.38,0.09,0.06,1.3064364529524107e7
0.47,0.22,0.69,0.4,0.76,0.08,0.5,0.26,1.3116090969551954e7
0.64,0.7,0.64,0.76,0.27,0.57,0.52,0.71,1.3080530640467491e7
0.45,0.65,0.48,0.38,0.92,0.37,0.56,0.12,1.304581772159044e7
0.18,0.87,0.08,0.33,0.51,0.56,0.7,0.27,1.3029903629977547e7
0.05,0.25,0.1,0.93,1.0,0.61,0.09,0.2,1.3055226070494194e7
0.08,0.29,0.66,0.18,0.68,0.08,0.08,0.36,1.3116858322935205e7
0.42,0.12,0.86,0.47,0.91,0.46,0.21,0.54,1.3089742348820414e7
0.58,0.73,0.51,0.21,0.47,0.17,0.11,0.04,1.3100086540725734e7
0.24,0.25,0.63,0.04,0.28,0.34,0.85,0.72,1.311960338113312e7
0.26,0.04,0.34,0.29,0.73,0.48,0.77,0.77,1.310514970667976e7
0.92,0.15,0.98,0.26,0.34,0.23,0.35,0.7,1.3113731087038388e7
0.68,0.54,0.95,0.28,0.35,0.84,0.77,0.14,1.3110948275976224e7
0.59,0.71,0.69,0.87,0.14,0.36,0.43,0.8,1.3097416609348167e7
0.5,0.68,0.83,0.59,0.14,0.41,0.56,0.74,1.310584619372217e7
0.91,0.31,0.58,0.56,0.91,0.85,0.42,0.42,1.30596999966886e7
0.15,0.71,0.89,0.07,0.46,0.76,0.09,0.03,1.3091562532380389e7
0.97,0.46,0.24,0.12,0.57,0.18,0.09,0.79,1.3087513332669023e7
0.51,0.95,0.47,0.95,0.86,0.28,0.72,0.68,1.3038959464736503e7
0.2,0.58,0.68,0.67,0.88,0.89,0.65,0.8,1.3065891779021531e7
0.5,0.36,0.11,0.82,0.73,0.84,0.74,0.99,1.3070798868815906e7
0.13,0.75,0.49,0.42,0.2,0.26,0.74,0.26,1.3114219612214886e7
0.55,0.49,0.68,0.81,0.55,0.88,0.05,0.33,1.3069764072286338e7
0.01,0.41,0.6,0.58,0.46,0.66,0.86,0.83,1.3140886241649967e7
0.75,0.95,0.43,0.12,0.11,0.68,0.22,0.67,1.3090626145935718e7
0.83,1.0,0.82,0.1,0.83,0.8,0.64,0.68,1.3054530305043077e7
0.71,0.25,0.98,0.6,0.17,0.06,0.84,0.58,1.3134622854239436e7
0.04,0.04,0.99,0.62,0.45,0.88,0.82,0.64,1.3177284168489603e7
0.06,0.01,0.55,0.05,0.02,0.82,0.76,0.6,1.3147548827428346e7
0.86,0.74,0.36,0.25,0.29,0.18,0.98,0.32,1.3061313109916858e7
0.24,0.61,0.91,0.79,0.31,0.65,0.74,0.78,1.311078127750646e7
0.25,0.46,0.79,0.28,0.89,0.14,0.42,0.79,1.3098662736583272e7
0.75,0.64,0.94,0.85,0.05,0.64,0.45,0.03,1.3148500094483722e7
0.19,0.16,0.87,0.76,0.87,0.34,0.64,0.41,1.3097550121291801e7
0.2,0.43,0.43,0.97,0.92,0.12,0.57,0.12,1.310503700852323e7
0.81,0.07,0.55,0.9,0.6,0.21,0.31,0.55,1.3096648634489123e7
0.12,0.59,0.74,0.45,0.4,0.73,0.43,0.33,1.3102949936543163e7
0.89,0.14,0.17,0.27,0.21,0.22,0.19,0.61,1.3106310957122922e7
0.63,0.48,0.3,0.06,0.72,0.15,0.57,0.59,1.307086162967399e7
0.84,0.63,0.62,0.47,0.62,0.88,0.85,0.37,1.3078948897395516e7
0.2,0.12,0.85,0.75,0.2,0.98,0.56,1.0,1.3132723407775585e7
0.81,0.27,0.99,0.72,0.57,0.83,0.15,0.79,1.3075960658229824e7
0.14,0.68,0.72,0.64,0.28,0.75,0.9,0.22,1.312231740361074e7
0.17,0.86,0.21,0.06,0.4,0.39,0.26,0.15,1.3060442760948133e7
0.44,0.43,0.68,0.94,0.82,0.56,0.37,0.8,1.3078185031742489e7
0.95,0.88,0.64,0.65,0.34,0.64,0.14,0.93,1.3075993655218557e7
0.53,0.7,0.48,0.95,0.79,0.12,0.29,0.41,1.3116185665301181e7
0.53,0.23,0.71,0.4,0.29,0.46,0.83,0.45,1.3111143665907796e7
0.86,0.67,0.95,0.61,0.7,0.35,0.77,0.6,1.3072576884888317e7
0.39,0.96,0.84,0.04,0.13,0.57,0.15,0.44,1.3114015364688268e7
0.92,0.39,0.93,0.75,0.33,0.29,0.13,0.99,1.3116398489830567e7
0.3,0.21,0.16,0.21,0.34,0.84,0.38,0.34,1.3067469515168866e7
0.91,0.63,0.78,0.28,0.93,0.54,0.29,0.55,1.3060176163371155e7
0.62,0.89,0.46,0.26,0.56,0.51,0.05,0.09,1.3052473649434816e7
0.05,0.12,0.51,0.38,0.19,0.84,0.57,0.82,1.3114588290237945e7
0.82,0.97,0.89,0.25,0.97,0.51,0.63,0.19,1.3040888041349567e7
0.31,0.15,0.55,0.74,0.13,0.72,0.07,0.27,1.3107458536149474e7
0.75,0.68,0.51,0.67,0.46,0.69,0.74,0.78,1.3067745188356522e7
0.16,0.72,0.71,0.22,0.26,0.43,0.31,0.8,1.3107022777987335e7
1.0,0.99,0.04,0.69,0.07,0.45,0.91,0.78,1.3054191267531998e7
0.17,1.0,0.04,0.58,0.7,0.48,0.09,0.59,1.3021805164155222e7
0.91,0.8,0.78,0.85,0.59,0.41,0.22,0.62,1.3065483832958106e7
0.09,0.53,0.56,0.98,0.51,0.91,0.31,0.04,1.3097674104849767e7
0.23,0.1,0.86,0.98,0.86,0.96,0.31,0.63,1.306460381425998e7
0.67,0.33,0.91,0.23,0.74,0.63,0.48,0.18,1.3093818594037732e7
0.88,0.25,0.78,0.31,0.14,0.72,0.87,0.42,1.3113577789900318e7
0.3,0.78,0.47,0.98,0.61,0.93,0.38,0.08,1.3070314186393894e7
0.67,0.77,0.18,0.81,0.74,0.27,0.49,0.77,1.3036953455262065e7
0.09,0.77,0.59,0.49,0.93,0.02,0.34,0.68,1.3102528742849482e7
0.62,0.3,0.88,0.15,0.57,0.13,0.77,0.92,1.3106856176182725e7
0.52,0.74,0.76,0.84,0.05,0.36,0.87,0.17,1.3094728215679977e7
0.12,0.97,0.3,0.06,0.16,0.85,0.29,0.45,1.3100772244408734e7
0.88,0.51,0.85,0.17,0.85,0.33,0.06,0.9,1.3077049269376975e7
0.81,0.07,0.94,0.13,0.9,0.57,0.81,0.36,1.3118360150128203e7
0.96,0.1,0.7,0.13,0.74,0.29,0.87,0.72,1.310716069105332e7
0.67,0.7,0.42,0.56,0.86,0.74,0.22,0.69,1.3051579297167022e7
0.17,0.82,0.98,0.03,0.01,0.31,0.68,0.6,1.3169282833051957e7
0.44,0.12,0.14,0.18,0.12,0.99,0.77,0.95,1.3068943696482655e7
0.1,0.27,0.55,0.59,0.48,0.56,0.21,0.91,1.310088211605322e7
0.79,0.16,0.85,0.45,0.59,0.05,0.35,0.5,1.313076917074955e7
0.04,0.72,0.49,0.05,0.45,0.26,0.9,0.93,1.3138110331028286e7
0.51,0.02,0.24,0.74,0.65,0.67,0.4,0.48,1.3110426147040235e7
0.29,0.49,0.26,0.01,0.36,0.67,0.03,0.72,1.3073393258627651e7
0.41,0.73,0.18,0.97,0.98,0.29,0.93,0.76,1.3050141928232506e7
0.26,0.38,0.02,0.88,0.92,0.25,0.32,0.53,1.3075897509288944e7
0.59,0.75,0.41,0.14,0.77,0.69,0.28,0.74,1.3054459069160577e7
0.13,0.39,0.6,0.74,0.56,0.79,0.38,0.69,1.3096687147799136e7
0.45,0.55,0.94,0.63,0.41,0.16,0.17,0.13,1.3125053936589835e7
0.92,0.68,0.51,0.83,0.13,0.1,0.93,0.56,1.3096776035404058e7
0.56,0.07,0.53,0.67,0.82,0.08,0.33,0.14,1.3104133390632112e7
0.06,0.44,0.39,0.84,0.05,0.14,0.01,0.5,1.3159304161608662e7
0.27,0.78,0.19,0.64,0.14,0.62,0.4,0.98,1.3076173008793782e7
0.22,0.44,0.63,0.94,0.41,0.28,0.49,0.14,1.3113207682437062e7
0.91,0.48,0.88,0.51,0.91,0.78,0.15,0.6,1.3064221449549584e7
1.0,0.18,0.45,0.97,0.94,0.8,0.64,0.04,1.3083878421757977e7
0.01,0.25,0.5,0.07,0.53,0.58,0.68,0.18,1.3146947801032262e7
0.72,0.64,0.09,0.58,0.48,0.67,0.04,0.37,1.3050731224965101e7
0.79,0.71,0.51,0.45,0.23,0.44,0.25,0.92,1.3077400377400812e7
0.39,0.84,0.45,0.38,0.3,0.52,0.48,0.41,1.3064505178800836e7
0.03,0.37,0.03,0.81,0.29,0.29,0.55,0.71,1.3097103655524684e7
0.64,0.06,0.17,0.49,0.02,0.25,0.25,0.59,1.3133710978482496e7
0.86,0.12,0.57,0.11,0.87,0.25,0.44,0.06,1.3083254392665178e7
0.26,0.73,0.45,0.7,0.83,0.91,1.0,0.73,1.3088462117853545e7
0.7,0.49,0.62,0.15,0.98,0.14,0.69,0.1,1.3079435476308193e7
0.24,0.94,0.66,0.25,0.68,0.87,0.84,0.12,1.3071798162433986e7
0.96,0.9,0.32,0.57,0.94,0.45,0.2,0.78,1.3029464070796516e7
0.51,0.38,0.42,0.19,0.76,0.11,0.19,0.73,1.3091068177049339e7
0.37,0.46,0.95,0.93,0.1,0.37,0.78,0.21,1.3127480129362594e7
0.64,0.09,0.95,0.93,0.43,0.67,0.68,0.77,1.3121058634102432e7
0.89,0.36,0.31,0.54,0.83,0.38,0.85,0.86,1.3064203344937865e7
0.82,0.56,0.19,0.44,0.42,0.95,0.23,0.65,1.3059606499172486e7
0.15,0.65,0.22,0.93,0.16,0.59,0.05,0.75,1.3093939847496659e7
0.4,0.94,0.35,0.98,0.86,0.89,0.54,0.1,1.3046481512324955e7
0.9,0.31,0.34,0.87,0.01,0.53,0.61,0.54,1.3136580752090253e7
0.24,0.27,0.9,0.91,0.01,0.77,0.45,0.25,1.3165272802261233e7
0.63,0.01,0.96,0.59,0.58,0.68,0.42,0.03,1.315505648668613e7
0.4,1.0,0.35,0.61,0.48,0.22,0.1,0.83,1.311495568378723e7
0.51,0.07,0.47,0.7,0.92,0.41,0.63,0.35,1.3092363053327966e7
0.48,0.65,0.5,0.79,0.45,0.31,0.08,0.61,1.3100007326742563e7
0.92,0.72,0.11,0.13,0.13,0.98,0.81,0.95,1.30857500648234e7
0.26,0.08,0.77,0.82,0.3,0.79,0.37,0.4,1.3089763682510016e7
0.99,0.6,0.81,0.43,0.77,0.14,0.37,0.41,1.3106666523183286e7
0.3,0.6,0.73,0.91,0.32,0.43,0.35,0.27,1.309868798752568e7
0.16,0.38,0.64,0.86,0.23,0.94,0.44,0.68,1.3104354981410231e7
0.72,0.59,0.75,0.01,0.02,0.18,0.97,0.64,1.3101005012530576e7
0.88,0.26,0.55,0.44,0.39,0.38,0.09,0.72,1.3083696001288064e7
0.36,0.21,0.27,0.39,0.01,0.05,0.3,1.0,1.3168417192494925e7
0.27,0.15,0.12,0.11,0.65,0.52,0.74,0.97,1.3071083591052793e7
0.61,0.99,0.03,0.3,0.48,0.23,0.99,0.51,1.3060361613383878e7
0.48,0.33,0.7,0.84,0.34,0.08,0.15,0.28,1.3143599089806102e7
0.65,0.17,0.07,0.92,0.6,0.01,0.17,0.52,1.3165559837253494e7
0.51,0.09,0.02,0.93,0.78,0.16,0.09,0.99,1.3080481203263547e7
0.67,0.59,0.04,0.29,0.24,0.63,0.12,0.66,1.3074692299320051e7
0.07,0.13,0.49,0.45,0.96,0.51,0.88,0.67,1.3167905387149561e7
0.41,0.1,0.98,0.23,0.13,0.03,0.74,0.39,1.3149846197669145e7
0.73,0.82,0.23,0.64,0.62,0.58,0.37,0.96,1.303594084518042e7
0.83,0.73,0.32,0.65,0.49,0.48,0.61,0.11,1.305120873647136e7
0.27,0.39,0.45,0.46,0.51,0.39,0.01,0.02,1.3078233354839444e7
0.51,0.77,0.36,0.17,0.05,0.22,0.01,0.37,1.3132213835176107e7
0.03,0.59,0.75,0.29,0.44,0.81,1.0,0.11,1.3157075149777941e7
0.11,0.2,0.84,0.55,0.27,0.85,0.14,0.54,1.3112453705273105e7
0.26,0.19,0.51,0.62,0.38,0.74,0.04,0.24,1.307970326087814e7
0.03,0.83,0.75,0.21,0.47,0.3,0.6,0.15,1.3103998921488341e7
0.42,0.88,0.23,0.18,0.09,0.9,0.35,0.75,1.3087444576124953e7
0.24,0.08,0.14,0.56,0.37,0.56,0.87,0.86,1.3084425587213408e7
0.93,0.28,0.51,0.42,0.55,0.16,0.54,0.02,1.3091182135504391e7
0.28,0.38,0.17,0.65,0.85,0.63,0.78,0.33,1.3044797307064094e7
0.93,0.05,0.17,0.14,0.08,0.96,0.58,0.47,1.3114878935811227e7
0.67,0.09,0.24,0.54,0.89,0.3,0.98,0.86,1.3088572891875617e7
0.65,0.94,0.68,0.18,0.22,0.87,0.77,0.28,1.3082371462328192e7
0.79,0.42,0.88,0.43,0.87,0.26,0.67,0.53,1.3079656925926238e7
0.46,0.44,0.62,0.69,0.07,0.45,0.18,0.48,1.313897747584105e7
0.66,0.96,0.02,0.43,0.55,0.26,0.26,0.6,1.3071727777242186e7
0.9,0.29,0.09,0.9,0.87,0.02,0.8,0.59,1.3114939022892648e7
0.47,0.35,0.7,0.54,0.78,0.88,0.88,0.98,1.3076263113395825e7
0.13,0.92,0.99,0.58,0.72,0.88,0.61,0.15,1.3085969488014929e7
0.31,0.49,0.06,0.61,0.01,0.4,0.77,0.61,1.3123239969688956e7
0.74,0.73,0.98,0.48,0.6,0.26,0.25,0.83,1.3099717128431711e7
0.74,0.27,0.51,0.98,1.0,0.57,0.91,0.5,1.3074276410526749e7
0.54,0.91,0.67,0.04,0.62,0.9,0.62,0.92,1.3071655233757831e7
0.87,0.64,0.02,0.69,0.72,0.29,0.97,0.93,1.3041614659854408e7
0.88,0.82,0.34,0.97,0.09,0.17,0.93,0.21,1.3088819435293708e7
0.41,0.84,0.44,0.21,0.9,0.6,0.53,0.79,1.3042710419034328e7
0.96,0.71,0.82,0.84,0.57,0.82,0.21,0.86,1.3070644960950043e7
0.77,0.79,0.85,0.89,0.59,0.03,0.25,0.65,1.3130703334576117e7
0.05,0.04,0.64,0.7,0.97,0.43,0.65,0.83,1.3152167347273868e7
0.96,0.72,0.92,0.94,0.19,0.41,0.6,0.59,1.3101136909783494e7
0.04,0.82,0.85,0.27,0.92,0.52,0.03,0.78,1.3069449341038305e7
0.64,0.39,0.53,0.43,0.78,0.04,0.42,0.47,1.3126112618491622e7
0.35,0.24,0.87,0.38,0.31,0.92,0.82,0.83,1.3086105585873455e7
0.32,0.81,0.92,0.72,0.39,0.07,0.57,0.05,1.312831040486259e7
0.1,0.42,0.85,0.51,0.2,0.14,0.31,0.05,1.3159711657744749e7
0.72,0.32,0.13,0.46,0.75,0.9,0.26,1.0,1.3047815156354528e7
0.53,0.26,0.02,0.72,0.04,0.39,0.4,0.37,1.310713139242206e7
1.0,0.48,0.8,0.77,0.05,0.84,0.31,0.92,1.314266184336234e7
0.16,0.07,0.62,0.55,0.86,0.95,0.12,0.81,1.3073014815805083e7
0.98,0.98,0.98,0.83,0.87,0.49,0.25,0.44,1.3049050604248462e7
0.14,0.14,0.67,0.06,0.68,0.49,0.66,0.36,1.3125244552359615e7
0.9,0.58,0.04,0.35,0.98,0.28,0.37,0.88,1.3042279325317465e7
0.09,0.49,0.48,0.21,0.62,1.0,0.84,0.92,1.3120094178510472e7
0.24,0.05,0.58,0.26,0.03,0.15,0.34,0.5,1.3167486670166735e7
0.82,0.05,0.12,0.32,0.72,0.69,0.44,0.16,1.3077735263735248e7
0.89,0.32,0.91,0.31,0.6,0.08,0.05,0.38,1.3118903560072072e7
0.48,0.27,0.32,0.99,0.82,0.99,0.69,0.67,1.305665765823273e7
0.04,0.57,0.57,0.85,0.45,0.8,0.92,0.25,1.3149887926671855e7
0.67,0.41,0.37,0.85,0.67,0.14,0.1,0.8,1.3107048582017759e7
0.24,0.06,0.87,0.03,0.13,0.17,0.06,0.43,1.316030141927277e7
0.23,0.29,0.94,0.46,0.61,0.16,0.59,0.64,1.3115467043170225e7
0.79,0.15,0.04,0.55,0.33,0.95,0.53,0.74,1.3035773728514697e7
0.05,0.18,0.24,0.71,0.56,0.23,0.68,0.03,1.3112810047956713e7
0.89,0.54,0.98,0.66,0.95,0.98,0.96,0.49,1.3062772664709205e7
0.08,0.47,0.43,0.09,0.31,0.32,0.19,0.53,1.3121837971891232e7
0.98,0.72,0.6,0.18,0.18,0.16,0.18,0.34,1.3132096374651495e7
0.78,0.75,0.15,0.14,0.07,0.15,0.38,0.07,1.3124088570471987e7
0.61,0.58,0.01,0.95,0.59,0.56,0.12,0.32,1.3048865237741211e7
0.28,0.85,0.1,0.92,0.41,0.47,0.33,0.01,1.305418959194839e7
0.37,0.4,0.37,0.64,0.61,0.65,0.54,0.28,1.308163346522164e7
0.32,0.62,0.42,0.18,0.72,0.28,0.88,0.37,1.3062696769980717e7
0.37,0.72,0.06,0.65,0.76,0.08,0.25,0.42,1.3101787229172992e7
0.07,0.19,0.69,0.52,0.93,0.27,0.82,0.46,1.3150946500712039e7
0.94,0.48,0.62,0.23,0.4,0.9,0.03,0.79,1.3075943321223378e7
0.67,0.75,0.63,0.21,0.44,0.08,0.35,0.56,1.3105964883691773e7
0.65,0.24,0.31,0.42,0.51,0.05,0.21,0.58,1.3111502314044364e7
0.11,0.22,0.76,0.77,0.7,0.72,0.7,0.74,1.31267869746775e7
0.84,0.51,0.05,0.46,0.84,0.29,0.43,0.71,1.305228443221415e7
0.36,0.2,0.7,0.06,0.86,0.32,0.73,0.8,1.3097349175086854e7
0.03,0.41,0.13,0.95,0.3,0.87,0.07,0.13,1.3085624156458976e7
0.72,0.13,0.44,0.78,0.99,0.42,0.74,0.72,1.3089565906801468e7
0.43,0.77,0.07,0.49,0.08,0.51,0.25,0.3,1.3066890641865099e7
0.51,0.19,0.92,0.47,0.48,0.43,0.24,0.13,1.310034539243996e7
0.86,0.5,0.03,0.66,0.26,0.66,0.55,0.69,1.307229276433447e7
0.79,0.86,0.08,0.65,0.28,0.83,0.36,0.36,1.3064291718025565e7
0.68,0.92,0.55,0.34,0.86,0.72,0.75,0.36,1.3044460354456436e7
0.24,0.66,0.1,0.27,0.72,0.37,0.93,0.45,1.306590778957408e7
0.48,0.63,0.96,0.18,0.13,0.91,0.42,0.71,1.3117954683550943e7
0.56,0.81,0.34,0.74,0.44,0.26,0.63,0.04,1.3047676554142512e7
0.54,0.63,0.35,0.86,0.76,0.13,1.0,0.78,1.3061347215878757e7
0.45,0.98,0.4,0.08,0.18,0.94,0.99,0.23,1.3079502417525735e7
0.7,0.24,0.95,0.88,0.02,0.92,0.29,0.64,1.3162610598950759e7
0.35,0.7,0.95,0.29,0.04,0.75,0.34,0.48,1.3161140655275175e7
0.47,0.48,0.37,0.3,0.23,0.07,0.88,0.33,1.3105982783314448e7
0.59,0.55,0.29,0.78,0.5,0.66,0.45,0.55,1.3068385163057469e7
0.03,0.37,0.08,0.04,0.76,0.87,0.74,0.17,1.3106456134586219e7
0.65,0.17,0.88,0.69,0.78,0.45,0.18,0.61,1.309340215229959e7
0.9,0.19,1.0,0.04,0.56,0.31,0.94,1.0,1.3107083581261944e7
0.56,0.95,0.42,0.65,0.73,0.53,0.86,0.81,1.3033825263658019e7
0.35,0.74,0.62,0.26,0.36,0.2,0.52,0.96,1.3074224977232073e7
0.04,0.59,0.24,0.73,0.23,0.52,0.1,0.32,1.3089836657987291e7
0.11,0.45,0.11,0.96,0.21,0.56,0.48,0.66,1.3097959228748694e7
0.75,0.4,0.48,0.54,0.62,0.34,0.5,0.07,1.3071861548307223e7
0.41,0.55,0.23,0.88,0.96,0.67,0.48,0.77,1.3058767032766849e7
0.33,0.3,0.28,0.11,0.96,0.48,0.51,0.66,1.3059196989209827e7
0.12,0.63,0.48,0.91,0.71,0.16,0.17,0.27,1.3104731810913363e7
0.39,0.8,0.25,0.92,0.89,0.19,0.26,0.92,1.3091763398118824e7
1.0,0.81,0.18,0.04,0.15,0.36,0.62,0.02,1.30903784032709e7
0.6,0.4,0.92,0.09,0.67,0.42,0.43,0.33,1.3082511531415239e7
0.64,0.46,0.32,0.62,0.52,0.73,0.17,0.81,1.3058784875714023e7
0.03,0.8,0.76,0.24,0.62,0.42,0.09,0.42,1.3074682106509704e7
0.53,0.3,0.31,0.78,0.58,0.93,0.77,0.71,1.3057716786905471e7
0.64,0.37,0.71,0.74,0.39,0.72,0.9,0.04,1.3098325989926588e7
0.82,0.41,0.89,0.04,0.83,0.34,0.13,0.01,1.3077562381111233e7
0.9,0.31,0.25,0.39,0.16,0.14,0.64,0.57,1.3113904830146095e7
0.2,0.52,0.51,0.59,0.05,0.56,0.86,0.11,1.3122432956788689e7
0.35,0.62,0.72,0.62,0.26,0.4,0.25,0.26,1.3096202785832854e7
0.35,0.91,0.13,0.54,0.73,0.83,0.63,0.2,1.3060327526038442e7
0.79,0.74,0.89,0.21,0.77,0.68,0.88,0.91,1.3066679464092903e7
0.97,0.34,0.28,0.62,0.02,0.71,0.26,0.29,1.312117956796312e7
0.71,0.71,0.59,0.9,0.42,0.4,0.51,0.84,1.3068098992724758e7
0.39,0.54,0.02,0.52,1.0,0.61,0.44,0.69,1.3056182387267642e7
0.82,0.63,0.87,0.37,0.29,0.83,0.54,0.29,1.308870255218931e7
0.41,0.44,0.51,0.59,0.85,0.06,0.26,0.02,1.3127926099081105e7
0.35,0.95,0.35,0.97,0.53,0.14,0.57,0.67,1.3084659018519986e7
0.72,0.47,0.76,0.36,0.29,0.29,0.49,0.62,1.3097409148948032e7
0.44,0.21,0.91,0.36,0.95,0.1,0.3,0.94,1.3109695539163813e7
0.53,0.66,0.69,0.42,0.09,0.45,0.33,0.6,1.3109642271082425e7
0.95,0.83,0.69,0.81,0.15,0.09,0.62,0.87,1.3141508524545431e7
0.17,0.59,0.01,0.48,0.98,0.79,0.4,0.83,1.3050948334743744e7
0.27,0.2,0.53,0.6,0.42,0.73,0.73,0.34,1.3118275530005774e7
0.3,0.32,0.88,0.96,0.12,0.2,0.08,0.56,1.316149980206143e7
0.79,0.33,0.72,0.16,0.38,0.06,1.0,0.31,1.3076405076047774e7
0.65,0.57,0.62,0.63,0.08,0.47,0.89,0.76,1.3090763134605475e7
0.39,0.98,0.31,0.11,0.61,0.5,0.18,0.74,1.3034371031671857e7
0.41,0.97,0.93,0.55,0.29,0.33,0.25,0.3,1.312451301861208e7
0.73,0.64,0.54,0.21,0.55,0.27,0.13,0.02,1.3097620653172322e7
0.33,0.95,0.88,0.07,0.61,0.64,0.76,0.2,1.3067528034088274e7
0.85,0.4,0.78,0.08,0.77,1.0,0.24,0.18,1.3067688765000941e7
0.94,0.98,0.46,0.11,0.49,1.0,0.37,0.29,1.3069303658051316e7
0.1,0.35,0.92,0.14,0.24,0.27,0.5,0.21,1.3140979675157301e7
0.85,0.11,0.69,0.06,0.06,0.9,0.11,0.86,1.3129045799444553e7
0.82,0.13,0.3,0.44,0.78,0.22,0.86,0.23,1.3086676810772786e7
0.49,0.42,0.5,1.0,0.92,0.09,0.05,0.44,1.3113821863686323e7
0.29,0.64,0.53,0.17,0.3,0.82,0.95,0.13,1.3091789494438697e7
0.33,0.93,0.68,1.0,0.53,0.42,0.75,0.8,1.3067698813008152e7
0.2,0.9,0.23,0.41,0.63,0.25,0.17,0.67,1.3090662580588792e7
0.59,0.11,0.55,0.31,0.37,0.93,0.91,0.4,1.3116622058523715e7
0.57,0.45,0.78,0.33,0.93,0.89,0.55,0.67,1.3061816582567262e7
0.44,0.53,0.05,0.24,0.5,0.79,0.59,0.76,1.3070795983882807e7
0.81,0.51,0.88,0.25,0.99,0.71,0.83,0.78,1.30708027623678e7
