α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.58,0.94,0.47,0.18,0.25,0.82,0.92,0.16,3.609514965947817e7
0.78,0.89,0.95,0.44,0.77,0.73,0.62,0.43,3.6360754218198e7
0.03,0.68,0.69,0.07,0.8,0.14,0.56,0.37,3.6399394147651926e7
0.04,0.8,0.62,0.55,0.05,0.19,0.75,0.22,3.648038666563621e7
0.05,0.49,0.28,0.99,0.17,0.33,0.78,0.69,3.6573800744249664e7
0.7,0.99,0.63,0.62,0.16,0.02,0.95,0.05,3.638148766176156e7
0.2,0.11,0.45,0.49,0.92,0.98,0.79,0.05,3.661959122076859e7
0.49,0.2,0.34,0.34,0.51,0.13,0.03,0.27,3.6408083092043474e7
0.25,0.22,0.22,0.97,0.66,0.49,0.62,0.41,3.652492274342978e7
0.58,0.66,0.7,0.87,0.22,0.3,0.21,0.05,3.638395266408334e7
0.3,0.53,0.51,0.07,0.95,0.28,0.08,0.31,3.647483302627583e7
0.44,0.4,0.97,0.48,0.28,0.04,0.01,0.95,3.6527586389416866e7
0.84,0.32,0.52,1.0,0.85,0.09,0.03,0.25,3.6685561111042984e7
0.18,0.3,0.1,0.84,0.03,0.49,0.46,0.25,3.653337008384258e7
0.69,0.59,0.5,0.79,0.84,0.69,0.93,0.5,3.642386733952393e7
0.43,0.28,0.18,0.22,0.47,0.16,0.19,0.49,3.630603090529936e7
0.6,0.6,0.76,0.28,0.23,0.32,0.64,0.9,3.626680029830872e7
0.45,0.29,0.46,0.28,0.51,0.62,0.19,0.78,3.6184380868805975e7
0.86,0.05,0.65,0.14,0.07,0.63,0.99,0.24,3.631686274046525e7
0.38,0.4,0.69,0.82,0.21,0.64,0.92,0.98,3.64384838226354e7
0.56,0.58,0.68,0.55,0.48,0.77,0.65,0.57,3.624749743311613e7
0.5,0.3,0.06,0.49,0.88,0.73,0.13,0.3,3.637190165965907e7
