α_v,α_s,α_v_error,α_s_error,decay,MSE
0.22,0.27,0.21,0.59,0.07,3.757855210924952e7
0.46,0.64,0.78,0.06,0.43,3.713831523708529e7
0.68,0.56,0.63,0.54,0.47,3.7009880102125905e7
0.01,0.3,0.39,0.38,0.47,3.784435714139016e7
0.09,0.15,0.87,0.28,0.51,3.75304275967076e7
1.0,0.19,0.66,0.34,0.17,3.724977867811746e7
0.17,0.43,0.92,0.25,0.08,3.727424492003472e7
0.06,0.28,0.46,0.13,0.73,3.748090464426425e7
0.61,0.71,0.75,0.14,0.21,3.7012415049555525e7
0.72,0.09,0.38,0.95,0.76,3.7635898107157536e7
0.4,0.77,0.77,0.03,0.67,3.713898838310992e7
0.7,0.58,0.34,0.65,0.89,3.698039867562414e7
0.22,0.3,0.03,0.4,0.65,3.760154584457274e7
0.3,0.47,0.87,0.68,0.3,3.72607773668244e7
0.4,0.06,0.4,0.75,0.02,3.803507235055482e7
0.51,0.26,0.02,0.62,0.06,3.742924501351412e7
0.99,0.02,0.35,0.81,0.13,3.8322103334543236e7
0.19,0.89,0.63,0.64,0.4,3.720276580662749e7
0.55,0.52,0.56,0.52,0.71,3.712436912220636e7
0.93,0.79,0.07,0.59,0.95,3.675626113994817e7
0.16,0.01,0.69,0.18,0.3,3.907474361052389e7
0.44,0.78,0.82,0.07,0.24,3.711184605429995e7
0.48,0.28,0.14,0.08,0.04,3.747853417110146e7
0.43,0.08,0.09,0.87,0.9,3.792066716129268e7
0.38,0.8,0.24,0.19,0.56,3.7179222398428515e7
0.45,0.39,0.12,0.26,0.12,3.734276216555794e7
0.77,0.95,0.6,0.69,0.35,3.687050536399422e7
0.8,0.46,0.27,0.17,0.46,3.7010680903021604e7
0.5,0.64,0.42,0.57,0.94,3.710504126613141e7
1.0,0.74,0.21,0.66,0.55,3.67387480031676e7
0.05,0.04,0.02,0.22,0.55,3.838365152546132e7
0.76,0.78,0.13,0.22,0.96,3.687902743243181e7
0.49,0.7,0.47,0.63,0.63,3.709151959870255e7
0.54,0.48,0.59,0.22,0.16,3.71742799001401e7
0.65,0.68,0.86,0.03,0.38,3.700162427031649e7
0.47,0.95,0.06,0.33,0.65,3.712575518515662e7
0.59,0.5,0.26,0.19,1.0,3.713174904419479e7
1.0,0.3,0.02,0.74,0.14,3.703402695469567e7
0.19,0.51,0.52,1.0,0.94,3.728078459172437e7
0.3,0.18,0.92,0.33,0.64,3.76349707783413e7
0.29,0.67,0.84,0.11,0.24,3.719319387972056e7
0.79,0.32,0.97,0.41,0.48,3.716945871013072e7
0.68,0.79,0.55,0.88,0.5,3.6933623248640366e7
0.79,0.25,0.96,0.36,0.26,3.7269639082013994e7
0.78,0.18,0.62,0.77,0.61,3.733906803586574e7
0.97,0.35,0.96,0.56,0.82,3.703905475796351e7
0.59,0.07,0.05,0.78,0.02,3.783779349504343e7
0.56,0.3,0.42,0.07,0.77,3.7376275358465105e7
0.69,0.11,0.35,0.04,0.37,3.758871385742572e7
0.05,0.47,0.21,0.14,0.45,3.7451457678726576e7
0.38,0.34,0.84,0.97,0.21,3.734331178160225e7
0.85,0.08,0.66,0.91,0.5,3.7601734984129004e7
0.97,0.68,0.1,0.22,0.83,3.677645169487076e7
0.83,0.66,0.25,0.62,0.32,3.6854993374162786e7
0.93,0.9,0.09,0.1,0.89,3.6755457409319334e7
0.63,0.55,0.03,0.13,0.81,3.7076476475601315e7
0.95,0.86,0.29,0.25,0.68,3.6746788489393294e7
