α_v,α_s,α_v_error,α_s_error,decay,MSE
0.4,0.89,0.74,0.14,0.65,3.1767960326379642e7
0.57,0.91,0.84,0.89,0.46,3.1768468184801977e7
0.12,0.2,0.01,0.98,0.28,3.174893471681858e7
0.3,0.38,0.92,0.4,0.19,3.1763386190419815e7
0.42,0.12,0.15,0.3,0.37,3.176698725543595e7
0.01,0.44,0.66,0.34,0.7,3.1758536317518387e7
0.23,0.95,0.51,0.91,0.29,3.1764857970851544e7
0.24,0.67,0.9,0.54,0.8,3.1764358479549218e7
0.06,0.87,0.87,0.56,0.42,3.1760233425079517e7
0.01,0.37,0.68,0.25,0.56,3.1756746373675957e7
0.21,0.13,0.63,0.28,0.42,3.1757527458144065e7
0.69,0.72,0.36,0.01,0.19,3.176808266480993e7
0.52,0.92,0.01,0.23,0.63,3.1768488266626302e7
0.38,0.53,0.11,0.87,0.58,3.1767382148207493e7
0.9,0.62,0.77,0.69,0.36,3.1767953063206848e7
0.18,0.17,0.43,0.08,0.16,3.17556440797179e7
0.12,0.17,0.64,0.36,0.63,3.1750939109094184e7
0.01,0.45,0.35,0.13,0.66,3.1756710612757742e7
0.02,0.32,0.3,0.04,0.47,3.174594158656788e7
0.5,0.74,0.13,0.32,0.18,3.1768490463453673e7
0.37,0.4,0.25,0.29,0.6,3.176630033417245e7
0.24,0.14,0.53,0.77,0.99,3.175898053676183e7
0.32,0.45,0.28,0.66,0.82,3.1765297181034546e7
0.95,0.14,0.34,0.3,0.31,3.176835608342638e7
0.44,0.08,0.17,0.19,0.86,3.1767290800962232e7
0.14,0.13,0.74,0.77,0.59,3.1752151903075766e7
0.4,0.94,0.51,0.85,0.75,3.1767976996587984e7
0.14,0.9,0.96,0.79,0.69,3.176251161752238e7
0.67,0.15,0.27,0.88,0.45,3.176848948517847e7
0.27,0.39,0.62,0.18,0.2,3.1762484127605956e7
0.43,0.85,0.85,0.68,0.98,3.176820036061945e7
0.7,0.08,0.05,0.53,0.46,3.176845759836424e7
0.13,0.92,0.69,0.74,0.98,3.17620370911656e7
0.63,0.4,0.99,0.4,0.16,3.1768489247906234e7
0.71,0.76,0.37,0.17,0.24,3.1768033447677013e7
0.45,0.04,0.83,0.1,0.56,3.1767297073845357e7
0.84,0.16,0.5,0.46,0.93,3.176839842112968e7
0.58,0.38,0.84,0.81,0.25,3.1768422316471588e7
0.4,0.34,0.9,0.67,0.71,3.176622719808232e7
0.42,0.95,0.34,0.12,0.96,3.1768165823208693e7
0.73,0.01,0.76,0.22,0.9,3.176470238766356e7
0.05,0.02,0.44,0.96,0.16,3.1732866179204285e7
0.65,0.3,0.78,0.03,0.45,3.176848097277287e7
0.52,0.34,0.73,0.87,0.49,3.1768086059670974e7
1.0,0.68,0.3,0.97,0.62,3.176790771951692e7
0.51,0.23,0.79,0.45,0.33,3.1767839557989407e7
0.93,0.6,0.89,0.48,0.93,3.176799884642147e7
0.81,0.66,0.4,0.66,0.2,3.1767896505812615e7
0.17,0.82,0.69,0.62,0.72,3.1762985423943214e7
0.25,0.53,0.29,0.97,0.91,3.176371049731704e7
1.0,0.96,0.71,0.75,0.12,3.176809985262627e7
0.28,0.46,0.83,0.65,0.86,3.1763700518470522e7
0.62,0.06,0.69,0.8,0.49,3.176842495116185e7
0.76,0.83,0.8,0.18,0.69,3.1768033298167683e7
0.72,0.73,0.34,0.07,0.3,3.1768003779542275e7
0.23,0.45,0.73,0.03,0.96,3.176161132138802e7
0.02,0.2,0.64,0.84,0.94,3.1746053473165132e7
0.76,0.85,0.38,0.78,0.02,3.176798448362159e7
0.79,0.85,0.73,0.47,0.64,3.1767995306033045e7
0.41,0.53,0.66,0.81,0.94,3.1767648462521624e7
0.12,0.3,0.77,0.11,0.31,3.1752609433416467e7
0.87,0.7,0.45,0.02,0.48,3.17678440818857e7
0.51,0.01,0.02,0.71,0.13,3.176744413329762e7
0.12,0.58,0.06,0.92,0.59,3.175797685391322e7
0.17,0.11,0.51,0.72,0.03,3.1753967179556906e7
0.62,0.69,0.69,0.24,0.13,3.176833042832099e7
0.09,0.48,0.28,0.39,0.12,3.1753774114839666e7
0.61,1.0,0.8,0.6,0.56,3.176844825549392e7
0.69,0.09,0.25,0.83,0.62,3.1768481439323768e7
0.36,0.94,0.1,0.55,0.12,3.176763424606027e7
0.7,0.45,0.76,0.42,0.88,3.1768402173455235e7
0.15,0.09,0.73,0.86,0.75,3.1751717756675202e7
0.59,0.1,0.14,0.43,0.2,3.1768465576649792e7
0.08,0.73,0.58,0.82,0.55,3.175889280242325e7
0.97,0.29,0.64,0.49,0.45,3.1768430378257707e7
0.64,0.35,0.03,1.0,0.17,3.176848964496963e7
0.17,0.76,0.32,0.76,0.29,3.1762639807231624e7
0.78,0.32,0.36,0.37,0.94,3.1768428347944863e7
0.27,0.32,0.29,0.86,0.98,3.1761634188710973e7
0.3,0.82,0.71,0.79,0.65,3.1766430827464964e7
0.17,0.24,0.34,0.74,0.95,3.1754515419781134e7
0.16,0.4,0.35,0.17,0.41,3.1757008833422303e7
0.98,0.71,0.56,0.93,0.41,3.1767900276568986e7
0.12,0.91,0.77,0.83,0.71,3.176180478687681e7
0.09,0.58,0.14,0.85,0.71,3.175587910252465e7
0.25,0.65,0.64,0.07,0.28,3.1764629479159486e7
0.73,0.86,0.18,0.37,0.32,3.176801619588597e7
0.52,0.55,0.5,0.89,0.65,3.1768469618533928e7
0.95,0.43,0.41,0.75,0.01,3.176825744784552e7
0.24,0.41,0.46,0.09,0.45,3.176152943505176e7
0.11,0.84,0.62,0.01,0.76,3.1761027788545292e7
0.87,0.14,0.79,0.66,0.73,3.1768405077961836e7
0.75,0.83,0.82,0.61,0.34,3.176805336303347e7
0.67,0.77,0.88,0.4,0.81,3.1768213550133232e7
0.55,0.94,0.03,0.57,0.43,3.176846540722004e7
0.6,0.63,0.48,0.09,0.54,3.1768387304328308e7
0.45,0.81,0.8,0.71,0.97,3.1768330554323483e7
0.36,0.74,0.1,0.13,0.35,3.17676402915982e7
0.34,0.64,0.72,0.5,0.7,3.176686819033867e7
0.63,0.24,0.9,0.07,0.4,3.1768444596435547e7
0.55,0.22,0.67,0.83,0.79,3.176815505655999e7
0.44,0.84,0.66,0.24,0.43,3.1768293421595152e7
0.93,0.53,0.52,0.71,0.59,3.1768070997387715e7
0.71,0.01,0.64,0.06,0.58,3.1764454819356296e7
0.21,0.79,0.03,0.47,0.52,3.176419116930667e7
0.79,0.29,0.99,0.69,0.12,3.176847097678474e7
0.43,0.57,0.36,0.25,0.79,3.176807748503824e7
1.0,0.3,0.72,0.66,0.99,3.17684376768482e7
0.14,0.08,0.27,0.98,0.77,3.1749331482100558e7
0.64,0.93,0.72,0.46,0.09,3.1768346827822935e7
0.68,0.58,0.03,0.01,0.15,3.1768169574173383e7
0.68,0.27,0.63,0.84,0.46,3.176848841160384e7
0.33,0.53,0.41,1.0,0.42,3.176619466498126e7
0.54,0.13,0.43,0.87,1.0,3.1768218106242765e7
0.36,0.79,0.55,0.16,0.33,3.176754409383593e7
0.34,0.1,0.08,0.35,0.86,3.1764602560363032e7
0.32,0.95,0.34,0.96,0.65,3.1766932704401165e7
0.57,0.14,0.82,0.7,0.77,3.1768317530138407e7
0.37,0.18,0.87,0.06,0.5,3.17651412352853e7
0.61,0.62,0.61,0.34,0.36,3.1768382980489783e7
0.03,0.62,0.82,0.09,0.96,3.1757857813636556e7
0.06,0.99,0.3,0.14,0.87,3.1758812896379706e7
0.23,0.31,0.63,0.06,0.77,3.175937031813326e7
0.71,0.46,0.84,0.92,0.65,3.176838560216019e7
0.37,0.66,0.73,0.28,0.15,3.176745735279916e7
0.51,0.67,0.77,0.87,0.04,3.1768481695825763e7
0.16,0.57,0.23,0.99,0.02,3.176032627214401e7
1.0,0.42,0.26,0.06,0.28,3.176828409667267e7
0.24,0.55,0.6,0.73,0.71,3.176343128232281e7
0.04,0.12,0.7,0.06,0.76,3.174342416853981e7
0.41,0.81,0.78,0.36,0.16,3.1768063039888386e7
0.43,0.59,0.4,0.74,0.71,3.1768109295531657e7
0.17,0.73,0.78,0.83,0.09,3.1762591114646934e7
0.56,0.33,1.0,0.46,0.49,3.1768266746636212e7
0.48,0.04,0.59,0.38,0.03,3.1767726526492614e7
0.5,0.52,0.2,0.34,0.7,3.176842397304887e7
0.14,0.85,0.53,0.58,0.26,3.1762039949850865e7
0.67,0.3,0.64,0.52,0.76,3.176848941332097e7
0.74,0.84,0.1,0.96,0.28,3.1767965574592862e7
0.3,0.2,0.3,0.73,0.18,3.1762388676447865e7
0.13,0.78,0.46,0.19,0.65,3.1761280840748627e7
0.11,0.15,0.39,0.64,0.04,3.1748863689673353e7
0.65,0.56,0.37,0.13,0.61,3.176831647264299e7
0.84,0.58,0.38,0.83,0.28,3.1767970541954245e7
0.35,0.78,0.62,0.21,0.33,3.1767365433672566e7
0.97,0.5,0.72,0.12,0.94,3.176816203364168e7
0.19,0.11,1.0,0.83,0.84,3.1755396462710075e7
0.17,0.76,0.13,0.46,0.26,3.176260114393376e7
0.96,0.29,0.69,0.71,0.01,3.176843384759921e7
0.08,0.89,0.77,0.48,0.14,3.1760516064156182e7
0.99,0.2,0.52,0.53,0.42,3.176843151318757e7
0.33,0.8,0.02,0.6,0.71,3.1767247922541793e7
0.19,0.55,0.57,0.3,0.01,3.17614829468488e7
0.49,0.86,0.66,0.97,0.84,3.1768464426409204e7
0.26,0.84,0.66,0.26,1.0,3.1765538172546595e7
0.22,1.0,0.93,0.37,0.54,3.1764486714274608e7
0.23,0.02,0.51,1.0,0.52,3.175902281464336e7
0.56,0.3,0.75,0.43,0.03,3.1768264105723657e7
0.06,0.93,0.83,0.14,0.94,3.17603427405987e7
0.6,0.41,0.44,0.01,0.48,3.176848921780329e7
0.21,0.34,0.06,0.36,0.85,3.1758872993521426e7
0.31,0.75,0.08,0.42,0.06,3.1766793774206094e7
0.48,0.75,0.03,0.9,0.29,3.1768479935600106e7
0.3,0.41,0.71,0.93,1.0,3.1763864541696437e7
0.96,0.37,0.24,0.85,0.88,3.176834387032345e7
0.9,0.64,0.29,0.39,0.91,3.176786477377758e7
0.68,0.15,0.92,0.55,0.8,3.1768490590211637e7
0.29,0.3,0.58,0.31,0.13,3.1762268904949673e7
0.31,0.22,0.37,0.72,0.75,3.176280593805818e7
0.63,0.43,0.12,0.25,0.74,3.176846529029276e7
0.96,0.42,0.23,1.0,0.6,3.176826726221549e7
0.93,0.1,0.58,0.48,0.63,3.176836849387248e7
0.13,0.83,0.34,0.73,0.69,3.1761417470698107e7
0.09,0.45,0.37,0.36,0.24,3.1753182223878983e7
0.31,0.82,0.93,0.09,0.78,3.1766557701157644e7
0.94,0.83,0.4,0.26,0.1,3.176788475111856e7
0.99,0.18,0.28,0.71,0.18,3.1768417618675467e7
0.11,0.41,0.06,0.25,0.25,3.17529687889214e7
0.56,0.87,0.44,0.54,0.97,3.1768452790928837e7
0.56,0.16,0.24,0.31,0.21,3.1768371843254827e7
0.8,0.48,0.57,0.53,0.82,3.176821155593106e7
0.57,0.38,0.21,0.59,0.29,3.17684507513572e7
0.45,0.04,0.52,0.26,0.31,3.1767347941911116e7
0.81,0.58,0.76,0.33,0.34,3.1768049396859355e7
0.13,0.28,0.4,0.1,0.46,3.1752220397509065e7
0.89,0.7,0.25,0.94,0.15,3.1767813785641294e7
0.96,0.68,0.08,0.62,0.36,3.1767839899237078e7
0.15,0.22,0.95,0.07,0.68,3.1753962947637755e7
0.2,0.76,0.48,0.01,0.82,3.1763682763920307e7
0.05,0.99,0.85,0.79,0.61,3.1760480178960506e7
0.45,0.33,0.68,0.35,0.16,3.17673039047424e7
0.02,0.53,0.41,0.99,0.47,3.175472740594662e7
0.61,0.92,0.53,0.96,0.28,3.1768385026313707e7
0.14,0.73,0.89,0.93,0.02,3.176172686193817e7
0.55,0.71,0.78,0.58,0.64,3.1768475273505837e7
0.88,0.64,0.21,0.74,0.89,3.1767851374626905e7
0.15,0.89,0.59,0.37,0.9,3.1762519979739323e7
0.88,0.94,0.97,0.13,0.7,3.1768064921409693e7
0.99,0.46,0.83,0.62,0.76,3.1768254155824903e7
0.47,0.45,0.79,0.32,0.07,3.1768006347284544e7
0.46,0.7,0.2,0.69,0.25,3.176841848482532e7
0.92,0.55,0.17,0.48,0.33,3.1767989143506426e7
0.75,0.03,0.4,1.0,0.87,3.176832746426726e7
0.02,0.97,1.0,1.0,0.85,3.1762712069272492e7
0.68,0.21,0.06,0.15,0.17,3.176848375327826e7
0.16,0.49,0.79,0.91,0.93,3.1759211555907097e7
0.92,0.88,0.23,0.44,0.42,3.176790429272147e7
0.84,0.49,0.07,0.33,0.71,3.1768098905264523e7
0.11,0.89,0.23,0.94,0.46,3.1760636461342428e7
0.47,0.09,0.69,0.36,0.85,3.1767539370562624e7
0.54,0.37,0.04,0.49,0.42,3.1768377441457253e7
0.58,0.27,0.33,0.81,0.24,3.176836245559922e7
0.4,0.14,0.17,0.59,0.39,3.1766384818372484e7
0.9,0.44,0.57,0.85,0.26,3.1768244902043108e7
0.42,0.34,1.0,0.08,0.76,3.1766680353854943e7
0.35,0.19,0.98,0.87,0.6,3.1763986365511343e7
0.93,0.04,0.62,0.34,0.07,3.1768315735215753e7
0.52,0.68,0.27,0.97,0.4,3.1768488600662533e7
0.94,0.62,0.59,0.55,0.55,3.1767941479262162e7
0.21,0.11,0.88,0.82,0.43,3.1756657107873928e7
0.39,0.02,0.67,0.72,0.68,3.176718483871542e7
0.02,0.48,0.41,0.9,0.02,3.1753126602399312e7
0.48,0.32,0.75,0.89,0.84,3.1767627483256605e7
0.79,0.35,0.59,0.48,0.83,3.1768414604770865e7
0.81,0.29,0.21,0.1,0.2,3.1768415651638016e7
0.44,0.25,0.9,0.76,0.8,3.176672158936049e7
0.21,0.63,0.69,0.09,0.27,3.176315151490902e7
0.06,0.31,0.06,0.23,0.04,3.1743334838066187e7
0.96,0.94,0.5,0.49,0.07,3.1768028708992556e7
0.29,0.87,0.09,0.04,0.21,3.1766467899850205e7
0.2,0.13,0.46,0.74,0.73,3.175640136138151e7
0.95,0.01,0.14,0.36,0.36,3.176490101514501e7
0.03,0.38,0.28,0.49,0.75,3.174612413939562e7
0.58,0.98,0.48,0.4,0.08,3.1768461444390845e7
0.01,0.9,0.6,0.55,0.15,3.176363630498931e7
0.85,0.19,0.95,0.63,0.47,3.1768447487636857e7
0.1,0.84,0.2,1.0,0.78,3.175985885414298e7
0.15,0.05,0.47,0.95,0.13,3.1748828000634108e7
0.68,0.99,0.42,0.56,0.9,3.176829111454981e7
0.34,0.14,0.55,0.41,0.87,3.176428311225346e7
0.03,0.46,0.67,0.31,0.31,3.1752560551482964e7
0.88,0.85,0.86,0.13,0.39,3.1767949224668194e7
0.54,0.88,0.17,0.81,0.95,3.1768470069375787e7
0.86,0.39,0.96,0.63,0.24,3.1768363497891642e7
0.49,0.14,0.28,0.16,0.1,3.1767975608605497e7
0.55,0.83,0.46,0.67,0.96,3.1768461831437483e7
0.2,0.86,0.46,0.96,0.33,3.1763973431124184e7
0.06,0.27,0.01,0.56,0.7,3.1741554833719376e7
0.34,0.51,0.34,0.75,0.94,3.1766340201844268e7
0.6,0.51,0.61,0.93,0.65,3.176847311376036e7
0.41,0.5,0.49,0.83,0.13,3.1767579510707527e7
0.65,0.71,0.26,0.96,0.41,3.176818185346129e7
0.88,0.02,0.71,0.98,0.57,3.1767683273694627e7
0.07,0.87,0.88,0.13,0.97,3.176046800395986e7
0.12,0.12,0.89,0.87,0.89,3.175067814313525e7
0.05,0.57,0.91,0.24,0.57,3.175666025422786e7
0.13,0.22,0.19,0.94,0.51,3.1750573953124065e7
0.04,0.67,0.19,0.13,0.15,3.1754801581773058e7
0.67,0.81,0.34,0.73,0.61,3.1768147730113275e7
0.38,0.9,0.01,0.78,0.54,3.1767920229330033e7
0.85,0.74,0.22,0.98,0.74,3.1767807503991023e7
0.12,0.96,0.1,0.55,0.85,3.176112041915239e7
0.96,0.23,0.35,0.97,0.92,3.1768436888712455e7
0.6,0.94,0.09,0.14,0.14,3.1768379617668826e7
0.79,0.49,0.59,0.74,0.58,3.1768206297354054e7
0.32,0.99,0.74,0.55,0.2,3.1766748662400935e7
0.48,0.72,0.64,0.55,0.53,3.1768446241389792e7
0.95,0.78,0.84,0.43,0.97,3.17679129270062e7
0.14,0.41,0.02,0.09,0.16,3.175559091365849e7
0.82,0.37,0.42,0.6,0.74,3.17683645544039e7
0.81,0.03,0.07,0.37,0.34,3.1768055686458685e7
0.45,0.31,0.35,0.2,0.21,3.1767369563497238e7
0.98,0.8,0.16,0.24,0.9,3.1767869792480607e7
0.26,0.85,0.96,0.54,0.13,3.1765446050568245e7
0.17,0.62,0.86,0.77,0.5,3.1761669075584885e7
0.6,0.04,0.68,1.0,0.53,3.1768397540789567e7
0.47,0.61,0.92,0.44,0.63,3.1768320452852037e7
0.68,0.29,0.24,0.36,0.78,3.1768488403972697e7
0.23,0.51,0.07,0.85,0.6,3.1762753768570352e7
0.58,0.11,0.84,0.49,0.39,3.1768381707721114e7
0.14,0.22,0.52,0.01,0.69,3.1752682454548847e7
0.4,0.98,0.93,0.37,0.27,3.1767842614607405e7
0.02,0.93,0.41,0.92,0.89,3.1760218936949864e7
0.58,0.53,0.8,0.84,0.34,3.176848715524591e7
0.84,0.41,0.46,0.34,0.61,3.1768296899507158e7
0.98,0.52,0.33,0.27,0.88,3.1768097952413484e7
0.05,0.26,0.93,0.6,0.87,3.174731627894516e7
0.54,0.34,0.4,0.56,0.39,3.1768279433061965e7
0.55,0.85,0.57,0.56,0.92,3.1768469639187004e7
0.4,0.64,0.9,0.57,0.26,3.1767775890080664e7
0.57,0.85,0.96,0.15,0.14,3.1768461444686513e7
0.71,0.02,0.99,0.09,0.07,3.17675958629692e7
0.46,0.6,0.82,0.15,0.81,3.1768267417171825e7
0.46,0.48,0.82,0.81,0.91,3.1767998545291e7
0.13,0.96,0.16,0.79,0.59,3.176161540781615e7
0.45,0.14,0.35,0.97,0.83,3.1767221784530032e7
0.58,0.79,0.65,0.81,0.8,3.1768414812525004e7
0.79,0.04,0.63,0.77,0.98,3.1768411591619745e7
0.78,0.99,0.37,0.76,0.93,3.1768131999817554e7
0.32,0.19,0.53,0.22,0.41,3.1763379499805477e7
0.45,0.14,0.88,0.43,0.58,3.1767153266578246e7
0.61,0.43,0.75,0.35,0.09,3.176849051014773e7
0.27,0.73,0.33,0.03,0.85,3.1765697392227188e7
0.48,0.65,0.88,0.2,0.97,3.1768401408065308e7
0.96,0.15,0.52,0.09,0.57,3.176836671064888e7
0.73,0.68,0.52,0.9,0.41,3.176802903558973e7
0.62,0.08,0.12,0.27,0.78,3.1768489718074795e7
0.05,0.48,0.86,0.84,0.32,3.1753948052000813e7
0.81,0.16,0.31,0.72,0.38,3.1768411582325954e7
0.56,0.18,0.03,0.66,0.67,3.1768353061016817e7
0.23,0.73,0.74,0.1,0.4,3.1764422690268114e7
0.95,0.8,0.73,0.84,0.7,3.1767909103263132e7
0.65,0.54,0.3,0.59,0.69,3.1768333296169948e7
0.09,0.29,0.67,0.38,0.91,3.174954088088942e7
0.23,0.61,0.79,0.61,0.78,3.1763625073253553e7
0.6,0.14,0.03,0.83,0.74,3.1768465534564618e7
0.91,0.98,0.7,0.7,0.65,3.1768089718153447e7
0.23,0.93,0.97,0.22,0.54,3.1764751423447058e7
0.44,0.06,0.36,0.64,0.79,3.1766857947952736e7
0.23,0.76,0.53,0.46,0.84,3.176459623473189e7
0.54,0.02,0.48,0.86,0.9,3.176847934503296e7
0.06,0.13,0.35,0.74,0.4,3.174141679626007e7
0.43,0.54,0.38,0.1,0.99,3.17679994180064e7
0.12,0.76,0.11,0.67,0.88,3.176027741381709e7
0.46,0.54,0.7,0.72,0.17,3.1768184469130088e7
0.96,0.92,0.14,0.81,0.31,3.176796670352424e7
0.47,0.85,0.28,0.05,0.65,3.176844679597437e7
0.15,0.69,0.93,0.62,0.15,3.1761751486457296e7
0.25,0.3,0.18,0.91,0.58,3.176039235379111e7
0.96,0.83,0.54,0.47,0.88,3.176791344966576e7
0.72,0.15,0.37,0.91,0.99,3.1768471506330993e7
0.91,0.42,0.27,0.71,0.92,3.1768253713870324e7
0.85,0.07,0.14,0.2,0.03,3.1768334204756793e7
0.79,0.15,0.28,0.6,0.68,3.176840667587111e7
0.28,0.12,0.68,0.97,0.25,3.1760911094142474e7
0.71,0.81,0.6,0.32,0.52,3.176808810178537e7
0.12,0.05,1.0,0.34,0.95,3.174872446276779e7
0.01,0.1,0.47,0.02,0.67,3.174970740958501e7
0.24,0.97,0.48,0.81,0.62,3.176511252293273e7
0.23,0.76,0.45,0.08,0.35,3.1764618974590454e7
0.5,0.51,0.71,0.08,0.54,3.1768358770947732e7
0.09,0.42,0.42,0.91,0.48,3.1752355997192055e7
0.13,0.78,0.8,0.44,0.36,3.176164543394066e7
0.79,0.38,0.63,0.11,0.69,3.17683819545379e7
0.62,0.39,0.76,0.93,0.3,3.1768486163177818e7
0.08,0.75,0.49,0.59,0.83,3.175882997983351e7
0.21,0.84,0.45,0.05,0.65,3.1764235645219572e7
0.61,0.29,0.23,0.08,1.0,3.1768463141660556e7
0.25,0.71,0.43,0.49,0.05,3.1765025635252092e7
0.93,0.35,0.87,0.36,0.82,3.1768392527954955e7
0.72,0.97,0.7,0.68,0.44,3.1768228685006067e7
0.11,0.27,0.95,0.38,0.41,3.1751780348080687e7
0.46,0.65,0.66,0.74,0.39,3.176834238778288e7
0.04,0.88,0.73,0.79,0.92,3.1759726616854873e7
0.68,0.45,0.66,0.79,0.35,3.1768422557330396e7
0.1,0.05,0.51,0.12,0.52,3.1744918071680766e7
0.76,0.36,0.98,0.96,0.4,3.1768452158057325e7
0.64,0.94,0.73,0.43,0.99,3.176835497459191e7
0.65,0.77,0.3,0.89,0.15,3.1768184946949992e7
0.69,0.43,0.92,0.94,0.48,3.1768447805960357e7
0.15,0.69,0.89,0.13,0.62,3.1761722877866384e7
0.83,0.05,0.78,0.78,0.94,3.1768439715067264e7
