α_v,α_s,α_v_error,α_s_error,decay,MSE
0.11,0.23,0.74,0.47,0.29,5.432422845854929e6
0.45,0.54,0.58,0.88,0.96,5.425316549773376e6
0.95,0.86,0.22,0.53,0.95,5.447830216119561e6
0.96,0.26,0.34,0.96,0.18,5.443184873102276e6
0.89,0.59,0.35,0.47,0.6,5.442488372809916e6
0.11,0.86,0.85,0.41,0.57,5.448618233275417e6
0.98,0.48,0.69,0.28,0.79,5.449204673145494e6
0.1,0.64,0.37,0.05,0.57,5.439401743717434e6
0.25,1.0,0.96,0.82,0.2,5.441544040914627e6
0.99,0.38,0.71,0.71,0.91,5.448065950621435e6
0.02,0.36,0.66,0.64,0.74,5.494311911339194e6
0.98,0.24,0.34,0.3,0.45,5.449038053022025e6
0.8,0.13,0.99,0.91,0.71,5.44014556648049e6
0.02,0.28,0.6,0.23,0.85,5.495310754059985e6
0.03,0.37,0.19,0.22,0.93,5.470387278936385e6
0.12,0.62,0.28,0.68,0.71,5.430894152321042e6
0.52,0.35,0.68,0.96,0.78,5.424068478258273e6
0.08,0.34,0.92,0.95,0.26,5.445446170533766e6
0.08,0.16,0.38,0.8,0.66,5.432577861234071e6
0.45,0.35,0.64,0.38,0.36,5.424982311484215e6
0.34,0.97,0.66,0.88,0.58,5.43721057715605e6
0.42,0.03,0.72,0.8,0.78,5.446647891607482e6
0.16,0.94,0.39,0.62,0.78,5.438590374515032e6
0.68,0.37,0.38,0.21,0.36,5.432666883316145e6
0.18,0.13,0.28,0.59,0.81,5.418924997929366e6
0.05,1.0,0.59,0.42,0.19,5.473034461628025e6
0.77,0.12,0.15,0.52,0.05,5.439312766565464e6
0.72,0.45,0.62,0.02,0.23,5.437002418237948e6
0.69,0.77,0.12,0.57,0.36,5.435462017092396e6
1.0,0.32,1.0,0.31,0.85,5.45223866837668e6
0.53,0.99,0.63,0.76,0.78,5.439914646566146e6
0.26,0.93,0.34,0.82,0.68,5.433833778703086e6
0.69,0.28,0.54,0.58,0.88,5.431528432798742e6
0.33,0.84,0.19,0.93,0.87,5.429428027146518e6
0.92,0.31,0.85,0.02,0.6,5.448394279105043e6
0.06,0.77,0.44,0.51,0.02,5.4584374039247325e6
0.18,0.21,0.65,0.54,0.69,5.420650447118128e6
0.71,0.98,0.28,0.88,0.38,5.441726576277535e6
0.62,0.49,0.62,0.27,0.85,5.432324677010829e6
0.94,0.95,0.68,0.16,0.18,5.450925540446242e6
0.19,0.83,0.08,0.99,0.06,5.429933679533208e6
0.55,0.66,0.44,0.3,0.06,5.431463584959079e6
0.81,0.3,0.97,0.77,0.99,5.438700970338286e6
0.73,0.16,0.01,0.97,0.25,5.4289216608082745e6
0.83,0.29,0.95,0.59,0.03,5.440664879861173e6
0.87,0.77,0.66,0.85,0.19,5.444249380389964e6
0.16,0.51,0.79,0.92,0.11,5.427580005147722e6
0.25,0.39,0.18,1.0,0.59,5.414705770230103e6
0.09,0.76,0.56,0.36,0.31,5.447217475344693e6
0.06,0.42,0.8,0.44,0.28,5.4590951468964005e6
0.53,0.31,0.89,0.08,0.24,5.431633285779224e6
