α_v,α_s,decay,MSE
0.72,0.11,0.9,9.580698358186387e6
0.91,0.93,0.69,9.610861773320615e6
0.99,0.69,0.91,9.623450864828328e6
0.46,0.33,0.1,9.443278641692057e6
0.32,0.92,0.76,9.466842521213342e6
0.96,0.6,0.71,9.61313122358188e6
0.94,0.23,0.28,9.624838621202627e6
0.59,0.47,0.42,9.490903002099484e6
0.81,0.8,0.44,9.5742140109975e6
0.6,0.08,0.44,9.554461382947627e6
0.47,0.57,0.22,9.45824928957383e6
0.26,0.31,0.88,9.356912747155027e6
0.77,0.48,0.57,9.550202258326087e6
0.87,0.29,0.18,9.592260199761573e6
0.76,0.78,0.76,9.558904836665751e6
0.36,0.99,0.54,9.492947013119372e6
0.56,0.1,0.6,9.52673607068143e6
0.95,0.63,0.9,9.61010545129016e6
0.88,0.61,0.96,9.58748643577339e6
0.73,0.41,0.83,9.536990967005134e6
0.49,0.48,0.96,9.458338186872335e6
0.66,0.9,0.78,9.5449557855414e6
0.54,0.51,0.68,9.476425897239145e6
0.6,0.62,0.3,9.501835140162982e6
0.43,0.75,0.22,9.46650008293587e6
0.57,0.15,0.36,9.508899371098723e6
0.04,0.71,0.67,9.414507967017861e6
0.62,0.39,0.25,9.499698119581718e6
0.74,0.52,0.58,9.540843101918343e6
0.39,0.88,0.36,9.477004548878204e6
0.04,0.28,0.12,9.32200489105398e6
0.92,0.89,0.64,9.610622904099818e6
0.81,0.1,0.53,9.61780922933153e6
0.5,0.43,0.92,9.459384424752492e6
0.78,0.79,0.36,9.565172433112558e6
0.73,0.32,0.11,9.540111456946302e6
0.1,0.04,0.54,9.332036804597434e6
0.16,0.92,0.35,9.42017962894057e6
0.88,0.85,0.23,9.596986800345957e6
0.41,0.66,0.74,9.448717634680348e6
0.03,0.79,0.51,9.474935244820511e6
0.89,0.16,0.72,9.62251805762095e6
0.81,0.16,0.96,9.593977837889783e6
0.7,0.31,0.44,9.530139066651437e6
1.0,0.84,0.18,9.630457446493799e6
0.61,0.87,0.77,9.529071768953491e6
0.34,0.18,0.41,9.405292841827337e6
0.27,0.1,0.11,9.396914438506678e6
0.65,0.47,0.2,9.51053382031022e6
0.44,0.67,0.79,9.459119211175803e6
0.22,0.39,0.09,9.341537422482112e6
0.1,0.98,0.72,9.43014465514529e6
0.94,0.85,0.04,9.613776896103267e6
0.18,0.81,0.55,9.397450049009377e6
0.87,0.28,0.47,9.593282699396592e6
0.26,0.55,0.61,9.379938977269694e6
0.59,0.22,0.48,9.499917660563279e6
0.33,0.94,0.08,9.473989868767343e6
0.14,0.79,0.23,9.379152400020512e6
0.1,0.92,0.26,9.410540314004295e6
0.9,0.51,0.18,9.593511706246126e6
0.55,0.6,0.17,9.485422969592234e6
0.25,0.45,0.29,9.36273127286161e6
0.48,0.01,0.4,9.638974638471898e6
0.77,0.15,0.8,9.582688764964022e6
0.44,0.38,0.21,9.43632355016787e6
0.06,0.99,0.51,9.456547556562603e6
0.68,0.06,0.97,9.599984935387474e6
0.56,0.8,0.66,9.50780256663233e6
0.71,0.16,0.35,9.557702281373985e6
0.24,0.89,0.84,9.436715822207611e6
0.34,0.52,0.14,9.4084787370296e6
0.15,0.63,0.26,9.345551919391036e6
0.84,0.49,0.75,9.573546383252673e6
0.06,0.62,0.53,9.346026997640315e6
0.11,0.5,0.95,9.303774923063342e6
0.98,0.82,0.47,9.623862008747239e6
0.44,0.56,0.94,9.44765816765545e6
0.67,0.18,0.74,9.537525981534604e6
0.59,0.99,0.8,9.542681066919731e6
0.62,0.08,0.3,9.561871880143061e6
0.85,0.67,0.78,9.579543312177083e6
0.94,0.37,0.82,9.61108703422105e6
0.02,0.73,0.8,9.516442164939221e6
0.02,0.64,0.3,9.497884305461407e6
0.18,0.53,0.23,9.340271743122336e6
0.01,0.03,0.13,9.640171764401969e6
0.48,0.13,0.36,9.481037106010303e6
0.87,0.96,0.53,9.603182015346138e6
0.2,0.67,0.16,9.374622275230408e6
0.84,0.06,0.47,9.65471311332973e6
0.54,0.84,0.93,9.507951009413043e6
0.96,0.39,0.61,9.617029708310138e6
0.36,0.74,0.29,9.444377560260776e6
0.98,0.77,0.63,9.622131865331806e6
0.48,1.0,0.57,9.52153230825949e6
0.77,0.09,0.33,9.609322606795693e6
0.97,0.94,0.75,9.62753279441877e6
0.26,1.0,1.0,9.470689506252162e6
0.48,0.26,0.05,9.453811587767752e6
0.46,0.7,0.37,9.468588603725985e6
0.59,0.16,0.96,9.513309352684341e6
0.97,0.67,0.65,9.61690883789459e6
0.79,0.91,0.33,9.5780506374995e6
0.68,0.03,0.13,9.643348947275154e6
0.05,0.77,0.11,9.404299381692965e6
0.35,0.71,0.38,9.436597694212124e6
0.44,0.87,0.16,9.487869225708283e6
0.97,0.86,0.7,9.622780103806574e6
0.46,0.09,0.52,9.493070985749878e6
0.22,0.38,0.88,9.34058416188291e6
0.06,0.99,0.18,9.456547556562603e6
0.07,0.35,0.19,9.276585948085187e6
0.01,0.04,0.63,9.625391413080946e6
0.99,0.84,0.63,9.627573490688052e6
0.6,0.71,0.67,9.508994397720572e6
0.94,0.01,0.89,9.78431871957323e6
0.23,0.14,0.14,9.35697540984649e6
0.49,0.5,0.4,9.45953152209138e6
0.46,0.99,0.18,9.51522781617124e6
0.92,0.31,0.99,9.608165648374122e6
1.0,0.93,0.77,9.634971347676493e6
0.39,0.03,0.26,9.531366174851075e6
0.22,0.62,0.63,9.373835490723565e6
0.01,0.77,0.36,9.596816117669601e6
0.17,0.76,0.3,9.38200685825573e6
0.35,0.82,0.16,9.454947612018082e6
0.68,0.73,0.09,9.532911294168252e6
0.33,0.66,0.87,9.422503700387908e6
0.63,0.5,0.96,9.504875962098956e6
0.54,0.03,0.04,9.593526851146832e6
0.99,0.45,0.03,9.625032281689204e6
0.51,0.91,0.56,9.511420558066446e6
0.6,0.16,0.68,9.517062043173974e6
0.48,0.75,0.7,9.480410708836403e6
0.2,0.7,0.64,9.380576680914007e6
0.22,0.31,0.41,9.33568494481649e6
0.7,0.37,0.21,9.527467827067103e6
0.74,0.07,0.23,9.61241040553978e6
0.47,0.34,0.69,9.446953981581794e6
0.23,0.13,0.97,9.360340668561162e6
0.55,0.54,0.69,9.481341838053819e6
0.09,0.98,0.91,9.431963251828361e6
0.58,0.06,0.66,9.56370319730281e6
0.68,0.65,0.78,9.527425085748017e6
0.26,0.25,0.05,9.357099517903728e6
0.76,0.85,0.22,9.564604745955642e6
0.18,0.58,0.38,9.34899361258501e6
0.63,0.29,0.31,9.506638612723734e6
0.13,0.7,0.23,9.353869553027771e6
0.34,0.79,0.3,9.446611686259195e6
0.66,0.33,0.56,9.514941113013886e6
0.16,0.15,0.97,9.309252720577963e6
0.29,0.01,0.55,9.53850409233221e6
0.88,0.38,0.13,9.589670521454193e6
0.04,0.89,0.42,9.465301562490523e6
0.38,0.43,0.47,9.416013949560925e6
0.69,0.12,0.35,9.565134646301076e6
0.97,0.8,0.05,9.620168856221702e6
0.07,0.44,0.45,9.29352359740004e6
0.89,0.66,0.82,9.591649518259758e6
0.63,0.56,0.09,9.507384684028316e6
0.18,0.31,0.39,9.312830487615816e6
