α_v,α_s,decay,MSE
0.79,0.91,0.12,3.788731605037113e7
0.83,0.92,0.34,3.789709322601577e7
0.5,0.11,0.48,3.782755003914052e7
0.82,0.55,0.49,3.78324415463194e7
0.31,0.2,0.06,3.7793863330479525e7
0.69,0.3,0.03,3.780710106316984e7
0.03,1.0,0.14,3.801392441508484e7
0.11,0.07,0.49,3.7880751940280244e7
0.17,0.85,0.03,3.788102223245374e7
0.61,0.65,0.7,3.779965081196059e7
0.48,0.95,0.18,3.787509855587182e7
0.15,0.05,0.5,3.787809129301294e7
0.18,0.54,0.55,3.780411177493632e7
0.96,0.66,0.54,3.787790923721085e7
0.26,0.93,0.58,3.78889881704994e7
0.26,0.2,0.69,3.77995525966638e7
0.44,0.06,0.16,3.7842567253039986e7
0.05,0.72,0.38,3.79001047724351e7
0.5,0.68,0.08,3.77945896058364e7
0.94,0.97,0.44,3.793239667423173e7
0.36,0.24,0.74,3.778021491970382e7
1.0,0.56,0.92,3.788436701065213e7
0.6,0.29,0.73,3.77897152599226e7
0.27,0.73,0.43,3.7820531488470785e7
0.18,0.41,0.74,3.779316713085067e7
0.04,0.76,0.46,3.7916239965599455e7
0.45,0.23,0.98,3.7783214363050364e7
0.84,0.11,0.97,3.789935931068642e7
0.26,0.78,0.27,3.783618520940924e7
0.74,0.4,0.54,3.7810931962809466e7
0.35,0.47,0.39,3.7768819362864085e7
0.59,0.94,0.64,3.787403718094798e7
0.4,0.51,0.72,3.776942354625957e7
0.3,0.23,0.37,3.7786695831582785e7
0.27,0.3,0.54,3.777848113772715e7
0.99,0.23,0.89,3.790736387771784e7
0.02,0.22,0.19,3.7841071942712285e7
0.11,0.4,0.98,3.7817708958122745e7
0.5,0.09,0.54,3.78344824046889e7
0.44,0.34,0.01,3.7766530402737856e7
0.91,0.96,0.81,3.7923656503684476e7
0.36,0.07,0.94,3.783631755989774e7
0.22,0.14,0.7,3.782684235770938e7
0.17,0.92,0.37,3.790724939149207e7
0.6,0.22,0.36,3.780408646190958e7
0.63,0.99,0.9,3.789642207052e7
0.8,0.88,0.6,3.788030221940743e7
0.45,0.98,0.98,3.788850128433819e7
0.85,0.03,0.1,3.798041902646951e7
0.57,0.77,0.81,3.78192822785527e7
0.66,0.7,0.59,3.781534478776438e7
0.74,0.24,0.74,3.783046691218046e7
0.93,0.71,0.94,3.787503128749617e7
0.78,0.22,0.69,3.784608733295911e7
0.22,0.22,0.9,3.780051178319163e7
0.77,0.6,0.03,3.782360763678049e7
0.34,0.87,0.71,3.7853462428429194e7
0.77,0.84,0.21,3.7864362809634104e7
0.97,0.73,0.05,3.7888217711545214e7
0.6,0.1,0.43,3.7845410023386486e7
0.26,0.7,0.47,3.781491957240556e7
0.66,0.18,0.56,3.782836773511491e7
0.43,0.29,0.75,3.777109067512136e7
0.05,0.54,0.79,3.785983962363781e7
0.32,0.29,0.99,3.777410548948618e7
0.37,0.35,0.42,3.7766085646459885e7
0.33,0.83,0.8,3.7840903106231034e7
0.97,0.43,0.5,3.787590484995658e7
0.97,0.26,0.51,3.789428430725364e7
0.23,0.31,0.6,3.7783908404226854e7
0.84,0.19,0.09,3.7871640839230336e7
0.83,0.16,0.92,3.7878671647637025e7
0.73,1.0,0.83,3.791004769280965e7
0.51,0.2,0.78,3.7796483811154604e7
0.99,0.44,0.11,3.7881983688166305e7
0.75,0.96,0.88,3.789772873873433e7
0.28,0.16,0.4,3.78104235978159e7
0.66,0.52,0.74,3.779437438485754e7
0.92,0.91,0.48,3.791137234518622e7
0.69,0.88,0.39,3.7863302438222244e7
0.89,0.64,0.17,3.7856981252313115e7
0.18,0.43,0.38,3.779403464812984e7
0.15,0.61,0.08,3.7824594949260496e7
0.21,0.38,0.08,3.778529742654973e7
0.17,0.12,0.17,3.7845295681343324e7
0.4,0.44,1.0,3.7765080804331414e7
0.23,0.29,0.43,3.778590562928935e7
0.37,0.43,0.01,3.7765706939275175e7
0.89,0.03,0.63,3.799105313783398e7
0.02,0.59,0.23,3.787451076641832e7
0.83,0.94,0.35,3.79032282756735e7
0.83,0.41,0.73,3.783448128224512e7
0.95,0.13,0.37,3.792484530915423e7
0.84,0.29,0.69,3.784853461249173e7
0.42,0.55,0.78,3.7773074398752436e7
0.19,0.23,0.58,3.7804348399558075e7
0.26,0.51,0.79,3.778296304244196e7
0.28,0.56,0.86,3.7785664242573604e7
0.69,0.83,0.44,3.7848916840646945e7
0.77,0.42,0.18,3.7817906996450156e7
0.1,0.94,0.37,3.794536479485231e7
0.59,0.93,0.62,3.787030111070641e7
0.84,0.74,0.74,3.785741451677625e7
0.05,0.79,0.57,3.792129763428722e7
0.35,0.69,0.89,3.78001435529316e7
0.28,0.43,0.33,3.77741124837107e7
0.42,0.04,0.18,3.7867007074211724e7
0.59,0.36,0.59,3.7781014735228606e7
0.4,0.92,0.14,3.786652709993886e7
0.32,0.96,0.47,3.789157167403495e7
0.97,0.38,0.8,3.7878816701529115e7
0.55,0.54,0.42,3.777891472252927e7
0.02,0.25,0.47,3.7836360449361935e7
0.36,0.59,0.88,3.7780844682793185e7
0.79,0.28,0.88,3.783590141838649e7
0.08,0.94,0.52,3.7957452446418054e7
0.51,0.45,0.94,3.776954163404988e7
0.95,0.62,0.72,3.787199008208056e7
0.92,0.98,0.84,3.79317254169451e7
0.1,0.37,0.86,3.7821605023875006e7
0.65,0.11,0.04,3.785165455728491e7
0.8,0.4,0.39,3.7826599934591554e7
0.62,0.26,0.77,3.77986045734683e7
0.22,0.43,0.62,3.7784482474123545e7
0.54,0.87,0.07,3.784643931000404e7
0.43,0.77,0.33,3.781501899685822e7
0.92,0.86,0.71,3.789902000342533e7
0.08,0.27,0.35,3.783597992328019e7
0.89,0.1,0.14,3.7917283964834824e7
0.01,0.26,0.54,3.7834828668820925e7
0.78,0.44,0.98,3.78200955214654e7
0.87,0.68,0.52,3.785601080535627e7
0.68,0.35,0.59,3.779949450013853e7
0.08,0.55,0.9,3.784752869904213e7
0.12,0.63,0.11,3.784069682122054e7
0.33,0.95,0.26,3.7885955143625304e7
0.01,0.51,0.77,3.786112199675992e7
0.91,0.06,0.21,3.7941022913259245e7
0.9,0.11,0.02,3.7916710471676596e7
0.88,0.32,0.07,3.785629636472433e7
0.81,0.64,0.37,3.7836869213644564e7
0.55,0.64,0.08,3.7791108149128795e7
0.97,0.58,0.48,3.787577000340454e7
0.44,0.89,0.41,3.785295785875751e7
0.22,0.81,0.37,3.785386110766394e7
0.89,0.78,0.3,3.7875822059472464e7
0.31,0.14,0.41,3.781479734054475e7
0.46,0.61,0.5,3.7781180202035196e7
0.1,0.69,0.49,3.786390588770757e7
0.12,0.9,0.26,3.7919072681519926e7
0.56,0.48,0.73,3.777614860284019e7
0.62,0.12,0.66,3.784194980673913e7
0.56,0.21,0.34,3.7800137945709124e7
0.05,0.22,0.43,3.785266950719764e7
0.85,0.63,0.36,3.784571083540216e7
0.96,0.05,0.67,3.796517337187041e7
0.1,0.29,0.57,3.782476194192226e7
0.94,0.03,0.17,3.800466790605605e7
0.81,0.3,0.16,3.783838654659002e7
0.11,0.17,0.33,3.784734580780309e7
0.92,0.25,0.53,3.788024481062375e7
0.43,0.08,0.15,3.7832905927891195e7
0.65,0.45,0.15,3.7790074143217206e7
0.25,0.94,0.48,3.7895080938032806e7
0.81,0.53,0.21,3.7828999495375596e7
0.85,0.57,0.78,3.7841322672510676e7
0.59,0.89,0.92,3.785613940476133e7
0.03,0.66,0.53,3.789001639041689e7
0.84,0.13,0.81,3.7892195389791496e7
0.79,0.26,0.8,3.783958203070275e7
0.48,0.1,0.87,3.7829182129644416e7
0.08,0.65,0.07,3.786612347352617e7
0.15,0.59,0.04,3.782113300219969e7
0.34,0.61,0.51,3.7785683116096295e7
0.98,0.44,0.59,3.78787313292463e7
0.52,0.61,0.55,3.778408684072342e7
