α_v,α_s,decay,MSE
0.96,0.24,0.14,1.6388582179088993e7
0.36,0.82,0.12,1.6409406518146684e7
0.76,0.24,0.85,1.6411789755824095e7
0.05,0.98,0.78,1.6430518604697546e7
0.45,0.45,0.38,1.6413397585937262e7
0.95,0.88,0.98,1.6351290831276065e7
0.43,0.27,0.08,1.644010357810974e7
0.47,0.2,0.18,1.6448954685274957e7
0.6,0.62,0.87,1.6386955450406943e7
0.29,0.6,0.24,1.641321821994611e7
0.35,0.89,0.44,1.6413208892256256e7
0.35,0.63,0.42,1.6408407392143194e7
0.89,0.17,0.35,1.6410371663532963e7
1.0,0.45,0.18,1.6354691815828955e7
0.56,0.37,0.35,1.6413343744436061e7
0.58,0.41,0.09,1.6406101337917887e7
0.8,0.29,0.64,1.639912694106005e7
0.49,0.01,0.09,1.654744307258732e7
0.02,0.43,0.2,1.6421537326779481e7
0.14,0.75,0.73,1.641733546938004e7
1.0,0.16,0.71,1.6399992182475789e7
0.6,0.32,0.52,1.6416514836087437e7
0.1,0.13,0.43,1.649015260753563e7
0.65,0.59,0.81,1.6382968527025165e7
0.9,0.14,0.93,1.6417195923349876e7
0.97,0.22,0.29,1.6390901549089907e7
0.41,0.5,0.42,1.641162927722491e7
0.56,0.3,0.15,1.6423541694888711e7
0.12,0.69,0.07,1.6416199524610016e7
0.4,0.8,0.09,1.6405683630552497e7
0.13,0.71,0.68,1.6416512827454975e7
0.55,0.98,1.0,1.640105683304733e7
0.96,0.78,0.11,1.6346350320674613e7
0.51,0.71,0.9,1.63944788089339e7
0.29,0.35,0.62,1.6437916832562823e7
0.35,0.56,0.39,1.6411517153528167e7
0.47,0.55,0.95,1.6402740917142687e7
0.9,0.44,0.36,1.6367105322496668e7
0.15,0.53,0.72,1.642187846692374e7
0.73,0.02,0.7,1.6509378967762856e7
0.37,0.86,0.57,1.6410339872067401e7
0.44,0.21,0.83,1.6449640587852519e7
0.58,0.02,0.94,1.6523572526162641e7
0.68,0.54,0.28,1.6382712377195785e7
