α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
1.0,0.2,0.15,0.49,0.15,0.96,0.14,0.3,2.5235099961907208e7
0.58,0.96,0.79,0.16,0.15,0.31,0.33,0.73,2.5074029039714515e7
0.85,0.18,0.29,0.97,0.63,0.98,0.81,0.85,2.5363015434324965e7
0.82,0.37,1.0,0.4,0.01,0.64,0.77,0.97,2.5320265041758176e7
0.77,0.96,0.93,0.59,0.59,0.49,0.83,0.21,2.5306472731488664e7
0.7,0.62,0.06,0.08,0.22,0.75,0.14,0.92,2.5118946110567145e7
0.24,0.35,0.09,0.45,0.99,0.74,0.82,0.88,2.545318006806168e7
0.36,0.1,0.62,0.5,0.17,0.79,0.09,0.92,2.522510929359451e7
0.87,0.25,0.07,0.28,0.71,0.41,0.15,0.69,2.5330176325548943e7
0.45,0.29,0.28,0.93,0.12,0.19,0.17,0.87,2.520658005755504e7
0.24,0.86,0.06,0.87,0.64,0.03,0.46,0.86,2.5314432502394523e7
0.71,0.94,0.44,0.57,0.89,0.87,0.79,0.84,2.5376659449538637e7
0.28,0.13,0.5,0.24,0.9,0.01,0.45,0.34,2.5492000610686205e7
0.61,0.38,0.59,0.45,0.28,0.43,0.64,0.02,2.5161396102722224e7
0.71,0.2,0.73,0.09,0.95,0.95,0.65,0.84,2.5408893879458666e7
0.45,0.78,0.22,0.82,0.61,0.72,0.5,0.85,2.5295930206012163e7
0.81,0.28,0.17,0.12,0.97,0.19,0.83,0.74,2.543057564260496e7
0.85,0.26,0.67,0.53,1.0,0.54,0.42,0.02,2.5471393844873782e7
0.76,0.55,0.32,0.51,0.62,0.68,0.09,0.01,2.530876745578055e7
0.27,0.42,0.5,0.04,0.85,0.07,0.6,0.53,2.5403174503893986e7
0.98,0.5,0.52,0.6,0.45,0.59,0.2,0.48,2.529651536348927e7
0.85,0.28,0.74,0.99,0.76,0.32,0.9,0.93,2.5399688842171647e7
0.58,0.8,0.92,0.5,0.44,0.93,0.57,0.83,2.526566471524483e7
0.72,0.44,0.72,0.57,0.74,0.91,0.87,0.92,2.5370465549643863e7
0.99,0.57,0.88,0.99,0.96,0.99,0.66,0.67,2.5463126385067478e7
0.55,0.65,0.78,0.21,0.9,0.3,0.1,0.61,2.5415905500117116e7
0.05,0.52,0.18,0.06,0.44,0.23,0.53,0.66,2.528819153000752e7
0.28,0.18,0.04,0.85,0.07,0.77,0.01,0.58,2.532056455436671e7
0.6,0.9,0.77,0.91,0.07,0.87,0.44,0.93,2.5323940240884755e7
0.81,0.04,0.22,0.23,0.27,0.21,0.71,0.7,2.5174332139381025e7
0.22,0.54,0.96,0.18,0.74,0.87,0.51,0.95,2.5287769065969005e7
0.55,0.64,0.03,0.95,0.93,0.57,0.95,0.25,2.535104632378899e7
0.63,0.32,0.44,0.44,0.06,0.74,0.49,0.1,2.5256791094032396e7
0.58,0.31,0.4,0.88,0.26,0.31,1.0,0.52,2.5287511944129255e7
0.12,0.72,0.09,0.93,0.21,0.51,0.96,0.76,2.5278885861009732e7
0.86,0.83,0.4,0.36,0.63,0.16,0.4,0.63,2.529011610806882e7
0.86,0.69,0.65,0.51,0.8,0.05,0.86,0.14,2.5368777620373894e7
0.28,0.57,0.75,0.38,0.86,0.72,0.9,0.28,2.5372008947290428e7
0.92,0.54,0.92,0.28,0.88,0.98,0.68,0.75,2.540384730933607e7
0.11,0.32,0.38,0.11,0.16,0.33,0.78,0.79,2.5182931306397263e7
0.17,0.69,0.41,0.95,0.13,0.18,0.5,0.51,2.518052062657461e7
0.67,0.98,0.01,0.44,0.07,0.47,0.5,0.52,2.515657347301881e7
0.06,0.02,0.85,0.34,0.89,0.17,0.52,0.1,2.5497975248633888e7
0.83,0.48,0.89,0.17,0.59,0.2,0.17,0.09,2.5278161645747535e7
0.57,0.94,0.2,0.58,0.69,0.25,0.82,1.0,2.5275205119104773e7
0.38,0.99,0.24,0.46,0.6,0.32,0.09,0.32,2.530230427135435e7
0.49,0.77,0.8,0.44,0.12,0.47,0.96,0.05,2.525128799913045e7
0.88,0.4,0.56,0.15,0.44,0.49,1.0,0.41,2.5401919248680882e7
