α_v,α_s,decay,MSE
0.25,0.59,0.33,2.0967326133919574e7
0.26,0.24,0.45,2.0792477784603316e7
0.57,0.92,0.19,2.0889149856273025e7
0.06,0.53,0.63,2.1568808619176567e7
0.51,0.54,0.61,2.0649355786175277e7
0.76,0.71,0.5,2.0731421709459063e7
0.67,0.17,0.26,2.0516963281649955e7
0.08,0.36,0.77,2.1405309000190496e7
0.49,0.24,0.46,2.0530629308028795e7
0.33,0.4,0.25,2.0723912883831505e7
0.5,0.62,0.06,2.070603072327679e7
0.54,0.68,0.82,2.072991981231752e7
0.2,0.59,0.35,2.1079135383287683e7
0.43,0.14,0.91,2.0583793018147897e7
1.0,0.1,0.48,2.074122099093175e7
0.65,0.63,0.2,2.067461732535278e7
0.58,0.37,0.23,2.053919722217462e7
0.72,0.86,0.13,2.082485630570232e7
0.68,0.54,0.68,2.062046384538153e7
0.34,0.66,0.75,2.086870567601077e7
0.45,0.59,0.42,2.0715238730900064e7
0.37,0.1,0.58,2.0669470845702298e7
0.25,0.45,0.07,2.088641403901713e7
0.21,0.86,0.02,2.1220984109901283e7
0.41,0.02,0.61,2.089860326151542e7
0.47,0.52,0.72,2.0657521884861823e7
0.17,0.43,0.99,2.107793426851373e7
0.91,0.7,0.63,2.0769704031231306e7
0.79,0.94,0.12,2.0881500143646408e7
0.91,0.91,0.65,2.088752916847484e7
0.05,0.19,0.05,2.1550927899679948e7
0.85,0.19,0.01,2.05802928677121e7
0.12,0.32,0.06,2.1214273277433008e7
0.44,0.59,0.53,2.0722345530182105e7
0.83,0.04,0.33,2.0760211151412062e7
0.21,0.95,0.89,2.127578996787475e7
0.61,0.09,0.96,2.056776633814784e7
0.76,0.95,0.33,2.0885824757221065e7
0.41,0.59,0.09,2.074648439808909e7
0.71,0.21,0.21,2.0517483211680066e7
0.92,0.55,0.94,2.0699816043348e7
0.97,0.81,0.12,2.085496605491919e7
0.64,0.88,0.79,2.084408629925748e7
0.92,0.34,0.32,2.0626957799979694e7
0.43,0.11,0.66,2.0604684555124447e7
0.16,0.91,0.58,2.1369375718391545e7
0.46,0.1,0.48,2.0594745636881016e7
0.79,0.64,0.53,2.0695501235483605e7
0.79,0.86,0.55,2.0830181170780223e7
0.03,0.22,0.03,2.1639078379605293e7
0.16,0.47,0.88,2.1127248018444337e7
0.9,0.69,0.72,2.0760122086989835e7
0.88,0.48,0.07,2.06486687203813e7
0.31,0.55,0.34,2.0837761086553734e7
0.87,0.68,0.49,2.0742873447804004e7
0.09,0.77,0.38,2.1531814997209463e7
0.28,0.04,0.69,2.09372691371886e7
0.83,0.69,0.32,2.0735211353414126e7
0.88,1.0,0.63,2.0933689448967002e7
0.67,0.88,0.5,2.0840369673215777e7
0.82,0.03,0.85,2.0813016559059564e7
0.54,0.04,0.28,2.069980710421542e7
0.74,0.28,0.45,2.052846280952417e7
0.68,0.54,0.06,2.062046384538153e7
0.21,0.84,0.57,2.1208672012980133e7
0.87,0.97,0.59,2.091307929793922e7
0.72,0.35,0.73,2.0539468167854086e7
0.06,0.07,0.02,2.1586038730333596e7
0.73,0.49,0.29,2.0600190092932552e7
0.05,0.73,0.29,2.1702617874577314e7
0.89,0.39,0.82,2.0621481431574803e7
0.79,0.73,0.82,2.0749052812464368e7
0.98,0.93,0.19,2.0923593861768015e7
0.46,0.74,0.25,2.0812586468406983e7
0.25,0.73,0.62,2.1057212389648978e7
0.92,0.52,0.47,2.06866104824377e7
0.81,0.7,0.38,2.0735575932008628e7
0.83,0.76,0.13,2.077633922689429e7
0.13,0.79,0.52,2.139295858095907e7
0.07,0.37,0.39,2.145960681905622e7
0.16,0.3,0.26,2.106418073213306e7
