α_v,α_s,α_v_error,α_s_error,decay,MSE
0.42,0.42,0.25,0.35,0.06,4.446910837351257e6
0.98,0.38,0.11,0.7,0.39,4.415240350379901e6
0.7,0.21,0.56,0.99,0.23,4.439785725553338e6
0.05,0.81,0.87,0.08,0.78,4.456920529114583e6
0.11,0.98,0.19,0.27,0.34,4.453929700912701e6
0.86,0.47,0.19,0.22,0.98,4.419543394516473e6
0.65,0.27,0.99,0.69,0.32,4.4389460758655425e6
0.09,0.59,0.16,0.07,0.67,4.456725259906187e6
0.92,0.87,1.0,0.21,0.92,4.412135001981932e6
0.18,0.26,0.06,0.6,0.79,4.459802291982609e6
0.18,0.1,0.31,0.35,0.81,4.464699668025394e6
0.27,0.34,0.86,0.13,0.25,4.452163935387234e6
0.39,0.47,0.53,0.74,0.09,4.446749357848127e6
0.58,0.37,0.41,0.8,0.57,4.440670513525103e6
0.78,0.71,0.42,0.12,0.76,4.42132699862845e6
0.32,0.66,0.31,0.3,0.58,4.44625033021831e6
0.05,0.23,0.7,0.4,0.41,4.463349797579859e6
0.95,0.75,0.4,0.02,0.6,4.410602333188678e6
0.22,0.85,0.93,0.38,0.04,4.4464046717972765e6
0.76,0.01,0.16,0.39,0.63,4.455923459384947e6
0.39,0.71,0.66,0.65,0.48,4.442418402362297e6
0.34,0.04,0.45,0.98,0.39,4.469050873869241e6
0.43,0.33,0.13,0.22,0.99,4.448742227605199e6
0.64,0.02,0.81,0.37,0.82,4.460518851058819e6
0.31,0.94,0.17,0.28,0.75,4.445140198566739e6
0.79,0.71,0.79,0.12,0.18,4.420418370897946e6
0.21,0.61,0.85,0.2,0.61,4.449100885995236e6
0.54,0.46,0.36,0.82,0.27,4.440624401585249e6
0.37,0.24,0.87,0.56,0.79,4.452815748123288e6
0.35,0.15,0.7,0.1,0.08,4.455925541351536e6
0.15,0.86,0.45,0.68,0.81,4.450709793906796e6
0.67,0.97,0.29,0.67,0.24,4.428416810555258e6
0.26,0.25,0.93,0.69,0.2,4.455848069996395e6
0.92,0.71,0.79,0.48,0.09,4.412495119903905e6
0.16,0.98,0.73,0.9,0.33,4.449678780856324e6
0.14,0.89,0.18,0.2,0.06,4.451793872328607e6
0.07,0.08,0.93,0.06,0.67,4.467309903574084e6
0.8,0.79,0.89,0.21,0.15,4.4193117923062425e6
0.04,0.97,0.23,0.96,0.17,4.458298624854939e6
0.89,0.19,0.92,0.88,0.39,4.428028077336102e6
0.14,0.51,0.54,0.19,0.41,4.454318697654401e6
0.67,0.48,0.22,0.01,0.56,4.431906607085612e6
0.79,0.17,0.11,0.32,0.21,4.433663855527771e6
0.9,0.67,0.46,0.29,0.42,4.414032235177834e6
0.03,0.56,0.24,0.1,0.2,4.456166850295372e6
0.99,0.99,0.5,0.65,0.25,4.40995626011054e6
0.75,0.31,0.13,0.36,0.42,4.431180357425308e6
0.84,0.17,0.68,0.17,0.78,4.429295173681888e6
0.2,0.59,0.67,0.82,0.19,4.450511604769184e6
0.16,0.83,0.74,0.35,0.97,4.449562122914937e6
0.8,0.49,1.0,0.94,0.54,4.42334053183201e6
0.05,0.27,0.12,0.3,0.71,4.462691282892182e6
0.75,0.9,0.92,0.43,0.37,4.422535036275528e6
0.96,0.23,0.51,0.48,0.1,4.420617041827085e6
0.07,0.71,1.0,0.11,0.9,4.455999587436875e6
0.37,0.78,0.07,0.75,0.97,4.44383652865559e6
0.87,0.91,0.79,0.56,0.51,4.4153049696103465e6
0.27,0.99,0.56,0.59,0.38,4.445722032406412e6
0.8,0.32,0.11,0.42,0.62,4.42759819745855e6
0.07,0.18,0.31,0.57,0.3,4.465436945700078e6
0.98,0.03,0.53,0.01,0.04,4.43537662498883e6
0.32,0.31,0.25,0.32,0.73,4.453227003379437e6
0.03,0.71,0.88,0.71,0.52,4.455343699515655e6
0.25,0.4,0.86,0.92,0.77,4.452300275016084e6
0.08,0.69,0.53,0.01,0.07,4.455908422803798e6
0.85,0.36,0.06,0.92,0.99,4.424029712992462e6
0.09,0.67,0.07,0.94,0.93,4.45635767491944e6
0.27,0.72,0.73,0.86,0.71,4.446250473143582e6
0.21,0.77,0.43,0.24,0.17,4.448507039022864e6
0.4,0.84,0.38,0.74,0.68,4.441583162281613e6
0.85,0.76,0.17,0.77,0.33,4.416804262719433e6
0.87,0.48,0.14,0.19,0.39,4.418707745079787e6
0.76,0.2,0.67,0.22,0.05,4.433485036404901e6
0.15,0.64,0.57,0.24,0.51,4.45198014299392e6
0.87,0.17,0.06,0.73,0.51,4.430185998471666e6
0.38,0.78,0.08,0.33,0.59,4.443350724993121e6
0.41,0.51,0.13,0.62,0.12,4.445918216647014e6
0.52,0.78,0.22,0.76,0.87,4.436910139354794e6
0.14,0.16,0.73,0.76,0.75,4.46351241205657e6
0.02,0.32,0.5,0.78,0.86,4.455542041466646e6
0.74,0.61,0.26,0.7,0.24,4.425506991945096e6
0.1,0.51,0.9,0.61,0.95,4.456203948066459e6
0.38,0.25,0.92,0.86,0.02,4.4527501496476615e6
0.54,0.79,0.69,0.16,0.44,4.434976256160332e6
0.78,0.47,0.41,0.07,0.13,4.424586181474177e6
0.1,0.59,0.24,0.16,0.26,4.456037508873785e6
0.33,0.05,0.36,0.37,0.09,4.465591200185414e6
0.55,0.42,0.29,0.21,0.33,4.440463914214913e6
0.09,0.53,0.13,0.69,0.78,4.457805706351412e6
0.21,0.57,0.88,0.72,0.66,4.449866192040989e6
0.8,0.28,0.38,0.11,0.42,4.427873921309005e6
0.85,0.97,0.95,0.71,0.62,4.417025725887692e6
0.26,0.5,0.27,0.18,0.46,4.450772700272807e6
0.52,0.08,0.01,0.3,1.0,4.455908264505047e6
0.75,0.22,0.58,0.72,0.7,4.435100983906813e6
0.01,0.07,0.51,0.64,0.67,4.460900898021836e6
0.94,0.67,0.64,1.0,0.41,4.411977671476774e6
0.82,0.32,0.69,0.54,0.88,4.426092494578995e6
0.63,0.72,0.72,0.55,0.33,4.430627413647304e6
0.01,0.89,0.9,0.29,0.21,4.44561502252637e6
0.43,0.82,0.88,0.07,0.26,4.439416716588023e6
0.04,0.25,0.75,1.0,0.6,4.463310312483483e6
0.83,0.64,0.47,0.96,0.85,4.41906942627337e6
0.24,1.0,0.91,0.67,0.48,4.445956723318564e6
0.06,0.76,0.57,0.77,1.0,4.456884997955114e6
0.99,0.59,0.19,0.97,0.77,4.4105610865664575e6
0.54,0.23,0.88,0.02,0.85,4.4447857180314725e6
0.83,0.95,0.72,0.77,0.63,4.418092168795217e6
0.1,0.03,0.83,0.29,0.17,4.471516685929665e6
0.15,0.72,0.23,0.06,0.64,4.45193801817847e6
0.82,0.7,0.87,0.77,0.22,4.41874920595151e6
0.79,0.76,0.85,0.54,0.72,4.4201734729042165e6
0.64,0.23,0.31,0.16,0.12,4.44029405012732e6
0.95,0.6,0.76,0.84,0.93,4.41219452932521e6
0.9,0.28,0.96,0.27,0.88,4.421517294513574e6
0.36,0.09,0.53,0.33,0.96,4.460289109937454e6
0.33,0.03,0.16,0.75,0.67,4.47015940434798e6
0.96,0.9,0.92,0.74,0.46,4.410280467288846e6
0.43,0.99,0.34,0.59,0.58,4.440544949345666e6
0.82,0.22,0.33,1.0,0.98,4.431627391893682e6
0.85,0.05,0.89,0.76,0.94,4.444098087545177e6
0.45,0.85,0.41,0.6,0.95,4.439419675528431e6
0.88,0.97,0.89,0.51,0.58,4.415293687120479e6
0.17,0.33,0.62,0.89,0.57,4.457311059530856e6
0.09,0.32,0.16,0.61,0.75,4.461499620523286e6
0.29,0.51,0.16,0.77,0.47,4.4503180038595e6
0.24,0.57,0.42,0.72,0.64,4.450099954872028e6
0.23,0.54,0.47,0.32,0.09,4.4505758123146305e6
0.87,0.38,0.18,0.76,0.49,4.421748377211551e6
0.64,0.7,0.9,0.75,0.03,4.430106924870414e6
1.0,0.96,0.4,0.46,0.26,4.409078611722315e6
0.75,0.47,0.88,0.63,0.99,4.426821266097239e6
0.56,0.25,0.62,0.35,0.4,4.444323024267987e6
0.33,0.61,0.96,0.2,0.49,4.444960409590013e6
0.92,0.15,0.38,0.11,0.11,4.425122396161899e6
0.11,0.08,0.36,0.17,0.98,4.467157228083925e6
0.04,0.89,0.47,0.14,0.18,4.457409070778921e6
0.12,0.19,0.03,0.92,0.54,4.464705013370631e6
0.6,0.52,0.51,0.38,0.37,4.435423825231818e6
0.87,0.71,0.12,0.13,0.17,4.41568881300318e6
0.08,0.83,0.78,0.12,0.99,4.455091627750765e6
0.18,0.98,0.21,0.19,0.36,4.449898534569386e6
0.11,0.97,0.65,0.06,0.9,4.453073607293453e6
0.42,0.8,0.96,0.59,0.79,4.43984691735971e6
0.24,0.97,0.43,0.5,0.23,4.446973455747281e6
0.42,0.01,0.64,0.99,0.56,4.4710145624789195e6
0.68,0.85,0.23,0.89,0.02,4.427466361764907e6
0.98,0.03,0.81,0.87,0.72,4.443781198108603e6
0.9,0.4,0.41,0.55,0.77,4.4188460428820485e6
0.64,0.82,0.77,0.05,0.52,4.429246497565481e6
0.87,0.1,0.45,0.83,0.18,4.436009658638899e6
0.36,0.93,0.63,0.89,0.67,4.442359464449299e6
0.48,0.67,0.2,0.08,0.8,4.439840082546169e6
0.29,0.85,0.82,0.01,1.0,4.444279145424194e6
0.56,0.26,0.59,0.7,0.19,4.444897770078016e6
0.84,0.6,0.33,0.15,0.76,4.418597382552504e6
0.82,0.78,0.31,0.05,0.91,4.418377724216023e6
0.12,0.25,0.4,0.21,0.67,4.460767487617032e6
0.58,0.94,0.17,0.87,0.93,4.433502453876691e6
0.07,0.83,0.61,0.49,0.98,4.456097748291299e6
0.01,0.81,0.8,0.93,0.42,4.444728350304857e6
0.83,0.05,0.39,0.58,0.94,4.444036030826481e6
0.03,0.96,0.88,0.91,0.71,4.456938302852118e6
0.19,0.56,0.76,0.32,0.21,4.450873039013909e6
0.88,0.82,0.49,0.91,0.26,4.414602199873333e6
0.22,0.14,0.04,0.34,0.07,4.462237657136665e6
0.31,0.92,0.4,0.9,0.17,4.444592802049564e6
0.14,0.68,0.75,0.37,0.56,4.451701791561684e6
0.1,0.15,0.27,0.16,0.85,4.464496887450458e6
0.24,0.04,0.19,0.14,0.27,4.468164417557522e6
0.63,0.62,0.59,0.39,0.55,4.431906550987734e6
0.47,0.31,0.63,0.15,0.5,4.446447904866411e6
0.82,0.23,0.14,0.56,0.54,4.429773500619267e6
0.78,0.52,0.02,0.29,0.67,4.424210775022892e6
0.85,0.46,0.52,0.96,0.12,4.421027448335531e6
0.89,0.21,0.77,0.96,0.78,4.427295829598746e6
0.58,0.95,0.37,0.31,0.04,4.433257878689136e6
0.81,0.98,0.35,0.68,0.18,4.419869746048684e6
0.4,0.46,0.72,0.02,0.13,4.445542133451037e6
0.66,0.43,0.5,0.07,0.19,4.433279462086544e6
0.47,0.52,0.22,0.88,0.2,4.44309180157962e6
0.21,0.39,0.1,0.5,0.27,4.455309371054633e6
0.2,0.78,0.99,0.93,0.04,4.447479742614562e6
0.37,0.51,0.08,0.49,0.03,4.447525128422375e6
0.46,0.34,0.12,0.34,0.83,4.44737668705079e6
0.86,0.31,0.67,0.24,0.33,4.4231257843347415e6
0.64,0.34,0.56,0.16,0.48,4.436707655995486e6
0.49,0.39,0.41,0.46,0.51,4.444331427400914e6
0.48,0.96,0.68,0.97,0.57,4.437705153753364e6
0.9,0.92,0.75,0.18,0.08,4.413629804304007e6
0.51,0.13,0.17,0.99,0.46,4.455380061166863e6
0.45,0.57,0.18,0.26,0.74,4.442781195030948e6
0.96,0.25,0.51,0.72,0.49,4.420581965691205e6
0.08,0.06,0.29,0.95,0.16,4.471171961084857e6
0.05,0.98,0.58,0.82,0.32,4.457967084510817e6
0.07,0.43,0.62,0.34,0.49,4.459362334442031e6
0.18,0.45,0.51,0.03,0.6,4.453577816058877e6
0.98,0.65,0.27,0.51,0.84,4.409997408317002e6
0.93,1.0,0.71,0.85,0.86,4.413036970268524e6
0.52,0.53,0.27,0.94,0.06,4.440398202849064e6
0.03,0.82,0.5,0.34,0.38,4.456003525233186e6
0.77,0.99,0.23,0.31,0.16,4.42256441462819e6
0.37,1.0,0.47,0.24,0.02,4.442617979489973e6
0.68,0.03,0.86,0.64,0.75,4.457904630269605e6
0.05,0.12,0.03,0.48,0.03,4.467308361871781e6
0.7,0.71,0.68,0.39,0.23,4.426409056167674e6
0.24,0.14,0.93,0.22,0.13,4.459291745143152e6
0.7,0.58,0.98,0.18,0.57,4.427636271214742e6
0.85,0.95,0.35,0.33,0.12,4.417053028095235e6
0.47,0.29,0.18,0.91,0.16,4.44935047758202e6
0.07,0.54,0.17,0.3,0.22,4.458360405062687e6
0.43,0.49,0.5,0.75,0.99,4.444816568352544e6
0.83,0.61,0.11,0.99,0.61,4.419759691292068e6
0.38,0.01,0.49,0.12,0.02,4.469381751375554e6
0.22,0.09,0.66,0.31,0.59,4.463498551293903e6
0.72,0.82,0.1,0.71,0.28,4.425096927703759e6
0.16,0.17,0.53,0.34,0.23,4.461653250429407e6
0.54,0.91,0.64,0.71,0.54,4.434822690968452e6
0.13,0.39,0.75,0.15,0.34,4.456435173973887e6
0.4,0.56,0.55,0.58,0.83,4.444436723770723e6
0.92,0.96,0.45,0.32,0.77,4.413052075013044e6
1.0,0.52,0.58,0.79,0.45,4.411011161811583e6
0.18,0.12,0.18,0.55,0.09,4.464546200219677e6
0.76,0.31,0.51,0.51,0.77,4.430487502967896e6
0.31,0.44,0.43,0.44,0.46,4.4501394322027825e6
0.59,0.24,0.99,0.11,0.62,4.441924954209201e6
0.43,0.83,0.93,0.21,0.3,4.439296427198609e6
0.83,0.49,0.27,0.42,0.2,4.421279132476918e6
0.76,0.93,0.91,0.33,0.22,4.422093323658413e6
0.05,0.17,0.69,0.9,0.19,4.46619047306872e6
0.6,0.36,0.95,0.16,0.99,4.438109685277852e6
0.86,0.58,0.93,0.7,0.25,4.417633708902726e6
0.09,0.58,0.93,0.6,0.73,4.4558841588576045e6
0.14,0.89,0.24,0.2,0.22,4.451660647506401e6
0.25,0.42,0.41,0.72,0.37,4.452782135737171e6
0.09,0.35,0.09,0.77,0.47,4.4611518466390185e6
0.78,0.31,0.27,0.17,0.62,4.428589453186951e6
0.89,0.31,0.04,0.29,0.86,4.421680942419354e6
0.95,0.61,0.83,0.93,0.45,4.412097889670584e6
0.08,0.41,0.38,0.09,0.81,4.459324229754568e6
0.23,0.61,0.15,0.31,0.72,4.4503708244363135e6
0.76,0.24,0.95,0.58,0.63,4.432866065263953e6
0.42,0.59,0.48,0.21,0.06,4.443100022338016e6
0.72,0.8,0.72,0.78,0.48,4.424602475765141e6
0.01,0.87,0.23,0.96,0.22,4.449611698195372e6
0.28,0.48,0.88,0.31,0.42,4.448987961944784e6
0.36,0.03,0.34,0.67,0.2,4.469249175157572e6
0.73,0.94,0.33,0.02,0.73,4.42444590742692e6
0.58,0.32,0.4,0.05,0.48,4.440804171920833e6
0.48,0.62,0.38,0.53,0.71,4.44035769438683e6
0.62,0.28,0.95,0.04,0.34,4.438869545411459e6
0.48,0.38,0.53,0.25,0.3,4.444553995001021e6
0.05,0.01,0.49,0.14,0.92,4.470068109826961e6
0.11,0.69,0.4,0.2,0.76,4.454126989066998e6
0.72,0.82,0.84,0.66,0.12,4.424419616695268e6
0.02,0.38,0.82,0.75,0.98,4.4534761932125e6
0.9,0.02,0.63,0.82,0.1,4.450942184484647e6
0.19,1.0,0.67,0.43,0.37,4.448472808755541e6
0.05,0.98,0.96,0.92,0.93,4.4577607315321695e6
0.01,0.43,0.09,0.51,0.5,4.449955564141495e6
0.39,0.33,0.72,0.89,0.28,4.450167288225177e6
0.59,0.14,0.84,0.17,0.03,4.4464168708035e6
0.1,0.34,0.46,0.48,0.58,4.459944952488717e6
0.03,0.5,0.61,0.97,0.74,4.456706117216768e6
0.62,0.85,0.93,0.66,0.38,4.430239713497294e6
0.57,0.42,0.77,0.21,0.94,4.438661604278821e6
0.13,0.74,0.94,0.56,0.86,4.451425013150183e6
0.73,0.19,0.59,0.18,0.75,4.435813628742698e6
0.52,0.97,0.31,0.28,0.09,4.436502172638704e6
0.63,0.25,0.81,0.86,0.55,4.4415533534085285e6
0.88,0.75,0.29,0.12,0.23,4.414722481278355e6
0.07,0.78,0.57,0.58,0.61,4.4562256011897335e6
0.61,0.36,0.81,0.07,0.98,4.43756126478285e6
0.75,0.93,0.54,0.25,0.18,4.422961575684307e6
0.52,0.66,0.96,0.33,0.87,4.436843652149822e6
0.81,0.93,0.17,0.9,0.43,4.419498342458445e6
0.7,0.8,0.38,0.7,0.33,4.426163103655264e6
0.48,0.71,0.03,0.51,0.36,4.439828464178472e6
0.3,0.97,0.81,0.6,0.78,4.444047786167538e6
0.46,0.43,0.07,0.9,0.44,4.4458937831604965e6
0.22,0.06,0.96,0.86,0.51,4.467645370126329e6
0.05,0.02,0.79,0.55,0.38,4.471346465702248e6
0.44,0.76,0.68,0.64,0.78,4.439904887657999e6
0.32,0.69,0.1,0.34,0.34,4.446429250462498e6
0.41,0.78,0.89,0.76,0.85,4.44053755241497e6
0.53,0.86,0.51,0.85,0.61,4.435548253227544e6
0.79,0.04,0.35,0.92,0.1,4.451713532969996e6
0.66,0.77,0.09,0.56,0.53,4.429144537358834e6
0.94,0.77,0.38,0.25,0.09,4.411141159585622e6
0.46,0.44,0.4,0.08,0.54,4.444176345834581e6
0.84,0.44,0.92,0.63,0.71,4.421556134923204e6
0.24,0.87,0.78,0.3,0.19,4.446007531301214e6
0.58,0.8,0.84,0.81,0.84,4.432749153876258e6
0.37,0.81,0.89,0.28,0.64,4.441693843477646e6
0.62,0.73,0.48,0.87,0.17,4.431499898377325e6
0.25,0.89,0.49,0.79,0.29,4.446406785514692e6
0.26,0.2,0.55,0.1,0.02,4.457003024583865e6
0.13,0.62,0.4,0.2,0.08,4.453643535743318e6
0.04,0.42,0.06,0.59,0.96,4.459709758922369e6
0.08,0.64,0.21,0.43,0.41,4.456851176411666e6
0.6,0.76,0.18,0.6,0.77,4.432736326728761e6
0.07,0.52,1.0,0.51,0.53,4.457835323710849e6
0.97,0.14,0.63,0.92,0.81,4.427061355297421e6
0.89,0.12,0.05,0.24,0.31,4.429655685785596e6
0.27,0.73,0.46,0.91,0.66,4.446865808318682e6
0.94,0.69,0.24,0.13,0.51,4.411593313809675e6
0.65,0.91,0.69,0.55,0.31,4.428811464620284e6
0.93,0.52,0.52,0.58,0.98,4.414464720644956e6
0.19,0.69,0.48,0.76,0.38,4.450018070660215e6
0.57,0.85,0.95,0.94,0.37,4.432947918258643e6
0.33,0.67,0.16,0.76,0.21,4.446304109933785e6
0.29,0.92,0.3,0.03,0.84,4.445470393328103e6
0.14,0.15,0.09,0.61,0.85,4.464666928262688e6
0.72,0.74,0.38,0.23,0.39,4.425113105598139e6
0.46,0.89,0.93,0.42,0.37,4.437967232674181e6
0.54,0.65,0.92,0.08,0.54,4.4359442714469675e6
0.23,0.41,0.54,0.84,0.24,4.453410302855331e6
0.29,0.23,0.51,0.92,0.83,4.457261800618753e6
0.83,0.91,0.31,0.21,0.9,4.417956058240416e6
0.8,0.54,0.29,0.41,0.11,4.422358547095238e6
0.39,0.44,0.49,0.92,0.36,4.4476974438876e6
0.45,0.1,0.79,0.15,0.07,4.455286711066777e6
0.08,0.34,0.96,0.4,0.71,4.460191844213706e6
0.71,0.91,0.24,0.37,0.64,4.425618003301545e6
0.69,0.18,0.06,0.54,0.81,4.440776937227608e6
0.82,0.74,0.55,0.59,0.08,4.418549757419007e6
0.08,0.43,0.88,0.27,0.06,4.458524900101521e6
0.43,0.02,0.44,0.97,0.54,4.4704917294161e6
0.06,0.15,0.15,0.84,0.54,4.467273337274973e6
0.49,0.65,0.03,0.67,0.95,4.440152260234418e6
0.34,0.43,0.54,0.55,0.89,4.449208808147956e6
1.0,0.07,0.96,0.16,0.58,4.4274434179587e6
0.33,0.13,0.81,0.77,0.43,4.459713740722547e6
0.67,0.24,0.08,0.98,0.72,4.440713691656168e6
0.11,0.15,0.83,0.67,0.8,4.464676516322276e6
0.95,0.02,0.93,0.88,0.06,4.448965849391759e6
0.15,0.76,0.81,0.35,0.86,4.450315075363825e6
0.85,0.72,0.17,0.95,0.92,4.417124518567357e6
0.71,0.86,0.42,0.28,0.31,4.42531358377413e6
0.68,0.14,0.25,0.61,0.51,4.44377890687509e6
0.36,0.45,0.02,0.49,0.18,4.449264902602955e6
0.23,0.14,0.81,0.37,0.3,4.460335938581591e6
0.4,0.15,0.31,0.25,0.45,4.455574882678748e6
0.37,0.3,0.43,0.96,0.07,4.452564310167665e6
0.31,0.13,0.89,0.43,0.88,4.458821772148525e6
0.24,0.69,0.19,0.36,0.25,4.448903265460889e6
0.25,0.5,0.33,0.01,0.42,4.450811606854177e6
0.13,0.59,0.85,0.6,0.01,4.453214443572652e6
0.23,0.46,0.76,0.4,0.51,4.451311286751729e6
0.98,0.74,0.04,0.8,0.27,4.4094917464886205e6
0.82,0.08,0.63,0.47,0.85,4.438911143519039e6
0.2,0.57,0.67,0.24,0.87,4.450541864480737e6
0.7,0.29,0.96,0.48,0.33,4.434654309658408e6
0.03,0.4,0.03,0.22,0.23,4.458091580312412e6
0.43,0.47,0.28,0.97,0.72,4.445897667496862e6
0.05,0.7,0.78,0.88,0.49,4.457252127911602e6
0.92,0.47,0.85,0.79,0.98,4.416155950041683e6
0.97,0.39,0.94,0.45,0.06,4.414857079167055e6
0.64,0.44,0.9,0.47,0.05,4.434315268713358e6
0.94,0.01,0.35,0.35,0.19,4.4448685515200915e6
0.59,0.29,0.48,0.39,0.73,4.441654592923223e6
0.41,0.65,0.63,0.65,0.12,4.442483241261105e6
0.19,0.92,0.66,0.04,0.76,4.448182629646139e6
0.2,0.28,0.54,0.71,0.09,4.457629462538496e6
0.79,0.09,0.58,0.97,0.67,4.443022328580748e6
0.4,0.32,0.02,0.58,0.27,4.451061478357354e6
0.3,0.9,0.19,0.66,0.52,4.445450093467458e6
0.6,0.12,0.55,0.89,0.03,4.450832272661134e6
0.04,0.38,0.25,0.65,0.41,4.460221978937905e6
0.05,0.52,0.34,0.04,0.32,4.458496616660413e6
0.8,0.82,0.15,0.46,0.92,4.419787406511924e6
0.34,0.05,0.63,0.88,0.57,4.467122941696849e6
0.77,0.26,0.58,0.94,0.6,4.432709838350219e6
0.94,0.13,0.85,0.31,0.82,4.4260237505177595e6
0.24,0.61,0.01,0.47,0.4,4.450495067090274e6
0.89,0.06,0.55,0.86,0.55,4.440610408486784e6
0.04,0.96,0.07,0.43,0.36,4.458347277251979e6
0.49,0.51,0.89,0.51,0.59,4.440890747695838e6
0.42,0.1,0.02,0.03,0.22,4.457237942877151e6
0.82,0.51,0.03,0.05,0.03,4.421447906191995e6
0.49,0.71,0.32,0.48,0.95,4.438800795716505e6
0.49,0.57,0.15,0.59,0.89,4.441145222923128e6
0.4,0.71,0.38,0.84,0.43,4.442696279186292e6
0.08,0.28,0.73,0.33,0.74,4.461621785779499e6
0.83,0.55,0.07,0.2,0.63,4.420202578368914e6
0.18,0.72,0.01,0.65,0.24,4.451312661276969e6
0.92,0.12,0.75,0.86,0.49,4.431125107171746e6
0.94,0.29,0.48,0.25,0.79,4.418937594956483e6
0.33,0.26,0.82,0.01,0.47,4.452311520312817e6
0.95,0.03,0.67,0.8,0.19,4.444582678184951e6
0.32,0.65,0.27,0.17,0.81,4.446439987356248e6
0.48,0.21,0.01,0.97,0.27,4.452493219148303e6
0.45,0.66,0.25,0.63,0.22,4.441444345862325e6
0.38,0.64,0.45,0.25,0.74,4.4440133737574965e6
0.31,0.7,0.06,0.44,0.57,4.446793527709717e6
0.81,0.1,0.22,0.57,0.37,4.438324991097065e6
0.47,0.79,0.42,0.12,0.62,4.438762455157715e6
0.45,0.48,0.75,0.12,0.03,4.443178367951789e6
0.62,0.1,0.65,0.61,0.55,4.449883094090597e6
0.27,0.7,0.33,0.81,0.45,4.44752703438323e6
0.58,0.26,0.56,0.02,0.52,4.442179679046383e6
0.36,0.28,0.94,0.94,0.07,4.452445312525786e6
0.05,0.99,1.0,0.87,0.87,4.457832160412029e6
0.62,0.69,0.64,0.41,0.34,4.431571742729906e6
0.3,0.84,0.77,0.34,0.7,4.444154074356938e6
0.75,0.71,0.11,0.98,0.35,4.423877104013045e6
0.28,0.01,0.44,0.61,0.38,4.471771595837386e6
0.64,0.97,0.97,0.28,0.11,4.429453851271155e6
0.63,0.43,0.33,0.39,0.3,4.435731623515123e6
0.12,0.45,0.34,0.1,0.73,4.456680715399888e6
0.71,0.13,0.4,0.54,0.38,4.44207706287039e6
0.11,0.2,0.16,0.09,0.01,4.462654113165405e6
0.84,0.23,0.41,0.21,0.5,4.427101682145687e6
0.64,0.13,0.37,0.16,0.63,4.444629058034513e6
0.51,0.08,0.55,0.77,0.5,4.458032285900774e6
0.55,0.97,0.38,0.84,0.82,4.434933218638774e6
0.81,0.46,0.26,0.96,0.91,4.423852574032942e6
0.41,0.06,0.27,0.14,0.26,4.461156151938933e6
0.43,0.46,0.86,0.34,0.81,4.444380861914386e6
0.99,0.49,0.99,0.01,0.81,4.411270691691515e6
0.77,0.95,0.22,0.43,0.44,4.422129468697292e6
0.97,0.6,0.76,1.0,0.89,4.411257379338066e6
0.91,0.74,0.68,0.22,0.87,4.412832055644716e6
0.15,0.79,0.98,0.43,0.52,4.449756498931608e6
0.6,0.65,0.2,0.73,0.35,4.433938923798455e6
