α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.2,0.85,0.96,0.46,0.18,0.8,0.16,0.47,3.427522410154509e7
0.18,0.92,0.19,0.59,0.07,0.95,0.71,0.01,3.430835207953108e7
0.12,0.26,0.78,0.95,0.54,0.01,0.77,0.42,3.418063860211364e7
0.43,0.06,0.7,0.47,0.25,0.17,0.24,0.19,3.430711605881759e7
0.74,0.13,0.38,0.25,0.29,0.32,0.92,0.26,3.436812561696969e7
0.3,0.56,0.78,0.53,0.5,0.01,0.85,0.98,3.4252763276560314e7
1.0,0.85,0.57,0.58,0.47,0.86,0.88,0.39,3.435470550067619e7
0.46,0.29,0.81,0.64,1.0,0.23,0.71,0.66,3.435810525313774e7
0.3,0.74,0.71,0.32,0.47,0.4,0.32,0.54,3.420084615627354e7
0.48,0.89,0.9,0.04,0.42,0.84,0.83,0.33,3.430369359340518e7
0.25,0.18,0.75,0.86,0.75,1.0,0.21,0.2,3.434253561659852e7
0.43,0.02,0.15,0.02,0.92,0.48,0.18,0.8,3.4454383455358684e7
0.77,0.01,0.32,0.52,0.35,0.19,0.04,0.84,3.430237445342267e7
0.22,0.14,0.82,0.1,0.2,0.41,0.79,0.98,3.433870704583176e7
0.74,0.17,0.26,0.43,0.03,0.98,0.38,0.38,3.4358397291025236e7
0.41,0.94,0.72,0.41,0.45,0.31,0.06,0.72,3.4308152175742306e7
0.28,0.28,0.24,0.64,0.88,0.02,0.4,0.71,3.438263602719375e7
0.63,0.95,0.24,0.94,0.63,0.07,0.09,0.82,3.440696819107561e7
0.06,0.23,0.24,0.03,0.8,0.54,0.78,0.43,3.414786958487493e7
0.39,0.74,0.95,0.61,0.89,0.34,0.92,0.72,3.4231216682576425e7
0.19,0.16,0.63,0.47,0.85,0.71,0.52,0.1,3.443404687880831e7
0.04,0.55,0.66,0.38,0.49,0.32,0.71,0.58,3.395946035509135e7
0.14,0.94,0.37,0.48,0.87,0.34,0.82,0.14,3.414966919845617e7
0.01,0.38,0.02,0.18,0.81,0.02,0.06,0.94,3.435461966277315e7
0.28,0.88,0.8,0.23,0.77,0.41,0.23,0.38,3.425924780090573e7
0.27,0.9,0.45,0.76,0.21,0.17,0.23,0.17,3.432547212321144e7
0.49,0.32,0.74,0.82,0.02,0.45,0.2,0.12,3.405650565747693e7
0.48,0.96,0.66,0.15,0.56,0.96,0.66,0.61,3.431654838833024e7
0.79,0.54,0.64,0.64,0.34,0.36,0.87,0.45,3.4306696078623354e7
0.86,0.36,0.32,0.24,0.38,0.58,0.2,0.55,3.4367323711621806e7
0.21,0.16,0.59,0.27,0.45,0.02,0.44,0.46,3.42313968683023e7
0.97,0.64,0.79,0.67,0.57,0.16,0.74,0.56,3.428209530844391e7
0.57,0.67,0.97,0.73,0.17,0.7,0.16,0.36,3.42389274685852e7
0.95,0.19,0.48,0.8,0.47,0.75,0.94,0.92,3.4365503149727955e7
0.71,0.89,0.01,0.17,0.74,0.33,0.71,1.0,3.422989221173266e7
0.48,0.79,0.77,0.22,0.75,0.56,0.22,0.36,3.430310239383704e7
0.91,0.19,0.66,0.63,0.78,0.06,0.47,0.25,3.436970215194663e7
0.32,0.66,0.88,0.68,0.48,0.76,0.18,0.1,3.429632148745211e7
0.84,0.5,0.5,0.88,0.8,0.13,0.4,0.29,3.435028568620605e7
0.2,0.01,0.86,0.45,0.37,0.17,0.61,0.18,3.442804101553052e7
0.09,0.66,0.52,0.77,0.92,0.09,0.58,0.8,3.434015153022674e7
0.36,0.67,0.08,0.16,0.48,0.87,0.21,0.51,3.4304630110402e7
0.02,0.84,0.54,0.79,0.37,0.62,0.52,0.37,3.3967861008597866e7
0.45,0.85,0.42,0.66,0.34,0.24,0.82,0.15,3.421702674058971e7
0.29,0.84,0.64,0.63,0.06,0.96,0.65,0.92,3.4316556227839716e7
0.8,0.16,0.37,0.96,0.75,0.04,0.25,0.97,3.435291211066212e7
0.34,0.25,0.48,0.89,0.68,0.31,0.45,0.12,3.432952824752229e7
0.33,0.19,0.86,0.61,0.98,0.18,0.27,0.9,3.437762905671727e7
0.25,0.48,0.29,0.73,0.67,0.51,0.96,0.54,3.431296303299965e7
0.04,0.41,0.77,0.87,0.11,0.8,0.04,1.0,3.4220812212769985e7
0.4,0.69,0.5,0.05,0.46,0.99,0.12,0.24,3.431440894744781e7
0.98,0.75,0.14,0.4,0.97,0.18,0.15,0.73,3.438280044295013e7
0.66,0.68,0.41,0.32,0.09,0.76,0.73,0.34,3.43550509839993e7
0.88,0.2,0.57,0.44,0.6,0.03,0.29,0.49,3.435104869071077e7
0.08,0.04,0.2,0.59,0.44,0.04,0.53,0.55,3.4127797442944266e7
0.88,0.78,0.65,0.78,0.49,0.11,0.56,0.99,3.4312966433803044e7
0.88,0.86,0.58,0.41,0.62,0.7,0.18,0.13,3.431539422823668e7
0.25,0.36,0.08,0.49,0.71,0.66,0.17,0.63,3.433251371077309e7
0.23,0.68,0.92,0.28,0.43,0.08,0.54,0.86,3.429086360203813e7
0.58,0.6,0.1,0.1,0.54,0.91,0.69,0.85,3.432323918548673e7
0.37,0.57,0.04,0.71,0.64,0.19,0.04,0.24,3.434847952148613e7
0.64,0.19,0.13,0.84,0.88,0.72,0.62,0.17,3.44242654522332e7
0.46,0.95,0.88,0.66,0.84,0.63,0.92,0.97,3.4271738498995855e7
0.18,0.86,0.07,0.08,0.62,0.88,0.74,0.48,3.429358157898219e7
0.88,0.51,0.81,0.74,0.68,0.79,0.55,0.25,3.433824076829578e7
0.27,0.89,0.01,0.13,0.55,0.75,0.04,0.63,3.4319364860804096e7
1.0,0.6,0.55,0.62,0.76,0.19,0.89,0.44,3.425370561525578e7
0.12,0.7,0.8,0.46,0.55,0.6,0.2,0.44,3.433143215955937e7
0.75,0.36,0.98,0.78,0.18,0.19,0.2,0.93,3.426612711939303e7
0.59,0.78,0.66,0.41,0.02,0.26,0.91,0.13,3.42792328743742e7
0.35,0.65,0.84,0.54,0.76,0.34,0.99,0.9,3.426647682898716e7
0.54,0.48,0.44,0.91,0.86,0.95,0.57,0.74,3.434419732751531e7
