α_v,α_s,α_v_error,α_s_error,decay,MSE
0.3,0.24,0.56,0.88,0.95,3.649486376278623e7
0.95,0.09,0.13,0.91,0.28,3.6685167694254294e7
0.45,0.34,0.59,0.87,0.82,3.645535909376383e7
1.0,0.4,0.26,1.0,0.18,3.65934741753642e7
0.02,0.29,0.5,0.81,0.5,3.6583799457160525e7
0.51,0.02,0.87,0.53,0.1,3.668187632873401e7
0.96,0.28,0.37,0.77,0.18,3.659671637852639e7
0.08,0.57,0.65,0.28,0.5,3.6248886630052105e7
0.84,0.5,0.83,0.15,0.54,3.639946914531923e7
0.48,0.98,0.49,0.95,0.11,3.629245606945838e7
0.21,0.03,0.15,0.27,0.65,3.6501441978001446e7
0.86,0.19,0.14,0.09,0.98,3.6429712559563875e7
0.28,0.52,0.73,0.85,0.72,3.634775955068204e7
0.53,0.96,0.68,0.41,0.05,3.6189370021811366e7
0.81,0.79,0.97,0.47,0.78,3.6376859607761055e7
0.36,0.19,0.4,0.06,0.73,3.622627846804732e7
0.4,0.99,0.59,0.33,0.52,3.612155150803199e7
0.76,0.41,0.06,0.88,0.87,3.648196170103905e7
0.91,0.22,0.51,0.05,0.96,3.646556267721309e7
0.02,0.92,0.93,0.45,0.95,3.6305308227034874e7
0.84,0.26,0.67,0.4,0.33,3.651778399761719e7
0.24,0.22,0.98,0.9,0.92,3.650496331720992e7
0.42,0.7,0.1,0.05,0.83,3.605379337895722e7
0.65,0.98,0.95,0.97,0.22,3.63770661857275e7
0.99,0.49,0.14,0.67,0.11,3.65149511219178e7
0.11,0.88,0.86,0.94,0.6,3.629941582144618e7
0.4,0.55,0.73,0.91,0.76,3.6370267745660774e7
0.53,0.21,0.06,0.2,0.33,3.6304734664587244e7
0.74,0.49,0.8,0.32,0.95,3.6387327473576374e7
0.52,0.55,0.25,0.12,0.28,3.61656865070684e7
1.0,0.63,1.0,0.2,0.74,3.645951061788656e7
0.86,0.35,0.86,0.02,0.25,3.643074611183262e7
0.26,0.9,0.01,0.12,0.01,3.603498391043369e7
