α_v,α_s,α_v_error,α_s_error,decay,MSE
0.73,0.42,0.1,0.62,0.61,2.5342611013376936e7
0.05,0.32,0.67,0.27,0.98,2.530154921227909e7
0.82,0.1,0.02,0.56,0.8,2.5361716385652356e7
0.37,0.25,0.62,0.83,0.97,2.518813370344385e7
0.08,0.51,0.25,0.72,0.53,2.52940018594229e7
0.18,0.88,0.47,0.37,0.96,2.5206425997268137e7
0.92,0.69,0.39,0.74,0.37,2.543442320018543e7
0.38,0.76,0.43,0.69,0.49,2.5242509696255557e7
0.89,0.67,0.54,0.5,0.84,2.541698188973664e7
0.19,0.54,0.26,0.39,0.43,2.5173207584970117e7
0.6,0.03,0.52,0.25,0.54,2.531134656804079e7
0.44,0.7,0.12,0.38,0.99,2.5221923522924196e7
0.24,0.22,0.05,0.43,0.11,2.509602207857015e7
0.45,0.77,0.37,0.93,0.76,2.5282937401503563e7
0.83,0.96,0.23,0.13,0.43,2.5354524963149514e7
0.86,0.91,0.03,0.12,0.9,2.5360140580448765e7
0.93,0.24,0.28,0.25,0.53,2.5415060211191352e7
0.1,0.66,0.18,0.38,0.38,2.525104932730267e7
0.18,0.3,0.75,0.22,0.71,2.515146397231374e7
0.91,0.07,0.23,0.53,0.8,2.541329237176618e7
0.18,0.4,0.47,0.82,0.68,2.5191484523900084e7
0.15,0.75,0.21,0.22,0.27,2.5193689899712153e7
0.05,0.99,0.56,0.08,0.47,2.532756356506217e7
0.19,0.56,0.72,0.59,0.38,2.521059205136863e7
0.15,0.6,0.12,0.37,0.16,2.5194682326687355e7
0.9,0.01,0.49,0.28,0.3,2.546267221052396e7
0.43,0.99,0.8,0.08,0.77,2.523361367250497e7
0.87,0.68,0.38,0.67,0.11,2.54132763589077e7
0.05,0.56,0.84,0.04,0.13,2.5316935245832272e7
0.9,0.07,0.48,0.1,0.54,2.543488251767793e7
0.69,0.38,0.05,0.29,0.58,2.530653481823226e7
0.31,0.92,0.44,0.62,0.02,2.5227658120274507e7
0.88,0.52,0.7,0.81,0.82,2.5434148097664002e7
0.45,0.55,1.0,1.0,0.49,2.5306385128713746e7
0.76,0.95,0.33,0.42,0.81,2.5350110899882425e7
0.21,0.75,0.98,0.04,0.43,2.5187964664746147e7
0.41,0.62,0.82,0.54,0.3,2.525292708416488e7
0.99,0.69,0.04,0.39,0.21,2.5433241339276895e7
0.66,0.41,0.88,0.73,0.52,2.5348662716014367e7
0.47,0.51,0.35,0.87,0.71,2.5268797177509196e7
0.7,0.98,0.03,0.8,0.08,2.5346583452552237e7
0.6,0.81,0.07,0.56,0.33,2.5294605542182557e7
0.89,0.6,0.49,0.07,0.83,2.539739955629805e7
0.94,0.38,0.39,0.29,0.73,2.5424388732027274e7
0.79,0.14,0.38,0.61,0.55,2.535949560770511e7
0.8,0.98,0.91,0.15,0.26,2.5367330246269643e7
0.45,0.24,0.28,0.82,0.4,2.5203438877441265e7
0.66,0.58,0.28,0.54,0.24,2.5323491953918315e7
0.74,0.01,0.4,0.67,0.75,2.533014565643196e7
0.64,0.13,0.87,0.16,0.96,2.531629441521143e7
1.0,0.82,0.5,0.96,0.4,2.546947225931147e7
0.79,0.74,0.8,0.98,0.38,2.541507130345389e7
0.69,0.38,0.23,0.41,0.46,2.5317764598621808e7
0.22,0.62,0.27,0.3,0.64,2.5168649434619315e7
0.59,0.96,0.4,0.78,0.81,2.5320596341350026e7
0.13,0.91,0.01,0.08,0.31,2.5206565201464422e7
0.35,0.7,0.7,0.81,0.91,2.5254889765024766e7
0.87,0.12,0.9,0.6,0.93,2.5415427848408766e7
0.18,0.77,0.47,0.53,0.22,2.5214582201673742e7
0.46,0.84,0.63,0.57,0.05,2.5267736992878538e7
0.15,0.01,0.36,0.96,0.89,2.5023290387905374e7
0.58,0.87,0.45,0.89,0.22,2.5326142923481613e7
0.33,0.24,0.14,0.85,0.2,2.514415675206407e7
0.84,0.99,0.48,0.11,0.37,2.536479054169393e7
0.32,0.08,0.72,0.37,0.64,2.513279736068909e7
0.75,0.16,0.04,0.52,0.88,2.532746609956966e7
0.19,0.63,0.31,0.71,0.29,2.5213196579301037e7
0.69,0.54,0.18,0.49,0.59,2.5328077211307205e7
0.24,0.01,0.57,0.37,0.35,2.5079623230326552e7
0.38,0.36,0.34,0.41,0.05,2.5180390309477407e7
0.69,0.82,0.75,0.55,0.92,2.5350642347008847e7
0.41,0.85,0.53,0.25,0.31,2.522114027126771e7
0.91,0.15,0.66,0.91,0.98,2.5426609087654367e7
0.68,0.06,0.81,0.59,0.42,2.5325056207398232e7
0.79,0.63,0.93,0.8,0.13,2.5410976586181767e7
0.35,0.4,0.66,0.4,0.53,2.519219418580545e7
0.28,0.89,0.62,0.06,0.56,2.5179715905318458e7
0.91,0.6,0.12,0.84,0.57,2.542969750380588e7
0.47,0.83,0.63,0.63,0.35,2.5275781492948763e7
0.11,0.27,0.35,0.28,0.92,2.5176558306472164e7
0.09,0.01,0.59,1.0,0.5,2.508357338082217e7
0.08,0.16,0.8,0.02,0.46,2.523724048732661e7
0.48,0.29,0.69,0.27,0.59,2.522992688064337e7
0.23,1.0,0.63,0.47,0.95,2.5223927156526506e7
0.53,0.54,0.27,0.21,0.26,2.524747827526152e7
0.45,0.01,0.87,0.59,0.24,2.519015702262679e7
0.73,0.69,0.53,0.57,0.76,2.5361340903133575e7
0.04,0.44,0.17,0.49,0.38,2.5354967546541944e7
0.15,0.68,0.86,0.78,0.32,2.5258594841299698e7
0.04,0.34,0.55,0.28,0.43,2.5328589112842277e7
0.78,0.54,0.46,0.24,0.94,2.5361630693523016e7
0.84,0.7,0.52,0.72,0.43,2.5409158489611436e7
0.92,0.96,0.66,0.36,0.66,2.5412640745130636e7
0.5,0.39,0.73,0.05,0.25,2.5241785048828796e7
0.02,0.74,0.8,0.74,0.59,2.5445755014776934e7
0.8,0.58,0.37,0.56,0.79,2.5382565153537277e7
0.79,0.9,0.51,0.64,0.18,2.538080003489416e7
0.66,0.71,0.22,0.53,0.01,2.5321125887814492e7
0.4,1.0,0.08,0.16,0.35,2.520285073446961e7
0.86,0.73,0.32,0.08,0.27,2.5374820515947305e7
0.96,0.44,0.4,0.71,0.51,2.5447504587698933e7
0.57,0.93,0.41,0.24,0.84,2.5272633555581074e7
0.08,0.45,0.61,0.5,0.2,2.527070084710281e7
0.69,0.24,0.49,0.05,0.58,2.5315734832417578e7
0.26,0.88,0.71,0.92,0.06,2.5258946630309395e7
0.02,0.82,0.4,0.09,0.38,2.54001928594705e7
0.15,0.23,0.42,0.24,0.12,2.51354986743139e7
0.35,0.8,0.3,0.59,0.82,2.522144697309666e7
0.47,0.05,0.59,0.99,0.16,2.519610785516606e7
0.06,0.93,0.19,0.55,0.65,2.534435276554411e7
0.32,0.41,0.22,0.1,0.54,2.5145178620059486e7
0.83,0.86,0.99,0.54,0.52,2.5405456233518887e7
0.83,0.45,0.6,0.17,0.15,2.5383889929305963e7
0.69,0.21,1.0,0.39,0.31,2.533998687694712e7
0.49,0.95,1.0,0.35,0.29,2.527950116887767e7
0.72,0.73,0.18,0.98,0.5,2.5371826250182517e7
0.81,0.54,0.32,0.3,0.99,2.5371728863401175e7
0.69,0.52,0.89,0.39,0.58,2.534986020482128e7
0.89,0.58,0.68,0.61,0.32,2.5428405975379318e7
0.8,0.81,0.84,0.11,0.59,2.536742631418528e7
0.96,0.79,0.94,0.73,0.96,2.54592950340697e7
0.02,0.72,0.46,0.76,0.14,2.5448298863190036e7
0.63,0.93,0.56,0.8,0.07,2.5339941872778244e7
0.34,0.98,0.87,0.13,0.71,2.521570271103307e7
0.76,0.2,0.51,0.36,0.17,2.53497913247755e7
0.83,0.16,0.61,0.36,0.34,2.5385813381163273e7
0.62,0.26,0.93,0.38,0.42,2.53073946597433e7
0.38,0.48,0.93,0.42,0.23,2.5230025962245546e7
0.73,0.58,0.74,0.05,0.39,2.534225630195017e7
0.57,0.44,0.13,0.39,0.96,2.5263865669637144e7
0.28,0.11,0.13,0.06,0.84,2.5112791370366096e7
0.38,0.92,0.54,0.37,0.18,2.5225489497602545e7
0.62,0.18,0.68,0.88,0.37,2.5298751746121295e7
0.96,0.9,0.2,0.34,0.15,2.5414376340219148e7
0.43,0.31,0.74,0.2,0.2,2.5210312264555715e7
0.13,0.84,0.88,0.47,0.23,2.5250591243078355e7
0.71,0.6,0.19,0.83,0.17,2.5358258236485526e7
0.78,0.79,0.3,0.34,0.75,2.5355260610367585e7
0.58,0.97,0.21,0.31,0.9,2.5275437951660752e7
0.24,0.02,0.18,0.1,0.54,2.5151431656012554e7
0.06,0.44,0.37,0.9,0.33,2.533385561210145e7
0.38,0.69,0.86,0.25,0.85,2.5225271546104994e7
0.65,0.33,0.72,0.18,0.48,2.5309940410494536e7
0.07,0.9,0.08,0.7,0.63,2.533955888146425e7
0.89,0.26,0.82,0.57,0.05,2.542189002801124e7
0.34,0.68,0.49,0.78,0.74,2.5238769045307443e7
0.59,0.3,0.31,0.5,0.12,2.52709395820807e7
0.87,0.86,0.77,0.92,0.56,2.543265920904413e7
0.94,0.68,0.4,0.95,0.06,2.5451889927666847e7
0.98,0.51,0.19,0.56,0.88,2.544455871690156e7
0.93,0.29,0.34,0.97,0.74,2.5433917231424503e7
0.61,0.8,0.62,0.85,0.5,2.5339455947668362e7
0.61,0.5,0.2,0.12,0.89,2.5273419840185918e7
0.56,0.42,0.17,0.42,0.74,2.5260782191324767e7
0.61,0.14,0.52,0.85,0.31,2.5281318928053014e7
0.64,0.83,0.48,0.06,0.95,2.5289071480489247e7
0.17,0.13,0.47,0.23,0.02,2.5114061236679375e7
0.74,0.31,0.09,0.45,0.14,2.5331524428905517e7
0.56,0.36,0.86,0.48,0.04,2.5289394104574837e7
0.39,0.29,0.01,0.74,0.58,2.5171350350489788e7
0.09,0.79,0.98,0.88,0.55,2.532481897867584e7
0.99,0.63,0.18,0.95,0.18,2.54634608040579e7
0.47,0.15,0.89,0.48,0.11,2.5225467659603283e7
0.08,0.31,0.36,0.25,0.98,2.5228238253748108e7
0.48,0.25,0.81,0.21,0.67,2.5232958512497474e7
0.93,0.52,0.74,0.8,1.0,2.545228778523303e7
0.14,0.82,0.81,0.75,0.43,2.5266975975926902e7
0.56,0.23,0.37,0.01,0.18,2.524893983831919e7
0.44,0.13,0.17,0.51,0.49,2.5165117925416227e7
0.84,0.35,0.7,0.78,0.72,2.5409577687287014e7
0.45,0.98,0.47,0.35,0.36,2.524554346248437e7
0.77,0.22,0.94,0.59,0.06,2.5375342163038086e7
0.21,0.11,0.85,0.26,0.59,2.5129046686246227e7
0.28,0.81,0.33,0.26,0.5,2.5179743196279958e7
0.06,0.4,0.97,0.89,0.54,2.5334904630100768e7
0.8,0.68,0.68,0.12,0.87,2.5368063199106388e7
0.61,0.76,0.61,0.82,0.3,2.5337156552624915e7
0.49,0.79,0.61,0.75,0.66,2.529088656439644e7
0.36,0.69,0.39,0.91,0.94,2.5252038682007212e7
0.93,0.95,0.34,0.57,0.3,2.5418193950702325e7
0.53,0.23,0.27,0.21,0.15,2.522800188723955e7
0.83,0.59,0.95,0.49,0.42,2.541016819958798e7
0.11,0.65,0.25,0.98,0.3,2.5293375020020895e7
0.22,0.86,0.05,0.76,0.93,2.5221784270790163e7
0.94,0.29,0.19,0.49,0.13,2.542101115593354e7
0.92,0.26,0.91,0.96,0.42,2.54455214729915e7
0.96,0.17,0.3,0.23,0.41,2.543070601070413e7
0.8,0.48,0.56,0.3,0.93,2.5375780155285925e7
0.34,0.1,0.57,0.78,0.29,2.513211059358542e7
0.03,0.64,0.59,0.01,0.02,2.5364553615019195e7
0.17,0.82,0.94,0.5,0.83,2.5235215591332406e7
0.71,0.32,0.02,0.44,0.07,2.53158394998352e7
0.93,0.46,0.58,0.31,0.68,2.542778761203912e7
0.65,0.55,0.67,0.01,0.73,2.5304860042350926e7
0.46,0.8,0.49,0.78,1.0,2.5278669562561143e7
0.46,0.77,0.31,0.61,0.54,2.5256599961615376e7
0.91,0.41,0.89,0.27,0.13,2.542871167589992e7
0.54,0.34,0.68,0.02,0.36,2.5254560983127885e7
0.16,0.62,0.66,0.02,0.8,2.51783343749746e7
0.29,0.1,0.08,0.28,0.58,2.5087928430192646e7
0.64,0.75,0.57,0.93,0.95,2.5353895054554246e7
0.85,0.88,0.17,0.68,0.85,2.5394045518276982e7
0.27,0.21,0.73,0.91,0.17,2.515378478342861e7
0.81,0.18,0.83,0.11,0.55,2.5386464807187635e7
0.98,0.26,0.44,0.93,0.75,2.545265861373455e7
0.55,0.23,0.55,0.45,1.0,2.5253551608711246e7
0.01,0.49,0.02,0.9,0.03,2.5497081183091756e7
0.1,0.61,0.16,0.72,0.35,2.5277071449283443e7
0.23,0.83,0.1,0.8,0.18,2.522352242074938e7
0.59,0.91,0.54,0.32,0.4,2.5290235143253714e7
0.09,0.16,0.27,0.51,0.22,2.517629228460536e7
0.69,0.04,0.64,0.05,0.86,2.538690615766543e7
0.77,0.85,0.81,0.02,0.32,2.5348286589578293e7
0.47,0.61,0.92,0.77,0.91,2.5295801867980674e7
0.36,0.87,0.01,0.03,0.48,2.5168395338232905e7
0.25,0.51,0.28,0.43,0.16,2.516705210449264e7
0.46,0.6,0.71,0.23,0.01,2.5242342397852574e7
0.65,0.27,0.25,1.0,0.43,2.5311838604682088e7
0.82,0.99,0.44,0.25,0.93,2.5364434477899063e7
0.04,0.1,0.32,0.48,0.66,2.526923456397091e7
0.8,0.81,0.08,0.15,0.18,2.5343821355680462e7
0.07,0.8,0.62,0.43,0.37,2.5308731523321696e7
0.12,0.02,0.64,0.49,0.55,2.5077131126050998e7
0.13,0.2,0.51,0.22,0.85,2.515012931330754e7
0.65,0.08,0.54,0.87,0.84,2.5299143336605422e7
0.42,0.3,0.49,0.46,0.17,2.5197762165209264e7
0.18,0.51,0.33,0.32,0.19,2.516955464145531e7
0.9,0.68,0.55,0.23,0.61,2.5407434966617804e7
0.79,0.41,0.09,0.78,0.8,2.537377905034318e7
0.62,0.49,0.86,0.61,0.49,2.533175098035492e7
0.87,0.99,0.63,0.49,0.16,2.540138520045897e7
0.04,0.8,0.84,0.68,0.8,2.5391337276430953e7
0.91,0.97,0.51,0.08,0.16,2.5389646180035055e7
0.69,0.94,0.7,0.46,0.36,2.5341086251310617e7
0.07,0.11,0.19,0.91,0.78,2.5205805078958165e7
0.35,0.65,0.48,0.15,0.64,2.5187327186185796e7
0.03,0.22,0.62,0.48,0.34,2.534549701764395e7
0.99,0.17,0.28,0.93,1.0,2.5447553392992217e7
0.62,0.93,0.48,0.08,0.17,2.5282191636785638e7
0.33,0.64,0.93,0.91,0.11,2.5267103312429298e7
0.88,0.49,0.61,1.0,0.47,2.5438853138140637e7
0.69,0.4,0.75,0.1,0.73,2.5328295838582918e7
0.12,0.43,0.43,0.94,0.42,2.5245375392753664e7
0.97,0.82,0.2,0.69,0.08,2.543898343003945e7
0.33,0.23,0.16,0.13,0.3,2.512738727677544e7
0.61,0.23,0.34,0.18,0.98,2.5271135173609722e7
0.52,0.28,0.66,0.79,0.65,2.5262817929204814e7
0.16,0.39,0.71,0.75,0.93,2.5201911824934214e7
0.78,0.1,0.35,0.53,0.93,2.5354512947645463e7
0.9,0.25,0.68,0.18,0.55,2.541510570625764e7
0.37,0.07,0.84,0.24,0.03,2.5178495243026223e7
0.78,0.08,0.01,0.99,0.64,2.5347564542582326e7
0.48,0.71,0.07,0.54,0.79,2.524790640994964e7
0.52,0.03,0.75,1.0,0.24,2.5219192685971674e7
0.87,0.39,0.17,0.77,0.57,2.540638280648698e7
0.89,0.67,0.44,0.73,0.49,2.542547452812278e7
0.7,0.7,0.08,0.23,0.94,2.5312810581383184e7
0.08,0.67,0.21,0.81,0.97,2.5319836341801632e7
0.31,0.92,0.08,0.83,0.19,2.523520467905691e7
0.93,0.62,0.35,0.54,0.66,2.542899775834073e7
0.78,0.85,0.09,0.06,0.47,2.532945031713854e7
0.97,0.39,0.35,0.49,0.58,2.5440954139241777e7
0.91,0.16,0.35,0.01,0.42,2.5415182134027656e7
0.76,0.54,0.35,0.51,0.33,2.5363317841140054e7
0.45,0.04,0.42,0.53,0.88,2.516684173916223e7
0.43,0.42,0.5,0.97,0.71,2.525409056096527e7
0.23,0.58,0.09,1.0,0.84,2.5221438879357874e7
0.25,0.2,0.85,0.69,0.49,2.5145443920768876e7
0.97,0.16,0.07,0.31,0.89,2.542826288274471e7
0.56,0.15,0.24,0.9,0.28,2.524512214992736e7
0.44,0.89,0.84,0.72,0.43,2.528447485550019e7
0.89,0.27,0.78,0.72,0.08,2.5424345129614897e7
0.44,0.8,0.35,0.19,0.97,2.521768716942193e7
0.18,0.93,0.76,0.85,0.16,2.526501590248382e7
0.78,0.39,0.1,0.72,0.03,2.536572682800607e7
0.6,0.02,0.81,0.31,0.06,2.532747491820656e7
0.32,0.68,0.64,0.43,0.45,2.5210535984590184e7
0.27,0.04,0.68,0.29,0.23,2.511179695033099e7
0.3,0.63,0.51,0.03,0.65,2.516591353428532e7
0.45,0.81,0.86,0.32,0.82,2.5254877843564145e7
0.13,0.18,0.09,0.96,0.84,2.5146178156600855e7
0.78,0.82,0.94,0.83,0.45,2.540547945276134e7
0.89,0.15,0.2,0.98,0.43,2.5404428644366596e7
0.48,0.7,0.33,0.14,0.15,2.5227422067553744e7
0.84,0.68,0.67,0.27,0.26,2.5390792315099783e7
0.37,0.15,0.67,0.69,0.98,2.516284064398394e7
0.79,0.98,0.21,0.79,0.92,2.538048719671904e7
0.14,0.67,0.99,0.16,0.59,2.521579103070107e7
0.5,0.18,0.29,0.01,0.2,2.521867628398141e7
0.55,0.99,0.74,0.28,0.33,2.5284092860245064e7
0.62,0.52,0.16,0.01,1.0,2.527103632258308e7
0.57,0.23,0.76,0.95,0.17,2.528890153406552e7
0.53,0.98,0.96,0.33,0.13,2.529015052494543e7
0.85,0.09,0.83,0.53,0.19,2.540614184032853e7
0.03,0.34,0.92,0.81,0.94,2.5392104218741402e7
0.94,0.68,0.1,0.07,0.85,2.540160963460471e7
0.98,0.62,0.15,0.6,0.22,2.5444129887441147e7
0.77,0.83,0.78,0.17,0.95,2.535665076748343e7
0.05,0.15,0.38,0.54,0.23,2.5259853387743555e7
0.41,0.69,0.68,0.16,0.95,2.5219020837779593e7
0.07,0.28,0.68,0.3,0.79,2.5251039184017383e7
0.85,0.81,0.19,0.8,0.04,2.5403883395613182e7
0.95,0.64,0.31,0.86,0.94,2.544931308265827e7
0.71,0.19,0.49,0.6,0.12,2.532760199962029e7
0.83,0.64,0.22,0.81,0.84,2.540232022743372e7
0.25,0.8,0.16,0.21,0.35,2.5166582666088637e7
0.26,0.33,0.62,0.38,0.07,2.515191267358007e7
0.49,0.42,0.43,0.25,0.56,2.5232219259663016e7
0.4,0.34,0.35,0.86,0.13,2.521024331343812e7
0.68,0.28,0.43,0.04,0.36,2.530759709097492e7
0.61,0.13,0.09,0.96,1.0,2.5265606078379374e7
0.3,0.76,0.17,0.94,0.23,2.5237708999262672e7
0.1,0.64,0.37,0.63,0.65,2.527214311956719e7
0.38,0.45,0.22,0.11,0.71,2.5170903510220107e7
0.81,0.22,0.98,0.55,0.44,2.5393244033689074e7
0.85,0.36,0.29,0.35,0.58,2.5385833650982693e7
0.22,0.5,0.83,0.31,0.86,2.5184368148010395e7
0.53,0.18,0.02,0.8,0.73,2.5220479279060327e7
0.17,0.78,0.17,0.57,0.46,2.521557771709339e7
0.02,0.46,0.13,0.37,0.47,2.541690012084682e7
0.33,0.92,0.03,0.02,0.87,2.516416425896484e7
0.74,0.12,0.82,0.26,0.92,2.5358413913056847e7
0.73,0.42,0.68,0.9,0.19,2.5377220336285636e7
0.31,0.17,0.44,0.98,0.52,2.5139813399189707e7
0.53,0.4,0.73,0.31,0.37,2.526595944828893e7
0.62,0.48,0.34,0.34,0.99,2.5294044143850148e7
0.25,0.29,0.72,0.53,0.15,2.5154051067687172e7
0.57,0.71,0.73,0.34,0.42,2.5293860438843545e7
0.84,0.42,0.02,0.3,0.55,2.537293302296166e7
0.07,0.25,0.58,0.81,0.86,2.525769032133813e7
0.15,0.42,0.06,0.44,0.53,2.517214998516926e7
0.63,0.02,0.15,0.57,0.64,2.5271049149815783e7
0.49,0.35,0.96,0.65,0.39,2.5271296856075272e7
0.2,0.07,0.43,0.42,0.89,2.50697019153026e7
0.36,0.5,0.71,0.97,0.87,2.525381347131988e7
0.23,0.78,0.42,0.79,0.27,2.5229161148131564e7
0.84,0.91,0.61,0.44,0.57,2.538902466800835e7
0.18,0.75,0.91,0.1,0.16,2.5193921698484313e7
0.98,0.78,1.0,0.27,0.32,2.5447249888064146e7
0.92,0.82,0.56,0.46,0.79,2.5420101417368848e7
0.99,0.82,0.1,0.29,0.5,2.542383984607149e7
0.99,0.51,0.66,0.96,0.41,2.5476141356451277e7
0.96,0.8,0.22,0.88,0.1,2.5446432804113813e7
0.34,0.76,0.68,0.15,0.32,2.5197384138397306e7
0.42,0.62,0.13,0.98,0.75,2.5261635540034067e7
0.58,0.3,0.99,0.53,0.56,2.530026454131281e7
0.51,0.06,0.57,0.76,0.3,2.5215345296894006e7
0.78,0.67,0.41,0.28,0.61,2.5359678240721468e7
0.89,0.47,0.48,0.47,0.81,2.5415383635702524e7
0.98,0.28,0.04,0.52,0.8,2.5433139814656302e7
0.5,0.74,0.59,0.62,0.92,2.528260881167945e7
0.82,0.01,0.37,0.11,0.47,2.5466724549743004e7
0.21,0.1,0.99,0.26,0.26,2.5139158584454857e7
0.04,0.37,0.62,0.64,0.65,2.53519653295207e7
0.7,0.45,0.82,0.26,0.82,2.5342963103404608e7
0.59,0.72,0.56,0.78,0.63,2.5325401042795718e7
0.06,0.88,0.55,0.05,0.93,2.529820633298558e7
0.23,0.55,0.62,0.27,0.63,2.5175080918125216e7
0.8,0.76,0.17,1.0,0.2,2.5399624368600752e7
0.19,0.98,0.29,0.6,0.12,2.5229662138395105e7
0.8,0.61,0.28,0.37,0.28,2.5369356325132944e7
0.22,0.17,0.5,0.32,0.72,2.5109150442584075e7
0.99,0.9,0.43,0.39,0.7,2.5433872049800295e7
0.53,0.94,0.27,0.99,0.69,2.531358844872355e7
0.74,0.45,0.61,0.08,0.03,2.5343563642893605e7
0.86,0.9,0.31,0.76,0.79,2.5405630323332157e7
0.68,0.48,0.4,0.72,0.36,2.5342179763422094e7
0.57,0.48,0.66,0.55,0.33,2.5298437449116245e7
0.36,0.29,0.07,0.37,0.21,2.5145591092873197e7
0.59,0.55,0.53,0.46,0.35,2.5299271973203793e7
0.6,0.72,0.32,0.24,0.79,2.5281537933602408e7
0.12,0.68,0.91,0.41,0.25,2.5247024236499645e7
0.53,0.24,0.74,0.69,0.95,2.526100617799481e7
0.23,0.84,0.09,0.41,0.27,2.5185961300314862e7
0.04,0.38,1.0,0.27,0.1,2.5347362508289337e7
0.48,0.17,0.62,0.65,0.6,2.5217816234747835e7
0.73,0.81,0.17,0.72,0.75,2.535631884354476e7
0.78,0.58,0.97,0.53,0.75,2.5394838351719327e7
0.36,0.84,0.84,0.47,0.91,2.523930817297588e7
0.31,0.95,0.76,0.81,0.94,2.5260863831080675e7
0.3,0.79,0.28,0.78,0.44,2.5227607898767404e7
0.53,0.52,0.64,0.82,0.65,2.530207365257476e7
0.4,0.62,0.62,0.46,0.11,2.5233035421983767e7
0.27,0.85,0.56,0.42,0.64,2.5204518773699373e7
0.68,0.28,0.89,0.08,0.42,2.5328441159887772e7
1.0,0.11,0.23,0.27,0.02,2.54505753021127e7
0.07,0.51,0.03,0.35,0.16,2.5286320929916058e7
0.61,0.53,0.86,0.7,0.21,2.5335444140125632e7
0.71,0.56,0.05,0.19,0.36,2.5315620798546895e7
0.61,0.95,0.75,0.22,0.69,2.5299165139231257e7
0.7,0.13,0.82,0.65,0.76,2.533576050703579e7
0.04,0.09,0.53,0.63,0.57,2.5270365158236157e7
0.38,0.59,0.36,0.05,0.84,2.518232434904867e7
0.3,0.53,0.93,0.34,0.63,2.5205459033994503e7
0.21,0.96,0.23,0.68,0.58,2.522866315343194e7
0.53,0.97,0.03,0.36,0.49,2.5255956936792158e7
0.03,0.98,0.18,0.16,0.48,2.5385015218344443e7
0.95,0.14,0.86,0.01,0.58,2.5450902969486613e7
0.55,0.35,0.33,0.25,1.0,2.524939281851579e7
0.81,0.32,0.87,0.16,0.82,2.538447666179072e7
0.4,0.87,0.95,0.34,0.78,2.5246139536045406e7
0.04,0.73,0.9,0.77,0.39,2.539853400482627e7
0.59,0.73,0.27,0.55,0.99,2.529753695701462e7
0.7,0.55,0.02,0.41,1.0,2.5322427927741867e7
0.91,0.89,0.11,0.85,0.77,2.54222008413167e7
0.29,0.49,0.22,0.99,0.79,2.521323142109607e7
