α_v,α_s,α_v_error,α_s_error,decay,MSE
0.68,0.77,0.16,0.36,0.57,1.6378418955386449e7
0.48,0.9,0.84,0.81,0.51,1.6378132333633684e7
0.73,0.71,0.36,0.42,0.62,1.6378301091529798e7
0.69,0.81,0.89,0.17,0.34,1.637835639867055e7
0.82,0.99,0.29,0.23,0.24,1.6374103911905162e7
0.27,0.39,0.77,0.56,0.83,1.6346561137932703e7
0.56,0.85,0.9,0.59,0.55,1.6378336329028018e7
0.58,0.82,0.51,0.7,0.85,1.6378393035806574e7
0.45,0.72,0.71,0.7,0.49,1.6377100314783059e7
0.64,0.65,0.94,0.23,0.32,1.6376568714777268e7
0.61,0.6,0.04,0.46,0.4,1.63754953501457e7
0.13,0.68,0.58,0.55,0.09,1.6364396328247443e7
0.49,0.04,0.93,0.41,0.87,1.6331504062372047e7
0.66,0.28,0.29,0.04,0.49,1.6353715949204672e7
0.75,0.19,1.0,0.55,0.57,1.6349580120285362e7
0.37,0.87,0.65,0.76,0.23,1.6378423377756016e7
0.79,0.7,0.91,0.81,0.6,1.6378296342717635e7
0.94,1.0,0.74,0.59,0.5,1.6373504069423953e7
0.53,0.14,0.53,0.33,0.48,1.6331824814522697e7
0.34,0.69,0.76,0.03,0.28,1.6374776084323844e7
0.97,0.08,0.66,0.74,0.13,1.6357295727542918e7
0.43,0.47,0.22,0.15,0.19,1.6362988496332664e7
0.18,0.67,0.49,0.14,0.03,1.6368693832432963e7
0.06,0.78,0.81,0.75,1.0,1.6357234840387413e7
0.43,0.37,0.82,0.91,0.16,1.6353634280820109e7
0.12,0.12,0.58,0.23,0.46,1.6248935385764001e7
0.34,0.33,0.09,0.82,0.06,1.6344468428666405e7
0.92,0.73,0.87,0.46,0.59,1.6378391272673262e7
0.02,1.0,0.33,0.48,0.67,1.6358328731403552e7
0.4,0.69,0.7,0.66,0.25,1.6375837954014018e7
0.88,0.44,0.2,0.7,0.19,1.6373383381574152e7
0.72,0.62,0.3,0.11,0.46,1.6376861842400465e7
0.93,0.49,0.22,0.33,0.83,1.6375526051520975e7
0.35,0.27,0.8,0.86,0.03,1.6335468451905126e7
0.14,1.0,0.75,0.61,0.71,1.637836961849466e7
0.48,0.84,0.07,0.48,0.7,1.6378407597141858e7
0.55,0.9,0.95,0.12,0.62,1.6377993356503278e7
0.01,0.17,0.59,0.08,0.08,1.6035030279860372e7
0.09,0.75,0.33,0.21,0.44,1.6361698756236326e7
0.32,0.43,0.53,0.22,0.88,1.6354045228581974e7
0.33,0.3,0.33,0.77,0.3,1.6338836735471541e7
0.07,0.99,0.58,0.52,0.99,1.637442337707015e7
0.32,0.08,0.51,0.51,0.29,1.6308594654030345e7
1.0,0.95,0.52,0.94,0.94,1.637424469241179e7
0.89,0.01,1.0,0.68,0.38,1.6375359401999343e7
0.48,0.38,0.42,0.62,0.49,1.6356781628752757e7
0.37,0.76,0.51,0.76,0.7,1.6377478433725316e7
0.56,0.22,0.96,0.27,0.76,1.6340344502403319e7
0.01,0.08,0.23,0.54,0.95,1.5942442075222785e7
0.63,0.05,0.75,0.7,0.57,1.633856547774836e7
0.36,0.35,0.67,0.81,0.75,1.6347594720152536e7
0.02,0.54,0.98,1.0,0.66,1.6277831229974376e7
0.39,0.66,0.03,0.7,0.9,1.6374953073860753e7
0.99,0.33,0.2,0.75,0.93,1.6370356894122332e7
0.34,0.52,0.91,0.29,0.48,1.6364146927952748e7
0.26,0.91,0.46,0.23,0.55,1.6378424349331442e7
0.82,0.62,0.05,0.97,0.95,1.6377920850434253e7
0.38,0.32,0.91,0.59,0.79,1.6343585108616708e7
0.68,0.15,0.98,0.3,0.2,1.6341966278738098e7
0.5,0.87,0.4,0.57,0.54,1.637826570405792e7
0.27,0.77,0.49,0.62,0.09,1.6376810919655316e7
0.66,0.71,0.56,0.91,0.26,1.6378124075802619e7
0.06,0.51,0.72,0.39,0.32,1.630705454520869e7
0.87,0.93,0.44,0.24,0.92,1.6375445496232424e7
0.31,0.75,0.72,0.51,0.6,1.6376672012249276e7
0.26,0.68,0.91,0.11,0.82,1.6372895676022597e7
0.63,0.03,0.96,0.95,0.33,1.634375433957216e7
0.15,0.86,0.19,0.88,0.6,1.6376418510648755e7
0.52,0.78,0.68,0.73,0.57,1.6378284883379746e7
