α_v,α_s,decay,MSE
0.18,0.7,0.77,3.6269306748229526e7
0.22,0.19,0.55,3.628250232728518e7
0.69,0.24,0.76,3.642444586450589e7
0.26,0.71,0.58,3.6242912216762304e7
0.29,0.1,0.53,3.623912792758872e7
0.45,0.56,0.94,3.627662287247693e7
0.08,0.41,0.81,3.642946462791617e7
0.87,0.4,0.07,3.6496354478638776e7
0.85,0.96,0.42,3.644498321974948e7
0.19,0.13,0.26,3.627455441810839e7
0.25,0.3,0.09,3.628022460027589e7
0.5,0.83,0.34,3.628601953873181e7
0.35,0.75,0.25,3.624493557688303e7
0.27,0.14,0.88,3.625956106505607e7
0.47,0.48,0.88,3.629355155572082e7
0.03,0.95,0.18,3.653089754192127e7
1.0,0.02,0.98,3.659835947531962e7
0.33,0.83,0.01,3.624835296677073e7
0.59,0.98,0.1,3.633534761378778e7
0.1,0.87,0.74,3.6364878604100764e7
0.1,0.96,0.05,3.637714929513796e7
0.85,0.5,0.46,3.647210676036365e7
0.21,0.86,0.43,3.626582606623292e7
0.24,0.96,0.16,3.6274918928667374e7
0.82,0.47,0.28,3.646166491537125e7
0.79,0.76,0.32,3.6415267616881505e7
0.87,0.3,0.44,3.650939040341384e7
0.95,0.9,0.37,3.648717782271527e7
0.87,0.34,0.69,3.6504594551182054e7
0.98,0.51,0.35,3.653052999022619e7
0.1,0.96,0.16,3.637714929513796e7
0.57,0.15,0.11,3.635683408428046e7
0.32,0.64,0.99,3.62429279395616e7
0.15,0.69,0.59,3.6291887181869134e7
1.0,0.92,0.2,3.650810489127355e7
0.67,0.44,0.4,3.6389755949125424e7
0.69,0.37,0.81,3.641052133759876e7
0.98,0.29,0.66,3.655839153416353e7
0.16,0.71,0.48,3.628323273820158e7
0.48,0.74,0.91,3.6276171981116205e7
0.7,0.92,0.09,3.637453091917394e7
0.05,0.75,0.18,3.647517039028456e7
0.17,0.52,0.3,3.628678102423368e7
0.93,0.34,0.06,3.653183492187958e7
0.13,0.17,0.16,3.6342449547816195e7
0.4,0.2,0.05,3.629462904538506e7
0.38,0.62,0.53,3.625249504646083e7
0.67,0.73,0.65,3.635726650619401e7
0.67,0.31,0.95,3.6408283277843e7
0.21,0.61,0.46,3.625766998205287e7
0.27,0.35,0.97,3.6273600715433106e7
0.92,0.14,0.37,3.653683000714527e7
0.46,0.68,0.02,3.6270698283290915e7
0.23,0.55,0.93,3.625613522766077e7
0.77,0.6,0.1,3.641850061719514e7
0.44,0.22,0.66,3.630905870818805e7
0.88,0.39,0.8,3.650249437475406e7
0.61,0.56,0.31,3.6342826349354446e7
0.05,0.58,0.94,3.648789228843633e7
0.33,0.57,0.81,3.624873857582208e7
0.66,0.08,0.41,3.6386694787625566e7
0.91,0.58,0.91,3.649007262417963e7
0.56,0.51,0.27,3.632614619854607e7
0.93,0.46,0.25,3.651550294571581e7
0.15,0.32,0.71,3.632700658402906e7
0.9,0.93,0.6,3.64658708720948e7
0.29,0.31,0.19,3.627683828582399e7
0.28,0.68,0.63,3.624122360220684e7
0.45,0.22,0.96,3.6312622234009616e7
0.83,0.26,0.68,3.6494150534838006e7
0.7,0.5,0.04,3.639600398253314e7
0.9,0.96,0.69,3.646692163662639e7
0.8,0.54,0.56,3.644150750077974e7
0.39,0.72,0.9,3.625115460877883e7
0.92,0.03,0.42,3.65460657413944e7
0.31,0.59,0.07,3.624553635119185e7
0.63,0.56,0.14,3.6352518610995926e7
0.28,0.76,0.84,3.6242542768011466e7
0.23,0.6,0.64,3.625200097086368e7
0.17,0.18,0.88,3.6305020969044074e7
0.2,0.47,0.56,3.62754786251304e7
0.59,0.34,0.48,3.6364819094714686e7
0.32,0.75,0.92,3.624216722475949e7
0.27,0.57,0.84,3.624774126396766e7
0.31,0.13,0.47,3.625697792651131e7
0.55,0.18,0.51,3.635196683912446e7
0.19,0.25,0.74,3.6300635410537094e7
0.1,0.5,0.4,3.637428125140534e7
0.49,0.49,0.72,3.6299603935016006e7
0.9,0.98,0.61,3.646786923022254e7
0.44,0.57,0.47,3.6272378547395796e7
0.05,0.68,0.77,3.64785222673481e7
0.04,0.08,0.57,3.652438346402144e7
0.23,0.77,0.69,3.6250743528784506e7
0.22,0.98,0.5,3.628458961393394e7
0.99,0.26,0.65,3.656499692046345e7
0.35,0.52,0.35,3.625652639352011e7
0.61,0.84,0.45,3.6329652584339246e7
0.43,0.83,0.95,3.6265110072678536e7
1.0,0.25,0.78,3.656962792854992e7
0.3,0.06,0.38,3.621462355089778e7
0.84,0.34,0.97,3.649029217949268e7
0.07,0.95,0.31,3.643393969694855e7
0.49,0.58,0.11,3.628853034134319e7
0.5,0.65,0.47,3.628630926258584e7
0.69,0.91,0.04,3.63692968563501e7
0.9,0.66,0.24,3.647632429269848e7
0.67,0.74,0.68,3.635687825789727e7
0.49,0.36,0.89,3.63181271803236e7
0.08,0.82,0.95,3.6399948579334415e7
0.22,0.84,0.95,3.625988440076382e7
0.75,0.97,0.01,3.640107920775084e7
0.93,0.99,0.93,3.6481045025900856e7
0.2,0.2,0.05,3.6291657872727565e7
0.34,0.8,0.83,3.6246515544398375e7
0.92,0.41,0.83,3.651805891570667e7
0.08,0.61,0.14,3.640463846381983e7
0.83,0.71,0.4,3.643801187567384e7
0.88,0.52,0.4,3.6483810015202634e7
0.19,0.76,0.71,3.626526760312663e7
0.62,0.71,0.66,3.633429862666654e7
0.49,0.71,0.38,3.62799686914956e7
0.16,0.49,0.61,3.629791138104333e7
0.05,0.99,0.53,3.64863108007708e7
0.9,0.36,0.99,3.6515862115601346e7
0.54,0.67,0.25,3.630093274955825e7
0.27,0.01,0.17,3.625356040161371e7
0.64,0.56,0.36,3.6357435929205514e7
0.2,0.27,0.12,3.6295751344820045e7
0.44,0.58,0.16,3.627137012099673e7
0.84,0.17,0.29,3.650095411363617e7
0.23,0.47,0.41,3.626506692956985e7
0.87,0.27,0.23,3.651237356900043e7
0.98,0.35,0.35,3.655173102148318e7
0.49,0.72,0.87,3.627977652559619e7
0.09,0.19,0.53,3.641711290652508e7
0.12,0.85,0.53,3.633271330753143e7
0.94,0.79,0.78,3.648521130973029e7
0.12,0.01,0.13,3.632520028823264e7
0.95,0.03,0.26,3.6560132927722715e7
0.35,0.84,0.69,3.6251221428546935e7
0.22,0.98,0.04,3.628458961393394e7
0.23,0.31,0.1,3.6283484564248376e7
0.77,0.52,0.05,3.642903976267794e7
0.44,0.87,0.81,3.627158663469603e7
0.29,0.28,0.51,3.627871159737043e7
0.35,0.67,0.58,3.624488474982069e7
0.88,0.09,0.06,3.651173468462332e7
0.44,0.02,0.68,3.628274409401981e7
0.62,0.41,0.21,3.636932407647805e7
0.32,0.2,0.58,3.627782906374155e7
0.67,0.36,0.34,3.6401759648933604e7
0.47,0.47,0.55,3.629494992346531e7
0.35,0.4,0.85,3.627211173123837e7
0.34,0.9,0.06,3.625827239492602e7
0.15,0.91,0.33,3.6308529023039654e7
0.8,0.54,0.5,3.644150750077974e7
0.14,0.05,0.21,3.626336879169413e7
0.06,0.84,0.17,3.6448995085250095e7
0.35,0.65,0.9,3.6245628763342336e7
0.95,0.11,0.38,3.654732456358347e7
0.34,0.35,0.36,3.6276845990727805e7
0.07,0.12,0.06,3.6447750913392596e7
0.02,0.83,0.92,3.655117873983615e7
0.32,0.51,0.38,3.62541614586863e7
0.76,0.64,0.65,3.6408989668379106e7
0.98,0.28,0.13,3.655933501551484e7
0.61,0.37,0.42,3.637035864220962e7
0.12,0.1,0.04,3.632513603351857e7
0.61,0.26,0.94,3.638266593525969e7
0.54,0.16,0.71,3.6344026734529436e7
0.79,0.17,0.72,3.6475749088456824e7
0.12,0.24,0.7,3.636616197202976e7
0.51,0.98,0.09,3.630772560147049e7
0.93,0.04,0.01,3.654117583390274e7
0.99,0.2,0.32,3.656805166646786e7
0.04,0.8,0.38,3.650156031961485e7
0.62,0.34,0.91,3.637941497303032e7
0.37,0.9,0.14,3.626157799797056e7
0.94,0.39,0.16,3.652967973675652e7
0.97,0.69,0.05,3.650549022096309e7
0.09,0.72,0.98,3.6376855030918375e7
0.49,0.26,0.09,3.632787878030243e7
0.22,1.0,0.46,3.628935965326095e7
0.66,1.0,0.29,3.636589694583092e7
0.21,0.76,0.27,3.6256487036147766e7
0.44,0.21,0.01,3.630846526891045e7
0.85,0.55,0.87,3.646513110668805e7
0.22,0.22,0.34,3.628673121770381e7
0.05,0.76,0.01,3.647493217159561e7
0.83,0.86,0.45,3.643273029425646e7
0.02,0.2,0.34,3.6609455031581774e7
0.89,0.62,0.01,3.647583277835852e7
0.23,0.98,0.34,3.6281776154080994e7
0.05,0.89,0.7,3.6477497436932005e7
0.68,0.7,0.9,3.636371978798421e7
0.8,0.81,0.35,3.641865547863713e7
0.67,0.33,0.49,3.6405830268163525e7
0.9,0.96,0.91,3.646692163662639e7
0.79,0.83,0.39,3.641361838462169e7
0.91,0.64,0.57,3.648309935274087e7
0.24,0.03,0.69,3.620672223948292e7
0.55,0.29,0.2,3.6351733894848704e7
0.82,0.68,0.08,3.643547870391717e7
0.06,0.9,0.44,3.6452660161757015e7
0.12,0.45,0.11,3.634748466371752e7
0.2,0.64,0.61,3.626019671403589e7
0.1,0.58,0.54,3.636525976974366e7
0.27,0.25,0.52,3.627968305150031e7
1.0,0.47,0.12,3.654421296547511e7
0.14,0.34,0.88,3.6335507323952004e7
0.19,0.23,0.92,3.629980721600332e7
0.92,0.98,0.29,3.647636904614915e7
0.53,0.6,0.94,3.630232868513427e7
0.73,0.35,0.23,3.643384255008011e7
0.87,0.18,0.17,3.651583292749854e7
0.82,0.51,0.85,3.645580671365577e7
0.45,0.1,0.95,3.628299032110296e7
0.49,0.98,0.85,3.630175085558629e7
0.12,0.18,0.38,3.635910505223585e7
0.7,0.16,0.84,3.6427278851581074e7
0.51,0.86,0.58,3.629175945841016e7
0.68,0.7,0.73,3.636371978798421e7
0.64,0.54,0.78,3.636004779138268e7
0.77,0.66,0.17,3.64121250384914e7
0.08,0.82,0.36,3.6399948579334415e7
0.63,0.44,0.24,3.6369681255460955e7
0.81,0.33,0.35,3.647691312440854e7
0.73,0.75,0.1,3.638594136849721e7
