α_v,α_s,α_v_error,α_s_error,decay,MSE
0.6,0.32,0.29,0.59,0.44,3.43313233617347e7
0.94,0.24,0.93,0.04,0.23,3.436334707866365e7
0.64,0.95,0.32,0.57,0.74,3.432828217840308e7
0.8,0.78,0.97,0.45,0.6,3.433303639592937e7
0.81,0.69,0.03,0.55,0.12,3.433248363683848e7
1.0,0.86,0.76,0.7,0.2,3.43462342202329e7
0.04,0.32,0.88,0.03,0.13,3.4049600241701186e7
0.68,0.51,0.86,0.72,0.43,3.432513800240822e7
0.14,0.23,0.14,0.55,0.03,3.4256086824645065e7
0.6,0.66,1.0,0.29,0.8,3.431725502198302e7
0.39,0.13,1.0,0.29,0.26,3.4320488294817775e7
0.55,0.3,0.06,0.56,0.59,3.432873993287966e7
0.65,0.38,0.26,0.49,0.65,3.433015813323414e7
0.13,0.99,0.25,0.22,0.03,3.426886272409545e7
0.41,0.27,0.1,0.1,0.71,3.431723423285235e7
1.0,0.81,0.5,0.44,0.16,3.43456050486384e7
0.64,0.41,0.84,0.93,0.66,3.4327041799110964e7
0.16,0.16,0.7,0.23,0.49,3.4272084843082815e7
0.74,0.08,0.36,0.27,0.62,3.434389149237668e7
0.02,0.12,0.92,0.69,0.1,3.394145996598163e7
0.49,0.61,0.19,0.07,0.22,3.430689490529358e7
0.81,0.9,0.43,0.76,0.77,3.433626564114295e7
0.04,0.16,0.9,0.48,0.57,3.404771588801508e7
0.71,0.94,0.55,0.76,0.2,3.4331996521835655e7
0.23,0.67,0.85,0.85,0.85,3.427699228999553e7
0.22,0.62,0.14,0.19,0.77,3.427289839876243e7
0.99,0.9,0.68,0.87,0.29,3.4346232154495746e7
0.97,0.79,0.49,0.35,0.71,3.434346819928029e7
0.08,0.23,1.0,0.97,0.34,3.41763710720573e7
0.97,0.56,0.49,0.07,0.97,3.434420829368161e7
0.9,0.37,0.74,0.08,0.91,3.434905893488051e7
0.99,0.74,0.73,0.25,0.24,3.434434108076382e7
0.75,0.68,0.75,0.59,0.5,3.432850275073132e7
0.33,0.52,0.02,0.69,0.32,3.4289819483511135e7
0.36,0.69,0.94,0.99,0.85,3.429531111434204e7
