α_v,α_s,decay,MSE
0.4,0.91,0.85,3.0080401386593953e7
0.12,1.0,0.06,3.011075285170888e7
0.35,0.05,0.29,3.005067818701111e7
0.58,0.07,0.38,3.0097737559150968e7
0.24,0.75,0.35,3.0131205391513657e7
0.7,0.3,0.02,3.0146519599891648e7
0.89,0.39,0.99,3.0150796160256933e7
0.92,0.06,0.6,3.0107162777820542e7
0.69,0.73,0.21,3.0118744374830678e7
0.7,0.85,0.16,3.009277043872465e7
0.24,0.25,0.44,3.0110291225361813e7
0.36,0.8,0.04,3.0109742641031694e7
0.07,0.3,0.09,2.9977403749666795e7
0.49,0.02,0.65,3.0074803629360218e7
0.76,0.17,0.54,3.013199371077631e7
0.25,0.31,0.04,3.0127688812053643e7
0.78,0.18,0.42,3.013377682849967e7
0.58,0.82,0.24,3.0098791209783476e7
0.33,0.79,0.89,3.0114110337056205e7
0.72,0.66,0.48,3.013130097829297e7
0.18,0.77,0.17,3.0136898318493262e7
0.99,0.04,0.41,3.010127709639465e7
0.69,0.45,0.17,3.015065559630151e7
0.64,0.27,0.05,3.0143278475855824e7
0.36,0.9,0.91,3.008547408278109e7
0.63,0.17,0.03,3.0129257425336886e7
0.96,0.11,0.23,3.012275104081484e7
0.57,0.41,0.65,3.0150959840153642e7
0.45,0.33,0.49,3.0145702608122543e7
0.08,0.39,0.64,3.005682801274765e7
0.3,0.77,0.28,3.012089202209693e7
0.32,0.6,0.91,3.0145568921384994e7
0.99,0.71,0.74,3.0129301513972443e7
0.67,0.63,0.64,3.0135576549940884e7
0.05,0.97,0.36,3.012714151885928e7
0.4,0.83,0.94,3.0100464531782117e7
0.53,0.97,0.11,3.006097632431761e7
0.83,0.43,0.2,3.01509855722498e7
0.34,0.13,0.61,3.0095915383161772e7
0.66,0.02,0.49,3.009299839562406e7
0.19,0.28,0.79,3.010140717579944e7
0.7,0.33,0.47,3.0148551356405254e7
0.09,0.26,0.36,2.9985763504602388e7
0.41,0.56,0.66,3.014656836314262e7
0.3,0.59,0.39,3.0147248938904148e7
0.13,0.86,0.34,3.0133589434076846e7
0.28,0.41,0.43,3.0146525022219393e7
0.57,0.06,0.75,3.009162487371063e7
0.93,0.94,0.69,3.0081547136572786e7
0.95,0.49,0.51,3.014979604337893e7
0.58,0.95,0.22,3.0066142537900425e7
0.93,0.52,0.03,3.014824088786796e7
0.19,0.32,0.41,3.011385354491133e7
0.98,0.45,0.37,3.015090782218606e7
0.31,0.45,0.51,3.0150252595503673e7
0.05,0.12,0.1,2.9687702020286642e7
0.92,0.55,0.88,3.014615558678087e7
