α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.18,0.84,0.33,0.05,0.79,0.14,0.02,0.06,3.1768453169670254e7
0.31,0.1,0.14,0.38,0.48,0.38,0.48,0.5,3.176774479197135e7
0.96,0.23,0.15,0.35,0.61,0.83,1.0,0.03,3.176841353961902e7
0.55,0.25,0.78,0.84,0.04,0.52,0.29,0.95,3.1761441033129457e7
0.11,0.62,0.63,0.1,0.58,0.59,0.23,0.18,3.176793051967434e7
0.59,0.43,0.69,0.77,0.47,0.5,0.66,0.45,3.1768285855796285e7
0.77,0.94,0.56,0.25,0.12,0.98,0.23,0.51,3.1757658718484838e7
0.94,0.77,0.87,0.41,0.7,0.01,0.02,0.42,3.176667392657526e7
0.58,0.89,0.84,0.17,0.88,0.31,0.48,0.86,3.1767624927447762e7
1.0,0.85,0.22,0.64,0.17,0.16,0.28,0.5,3.1726800452324137e7
1.0,0.4,0.4,0.37,0.06,0.8,0.81,0.26,3.1752934744773246e7
0.78,0.81,0.36,0.55,0.86,0.72,0.37,0.26,3.1767842760739215e7
0.94,0.01,0.2,0.05,0.08,0.22,0.16,0.83,3.17404842508293e7
0.28,0.54,0.02,0.24,0.08,0.94,0.94,0.5,3.176825724272537e7
0.9,0.69,0.77,0.69,0.81,0.24,0.19,0.33,3.176848743686882e7
0.9,0.01,0.9,0.6,0.6,0.36,0.8,0.56,3.176844404596294e7
0.22,0.33,0.52,0.4,0.59,0.54,0.72,0.89,3.17679304638953e7
0.59,0.68,0.82,0.9,0.07,0.84,0.96,0.47,3.1765871552492797e7
0.42,0.91,0.36,0.27,0.53,0.05,0.25,0.92,3.176847488122446e7
0.24,0.21,0.45,0.51,0.32,0.89,0.8,0.66,3.1765404382924985e7
0.48,0.97,0.03,0.24,0.72,0.23,0.88,0.33,3.1767178575720955e7
0.29,0.82,0.43,0.33,0.82,0.89,0.26,0.4,3.1768066536995728e7
0.53,0.32,0.17,0.51,0.94,0.27,0.03,0.3,3.1768430219429757e7
0.4,0.99,0.64,0.32,0.24,0.29,0.12,0.73,3.1758214506733324e7
0.4,0.22,0.25,0.28,0.64,0.17,0.7,0.23,3.176833958951325e7
0.94,0.41,0.56,0.75,0.5,0.98,0.8,0.65,3.17678094667945e7
0.67,0.17,0.25,0.05,0.89,0.73,0.45,0.79,3.1767575982881073e7
0.39,0.81,0.45,0.44,0.77,0.83,0.36,0.5,3.1768053109892983e7
0.17,0.88,0.6,0.13,0.92,0.64,0.02,0.1,3.1767919114729147e7
0.57,0.12,0.74,0.21,0.07,0.43,0.65,0.88,3.1745043951484032e7
0.73,0.39,0.33,0.22,0.49,0.16,0.01,0.79,3.176844865181283e7
0.04,0.88,0.14,0.97,0.37,0.14,0.51,0.46,3.1762576903606813e7
0.79,0.1,0.45,0.84,0.02,0.33,0.56,0.59,3.1747676369959615e7
0.88,0.62,0.9,0.34,0.32,0.96,0.98,0.08,3.1768310893302143e7
0.42,0.54,0.02,0.13,0.16,0.65,0.38,0.22,3.1757833558091268e7
0.51,0.67,0.48,0.64,0.63,0.71,0.35,0.37,3.1768019022643533e7
0.71,0.99,0.89,0.58,0.53,0.01,0.82,0.91,3.173490299865977e7
0.14,0.1,0.23,0.84,0.31,0.31,1.0,0.25,3.1750538887519628e7
0.2,0.3,0.01,0.34,0.14,0.48,0.86,0.14,3.176245434066802e7
0.27,0.1,0.39,0.16,0.07,0.95,0.65,0.93,3.1756922981556457e7
0.56,0.54,0.52,0.23,0.22,0.2,0.98,0.07,3.1762402407465015e7
0.63,0.54,0.94,0.8,0.63,0.33,0.56,0.67,3.176786436263197e7
0.48,0.85,0.41,0.85,0.84,0.19,0.49,0.62,3.176834839671465e7
0.45,0.96,0.18,0.46,0.43,0.29,0.8,0.72,3.176202280788358e7
0.8,0.78,0.62,0.58,0.24,0.09,0.08,0.42,3.1754040920379046e7
0.91,0.71,0.05,0.38,0.79,0.59,0.98,0.8,3.1768451594676994e7
0.06,0.91,0.26,0.45,0.5,0.92,0.84,0.5,3.1758750160934143e7
0.25,0.63,0.23,1.0,0.99,0.24,0.83,0.57,3.1766449417246852e7
0.28,0.32,0.37,0.23,0.94,0.55,0.93,0.2,3.176846314305951e7
0.59,0.37,0.18,0.43,0.92,0.65,0.71,0.65,3.176744922863791e7
0.68,0.56,0.5,0.3,0.07,0.11,0.95,0.15,3.175739710050962e7
0.81,0.11,0.02,0.22,0.09,0.72,0.46,0.63,3.1729326740651455e7
0.23,0.62,0.13,0.09,0.89,0.18,0.71,0.34,3.176765870649955e7
0.31,0.91,0.37,0.23,0.59,0.67,0.75,0.18,3.1767136372793898e7
0.12,0.79,0.76,0.49,0.59,0.87,0.47,0.86,3.17683386299617e7
0.19,0.12,0.04,0.04,0.34,0.87,0.82,0.74,3.176339661683464e7
0.84,0.22,0.43,0.69,0.36,0.47,0.18,0.96,3.17670584521289e7
0.92,0.88,0.19,0.13,0.78,0.55,0.44,1.0,3.1768433937670626e7
0.53,0.76,0.17,0.59,0.9,0.68,0.09,0.21,3.176781548994301e7
0.35,0.85,0.71,0.46,0.44,0.85,0.42,0.97,3.176837179468878e7
0.26,0.99,0.41,0.09,0.61,0.46,0.22,0.27,3.1766804100059595e7
0.99,0.7,0.99,0.86,0.57,0.92,0.15,0.53,3.176785381889979e7
0.44,0.89,0.06,0.33,0.17,0.64,0.86,0.45,3.1759954613215003e7
0.26,0.97,0.28,0.24,0.46,0.6,0.97,0.62,3.175712862426368e7
0.88,0.98,0.04,0.83,0.72,0.78,0.54,0.58,3.1768433780214623e7
0.57,0.92,0.59,0.35,0.17,0.52,0.98,0.2,3.1754442337663945e7
0.83,0.28,0.53,0.07,0.55,0.17,0.4,0.56,3.176690335107501e7
0.64,0.26,0.6,0.5,0.04,0.86,0.49,0.86,3.175328071847082e7
0.09,0.84,0.14,0.15,0.5,0.6,0.76,0.82,3.1758004991864815e7
0.42,0.72,0.81,0.18,0.86,0.01,0.14,0.77,3.1768391501569804e7
0.78,0.54,0.86,0.09,0.25,0.79,0.83,0.37,3.1764498958253324e7
0.96,0.62,0.04,0.56,0.8,0.69,0.83,0.43,3.176824364844123e7
0.07,0.32,0.04,0.78,0.58,0.22,0.22,0.47,3.176833652592183e7
0.74,0.99,0.16,0.13,0.35,0.68,0.5,0.35,3.176310145070767e7
0.15,0.96,0.87,0.86,0.86,0.87,0.99,0.21,3.176089852510373e7
0.28,0.4,0.81,0.55,0.84,0.33,0.94,0.35,3.176731357149751e7
0.17,0.54,0.52,0.64,0.1,0.3,0.28,0.37,3.1744254500072796e7
0.71,0.26,0.73,0.18,0.35,0.31,0.03,0.29,3.1764259706183475e7
0.7,0.66,0.45,0.1,0.91,0.62,0.43,0.01,3.1768108729397494e7
0.14,0.77,0.63,0.64,0.58,0.77,0.74,0.62,3.1766467902515687e7
0.92,0.83,0.9,0.94,0.8,0.56,0.07,0.71,3.1768128643973228e7
0.03,1.0,0.49,0.56,0.2,0.39,0.63,0.98,3.1739742401700035e7
