α_v,α_s,α_v_error,α_s_error,α_v_CCC,α_s_CCC,CCC,decay,MSE
0.21,0.35,0.77,0.22,0.36,0.42,0.1,0.08,3.919012186653432e7
0.11,0.35,0.56,0.73,0.15,0.12,0.13,0.85,3.92248909160918e7
0.7,0.82,0.03,0.8,0.82,0.24,0.51,0.73,3.922641548231036e7
0.03,0.52,0.54,0.39,0.41,0.13,0.88,0.84,3.9118276495498195e7
0.25,0.98,0.62,0.12,0.35,0.53,0.31,0.79,3.918723768502158e7
0.14,0.83,0.28,0.79,0.46,0.14,0.05,0.29,3.923064530826886e7
0.5,0.88,0.39,0.3,0.87,0.84,0.68,0.9,3.913811847548221e7
0.63,0.76,0.48,0.45,0.92,0.18,0.33,0.14,3.922550574210389e7
0.78,0.27,0.34,0.15,0.85,0.08,0.97,0.46,3.917824787337219e7
0.46,0.27,0.4,0.34,0.09,0.3,0.41,0.37,3.923152498656022e7
0.03,0.05,0.28,0.16,0.29,0.72,0.25,0.83,3.9099778800535984e7
0.95,0.12,0.44,0.78,0.09,0.38,0.31,0.94,3.919293694584122e7
0.74,0.01,0.37,0.83,0.79,0.91,1.0,0.17,3.9076752016547576e7
0.96,0.79,0.8,0.36,0.05,0.21,0.69,0.18,3.923647687098045e7
0.62,0.46,0.52,0.62,0.86,0.29,0.6,0.72,3.9212535148873575e7
0.4,0.76,0.18,0.74,0.31,0.37,0.71,0.58,3.9225961784593515e7
0.73,0.21,0.43,0.19,0.64,0.29,0.66,0.47,3.9212118641884945e7
0.97,0.11,0.48,0.92,0.29,0.82,0.08,0.7,3.92184910310023e7
0.22,0.72,0.35,0.12,0.07,0.93,0.53,0.89,3.916242081299727e7
1.0,0.68,0.82,0.23,0.08,0.68,0.76,0.72,3.9195148503338836e7
0.11,0.2,0.16,0.66,0.25,0.73,0.62,0.39,3.9269787078944944e7
0.51,0.02,0.63,0.17,0.93,0.93,0.47,0.11,3.913731327669553e7
0.21,0.79,0.82,0.3,0.79,0.68,0.01,0.65,3.91652829936857e7
0.65,0.28,0.68,0.77,0.69,0.57,0.25,0.33,3.919389828000914e7
0.47,0.41,0.33,0.4,0.69,0.89,0.73,0.03,3.9149576787997186e7
0.01,0.48,0.88,0.36,0.75,0.74,0.77,0.34,3.926860453817196e7
0.21,0.76,0.62,0.35,0.91,0.84,0.63,0.65,3.913873343298068e7
0.63,0.81,0.29,0.13,0.08,0.53,0.63,0.24,3.921614542146695e7
0.47,0.25,0.89,0.59,0.25,0.99,0.25,0.43,3.918496923210245e7
0.5,0.03,0.88,0.64,0.18,0.44,0.32,0.07,3.9256018611900896e7
0.57,0.74,0.99,0.18,0.57,0.27,0.99,0.65,3.918138032704975e7
0.47,0.35,0.25,0.77,0.3,0.53,0.11,0.18,3.922173325996713e7
0.04,0.99,0.14,0.8,0.57,0.4,0.1,0.25,3.923945160207085e7
0.83,0.01,0.08,0.94,0.31,0.66,0.78,0.87,3.926881988369597e7
0.8,0.58,0.01,0.42,0.31,0.19,0.03,0.21,3.922161556966099e7
0.95,0.27,0.06,0.07,0.4,0.03,0.63,0.66,3.925892475951898e7
0.62,0.01,0.67,0.16,0.53,0.33,0.18,0.59,3.920615259173655e7
0.25,0.04,0.33,0.73,0.31,0.37,0.85,0.3,3.920938126430819e7
0.65,0.35,0.5,0.58,0.83,0.98,0.41,0.24,3.9156111311453216e7
0.35,0.54,0.54,0.42,0.92,0.93,0.09,0.85,3.914005240676988e7
0.6,0.98,0.6,0.81,0.57,0.73,0.64,0.6,3.919254427139281e7
0.27,0.29,0.43,0.93,0.27,0.65,0.12,0.62,3.919159355051181e7
0.27,0.73,0.8,0.63,0.16,0.27,0.35,0.46,3.925283767996921e7
0.71,0.96,0.61,0.2,0.88,0.22,0.96,0.48,3.920281628868203e7
0.06,0.8,0.26,0.89,0.92,0.29,0.85,0.42,3.9231213296193264e7
0.78,0.7,0.48,0.68,0.42,0.17,0.78,0.14,3.923459557086808e7
0.87,0.74,0.79,0.13,0.09,0.36,0.78,0.84,3.923957160643837e7
0.46,0.01,0.95,0.3,0.94,0.76,0.73,0.79,3.9061292330156334e7
0.87,0.52,0.57,0.06,0.48,0.69,0.81,0.35,3.917373774218421e7
0.21,0.11,0.98,0.12,0.64,0.49,0.25,0.08,3.921137766207055e7
0.72,0.05,0.87,0.43,0.45,0.92,0.6,0.44,3.9225245943810456e7
0.99,0.44,0.96,0.25,0.94,0.68,0.4,0.7,3.917046984002369e7
0.12,1.0,0.92,0.02,0.76,0.99,0.96,0.82,3.915826607335868e7
0.01,0.72,0.61,0.65,0.87,0.35,0.44,0.26,3.925814301990382e7
0.54,0.39,0.42,0.13,0.96,0.03,0.3,0.12,3.924397142783435e7
0.87,0.76,0.02,0.25,0.84,0.28,0.81,0.7,3.918616565273698e7
0.29,1.0,0.62,0.34,0.87,0.12,0.64,0.02,3.924844364455672e7
0.23,0.95,0.92,0.86,0.16,0.17,0.94,0.55,3.923340078128935e7
0.6,0.76,0.69,0.72,0.96,0.52,0.47,0.56,3.919622321874143e7
0.06,0.65,0.13,0.88,0.33,0.72,0.77,0.21,3.9182126085733e7
0.81,0.65,0.82,0.83,0.5,0.45,0.02,0.32,3.920860814067206e7
0.29,0.62,0.22,0.42,0.35,0.75,0.97,0.02,3.9175598854823664e7
0.66,0.85,0.25,0.22,0.01,0.55,0.04,0.51,3.9194679240940735e7
